OBJECTID,stop_id,stop_code,stop_name,stop_desc,platform_code,platform_name,stop_lat,stop_lon,zone_id,stop_address,stop_url,level_id,location_type,parent_station,wheelchair_boarding,municipality,on_street,at_street,vehicle_type,Sidewalk_Width__ft_,Accessibility_Score,Sidewalk_Condition,Sidewalk_Material,Current_Shelter,Routes,Municipality_1,Neighborhood,created_user,created_date,last_edited_user,last_edited_date,POSTCODE
"663846",place-north,,North Station,,,,42.365577,-71.06129,CR-zone-1A,"135 Causeway St, Boston, MA 02114",https://www.mbta.com/stops/place-north,,"1",,"1",Boston,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02114"
"663870",place-nqncy,,North Quincy,,,,42.275275,-71.029583,,"Hancock St and Hunt St, Quincy, MA 02171",https://www.mbta.com/stops/place-nqncy,,"1",,"1",Quincy,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02171"
"663877",place-nubn,,Nubian,,,,42.329544,-71.083982,,"Washington St and Dudley St, Roxbury, MA",https://www.mbta.com/stops/place-nubn,,"1",,"1",Boston,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02119"
"663880",place-nuniv,,Northeastern University,,,,42.340401,-71.088806,,"Huntington Ave and Opera Pl, Boston, MA 02115",https://www.mbta.com/stops/place-nuniv,,"1",,"1",Boston,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02115"
"663883",place-ogmnl,,Oak Grove,,,,42.43668,-71.071097,CR-zone-1A,"Washington St and Winter St, Malden, MA 02148",https://www.mbta.com/stops/place-ogmnl,,"1",,"1",Malden,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02148"
"663892",place-orhte,,Orient Heights,,,,42.386867,-71.004736,,"1000 Bennington St, East Boston, MA 02128",https://www.mbta.com/stops/place-orhte,,"1",,"1",Boston,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02128"
"663900",place-pktrm,,Park Street,,,,42.356395,-71.062424,,"Tremont St and Winter St, Boston, MA 02108",https://www.mbta.com/stops/place-pktrm,,"1",,"1",Boston,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02116"
"663918",place-portr,,Porter,,,,42.3884,-71.119149,CR-zone-1A,"1899 Massachusetts Ave, Cambridge, MA 02140",https://www.mbta.com/stops/place-portr,,"1",,"1",Cambridge,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02140"
"663929",place-prmnl,,Prudential,,,,42.34557,-71.081696,,"Huntington Ave and Belvidere St, Boston, MA 02199",https://www.mbta.com/stops/place-prmnl,,"1",,"1",Boston,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02199"
"663934",place-qamnl,,Quincy Adams,,,,42.233391,-71.007153,,"Burgin Pkwy and Centre St, Quincy, MA 02169",https://www.mbta.com/stops/place-qamnl,,"1",,"1",Quincy,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02169"
"663941",place-qnctr,,Quincy Center,,,,42.251809,-71.005409,CR-zone-1,"175 Thomas E Burgin Pkwy, Quincy, MA 02169",https://www.mbta.com/stops/place-qnctr,,"1",,"1",Quincy,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02169"
"663953",place-rbmnl,,Revere Beach,,,,42.407843,-70.992533,,"220 Shirley Ave, Revere, MA",https://www.mbta.com/stops/place-rbmnl,,"1",,"1",Revere,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02151"
"663960",place-rcmnl,,Roxbury Crossing,,,,42.331397,-71.095451,,"1400 Tremont St, Roxbury, MA",https://www.mbta.com/stops/place-rcmnl,,"1",,"1",Boston,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02120"
"663964",place-river,,Riverside,,,,42.337352,-71.252685,,"367 Grove St, Newton, MA 02466",https://www.mbta.com/stops/place-river,,"1",,"1",Newton,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02462"
"663971",place-rsmnl,,Reservoir,,,,42.335088,-71.148758,,"401 Chestnut Hill Ave, Brookline, MA 02445",https://www.mbta.com/stops/place-rsmnl,,"1",,"1",Brookline,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02445"
"663979",place-rugg,,Ruggles,,,,42.336377,-71.088961,CR-zone-1A,"1150 Tremont St, Roxbury, MA 02120",https://www.mbta.com/stops/place-rugg,,"1",,"1",Boston,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02115"
"663995",place-rvrwy,,Riverway,,,,42.331684,-71.111931,,"South Huntington Ave and Huntington Ave, Boston, MA",https://www.mbta.com/stops/place-rvrwy,,"1",,"2",Boston,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02130"
"663998",place-sbmnl,,Stony Brook,,,,42.317062,-71.104248,,"100 Boylston St, Jamaica Plain, MA",https://www.mbta.com/stops/place-sbmnl,,"1",,"1",Boston,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02130"
"664002",place-sdmnl,,Suffolk Downs,,,,42.390501,-70.997123,,"1230 Bennington St, East Boston, MA 02128",https://www.mbta.com/stops/place-sdmnl,,"1",,"1",Boston,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02128"
"664007",place-shmnl,,Savin Hill,,,,42.31129,-71.053331,,"125 Savin Hill Ave, Dorchester, MA 02124",https://www.mbta.com/stops/place-shmnl,,"1",,"1",Boston,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02125"
"664012",place-smary,,Saint Mary's Street,,,,42.345974,-71.107353,,"Beacon St and Saint Mary's St, Boston, MA",https://www.mbta.com/stops/place-smary,,"1",,"1",Brookline,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02446"
"664015",place-smmnl,,Shawmut,,,,42.293126,-71.065738,,"Dayton St and Clementine Park, Dorchester, MA 02124",https://www.mbta.com/stops/place-smmnl,,"1",,"1",Boston,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02124"
"664019",place-sougr,,South Street,,,,42.3396,-71.157661,,,https://www.mbta.com/stops/place-sougr,,"1",,"2",Boston,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02135"
"664022",place-spmnl,,Science Park/West End,,,,42.366664,-71.067666,,"Leverett Circle and Nashua St, Boston, MA 02114",https://www.mbta.com/stops/place-spmnl,,"1",,"1",Boston,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02114"
"664029",place-sstat,,South Station,,,,42.352271,-71.055242,CR-zone-1A,"700 Atlantic Ave, Boston, MA 02110",https://www.mbta.com/stops/place-sstat,,"1",,"1",Boston,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02111"
"664057",place-state,,State,,,,42.358978,-71.057598,,"200 Washington St, Boston, MA",https://www.mbta.com/stops/place-state,,"1",,"1",Boston,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02109"
"664068",place-sthld,,Sutherland Road,,,,42.341614,-71.146202,,"Commonwealth Ave and Sutherland Rd, Boston, MA",https://www.mbta.com/stops/place-sthld,,"1",,"2",Boston,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02135"
"664071",place-stpul,,Saint Paul Street,,,,42.343327,-71.116997,,"Beacon St and Saint Paul St, Brookline, MA 02446",https://www.mbta.com/stops/place-stpul,,"1",,"2",Brookline,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02446"
"664074",place-sull,,Sullivan Square,,,,42.383975,-71.076994,,"Maffa Way and Cambridge St, Charlestown, MA 02129",https://www.mbta.com/stops/place-sull,,"1",,"1",Boston,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02129"
"664092",place-sumav,,Summit Avenue,,,,42.34111,-71.12561,,"Beacon St and Summit Ave, Brookline, MA",https://www.mbta.com/stops/place-sumav,,"1",,"2",Brookline,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02446"
"664095",place-symcl,,Symphony,,,,42.342687,-71.085056,,"Massachusetts Ave and Huntington Ave, Boston, MA",https://www.mbta.com/stops/place-symcl,,"1",,"2",Boston,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02115"
"664104",place-tapst,,Tappan Street,,,,42.338459,-71.138702,,"Beacon St and Tappan St, Brookline, MA",https://www.mbta.com/stops/place-tapst,,"1",,"2",Brookline,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02445"
"664107",place-tumnl,,Tufts Medical Center,,,,42.349662,-71.063917,,"750 Washington St, Boston, MA",https://www.mbta.com/stops/place-tumnl,,"1",,"1",Boston,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02111"
"664112",place-unsqu,,Union Square,,,,42.377359,-71.094761,,"50 Prospect St, Somerville, MA 02143",https://www.mbta.com/stops/place-unsqu,,"1",,"1",Somerville,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02143"
"664120",place-valrd,,Valley Road,,,,42.268347,-71.081343,,"291 Valley Rd, Milton, MA 02186",https://www.mbta.com/stops/place-valrd,,"1",,"2",Milton,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02186"
"664124",place-waban,,Waban,,,,42.325845,-71.230609,,"Beacon St and Waban Sq, Newton, MA 02468",https://www.mbta.com/stops/place-waban,,"1",,"2",Newton,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02468"
"664131",place-wascm,,Washington Street,,,,42.343864,-71.142853,,"Commonwealth Ave and Washington St, Boston, MA",https://www.mbta.com/stops/place-wascm,,"1",,"1",Boston,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02135"
"664134",place-welln,,Wellington,,,,42.40237,-71.077082,,"Revere Beach Pkwy and Rivers Edge Dr, Medford, MA 02155",https://www.mbta.com/stops/place-welln,,"1",,"1",Medford,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02155"
"664140",place-wimnl,,Wood Island,,,,42.37964,-71.022865,,"450 Bennington St, East Boston, MA",https://www.mbta.com/stops/place-wimnl,,"1",,"1",Boston,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02128"
"664146",place-wlsta,,Wollaston,,,,42.266514,-71.020337,,"90 Woodbine St, Quincy, MA 02171",https://www.mbta.com/stops/place-wlsta,,"1",,"1",Quincy,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02170"
"664153",place-wondl,,Wonderland,,,,42.41342,-70.991648,,"1300 North Shore Rd, Revere, MA 02151",https://www.mbta.com/stops/place-wondl,,"1",,"1",Revere,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02151"
"664162",place-woodl,,Woodland,,,,42.332902,-71.243362,,"1940 Washington St, Newton, MA 02466",https://www.mbta.com/stops/place-woodl,,"1",,"1",Newton,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02462"
"664167",place-wrnst,,Warren Street,,,,42.348343,-71.140457,,"Commonwealth Ave and Warren St, Boston, MA",https://www.mbta.com/stops/place-wrnst,,"1",,"2",Boston,,,,,,,,,,,,DOT_ADMIN,12/11/23 19:40:12 (UTC),DOT_ADMIN,12/11/23 19:40:12 (UTC),"02135"
