Geography,Total Estimate,Total Margin of Error,"Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van: - Drove alone","Margin of Error - Car, truck, or van: - Drove alone","Estimate - Car, truck, or van: - Carpooled:","Margin of Error - Car, truck, or van: - Carpooled:","Estimate - Car, truck, or van: - In 2-person carpool","Margin of Error - Car, truck, or van: - In 2-person carpool","Estimate - Car, truck, or van: - In 3-person carpool","Margin of Error - Car, truck, or van: - In 3-person carpool","Estimate - Car, truck, or van: - In 4-person carpool","Margin of Error - Car, truck, or van: - In 4-person carpool","Estimate - Car, truck, or van: - In 5- or 6-person carpool","Margin of Error - Car, truck, or van: - In 5- or 6-person carpool","Estimate - Car, truck, or van: - In 7-or-more-person carpool","Margin of Error - Car, truck, or van: - In 7-or-more-person carpool",Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab): - Bus,Margin of Error - Public transportation (excluding taxicab): - Bus,Estimate - Public transportation (excluding taxicab): - Subway or elevated rail,Margin of Error - Public transportation (excluding taxicab): - Subway or elevated rail,Estimate - Public transportation (excluding taxicab): - Long-distance train or commuter rail,Margin of Error - Public transportation (excluding taxicab): - Long-distance train or commuter rail,"Estimate - Public transportation (excluding taxicab): - Light rail, streetcar or trolley (carro público in Puerto Rico)","Margin of Error - Public transportation (excluding taxicab): - Light rail, streetcar or trolley (carro público in Puerto Rico)",Estimate - Public transportation (excluding taxicab): - Ferryboat,Margin of Error - Public transportation (excluding taxicab): - Ferryboat,Estimate - Taxicab,Margin of Error - Taxicab,Estimate - Motorcycle,Margin of Error - Motorcycle,Estimate - Bicycle,Margin of Error - Bicycle,Estimate - Walked,Margin of Error - Walked,Estimate - Other means,Margin of Error - Other means,Estimate - Worked from home,Margin of Error - Worked from home,Block Group,Census Tract,County,State
1500000US250250003021,896,260,508,184,430,173,78,80,78,80,0,13,0,13,0,13,0,13,257,116,213,95,44,60,0,13,0,13,0,13,0,13,0,13,10,15,89,92,9,14,23,24,1,3.02,Suffolk County,Massachusetts
1500000US250250003022,1380,557,920,548,856,552,64,50,64,50,0,13,0,13,0,13,0,13,212,113,121,77,91,65,0,13,0,13,0,13,0,13,0,13,0,13,113,90,18,30,117,71,2,3.02,Suffolk County,Massachusetts
1500000US250250004011,1532,388,461,188,416,187,45,52,45,52,0,13,0,13,0,13,0,13,770,326,375,278,288,149,0,13,107,91,0,13,0,13,0,13,70,88,23,27,0,13,208,122,1,4.01,Suffolk County,Massachusetts
1500000US250250004012,896,294,410,160,335,125,75,92,75,92,0,13,0,13,0,13,0,13,383,192,78,88,305,138,0,13,0,13,0,13,0,13,0,13,36,58,37,37,0,13,30,40,2,4.01,Suffolk County,Massachusetts
1500000US250250004013,680,314,305,134,203,117,102,87,102,87,0,13,0,13,0,13,0,13,133,96,79,84,37,37,0,13,17,27,0,13,0,13,0,13,0,13,46,72,0,13,196,169,3,4.01,Suffolk County,Massachusetts
1500000US250250004014,1015,344,413,183,413,183,0,13,0,13,0,13,0,13,0,13,0,13,457,205,203,112,254,110,0,13,0,13,0,13,0,13,0,13,0,13,34,40,0,13,111,91,4,4.01,Suffolk County,Massachusetts
1500000US250250004021,653,145,221,74,197,72,24,23,10,15,14,17,0,13,0,13,0,13,217,80,41,37,148,64,8,13,20,25,0,13,7,10,0,13,11,17,130,74,0,13,67,48,1,4.02,Suffolk County,Massachusetts
1500000US250250004022,456,144,196,94,152,86,44,46,32,36,12,19,0,13,0,13,0,13,107,61,31,36,47,34,22,24,7,11,0,13,0,13,0,13,0,13,52,44,0,13,101,72,2,4.02,Suffolk County,Massachusetts
1500000US250250004023,1052,474,535,239,304,116,231,231,205,221,26,27,0,13,0,13,0,13,136,81,94,73,34,30,8,13,0,13,0,13,0,13,0,13,0,13,108,94,0,13,273,238,3,4.02,Suffolk County,Massachusetts
1500000US250250005021,768,251,203,67,166,59,37,31,23,31,14,28,0,13,0,13,0,13,311,115,60,51,216,111,0,13,35,34,0,13,22,26,0,13,0,13,15,18,100,136,117,89,1,5.02,Suffolk County,Massachusetts
1500000US250250005022,629,381,206,103,187,102,19,24,19,24,0,13,0,13,0,13,0,13,223,157,58,37,165,159,0,13,0,13,0,13,0,13,0,13,21,22,140,157,0,13,39,24,2,5.02,Suffolk County,Massachusetts
1500000US250250005023,732,153,303,122,255,119,48,34,48,34,0,13,0,13,0,13,0,13,365,105,26,24,284,99,0,13,55,42,0,13,0,13,0,13,14,20,17,16,9,13,24,29,3,5.02,Suffolk County,Massachusetts
1500000US250250005024,813,223,118,68,98,53,20,28,20,28,0,13,0,13,0,13,0,13,37,37,9,18,0,13,0,13,28,32,0,13,0,13,0,13,0,13,490,189,0,13,168,88,4,5.02,Suffolk County,Massachusetts
1500000US250250005031,596,146,138,66,94,52,44,40,44,40,0,13,0,13,0,13,0,13,358,118,45,33,253,108,0,13,60,50,0,13,0,13,0,13,0,13,12,14,4,7,84,54,1,5.03,Suffolk County,Massachusetts
1500000US250250005032,997,175,288,82,266,81,22,24,22,24,0,13,0,13,0,13,0,13,439,131,82,93,266,90,16,24,75,45,0,13,0,13,0,13,15,18,102,77,6,9,147,81,2,5.03,Suffolk County,Massachusetts
1500000US250250005051,563,179,274,103,207,99,67,34,28,33,0,13,0,13,39,7,0,13,236,111,72,77,82,37,49,77,33,35,0,13,0,13,0,13,43,43,10,17,0,13,0,13,1,5.05,Suffolk County,Massachusetts
1500000US250250005052,469,173,233,104,198,90,35,41,35,41,0,13,0,13,0,13,0,13,201,137,26,32,113,83,0,13,62,74,0,13,0,13,0,13,13,21,7,11,0,13,15,22,2,5.05,Suffolk County,Massachusetts
1500000US250250005053,177,99,31,37,31,37,0,13,0,13,0,13,0,13,0,13,0,13,99,64,19,30,80,57,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,47,54,3,5.05,Suffolk County,Massachusetts
1500000US250250005061,578,159,80,52,80,52,0,13,0,13,0,13,0,13,0,13,0,13,303,118,80,58,185,98,0,13,38,46,0,13,11,17,0,13,30,48,10,16,36,42,108,86,1,5.06,Suffolk County,Massachusetts
1500000US250250005062,1024,348,299,158,265,157,34,51,34,51,0,13,0,13,0,13,0,13,503,186,37,35,328,172,53,63,85,63,0,13,46,56,0,13,9,14,17,21,0,13,150,131,2,5.06,Suffolk County,Massachusetts
1500000US250250006011,457,140,285,113,200,89,85,71,85,71,0,13,0,13,0,13,0,13,77,61,66,60,11,13,0,13,0,13,0,13,8,13,0,13,7,11,16,20,0,13,64,50,1,6.01,Suffolk County,Massachusetts
1500000US250250006012,904,224,319,108,236,96,83,58,68,51,0,13,0,13,0,13,15,25,343,165,297,159,46,43,0,13,0,13,0,13,9,15,0,13,23,21,56,42,0,13,154,97,2,6.01,Suffolk County,Massachusetts
1500000US250250006013,596,205,320,108,294,108,26,21,18,13,8,12,0,13,0,13,0,13,165,156,37,31,4,6,124,156,0,13,0,13,22,34,0,13,0,13,37,40,0,13,52,44,3,6.01,Suffolk County,Massachusetts
1500000US250250006014,735,197,358,112,328,99,30,38,30,38,0,13,0,13,0,13,0,13,177,90,81,55,88,68,8,12,0,13,0,13,5,8,0,13,22,20,123,75,0,13,50,34,4,6.01,Suffolk County,Massachusetts
1500000US250250006031,806,283,302,184,79,58,223,173,223,173,0,13,0,13,0,13,0,13,333,158,8,13,280,154,0,13,45,37,0,13,0,13,0,13,18,27,34,45,0,13,119,117,1,6.03,Suffolk County,Massachusetts
1500000US250250006041,804,225,241,135,241,135,0,13,0,13,0,13,0,13,0,13,0,13,227,94,124,67,64,51,0,13,39,63,0,13,0,13,0,13,127,90,77,60,0,13,132,124,1,6.04,Suffolk County,Massachusetts
1500000US250250006042,624,234,194,113,185,113,9,18,9,18,0,13,0,13,0,13,0,13,181,105,41,36,121,106,0,13,19,32,0,13,0,13,0,13,69,58,39,39,0,13,141,128,2,6.04,Suffolk County,Massachusetts
1500000US250250007011,421,138,96,77,58,39,38,62,38,62,0,13,0,13,0,13,0,13,213,103,61,62,152,90,0,13,0,13,0,13,0,13,0,13,30,35,25,29,0,13,57,50,1,7.01,Suffolk County,Massachusetts
1500000US250250007012,362,155,62,62,46,56,16,26,16,26,0,13,0,13,0,13,0,13,249,136,54,52,82,71,0,13,113,100,0,13,0,13,0,13,0,13,0,13,0,13,51,56,2,7.01,Suffolk County,Massachusetts
1500000US250250007013,1305,458,199,85,183,87,16,20,0,13,16,20,0,13,0,13,0,13,505,195,49,47,324,159,0,13,132,111,0,13,0,13,0,13,195,129,70,62,0,13,336,360,3,7.01,Suffolk County,Massachusetts
1500000US250250007014,1095,479,276,154,273,154,3,6,0,13,0,13,0,13,3,6,0,13,344,211,30,42,278,200,0,13,36,41,0,13,0,13,0,13,17,27,95,88,0,13,363,406,4,7.01,Suffolk County,Massachusetts
1500000US250250007031,503,137,32,34,32,34,0,13,0,13,0,13,0,13,0,13,0,13,321,109,95,47,211,97,0,13,15,17,0,13,6,10,0,13,0,13,105,60,0,13,39,60,1,7.03,Suffolk County,Massachusetts
1500000US250250007032,545,159,145,78,138,75,7,9,7,9,0,13,0,13,0,13,0,13,191,81,65,41,115,62,0,13,11,12,0,13,4,7,0,13,21,34,87,45,0,13,97,74,2,7.03,Suffolk County,Massachusetts
1500000US250250007041,965,248,121,79,110,75,11,17,11,17,0,13,0,13,0,13,0,13,564,180,247,181,266,125,0,13,51,60,0,13,0,13,26,41,61,79,38,44,78,101,77,56,1,7.04,Suffolk County,Massachusetts
1500000US250250007042,676,207,274,151,227,142,47,55,47,55,0,13,0,13,0,13,0,13,229,99,39,39,177,85,0,13,13,20,0,13,27,43,0,13,0,13,60,64,0,13,86,57,2,7.04,Suffolk County,Massachusetts
1500000US250250007043,570,195,88,62,80,61,8,13,8,13,0,13,0,13,0,13,0,13,242,121,34,33,124,70,0,13,84,92,0,13,0,13,0,13,84,72,56,45,0,13,100,107,3,7.04,Suffolk County,Massachusetts
1500000US250250007044,715,181,70,63,70,63,0,13,0,13,0,13,0,13,0,13,0,13,318,211,121,132,109,67,0,13,88,100,0,13,0,13,0,13,65,55,214,159,20,31,28,35,4,7.04,Suffolk County,Massachusetts
1500000US250250008041,792,213,400,129,338,103,62,86,62,86,0,13,0,13,0,13,0,13,161,126,117,90,44,79,0,13,0,13,0,13,0,13,0,13,16,29,50,59,0,13,165,120,1,8.04,Suffolk County,Massachusetts
1500000US250250008042,1150,364,439,178,394,164,45,67,45,67,0,13,0,13,0,13,0,13,363,216,182,125,181,153,0,13,0,13,0,13,69,76,0,13,95,87,133,115,0,13,51,49,2,8.04,Suffolk County,Massachusetts
1500000US250250008051,709,239,171,115,171,115,0,13,0,13,0,13,0,13,0,13,0,13,312,209,139,132,90,66,83,129,0,13,0,13,0,13,16,26,32,32,96,83,8,12,74,45,1,8.05,Suffolk County,Massachusetts
1500000US250250008052,396,130,94,65,94,65,0,13,0,13,0,13,0,13,0,13,0,13,215,88,153,72,55,63,7,12,0,13,0,13,0,13,0,13,0,13,20,24,14,22,53,49,2,8.05,Suffolk County,Massachusetts
1500000US250250008053,700,222,289,134,258,129,31,38,31,38,0,13,0,13,0,13,0,13,86,65,54,52,32,44,0,13,0,13,0,13,0,13,0,13,35,44,145,80,0,13,145,104,3,8.05,Suffolk County,Massachusetts
1500000US250250008061,78,117,78,117,78,117,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,8.06,Suffolk County,Massachusetts
1500000US250250008062,858,176,192,85,174,84,18,23,18,23,0,13,0,13,0,13,0,13,80,43,41,34,39,30,0,13,0,13,0,13,14,17,0,13,59,74,453,117,0,13,60,33,2,8.06,Suffolk County,Massachusetts
1500000US250250008063,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,3,8.06,Suffolk County,Massachusetts
1500000US250250008071,1423,392,179,117,179,117,0,13,0,13,0,13,0,13,0,13,0,13,93,76,63,62,30,43,0,13,0,13,0,13,0,13,0,13,0,13,1029,274,0,13,122,94,1,8.07,Suffolk County,Massachusetts
1500000US250250101031,367,151,36,24,36,24,0,13,0,13,0,13,0,13,0,13,0,13,76,46,13,22,63,41,0,13,0,13,0,13,0,13,0,13,0,13,158,114,24,47,73,72,1,101.03,Suffolk County,Massachusetts
1500000US250250101032,435,184,78,72,66,70,12,17,6,12,6,11,0,13,0,13,0,13,28,29,6,12,22,26,0,13,0,13,0,13,0,13,0,13,8,12,233,118,0,13,88,83,2,101.03,Suffolk County,Massachusetts
1500000US250250101033,575,145,52,36,18,28,34,33,34,33,0,13,0,13,0,13,0,13,86,54,66,51,20,21,0,13,0,13,0,13,0,13,0,13,0,13,405,122,8,11,24,20,3,101.03,Suffolk County,Massachusetts
1500000US250250101041,710,130,149,69,119,60,30,40,0,13,30,40,0,13,0,13,0,13,174,74,40,27,134,71,0,13,0,13,0,13,0,13,0,13,33,43,214,87,16,24,124,57,1,101.04,Suffolk County,Massachusetts
1500000US250250101042,1201,262,178,84,150,73,28,40,28,40,0,13,0,13,0,13,0,13,125,72,33,23,49,48,5,10,38,42,0,13,0,13,0,13,32,33,674,184,0,13,192,95,2,101.04,Suffolk County,Massachusetts
1500000US250250101043,539,183,53,40,53,40,0,13,0,13,0,13,0,13,0,13,0,13,136,101,0,13,136,101,0,13,0,13,0,13,0,13,0,13,0,13,217,118,0,13,133,89,3,101.04,Suffolk County,Massachusetts
1500000US250250102041,503,161,90,71,53,57,37,43,25,36,12,24,0,13,0,13,0,13,61,46,50,43,11,15,0,13,0,13,0,13,0,13,0,13,12,19,331,113,2,4,7,11,1,102.04,Suffolk County,Massachusetts
1500000US250250102042,629,221,70,50,63,49,7,11,7,11,0,13,0,13,0,13,0,13,135,63,21,19,114,60,0,13,0,13,0,13,0,13,0,13,24,33,306,163,0,13,94,86,2,102.04,Suffolk County,Massachusetts
1500000US250250102043,439,116,135,77,89,33,46,73,0,13,0,13,0,13,0,13,46,73,75,39,23,22,48,34,4,9,0,13,0,13,6,10,0,13,24,2,179,93,8,12,12,18,3,102.04,Suffolk County,Massachusetts
1500000US250250102051,531,259,70,92,70,92,0,13,0,13,0,13,0,13,0,13,0,13,170,169,41,44,129,164,0,13,0,13,0,13,0,13,0,13,94,141,180,112,0,13,17,26,1,102.05,Suffolk County,Massachusetts
1500000US250250102052,920,337,23,21,23,21,0,13,0,13,0,13,0,13,0,13,0,13,173,140,123,130,36,60,0,13,14,23,0,13,0,13,0,13,0,13,566,338,22,36,136,97,2,102.05,Suffolk County,Massachusetts
1500000US250250102053,698,232,13,15,13,15,0,13,0,13,0,13,0,13,0,13,0,13,175,132,67,55,108,130,0,13,0,13,0,13,16,26,0,13,38,36,265,135,24,37,167,177,3,102.05,Suffolk County,Massachusetts
1500000US250250102054,419,163,137,102,137,102,0,13,0,13,0,13,0,13,0,13,0,13,14,24,14,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13,228,128,10,18,30,46,4,102.05,Suffolk County,Massachusetts
1500000US250250102061,1115,477,347,201,347,201,0,13,0,13,0,13,0,13,0,13,0,13,226,154,168,150,58,68,0,13,0,13,0,13,0,13,0,13,0,13,279,175,37,59,226,327,1,102.06,Suffolk County,Massachusetts
1500000US250250102062,318,156,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,40,63,40,63,0,13,0,13,0,13,0,13,0,13,0,13,49,58,177,103,0,13,52,62,2,102.06,Suffolk County,Massachusetts
1500000US250250103001,467,168,48,41,30,34,18,35,0,13,9,17,0,13,0,13,9,18,58,33,21,26,37,32,0,13,0,13,0,13,0,13,0,13,0,13,319,154,0,13,42,35,1,103,Suffolk County,Massachusetts
1500000US250250103002,1802,477,234,127,168,104,66,56,33,38,6,11,10,21,8,15,9,20,186,75,62,42,103,62,0,13,21,25,0,13,0,13,0,13,30,40,1232,335,15,21,105,69,2,103,Suffolk County,Massachusetts
1500000US250250104031,552,152,26,31,26,31,0,13,0,13,0,13,0,13,0,13,0,13,60,47,16,25,44,44,0,13,0,13,0,13,0,13,0,13,46,71,382,115,25,31,13,22,1,104.03,Suffolk County,Massachusetts
1500000US250250104032,517,327,9,14,9,14,0,13,0,13,0,13,0,13,0,13,0,13,154,91,0,13,105,76,0,13,49,58,0,13,0,13,0,13,24,29,303,323,0,13,27,25,2,104.03,Suffolk County,Massachusetts
1500000US250250104033,320,125,96,67,72,52,24,40,24,40,0,13,0,13,0,13,0,13,55,52,26,40,29,34,0,13,0,13,0,13,0,13,0,13,37,46,103,62,0,13,29,26,3,104.03,Suffolk County,Massachusetts
1500000US250250104041,516,158,75,52,62,48,13,21,0,13,0,13,13,21,0,13,0,13,58,43,19,27,39,35,0,13,0,13,0,13,0,13,0,13,0,13,325,124,0,13,58,57,1,104.04,Suffolk County,Massachusetts
1500000US250250104042,391,112,12,24,0,13,12,24,12,24,0,13,0,13,0,13,0,13,124,70,30,30,94,67,0,13,0,13,0,13,5,7,0,13,9,18,198,65,5,9,38,35,2,104.04,Suffolk County,Massachusetts
1500000US250250104043,490,219,46,40,27,26,19,30,0,13,0,13,19,30,0,13,0,13,149,93,39,32,107,72,3,5,0,13,0,13,0,13,0,13,9,14,251,157,0,13,35,34,3,104.04,Suffolk County,Massachusetts
1500000US250250104044,335,109,54,43,50,43,4,7,0,13,4,7,0,13,0,13,0,13,137,85,20,21,117,81,0,13,0,13,0,13,0,13,0,13,21,34,85,40,12,19,26,25,4,104.04,Suffolk County,Massachusetts
1500000US250250104051,1276,273,252,95,109,70,143,71,27,32,76,60,21,42,19,27,0,13,274,139,192,136,82,64,0,13,0,13,0,13,0,13,0,13,18,25,704,174,0,13,28,39,1,104.05,Suffolk County,Massachusetts
1500000US250250104052,979,239,83,42,79,41,4,8,4,8,0,13,0,13,0,13,0,13,250,127,159,122,88,49,0,13,3,5,0,13,0,13,0,13,45,41,540,174,0,13,61,39,2,104.05,Suffolk County,Massachusetts
1500000US250250104053,166,54,51,35,45,29,6,9,6,9,0,13,0,13,0,13,0,13,48,33,44,32,4,7,0,13,0,13,0,13,0,13,0,13,0,13,47,43,0,13,20,29,3,104.05,Suffolk County,Massachusetts
1500000US250250104081,965,124,126,55,119,55,7,14,7,14,0,13,0,13,0,13,0,13,172,53,73,32,90,43,8,8,1,3,0,13,19,14,0,13,20,22,511,116,0,13,117,48,1,104.08,Suffolk County,Massachusetts
1500000US250250105001,429,128,34,26,34,26,0,13,0,13,0,13,0,13,0,13,0,13,50,43,10,19,40,36,0,13,0,13,0,13,9,16,0,13,9,17,199,84,0,13,128,85,1,105,Suffolk County,Massachusetts
1500000US250250105002,329,117,99,81,99,81,0,13,0,13,0,13,0,13,0,13,0,13,96,42,12,13,76,42,0,13,8,13,0,13,0,13,0,13,5,8,120,79,8,14,1,3,2,105,Suffolk County,Massachusetts
1500000US250250105003,585,164,172,101,172,101,0,13,0,13,0,13,0,13,0,13,0,13,208,88,32,25,176,87,0,13,0,13,0,13,0,13,0,13,13,21,143,84,0,13,49,44,3,105,Suffolk County,Massachusetts
1500000US250250106001,687,240,92,73,92,73,0,13,0,13,0,13,0,13,0,13,0,13,234,167,30,29,204,166,0,13,0,13,0,13,6,11,0,13,21,36,176,106,23,38,135,95,1,106,Suffolk County,Massachusetts
1500000US250250106002,738,177,149,79,149,79,0,13,0,13,0,13,0,13,0,13,0,13,103,60,14,16,89,58,0,13,0,13,0,13,21,25,0,13,30,35,315,120,0,13,120,83,2,106,Suffolk County,Massachusetts
1500000US250250106003,390,121,77,67,63,57,14,22,14,22,0,13,0,13,0,13,0,13,70,52,36,33,26,30,0,13,8,14,0,13,0,13,0,13,0,13,179,115,0,13,64,79,3,106,Suffolk County,Massachusetts
1500000US250250107011,522,132,133,80,103,74,30,36,26,33,0,13,0,13,0,13,4,6,119,63,14,18,86,51,19,32,0,13,0,13,0,13,0,13,0,13,192,84,10,15,68,82,1,107.01,Suffolk County,Massachusetts
1500000US250250107012,532,136,108,75,95,71,13,24,13,24,0,13,0,13,0,13,0,13,84,46,7,15,77,42,0,13,0,13,0,13,0,13,0,13,9,13,224,114,0,13,107,70,2,107.01,Suffolk County,Massachusetts
1500000US250250107013,503,150,136,71,136,71,0,13,0,13,0,13,0,13,0,13,0,13,105,60,12,12,93,58,0,13,0,13,0,13,9,15,0,13,0,13,210,120,22,25,21,19,3,107.01,Suffolk County,Massachusetts
1500000US250250107021,544,177,167,95,150,94,17,18,8,12,0,13,0,13,0,13,9,13,172,65,15,17,157,67,0,13,0,13,0,13,0,13,0,13,8,14,98,42,10,16,89,89,1,107.02,Suffolk County,Massachusetts
1500000US250250107022,438,116,106,55,96,53,10,15,10,15,0,13,0,13,0,13,0,13,59,41,0,13,19,18,40,38,0,13,0,13,14,16,0,13,0,13,164,72,0,13,95,58,2,107.02,Suffolk County,Massachusetts
1500000US250250107023,587,172,177,80,177,80,0,13,0,13,0,13,0,13,0,13,0,13,44,34,0,13,44,34,0,13,0,13,0,13,8,13,0,13,0,13,234,99,0,13,124,78,3,107.02,Suffolk County,Massachusetts
1500000US250250108011,499,115,84,45,71,41,13,19,13,19,0,13,0,13,0,13,0,13,53,41,14,17,24,25,0,13,15,24,0,13,0,13,0,13,13,20,280,97,38,54,31,32,1,108.01,Suffolk County,Massachusetts
1500000US250250108012,619,187,161,80,123,65,38,34,38,34,0,13,0,13,0,13,0,13,30,26,0,13,18,18,12,18,0,13,0,13,1,4,0,13,0,13,315,148,11,17,101,66,2,108.01,Suffolk County,Massachusetts
1500000US250250108013,609,134,125,57,125,57,0,13,0,13,0,13,0,13,0,13,0,13,54,36,0,13,54,36,0,13,0,13,0,13,0,13,0,13,29,37,284,108,12,18,105,59,3,108.01,Suffolk County,Massachusetts
1500000US250250108021,1125,307,89,53,89,53,0,13,0,13,0,13,0,13,0,13,0,13,218,101,0,13,199,99,19,20,0,13,0,13,7,12,0,13,42,43,531,266,4,7,234,135,1,108.02,Suffolk County,Massachusetts
1500000US250250108022,757,131,212,68,212,68,0,13,0,13,0,13,0,13,0,13,0,13,181,74,39,34,118,49,3,5,21,34,0,13,0,13,0,13,19,20,173,74,0,13,172,85,2,108.02,Suffolk County,Massachusetts
1500000US250250108023,444,141,75,63,75,63,0,13,0,13,0,13,0,13,0,13,0,13,76,57,0,13,76,57,0,13,0,13,0,13,14,16,0,13,37,29,157,65,0,13,85,85,3,108.02,Suffolk County,Massachusetts
