Geography,Total Estimate,Total Margin of Error,"Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van: - Drove alone","Margin of Error - Car, truck, or van: - Drove alone","Estimate - Car, truck, or van: - Carpooled:","Margin of Error - Car, truck, or van: - Carpooled:","Estimate - Car, truck, or van: - In 2-person carpool","Margin of Error - Car, truck, or van: - In 2-person carpool","Estimate - Car, truck, or van: - In 3-person carpool","Margin of Error - Car, truck, or van: - In 3-person carpool","Estimate - Car, truck, or van: - In 4-person carpool","Margin of Error - Car, truck, or van: - In 4-person carpool","Estimate - Car, truck, or van: - In 5- or 6-person carpool","Margin of Error - Car, truck, or van: - In 5- or 6-person carpool","Estimate - Car, truck, or van: - In 7-or-more-person carpool","Margin of Error - Car, truck, or van: - In 7-or-more-person carpool",Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab): - Bus,Margin of Error - Public transportation (excluding taxicab): - Bus,Estimate - Public transportation (excluding taxicab): - Subway or elevated rail,Margin of Error - Public transportation (excluding taxicab): - Subway or elevated rail,Estimate - Public transportation (excluding taxicab): - Long-distance train or commuter rail,Margin of Error - Public transportation (excluding taxicab): - Long-distance train or commuter rail,"Estimate - Public transportation (excluding taxicab): - Light rail, streetcar or trolley (carro público in Puerto Rico)","Margin of Error - Public transportation (excluding taxicab): - Light rail, streetcar or trolley (carro público in Puerto Rico)",Estimate - Public transportation (excluding taxicab): - Ferryboat,Margin of Error - Public transportation (excluding taxicab): - Ferryboat,Estimate - Taxicab,Margin of Error - Taxicab,Estimate - Motorcycle,Margin of Error - Motorcycle,Estimate - Bicycle,Margin of Error - Bicycle,Estimate - Walked,Margin of Error - Walked,Estimate - Other means,Margin of Error - Other means,Estimate - Worked from home,Margin of Error - Worked from home,Block Group,Census Tract,County,State
1500000US250250201011,339,130,102,103,102,103,0,13,0,13,0,13,0,13,0,13,0,13,38,36,0,13,25,29,13,20,0,13,0,13,0,13,0,13,0,13,130,79,0,13,69,63,1,201.01,Suffolk County,Massachusetts
1500000US250250201012,749,233,100,99,83,95,17,27,17,27,0,13,0,13,0,13,0,13,89,58,10,16,56,38,23,28,0,13,0,13,8,13,0,13,8,15,295,216,0,13,249,142,2,201.01,Suffolk County,Massachusetts
1500000US250250201013,772,290,105,75,92,69,13,20,13,20,0,13,0,13,0,13,0,13,82,75,12,22,70,72,0,13,0,13,0,13,0,13,0,13,55,65,403,186,0,13,127,122,3,201.01,Suffolk County,Massachusetts
1500000US250250201014,698,219,150,91,126,92,24,39,24,39,0,13,0,13,0,13,0,13,59,65,0,13,59,65,0,13,0,13,0,13,0,13,0,13,15,25,238,120,0,13,236,124,4,201.01,Suffolk County,Massachusetts
1500000US250250202001,783,206,145,97,145,97,0,13,0,13,0,13,0,13,0,13,0,13,81,69,0,13,81,69,0,13,0,13,0,13,0,13,0,13,0,13,397,175,0,13,160,104,1,202,Suffolk County,Massachusetts
1500000US250250202002,726,184,60,62,60,62,0,13,0,13,0,13,0,13,0,13,0,13,103,51,35,35,68,48,0,13,0,13,0,13,0,13,0,13,28,28,348,126,35,54,152,87,2,202,Suffolk County,Massachusetts
1500000US250250202003,1030,297,81,53,81,53,0,13,0,13,0,13,0,13,0,13,0,13,219,101,0,13,219,101,0,13,0,13,0,13,16,25,0,13,0,13,440,232,22,26,252,165,3,202,Suffolk County,Massachusetts
1500000US250250203011,1462,326,109,70,103,73,6,10,0,13,0,13,0,13,6,10,0,13,352,116,49,53,295,111,8,14,0,13,0,13,9,14,0,13,15,18,524,175,66,62,387,198,1,203.01,Suffolk County,Massachusetts
1500000US250250203021,655,88,58,39,58,39,0,13,0,13,0,13,0,13,0,13,0,13,182,74,0,13,157,73,6,9,19,28,0,13,12,17,0,13,5,7,284,63,0,13,114,50,1,203.02,Suffolk County,Massachusetts
1500000US250250203041,744,192,281,125,281,125,0,13,0,13,0,13,0,13,0,13,0,13,111,74,0,13,111,74,0,13,0,13,0,13,0,13,0,13,34,33,189,91,0,13,129,78,1,203.04,Suffolk County,Massachusetts
1500000US250250203042,220,125,26,40,26,40,0,13,0,13,0,13,0,13,0,13,0,13,50,57,0,13,50,57,0,13,0,13,0,13,0,13,0,13,0,13,70,53,0,13,74,87,2,203.04,Suffolk County,Massachusetts
1500000US250250203051,389,173,74,56,74,56,0,13,0,13,0,13,0,13,0,13,0,13,112,88,0,13,90,80,0,13,22,35,0,13,0,13,0,13,0,13,116,74,55,74,32,27,1,203.05,Suffolk County,Massachusetts
1500000US250250203052,1618,268,276,83,266,83,10,15,10,15,0,13,0,13,0,13,0,13,229,112,82,82,147,78,0,13,0,13,0,13,21,24,0,13,32,49,718,178,0,13,342,168,2,203.05,Suffolk County,Massachusetts
1500000US250250301001,775,213,147,69,138,68,9,15,0,13,9,15,0,13,0,13,0,13,189,121,0,13,180,121,9,14,0,13,0,13,0,13,0,13,27,42,273,156,0,13,139,85,1,301,Suffolk County,Massachusetts
1500000US250250301002,860,393,72,55,72,55,0,13,0,13,0,13,0,13,0,13,0,13,210,159,0,13,83,73,31,27,9,13,87,136,0,13,0,13,27,24,339,120,0,13,212,229,2,301,Suffolk County,Massachusetts
1500000US250250302001,814,315,339,215,321,215,18,22,18,22,0,13,0,13,0,13,0,13,209,197,0,13,209,197,0,13,0,13,0,13,0,13,0,13,16,19,146,61,6,11,98,78,1,302,Suffolk County,Massachusetts
1500000US250250302002,563,155,121,68,95,62,26,29,26,29,0,13,0,13,0,13,0,13,52,51,0,13,52,51,0,13,0,13,0,13,0,13,0,13,26,30,251,105,0,13,113,67,2,302,Suffolk County,Massachusetts
1500000US250250303011,602,158,106,80,106,80,0,13,0,13,0,13,0,13,0,13,0,13,99,50,6,19,79,40,14,23,0,13,0,13,0,13,0,13,0,13,314,104,0,13,83,68,1,303.01,Suffolk County,Massachusetts
1500000US250250303012,117,47,45,40,45,40,0,13,0,13,0,13,0,13,0,13,0,13,7,13,0,13,0,13,7,13,0,13,0,13,0,13,0,13,0,13,23,31,0,13,42,60,2,303.01,Suffolk County,Massachusetts
1500000US250250303021,1257,253,145,88,135,93,10,19,10,19,0,13,0,13,0,13,0,13,334,122,59,53,275,103,0,13,0,13,0,13,15,24,0,13,6,13,602,182,4,9,151,128,1,303.02,Suffolk County,Massachusetts
1500000US250250304001,241,91,34,25,34,25,0,13,0,13,0,13,0,13,0,13,0,13,122,71,0,13,122,71,0,13,0,13,0,13,0,13,0,13,0,13,41,24,0,13,44,38,1,304,Suffolk County,Massachusetts
1500000US250250304002,774,185,293,176,278,175,15,18,15,18,0,13,0,13,0,13,0,13,193,90,33,34,155,86,5,8,0,13,0,13,0,13,0,13,0,13,212,95,0,13,76,53,2,304,Suffolk County,Massachusetts
1500000US250250304003,841,331,45,40,45,40,0,13,0,13,0,13,0,13,0,13,0,13,134,75,0,13,120,74,5,8,9,15,0,13,0,13,0,13,6,9,419,252,0,13,237,219,3,304,Suffolk County,Massachusetts
1500000US250250304004,1057,391,46,43,46,43,0,13,0,13,0,13,0,13,0,13,0,13,145,109,0,13,145,109,0,13,0,13,0,13,16,26,0,13,45,68,618,334,14,22,173,105,4,304,Suffolk County,Massachusetts
1500000US250250305001,308,80,118,52,108,51,10,17,10,17,0,13,0,13,0,13,0,13,24,22,10,14,14,21,0,13,0,13,0,13,0,13,0,13,0,13,127,61,0,13,39,32,1,305,Suffolk County,Massachusetts
1500000US250250305002,830,254,142,71,142,71,0,13,0,13,0,13,0,13,0,13,0,13,76,41,0,13,76,41,0,13,0,13,0,13,0,13,0,13,0,13,392,123,8,12,212,174,2,305,Suffolk County,Massachusetts
1500000US250250305003,534,133,92,47,92,47,0,13,0,13,0,13,0,13,0,13,0,13,98,49,0,13,91,47,7,11,0,13,0,13,7,11,0,13,0,13,256,99,0,13,81,63,3,305,Suffolk County,Massachusetts
1500000US250250401001,411,95,171,66,171,66,0,13,0,13,0,13,0,13,0,13,0,13,9,17,0,13,0,13,0,13,0,13,9,17,0,13,0,13,22,30,125,72,0,13,84,43,1,401,Suffolk County,Massachusetts
1500000US250250401002,1111,203,395,135,395,135,0,13,0,13,0,13,0,13,0,13,0,13,76,47,55,41,13,18,8,13,0,13,0,13,0,13,0,13,100,53,222,101,7,11,311,156,2,401,Suffolk County,Massachusetts
1500000US250250402001,302,109,172,76,137,67,35,28,22,20,13,20,0,13,0,13,0,13,101,44,72,29,29,36,0,13,0,13,0,13,0,13,0,13,13,14,16,16,0,13,0,13,1,402,Suffolk County,Massachusetts
1500000US250250402002,581,129,290,121,245,111,45,33,20,24,16,22,0,13,0,13,9,13,122,59,86,46,36,38,0,13,0,13,0,13,0,13,0,13,20,19,76,38,15,16,58,34,2,402,Suffolk County,Massachusetts
1500000US250250403001,416,215,255,210,255,210,0,13,0,13,0,13,0,13,0,13,0,13,124,74,26,41,98,71,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,37,49,1,403,Suffolk County,Massachusetts
1500000US250250403002,1195,227,425,138,380,125,45,41,14,21,31,36,0,13,0,13,0,13,283,119,135,78,148,90,0,13,0,13,0,13,0,13,0,13,113,98,215,118,0,13,159,75,2,403,Suffolk County,Massachusetts
1500000US250250403003,583,164,186,92,176,85,10,18,10,18,0,13,0,13,0,13,0,13,173,107,56,54,106,92,0,13,0,13,11,16,18,20,0,13,8,13,66,53,0,13,132,97,3,403,Suffolk County,Massachusetts
1500000US250250403004,459,139,205,85,182,81,23,27,23,27,0,13,0,13,0,13,0,13,101,77,88,75,13,20,0,13,0,13,0,13,0,13,0,13,0,13,51,43,0,13,102,83,4,403,Suffolk County,Massachusetts
1500000US250250403005,483,135,110,71,94,65,16,26,16,26,0,13,0,13,0,13,0,13,184,111,110,89,74,75,0,13,0,13,0,13,0,13,0,13,37,41,61,51,0,13,91,63,5,403,Suffolk County,Massachusetts
1500000US250250404011,1282,228,427,125,351,106,76,82,72,81,0,13,0,13,4,9,0,13,346,156,132,98,214,124,0,13,0,13,0,13,7,15,0,13,14,17,264,122,34,47,190,108,1,404.01,Suffolk County,Massachusetts
1500000US250250404012,347,105,151,68,151,68,0,13,0,13,0,13,0,13,0,13,0,13,59,48,37,44,22,21,0,13,0,13,0,13,0,13,0,13,9,15,56,35,0,13,72,55,2,404.01,Suffolk County,Massachusetts
1500000US250250406001,1221,315,491,202,461,194,30,33,0,13,15,24,0,13,15,22,0,13,379,146,57,36,310,128,0,13,0,13,12,19,9,14,0,13,7,12,98,63,0,13,237,163,1,406,Suffolk County,Massachusetts
1500000US250250406002,1449,224,644,160,537,145,107,55,57,41,50,35,0,13,0,13,0,13,348,119,296,112,52,35,0,13,0,13,0,13,11,16,0,13,21,23,167,84,37,35,221,94,2,406,Suffolk County,Massachusetts
1500000US250250408011,217,121,89,95,89,95,0,13,0,13,0,13,0,13,0,13,0,13,52,50,52,50,0,13,0,13,0,13,0,13,0,13,0,13,0,13,67,58,0,13,9,16,1,408.01,Suffolk County,Massachusetts
1500000US250250408012,505,249,142,54,96,65,46,50,20,29,0,13,0,13,26,38,0,13,330,247,75,59,255,258,0,13,0,13,0,13,0,13,0,13,12,19,8,14,7,18,6,15,2,408.01,Suffolk County,Massachusetts
1500000US250250408013,1775,230,803,213,694,189,109,83,109,83,0,13,0,13,0,13,0,13,252,115,8,11,128,83,0,13,0,13,116,71,0,13,0,13,76,59,349,136,23,24,272,141,3,408.01,Suffolk County,Massachusetts
1500000US250250501011,1374,449,792,309,695,289,97,96,57,82,40,60,0,13,0,13,0,13,457,242,0,13,457,242,0,13,0,13,0,13,0,13,0,13,39,47,41,47,0,13,45,44,1,501.01,Suffolk County,Massachusetts
1500000US250250501012,469,164,282,131,185,102,97,115,42,50,47,77,0,13,8,20,0,13,112,75,0,13,112,75,0,13,0,13,0,13,0,13,0,13,0,13,75,62,0,13,0,13,2,501.01,Suffolk County,Massachusetts
1500000US250250501013,988,301,382,154,344,153,38,40,10,16,28,42,0,13,0,13,0,13,404,182,31,53,367,174,6,10,0,13,0,13,0,13,0,13,0,13,60,46,0,13,142,97,3,501.01,Suffolk County,Massachusetts
1500000US250250502001,1256,334,360,129,274,109,86,85,62,74,24,34,0,13,0,13,0,13,651,271,112,144,539,228,0,13,0,13,0,13,0,13,0,13,0,13,137,86,0,13,108,82,1,502,Suffolk County,Massachusetts
1500000US250250502002,1010,604,310,242,310,242,0,13,0,13,0,13,0,13,0,13,0,13,371,250,3,17,286,188,82,114,0,13,0,13,0,13,0,13,0,13,42,50,21,34,266,324,2,502,Suffolk County,Massachusetts
1500000US250250502003,357,153,153,103,103,76,50,75,50,75,0,13,0,13,0,13,0,13,139,85,20,31,119,82,0,13,0,13,0,13,0,13,0,13,0,13,0,13,17,28,48,39,3,502,Suffolk County,Massachusetts
1500000US250250502004,524,225,139,92,139,92,0,13,0,13,0,13,0,13,0,13,0,13,361,219,59,55,302,210,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,9,19,22,4,502,Suffolk County,Massachusetts
1500000US250250503001,832,278,324,152,294,143,30,38,21,34,0,13,0,13,0,13,9,15,288,156,61,53,227,119,0,13,0,13,0,13,7,11,0,13,7,12,53,49,8,12,145,72,1,503,Suffolk County,Massachusetts
1500000US250250503002,313,120,166,80,86,50,80,78,51,74,0,13,0,13,0,13,29,41,110,65,16,25,94,60,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,37,51,2,503,Suffolk County,Massachusetts
1500000US250250503003,479,218,138,89,101,71,37,37,29,35,0,13,8,13,0,13,0,13,136,86,0,13,88,61,48,58,0,13,0,13,0,13,0,13,0,13,31,44,0,13,174,120,3,503,Suffolk County,Massachusetts
1500000US250250504001,166,95,39,39,23,31,16,25,0,13,0,13,16,25,0,13,0,13,94,66,0,13,94,66,0,13,0,13,0,13,0,13,0,13,0,13,19,31,0,13,14,18,1,504,Suffolk County,Massachusetts
1500000US250250504002,1170,183,177,96,163,80,14,24,14,24,0,13,0,13,0,13,0,13,776,186,15,25,761,188,0,13,0,13,0,13,5,8,0,13,0,13,73,68,0,13,139,87,2,504,Suffolk County,Massachusetts
1500000US250250505001,1391,198,368,114,287,97,81,44,63,45,0,13,18,27,0,13,0,13,746,217,103,60,643,218,0,13,0,13,0,13,0,13,0,13,0,13,65,38,57,50,155,59,1,505,Suffolk County,Massachusetts
1500000US250250505002,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,2,505,Suffolk County,Massachusetts
1500000US250250506001,1045,338,194,99,165,83,29,47,0,13,29,47,0,13,0,13,0,13,674,227,176,217,498,196,0,13,0,13,0,13,0,13,0,13,0,13,114,174,0,13,63,65,1,506,Suffolk County,Massachusetts
1500000US250250506002,517,161,166,84,109,52,57,72,13,22,0,13,44,68,0,13,0,13,231,92,29,28,195,74,0,13,7,11,0,13,0,13,0,13,0,13,5,7,0,13,115,56,2,506,Suffolk County,Massachusetts
1500000US250250507001,1050,349,361,179,264,126,97,73,97,73,0,13,0,13,0,13,0,13,563,245,69,65,494,250,0,13,0,13,0,13,9,14,0,13,0,13,83,91,11,24,23,36,1,507,Suffolk County,Massachusetts
1500000US250250507002,654,255,118,62,74,42,44,51,44,51,0,13,0,13,0,13,0,13,421,231,74,87,347,222,0,13,0,13,0,13,0,13,0,13,0,13,30,28,0,13,85,67,2,507,Suffolk County,Massachusetts
1500000US250250507003,1088,430,232,134,189,127,43,58,0,13,36,56,0,13,0,13,7,12,716,322,138,141,519,269,0,13,59,102,0,13,0,13,0,13,0,13,79,81,0,13,61,55,3,507,Suffolk County,Massachusetts
1500000US250250509011,1145,406,262,155,239,144,23,37,0,13,23,37,0,13,0,13,0,13,815,398,0,13,644,308,171,255,0,13,0,13,0,13,0,13,0,13,27,35,0,13,41,55,1,509.01,Suffolk County,Massachusetts
1500000US250250509012,855,239,319,135,261,111,58,57,58,57,0,13,0,13,0,13,0,13,400,200,5,9,385,195,10,20,0,13,0,13,0,13,0,13,0,13,48,50,0,13,88,66,2,509.01,Suffolk County,Massachusetts
1500000US250250509013,531,211,231,118,225,120,6,11,6,11,0,13,0,13,0,13,0,13,226,141,11,25,215,132,0,13,0,13,0,13,0,13,0,13,0,13,9,16,0,13,65,52,3,509.01,Suffolk County,Massachusetts
1500000US250250510001,1921,596,497,195,346,160,151,127,151,127,0,13,0,13,0,13,0,13,899,363,77,59,822,361,0,13,0,13,0,13,0,13,0,13,7,11,39,30,0,13,479,284,1,510,Suffolk County,Massachusetts
1500000US250250510002,430,138,160,94,160,94,0,13,0,13,0,13,0,13,0,13,0,13,159,80,0,13,159,80,0,13,0,13,0,13,19,33,0,13,0,13,67,64,0,13,25,30,2,510,Suffolk County,Massachusetts
1500000US250250510003,620,229,417,167,291,126,126,101,126,101,0,13,0,13,0,13,0,13,144,106,0,13,144,106,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,21,46,69,3,510,Suffolk County,Massachusetts
1500000US250250511011,1113,471,551,276,502,287,49,58,49,58,0,13,0,13,0,13,0,13,465,242,0,13,465,242,0,13,0,13,0,13,0,13,0,13,15,23,29,41,0,13,53,62,1,511.01,Suffolk County,Massachusetts
1500000US250250511012,1042,392,743,364,697,359,46,39,46,39,0,13,0,13,0,13,0,13,169,121,35,57,134,99,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,130,115,2,511.01,Suffolk County,Massachusetts
1500000US250250511013,782,289,439,229,424,223,15,27,15,27,0,13,0,13,0,13,0,13,316,215,21,33,295,215,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,27,33,3,511.01,Suffolk County,Massachusetts
1500000US250250511014,409,230,224,171,224,171,0,13,0,13,0,13,0,13,0,13,0,13,138,107,0,13,138,107,0,13,0,13,0,13,0,13,0,13,0,13,0,13,47,74,0,13,4,511.01,Suffolk County,Massachusetts
1500000US250250512001,491,262,76,70,66,68,10,21,10,21,0,13,0,13,0,13,0,13,108,56,0,13,97,54,0,13,0,13,11,17,0,13,0,13,0,13,7,10,0,13,300,238,1,512,Suffolk County,Massachusetts
1500000US250250512002,735,190,248,138,223,133,25,42,25,42,0,13,0,13,0,13,0,13,274,143,5,10,245,141,0,13,11,19,13,20,26,41,0,13,0,13,89,52,0,13,98,95,2,512,Suffolk County,Massachusetts
1500000US250250512003,955,275,273,117,260,120,13,19,0,13,0,13,0,13,13,19,0,13,497,222,31,48,466,206,0,13,0,13,0,13,0,13,0,13,0,13,0,13,30,49,155,97,3,512,Suffolk County,Massachusetts
1500000US250250601011,772,199,428,111,428,111,0,13,0,13,0,13,0,13,0,13,0,13,94,96,94,96,0,13,0,13,0,13,0,13,9,14,0,13,0,13,102,110,0,13,139,85,1,601.01,Suffolk County,Massachusetts
1500000US250250601012,538,238,349,161,306,158,43,47,30,43,13,20,0,13,0,13,0,13,129,100,129,100,0,13,0,13,0,13,0,13,0,13,0,13,0,13,28,32,0,13,32,36,2,601.01,Suffolk County,Massachusetts
1500000US250250601013,650,182,413,172,397,177,16,24,16,24,0,13,0,13,0,13,0,13,152,74,122,70,30,27,0,13,0,13,0,13,0,13,0,13,13,20,33,40,0,13,39,45,3,601.01,Suffolk County,Massachusetts
1500000US250250601014,556,142,223,71,207,67,16,18,16,18,0,13,0,13,0,13,0,13,230,120,230,120,0,13,0,13,0,13,0,13,23,26,10,14,0,13,40,28,0,13,30,36,4,601.01,Suffolk County,Massachusetts
1500000US250250602001,575,216,266,110,245,104,21,21,21,21,0,13,0,13,0,13,0,13,153,66,125,63,11,17,0,13,0,13,17,23,0,13,0,13,11,14,11,12,0,13,134,81,1,602,Suffolk County,Massachusetts
1500000US250250602002,825,148,345,112,328,113,17,17,17,17,0,13,0,13,0,13,0,13,217,82,203,82,14,13,0,13,0,13,0,13,0,13,37,53,0,13,45,27,22,27,159,70,2,602,Suffolk County,Massachusetts
1500000US250250603011,772,188,352,124,318,117,34,31,10,19,24,26,0,13,0,13,0,13,258,144,246,142,12,18,0,13,0,13,0,13,10,17,0,13,0,13,47,35,0,13,105,62,1,603.01,Suffolk County,Massachusetts
1500000US250250603012,1058,529,386,156,330,140,56,39,46,37,10,15,0,13,0,13,0,13,136,98,117,95,19,20,0,13,0,13,0,13,38,48,11,18,14,21,1,6,0,13,472,507,2,603.01,Suffolk County,Massachusetts
1500000US250250603013,916,187,413,177,388,176,25,31,25,31,0,13,0,13,0,13,0,13,331,115,282,112,38,30,0,13,11,17,0,13,0,13,0,13,0,13,88,72,0,13,84,59,3,603.01,Suffolk County,Massachusetts
1500000US250250604001,1008,393,301,184,301,184,0,13,0,13,0,13,0,13,0,13,0,13,260,134,170,95,90,63,0,13,0,13,0,13,0,13,0,13,0,13,109,82,0,13,338,339,1,604,Suffolk County,Massachusetts
1500000US250250604002,731,233,249,149,233,140,16,24,0,13,16,24,0,13,0,13,0,13,265,158,238,154,27,42,0,13,0,13,0,13,0,13,0,13,0,13,16,26,0,13,201,139,2,604,Suffolk County,Massachusetts
1500000US250250604003,1073,390,564,249,516,234,48,56,0,13,48,56,0,13,0,13,0,13,340,171,340,171,0,13,0,13,0,13,0,13,0,13,0,13,0,13,109,105,0,13,60,97,3,604,Suffolk County,Massachusetts
1500000US250250604004,668,263,391,190,378,188,13,22,13,22,0,13,0,13,0,13,0,13,36,43,36,43,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,23,30,35,198,200,4,604,Suffolk County,Massachusetts
1500000US250250604005,341,194,150,115,150,115,0,13,0,13,0,13,0,13,0,13,0,13,153,150,14,24,97,88,0,13,42,64,0,13,13,23,0,13,0,13,0,13,0,13,25,41,5,604,Suffolk County,Massachusetts
1500000US250250605011,398,173,160,90,160,90,0,13,0,13,0,13,0,13,0,13,0,13,196,129,130,105,66,79,0,13,0,13,0,13,0,13,0,13,0,13,42,47,0,13,0,13,1,605.01,Suffolk County,Massachusetts
1500000US250250605012,693,212,327,175,259,158,68,64,68,64,0,13,0,13,0,13,0,13,131,84,56,42,75,81,0,13,0,13,0,13,14,22,0,13,0,13,63,62,0,13,158,138,2,605.01,Suffolk County,Massachusetts
1500000US250250605013,630,172,280,150,193,98,87,139,87,139,0,13,0,13,0,13,0,13,116,96,100,79,16,26,0,13,0,13,0,13,54,65,0,13,0,13,67,53,0,13,113,78,3,605.01,Suffolk County,Massachusetts
1500000US250250605014,780,376,400,271,400,271,0,13,0,13,0,13,0,13,0,13,0,13,214,144,199,142,15,25,0,13,0,13,0,13,0,13,0,13,0,13,50,82,61,68,55,54,4,605.01,Suffolk County,Massachusetts
1500000US250250605015,626,173,261,124,184,113,77,93,57,88,20,31,0,13,0,13,0,13,159,124,26,41,133,114,0,13,0,13,0,13,26,41,0,13,0,13,68,73,28,46,84,53,5,605.01,Suffolk County,Massachusetts
1500000US250250606011,1364,329,301,109,301,109,0,13,0,13,0,13,0,13,0,13,0,13,450,273,111,98,339,198,0,13,0,13,0,13,24,21,0,13,32,27,242,136,21,30,294,147,1,606.01,Suffolk County,Massachusetts
1500000US250250606021,321,122,35,30,35,30,0,13,0,13,0,13,0,13,0,13,0,13,41,39,30,35,0,13,0,13,11,17,0,13,0,13,0,13,28,44,130,87,0,13,87,92,1,606.02,Suffolk County,Massachusetts
1500000US250250606031,671,172,206,95,155,71,51,47,51,47,0,13,0,13,0,13,0,13,121,85,40,45,81,72,0,13,0,13,0,13,0,13,0,13,0,13,163,78,14,22,167,106,1,606.03,Suffolk County,Massachusetts
1500000US250250606041,1004,210,330,150,320,150,10,16,10,16,0,13,0,13,0,13,0,13,91,91,0,13,91,91,0,13,0,13,0,13,0,13,0,13,0,13,399,141,7,10,177,69,1,606.04,Suffolk County,Massachusetts
1500000US250250606042,791,221,161,88,161,88,0,13,0,13,0,13,0,13,0,13,0,13,49,46,0,13,18,21,31,39,0,13,0,13,0,13,0,13,10,18,449,192,0,13,122,89,2,606.04,Suffolk County,Massachusetts
1500000US250250607001,436,137,145,76,134,69,11,17,0,13,11,17,0,13,0,13,0,13,221,118,79,45,142,116,0,13,0,13,0,13,0,13,0,13,4,7,47,41,5,8,14,14,1,607,Suffolk County,Massachusetts
1500000US250250607002,257,86,124,57,124,57,0,13,0,13,0,13,0,13,0,13,0,13,91,53,58,50,33,31,0,13,0,13,0,13,0,13,0,13,0,13,32,29,0,13,10,17,2,607,Suffolk County,Massachusetts
1500000US250250608001,702,150,299,88,299,88,0,13,0,13,0,13,0,13,0,13,0,13,308,127,238,46,70,88,0,13,0,13,0,13,0,13,0,13,14,22,52,49,0,13,29,33,1,608,Suffolk County,Massachusetts
1500000US250250608002,582,238,200,103,183,105,17,26,17,26,0,13,0,13,0,13,0,13,244,146,52,62,192,139,0,13,0,13,0,13,0,13,0,13,16,27,34,34,0,13,88,132,2,608,Suffolk County,Massachusetts
1500000US250250608003,881,286,329,220,298,217,31,26,31,26,0,13,0,13,0,13,0,13,113,71,28,34,85,61,0,13,0,13,0,13,15,24,17,29,11,19,124,107,47,72,225,148,3,608,Suffolk County,Massachusetts
1500000US250250608004,971,265,268,105,223,97,45,44,27,33,18,28,0,13,0,13,0,13,279,153,175,165,87,65,17,28,0,13,0,13,51,63,0,13,0,13,177,112,0,13,196,134,4,608,Suffolk County,Massachusetts
1500000US250250610001,1246,344,485,222,461,222,24,26,24,26,0,13,0,13,0,13,0,13,440,143,273,129,167,88,0,13,0,13,0,13,7,11,0,13,0,13,123,85,3,7,188,115,1,610,Suffolk County,Massachusetts
1500000US250250610002,279,146,104,94,57,62,47,48,0,13,47,48,0,13,0,13,0,13,108,108,63,88,45,59,0,13,0,13,0,13,0,13,0,13,0,13,67,89,0,13,0,13,2,610,Suffolk County,Massachusetts
1500000US250250610003,187,103,72,56,48,51,24,26,13,25,0,13,11,18,0,13,0,13,70,60,6,9,64,58,0,13,0,13,0,13,0,13,0,13,0,13,45,59,0,13,0,13,3,610,Suffolk County,Massachusetts
1500000US250250611011,379,140,105,56,76,48,29,31,12,17,0,13,0,13,0,13,17,25,216,117,77,60,139,106,0,13,0,13,0,13,0,13,0,13,0,13,30,29,0,13,28,41,1,611.01,Suffolk County,Massachusetts
1500000US250250611012,431,123,125,75,115,74,10,15,0,13,0,13,10,15,0,13,0,13,253,89,111,68,127,79,15,23,0,13,0,13,14,22,0,13,6,11,33,35,0,13,0,13,2,611.01,Suffolk County,Massachusetts
1500000US250250612011,999,296,257,156,257,156,0,13,0,13,0,13,0,13,0,13,0,13,370,153,111,108,244,121,15,19,0,13,0,13,8,13,24,38,76,88,88,94,0,13,176,151,1,612.01,Suffolk County,Massachusetts
1500000US250250612021,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,612.02,Suffolk County,Massachusetts
1500000US250250612031,1610,351,404,122,377,122,27,35,27,35,0,13,0,13,0,13,0,13,620,274,137,87,483,268,0,13,0,13,0,13,0,13,0,13,51,67,250,108,0,13,285,109,1,612.03,Suffolk County,Massachusetts
1500000US250250612041,720,218,232,60,185,64,47,45,47,45,0,13,0,13,0,13,0,13,23,39,0,13,23,39,0,13,0,13,0,13,0,13,0,13,57,80,329,199,0,13,79,52,1,612.04,Suffolk County,Massachusetts
1500000US250250701021,160,115,43,67,43,67,0,13,0,13,0,13,0,13,0,13,0,13,26,32,0,13,26,32,0,13,0,13,0,13,0,13,0,13,0,13,75,62,0,13,16,26,1,701.02,Suffolk County,Massachusetts
1500000US250250701022,922,247,153,83,126,61,27,43,0,13,0,13,0,13,14,23,13,22,217,121,0,13,171,96,46,72,0,13,0,13,0,13,0,13,0,13,442,170,0,13,110,62,2,701.02,Suffolk County,Massachusetts
