Geography,Total Estimate,Total Margin of Error,"Estimate - Car, truck, or van","Margin of Error - Car, truck, or van","Estimate - Car, truck, or van - Drove alone","Margin of Error - Car, truck, or van - Drove alone","Estimate - Car, truck, or van - Carpooled","Margin of Error - Car, truck, or van - Carpooled","Estimate - Car, truck, or van - In 2-person carpool","Margin of Error - Car, truck, or van - In 2-person carpool","Estimate - Car, truck, or van - In 3-person carpool","Margin of Error - Car, truck, or van - In 3-person carpool","Estimate - Car, truck, or van - In 4-person carpool","Margin of Error - Car, truck, or van - In 4-person carpool","Estimate - Car, truck, or van - In 5- or 6-person carpool","Margin of Error - Car, truck, or van - In 5- or 6-person carpool","Estimate - Car, truck, or van - In 7-or-more-person carpool","Margin of Error - Car, truck, or van - In 7-or-more-person carpool",Estimate - Public transportation (excluding taxicab),Margin of Error - Public transportation (excluding taxicab),Estimate - Public transportation (excluding taxicab) - Bus or trolley bus,Margin of Error - Public transportation (excluding taxicab) - Bus or trolley bus,Estimate - Public transportation (excluding taxicab) - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error - Public transportation (excluding taxicab) - Streetcar or trolley car (carro publico in Puerto Rico),Estimate - Public transportation (excluding taxicab) - Subway or elevated,Margin of Error - Public transportation (excluding taxicab) - Subway or elevated,Estimate - Public transportation (excluding taxicab) - Railroad,Margin of Error - Public transportation (excluding taxicab) - Railroad,Estimate - Public transportation (excluding taxicab) - Ferryboat,Margin of Error - Public transportation (excluding taxicab) - Ferryboat,Estimate - Taxicab,Margin of Error - Taxicab,Estimate - Motorcycle,Margin of Error - Motorcycle,Estimate - Bicycle,Margin of Error - Bicycle,Estimate - Walked,Margin of Error - Walked,Estimate - Other means,Margin of Error - Other means,Estimate - Worked at home,Margin of Error - Worked at home,Block Group,Census Tract,County,State
1500000US250250202003,1064,193,170,96,155,94,15,23,15,23,0,12,0,12,0,12,0,12,165,94,10,18,0,12,155,92,0,12,0,12,63,103,0,12,39,41,607,165,0,12,20,26,3,202,Suffolk County,Massachusetts
1500000US250250203011,64,74,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,27,5,9,0,12,9,18,0,12,0,12,0,12,0,12,0,12,50,65,0,12,0,12,1,203.01,Suffolk County,Massachusetts
1500000US250250203012,1400,228,301,146,301,146,0,12,0,12,0,12,0,12,0,12,0,12,347,122,203,100,0,12,144,71,0,12,0,12,0,12,0,12,0,12,645,149,55,60,52,49,2,203.01,Suffolk County,Massachusetts
1500000US250250203021,819,150,154,70,150,70,4,6,4,6,0,12,0,12,0,12,0,12,141,75,21,25,0,12,116,65,4,6,0,12,0,12,0,12,0,12,490,147,0,12,34,34,1,203.02,Suffolk County,Massachusetts
1500000US250250203031,728,162,141,68,109,61,32,28,13,19,0,12,0,12,0,12,19,23,69,51,21,33,0,12,48,40,0,12,0,12,59,67,0,12,54,54,380,190,0,12,25,29,1,203.03,Suffolk County,Massachusetts
1500000US250250203032,286,138,44,52,44,52,0,12,0,12,0,12,0,12,0,12,0,12,132,97,4,9,0,12,115,101,13,22,0,12,0,12,0,12,0,12,54,45,31,44,25,29,2,203.03,Suffolk County,Massachusetts
1500000US250250203033,542,140,160,86,160,86,0,12,0,12,0,12,0,12,0,12,0,12,143,75,62,46,0,12,70,55,11,18,0,12,0,12,0,12,0,12,220,97,0,12,19,29,3,203.03,Suffolk County,Massachusetts
1500000US250250301001,742,178,195,77,166,69,29,35,21,33,0,12,0,12,0,12,8,14,86,49,0,12,0,12,86,49,0,12,0,12,10,15,0,12,20,23,412,183,10,15,9,16,1,301,Suffolk County,Massachusetts
1500000US250250301002,732,272,136,78,136,78,0,12,0,12,0,12,0,12,0,12,0,12,58,44,0,12,0,12,58,44,0,12,0,12,0,12,0,12,38,49,500,256,0,12,0,12,2,301,Suffolk County,Massachusetts
1500000US250250302001,1146,219,178,90,169,89,9,14,9,14,0,12,0,12,0,12,0,12,423,199,13,20,22,36,356,162,32,31,0,12,0,12,0,12,30,37,485,134,0,12,30,24,1,302,Suffolk County,Massachusetts
1500000US250250303001,1222,282,227,111,227,111,0,12,0,12,0,12,0,12,0,12,0,12,94,58,6,13,30,44,58,37,0,12,0,12,0,12,0,12,12,19,709,204,113,99,67,47,1,303,Suffolk County,Massachusetts
1500000US250250303002,613,155,141,74,130,70,11,17,11,17,0,12,0,12,0,12,0,12,97,78,41,66,13,20,43,38,0,12,0,12,0,12,0,12,0,12,318,113,0,12,57,48,2,303,Suffolk County,Massachusetts
1500000US250250303003,716,216,116,97,110,97,6,12,0,12,6,12,0,12,0,12,0,12,124,86,81,72,0,12,43,49,0,12,0,12,0,12,0,12,7,18,454,142,0,12,15,23,3,303,Suffolk County,Massachusetts
1500000US250250303004,505,163,98,78,98,78,0,12,0,12,0,12,0,12,0,12,0,12,105,97,14,24,0,12,91,95,0,12,0,12,0,12,0,12,0,12,243,86,0,12,59,65,4,303,Suffolk County,Massachusetts
1500000US250250304001,1029,174,199,87,199,87,0,12,0,12,0,12,0,12,0,12,0,12,203,78,46,43,0,12,149,61,0,12,8,13,0,12,0,12,0,12,591,174,0,12,36,39,1,304,Suffolk County,Massachusetts
1500000US250250304002,798,130,160,61,144,62,16,20,4,6,0,12,0,12,12,19,0,12,280,95,46,47,0,12,224,82,10,15,0,12,0,12,0,12,20,23,299,100,0,12,39,37,2,304,Suffolk County,Massachusetts
1500000US250250305001,594,143,305,101,279,90,26,38,20,34,6,11,0,12,0,12,0,12,7,12,7,12,0,12,0,12,0,12,0,12,8,13,0,12,0,12,215,78,0,12,59,78,1,305,Suffolk County,Massachusetts
1500000US250250305002,910,209,253,106,253,106,0,12,0,12,0,12,0,12,0,12,0,12,170,81,0,12,0,12,170,81,0,12,0,12,0,12,0,12,0,12,443,131,21,30,23,35,2,305,Suffolk County,Massachusetts
1500000US250250305003,575,125,111,68,101,63,10,16,0,12,0,12,0,12,10,16,0,12,182,101,0,12,0,12,182,101,0,12,0,12,0,12,0,12,0,12,272,67,10,16,0,12,3,305,Suffolk County,Massachusetts
1500000US250250401001,475,105,225,90,190,71,35,60,35,60,0,12,0,12,0,12,0,12,58,57,33,33,0,12,25,28,0,12,0,12,0,12,0,12,36,37,76,51,10,15,70,60,1,401,Suffolk County,Massachusetts
1500000US250250401002,875,150,450,131,431,131,19,22,19,22,0,12,0,12,0,12,0,12,86,48,34,33,6,10,46,35,0,12,0,12,19,27,0,12,12,20,230,104,0,12,78,48,2,401,Suffolk County,Massachusetts
1500000US250250402001,263,78,131,79,96,53,35,38,35,38,0,12,0,12,0,12,0,12,113,64,82,62,0,12,31,29,0,12,0,12,0,12,0,12,0,12,19,30,0,12,0,12,1,402,Suffolk County,Massachusetts
1500000US250250402002,390,87,223,74,189,70,34,29,27,24,7,9,0,12,0,12,0,12,54,32,19,17,0,12,16,17,0,12,19,22,0,12,0,12,12,12,82,58,4,6,15,16,2,402,Suffolk County,Massachusetts
1500000US250250403001,245,142,116,79,83,60,33,56,0,12,0,12,0,12,0,12,33,56,118,91,54,60,0,12,64,68,0,12,0,12,0,12,0,12,0,12,11,16,0,12,0,12,1,403,Suffolk County,Massachusetts
1500000US250250403002,937,258,586,200,488,164,98,80,71,75,11,17,0,12,0,12,16,25,165,103,64,58,0,12,101,82,0,12,0,12,0,12,0,12,17,26,95,67,0,12,74,34,2,403,Suffolk County,Massachusetts
1500000US250250403003,525,151,332,131,279,118,53,84,53,84,0,12,0,12,0,12,0,12,101,56,92,55,0,12,9,14,0,12,0,12,0,12,0,12,0,12,64,63,0,12,28,36,3,403,Suffolk County,Massachusetts
1500000US250250403004,397,116,196,87,132,70,64,57,43,47,21,33,0,12,0,12,0,12,75,48,33,32,0,12,42,31,0,12,0,12,0,12,0,12,0,12,88,69,0,12,38,42,4,403,Suffolk County,Massachusetts
1500000US250250403005,490,171,319,109,282,100,37,48,9,14,28,46,0,12,0,12,0,12,125,86,84,79,0,12,28,31,0,12,13,20,0,12,0,12,0,12,46,39,0,12,0,12,5,403,Suffolk County,Massachusetts
1500000US250250404011,750,176,311,133,241,130,70,61,70,61,0,12,0,12,0,12,0,12,360,124,212,86,0,12,142,101,6,25,0,12,0,12,0,12,0,12,79,57,0,12,0,12,1,404.01,Suffolk County,Massachusetts
1500000US250250404012,518,124,262,94,238,91,24,26,24,26,0,12,0,12,0,12,0,12,188,75,103,64,0,12,85,48,0,12,0,12,0,12,0,12,0,12,68,45,0,12,0,12,2,404.01,Suffolk County,Massachusetts
1500000US250250406001,631,202,323,142,305,145,18,15,18,15,0,12,0,12,0,12,0,12,240,108,72,64,11,18,123,78,34,41,0,12,0,12,0,12,0,12,40,53,0,12,28,28,1,406,Suffolk County,Massachusetts
1500000US250250406002,1346,240,900,161,825,172,75,53,64,48,11,17,0,12,0,12,0,12,289,121,211,112,0,12,78,50,0,12,0,12,0,12,0,12,38,30,51,35,0,12,68,57,2,406,Suffolk County,Massachusetts
1500000US250250408011,346,146,82,71,82,71,0,12,0,12,0,12,0,12,0,12,0,12,228,126,123,86,0,12,30,44,75,76,0,12,0,12,0,12,0,12,36,38,0,12,0,12,1,408.01,Suffolk County,Massachusetts
1500000US250250408012,335,131,174,99,96,62,78,56,43,49,0,12,12,25,16,25,7,11,93,57,80,58,0,12,13,17,0,12,0,12,0,12,0,12,34,56,8,13,26,43,0,12,2,408.01,Suffolk County,Massachusetts
1500000US250250408013,1236,160,754,149,596,138,158,94,123,89,0,12,0,12,0,12,35,52,199,106,10,16,7,11,107,91,0,12,75,48,0,12,0,12,9,15,218,99,12,19,44,46,3,408.01,Suffolk County,Massachusetts
1500000US250250501011,945,249,540,195,355,133,185,145,112,95,46,56,11,18,16,26,0,12,252,100,70,57,0,12,182,99,0,12,0,12,8,12,0,12,0,12,126,94,0,12,19,29,1,501.01,Suffolk County,Massachusetts
1500000US250250501012,741,164,308,105,178,84,130,81,124,81,0,12,0,12,6,10,0,12,344,111,157,101,0,12,187,82,0,12,0,12,0,12,0,12,0,12,89,66,0,12,0,12,2,501.01,Suffolk County,Massachusetts
1500000US250250501013,1110,268,492,182,395,174,97,74,97,74,0,12,0,12,0,12,0,12,514,171,32,37,0,12,482,172,0,12,0,12,0,12,0,12,0,12,85,69,0,12,19,31,3,501.01,Suffolk County,Massachusetts
1500000US250250502001,1275,325,396,142,305,129,91,66,50,58,37,30,4,7,0,12,0,12,795,299,38,41,0,12,757,300,0,12,0,12,0,12,0,12,0,12,63,42,0,12,21,22,1,502,Suffolk County,Massachusetts
1500000US250250502002,652,220,200,110,169,90,31,36,11,17,0,12,20,31,0,12,0,12,375,185,6,10,12,18,347,189,10,15,0,12,9,14,0,12,0,12,42,34,7,11,19,29,2,502,Suffolk County,Massachusetts
1500000US250250502003,257,174,96,72,18,20,78,70,52,56,26,41,0,12,0,12,0,12,140,130,30,48,0,12,73,92,37,58,0,12,0,12,0,12,0,12,21,33,0,12,0,12,3,502,Suffolk County,Massachusetts
1500000US250250502004,785,347,240,151,171,100,69,71,69,71,0,12,0,12,0,12,0,12,438,225,17,22,0,12,412,225,9,14,0,12,0,12,0,12,0,12,74,78,0,12,33,49,4,502,Suffolk County,Massachusetts
1500000US250250503001,306,132,42,38,42,38,0,12,0,12,0,12,0,12,0,12,0,12,223,100,7,9,0,12,216,98,0,12,0,12,0,12,0,12,0,12,30,28,0,12,11,19,1,503,Suffolk County,Massachusetts
1500000US250250503002,415,109,140,60,99,56,41,41,41,41,0,12,0,12,0,12,0,12,214,81,22,34,18,24,174,83,0,12,0,12,0,12,0,12,0,12,51,38,0,12,10,14,2,503,Suffolk County,Massachusetts
1500000US250250504001,539,192,133,69,103,58,30,39,30,39,0,12,0,12,0,12,0,12,366,143,6,9,0,12,360,143,0,12,0,12,0,12,0,12,0,12,28,47,0,12,12,21,1,504,Suffolk County,Massachusetts
1500000US250250504002,850,237,275,97,198,77,77,73,53,65,24,26,0,12,0,12,0,12,516,179,101,113,0,12,407,136,8,12,0,12,0,12,0,12,0,12,47,36,0,12,12,12,2,504,Suffolk County,Massachusetts
1500000US250250505001,1118,243,309,131,256,100,53,45,20,25,0,12,23,30,10,15,0,12,769,211,38,51,5,8,726,219,0,12,0,12,0,12,0,12,1,2,39,36,0,12,0,12,1,505,Suffolk County,Massachusetts
1500000US250250506001,828,184,142,63,104,46,38,43,18,35,15,25,5,8,0,12,0,12,626,171,88,73,0,12,497,168,41,60,0,12,0,12,0,12,0,12,27,31,0,12,33,43,1,506,Suffolk County,Massachusetts
1500000US250250506002,434,161,34,40,7,12,27,37,3,6,0,12,24,37,0,12,0,12,362,162,128,150,0,12,234,119,0,12,0,12,0,12,0,12,0,12,38,39,0,12,0,12,2,506,Suffolk County,Massachusetts
1500000US250250507001,1400,305,484,184,372,157,112,89,104,87,8,14,0,12,0,12,0,12,832,227,172,92,0,12,643,208,17,26,0,12,0,12,0,12,0,12,84,93,0,12,0,12,1,507,Suffolk County,Massachusetts
1500000US250250507002,676,238,122,95,70,59,52,67,9,15,0,12,0,12,43,66,0,12,531,207,148,100,0,12,383,175,0,12,0,12,0,12,0,12,0,12,23,40,0,12,0,12,2,507,Suffolk County,Massachusetts
1500000US250250507003,752,254,171,110,97,66,74,60,58,53,0,12,0,12,16,27,0,12,505,201,43,50,0,12,462,186,0,12,0,12,0,12,0,12,0,12,63,71,0,12,13,20,3,507,Suffolk County,Massachusetts
1500000US250250509011,1232,436,333,196,305,214,28,48,0,12,28,48,0,12,0,12,0,12,855,437,8,12,10,16,837,443,0,12,0,12,0,12,0,12,0,12,19,29,0,12,25,39,1,509.01,Suffolk County,Massachusetts
1500000US250250509012,1034,283,417,145,311,118,106,62,52,48,29,33,25,41,0,12,0,12,525,198,0,12,8,12,517,198,0,12,0,12,17,19,0,12,0,12,36,60,0,12,39,38,2,509.01,Suffolk County,Massachusetts
1500000US250250509013,475,226,272,141,213,121,59,75,59,75,0,12,0,12,0,12,0,12,193,128,94,97,0,12,89,89,10,16,0,12,0,12,0,12,0,12,10,15,0,12,0,12,3,509.01,Suffolk County,Massachusetts
1500000US250250510001,1163,248,616,159,547,144,69,51,60,48,0,12,9,14,0,12,0,12,508,173,88,66,9,14,411,137,0,12,0,12,0,12,0,12,11,17,11,16,0,12,17,19,1,510,Suffolk County,Massachusetts
1500000US250250510002,276,125,120,80,114,82,6,11,0,12,6,11,0,12,0,12,0,12,122,71,11,19,0,12,98,63,13,19,0,12,0,12,0,12,0,12,10,15,0,12,24,31,2,510,Suffolk County,Massachusetts
1500000US250250510003,579,189,361,125,334,127,27,43,0,12,27,43,0,12,0,12,0,12,164,94,9,16,0,12,155,88,0,12,0,12,0,12,0,12,0,12,0,12,0,12,54,60,3,510,Suffolk County,Massachusetts
1500000US250250511011,1101,476,492,247,262,124,230,201,73,112,43,67,114,114,0,12,0,12,546,289,75,84,0,12,471,273,0,12,0,12,0,12,0,12,0,12,52,88,0,12,11,18,1,511.01,Suffolk County,Massachusetts
1500000US250250511012,831,274,358,193,334,191,24,37,24,37,0,12,0,12,0,12,0,12,409,233,118,90,0,12,291,194,0,12,0,12,0,12,0,12,0,12,32,48,0,12,32,51,2,511.01,Suffolk County,Massachusetts
1500000US250250511013,931,428,382,236,351,233,31,38,16,28,15,24,0,12,0,12,0,12,476,299,29,41,0,12,447,286,0,12,0,12,0,12,0,12,0,12,0,12,32,46,41,60,3,511.01,Suffolk County,Massachusetts
1500000US250250511014,745,333,320,197,306,198,14,21,14,21,0,12,0,12,0,12,0,12,414,279,0,12,0,12,414,279,0,12,0,12,0,12,0,12,0,12,11,19,0,12,0,12,4,511.01,Suffolk County,Massachusetts
1500000US250250512001,27,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,42,0,12,0,12,27,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,512,Suffolk County,Massachusetts
1500000US250250512002,844,201,251,133,205,107,46,52,20,23,20,45,6,14,0,12,0,12,478,150,38,58,0,12,440,136,0,12,0,12,13,19,0,12,39,53,56,57,0,12,7,11,2,512,Suffolk County,Massachusetts
1500000US250250512003,484,135,214,92,178,85,36,47,36,47,0,12,0,12,0,12,0,12,219,102,0,12,0,12,219,102,0,12,0,12,0,12,0,12,0,12,7,12,0,12,44,49,3,512,Suffolk County,Massachusetts
1500000US250250601011,781,250,483,143,340,118,143,87,78,66,65,69,0,12,0,12,0,12,246,138,203,144,0,12,43,50,0,12,0,12,0,12,0,12,0,12,46,37,0,12,6,12,1,601.01,Suffolk County,Massachusetts
1500000US250250601012,365,112,175,66,175,66,0,12,0,12,0,12,0,12,0,12,0,12,183,79,148,77,0,12,35,31,0,12,0,12,0,12,0,12,0,12,7,12,0,12,0,12,2,601.01,Suffolk County,Massachusetts
1500000US250250601013,756,152,362,100,362,100,0,12,0,12,0,12,0,12,0,12,0,12,287,98,235,96,0,12,52,44,0,12,0,12,0,12,0,12,0,12,40,47,0,12,67,49,3,601.01,Suffolk County,Massachusetts
1500000US250250601014,492,131,251,92,235,90,16,17,9,13,7,11,0,12,0,12,0,12,205,102,188,98,0,12,17,26,0,12,0,12,0,12,0,12,0,12,8,12,0,12,28,27,4,601.01,Suffolk County,Massachusetts
1500000US250250602001,552,130,274,89,251,86,23,38,23,38,0,12,0,12,0,12,0,12,262,103,252,103,0,12,10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,23,1,602,Suffolk County,Massachusetts
1500000US250250602002,653,196,390,143,305,139,85,45,73,48,12,20,0,12,0,12,0,12,231,138,225,137,0,12,6,11,0,12,0,12,12,19,0,12,0,12,20,21,0,12,0,12,2,602,Suffolk County,Massachusetts
1500000US250250603011,820,232,377,132,358,125,19,29,19,29,0,12,0,12,0,12,0,12,381,172,311,161,0,12,70,83,0,12,0,12,0,12,0,12,12,20,0,12,0,12,50,61,1,603.01,Suffolk County,Massachusetts
1500000US250250603012,657,246,385,214,294,134,91,97,91,97,0,12,0,12,0,12,0,12,225,97,214,98,0,12,11,17,0,12,0,12,8,13,0,12,0,12,29,26,0,12,10,16,2,603.01,Suffolk County,Massachusetts
1500000US250250603013,599,144,305,106,274,104,31,30,31,30,0,12,0,12,0,12,0,12,237,89,186,69,7,12,44,38,0,12,0,12,0,12,0,12,19,23,24,37,0,12,14,22,3,603.01,Suffolk County,Massachusetts
1500000US250250604001,638,210,257,119,218,117,39,47,39,47,0,12,0,12,0,12,0,12,180,85,142,83,0,12,38,39,0,12,0,12,0,12,0,12,140,159,22,32,0,12,39,37,1,604,Suffolk County,Massachusetts
1500000US250250604002,1006,362,651,288,638,288,13,22,13,22,0,12,0,12,0,12,0,12,355,142,228,118,0,12,127,92,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,604,Suffolk County,Massachusetts
1500000US250250604003,654,327,385,131,348,127,37,44,37,44,0,12,0,12,0,12,0,12,256,222,256,222,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,21,0,12,0,12,3,604,Suffolk County,Massachusetts
1500000US250250604004,573,186,275,125,167,82,108,97,52,41,56,88,0,12,0,12,0,12,263,128,124,67,0,12,139,113,0,12,0,12,0,12,0,12,12,20,23,38,0,12,0,12,4,604,Suffolk County,Massachusetts
1500000US250250604005,283,97,205,73,180,65,25,31,25,31,0,12,0,12,0,12,0,12,33,40,33,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,41,0,12,12,20,5,604,Suffolk County,Massachusetts
1500000US250250605011,505,115,292,76,234,71,58,46,46,44,0,12,12,19,0,12,0,12,119,51,113,47,0,12,6,10,0,12,0,12,0,12,0,12,9,14,46,38,31,36,8,13,1,605.01,Suffolk County,Massachusetts
1500000US250250605012,633,148,380,122,341,118,39,38,39,38,0,12,0,12,0,12,0,12,183,98,174,96,0,12,9,14,0,12,0,12,0,12,0,12,0,12,36,31,20,32,14,16,2,605.01,Suffolk County,Massachusetts
1500000US250250605013,535,199,287,150,218,102,69,83,69,83,0,12,0,12,0,12,0,12,166,75,105,50,0,12,61,56,0,12,0,12,0,12,0,12,34,41,28,21,7,11,13,15,3,605.01,Suffolk County,Massachusetts
1500000US250250605014,618,258,292,183,285,182,7,11,7,11,0,12,0,12,0,12,0,12,297,189,281,189,0,12,16,13,0,12,0,12,0,12,0,12,0,12,29,36,0,12,0,12,4,605.01,Suffolk County,Massachusetts
1500000US250250605015,461,115,210,83,192,81,18,30,18,30,0,12,0,12,0,12,0,12,133,61,54,40,3,6,67,54,9,13,0,12,23,29,0,12,0,12,83,60,0,12,12,19,5,605.01,Suffolk County,Massachusetts
1500000US250250606001,1881,256,900,211,796,207,104,70,91,69,0,12,0,12,0,12,13,19,480,139,93,66,29,33,358,124,0,12,0,12,13,19,30,33,12,20,365,100,7,12,74,48,1,606,Suffolk County,Massachusetts
1500000US250250607001,279,86,109,74,82,61,27,42,0,12,0,12,10,16,17,26,0,12,100,39,37,31,0,12,63,29,0,12,0,12,3,5,0,12,10,17,46,33,10,15,1,3,1,607,Suffolk County,Massachusetts
1500000US250250607002,463,121,211,76,185,76,26,19,10,17,16,19,0,12,0,12,0,12,154,79,78,49,0,12,62,51,0,12,14,23,0,12,0,12,14,21,72,77,0,12,12,18,2,607,Suffolk County,Massachusetts
1500000US250250608001,279,230,147,167,97,146,50,78,50,78,0,12,0,12,0,12,0,12,44,72,44,72,0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,39,0,12,56,64,1,608,Suffolk County,Massachusetts
1500000US250250608002,704,359,327,211,199,98,128,206,128,206,0,12,0,12,0,12,0,12,284,295,10,17,0,12,274,294,0,12,0,12,0,12,0,12,15,25,38,66,0,12,40,44,2,608,Suffolk County,Massachusetts
1500000US250250608003,1288,540,567,329,567,329,0,12,0,12,0,12,0,12,0,12,0,12,454,174,244,163,0,12,210,122,0,12,0,12,29,48,0,12,0,12,224,246,0,12,14,22,3,608,Suffolk County,Massachusetts
1500000US250250608004,1134,368,525,240,461,238,64,83,64,83,0,12,0,12,0,12,0,12,319,196,180,125,0,12,139,145,0,12,0,12,0,12,0,12,0,12,278,145,0,12,12,20,4,608,Suffolk County,Massachusetts
1500000US250250610001,720,200,313,117,287,116,26,32,26,32,0,12,0,12,0,12,0,12,269,150,75,41,0,12,194,151,0,12,0,12,11,18,0,12,0,12,89,57,0,12,38,33,1,610,Suffolk County,Massachusetts
1500000US250250610002,303,140,151,86,95,61,56,64,44,65,0,12,0,12,0,12,12,19,120,87,83,77,0,12,37,40,0,12,0,12,0,12,0,12,8,13,24,41,0,12,0,12,2,610,Suffolk County,Massachusetts
1500000US250250610003,196,93,113,74,34,37,79,77,49,67,0,12,0,12,30,47,0,12,75,60,31,38,0,12,33,39,11,17,0,12,0,12,0,12,0,12,8,13,0,12,0,12,3,610,Suffolk County,Massachusetts
1500000US250250611011,134,69,72,51,63,42,9,17,9,17,0,12,0,12,0,12,0,12,46,39,28,33,10,14,8,12,0,12,0,12,0,12,0,12,0,12,16,18,0,12,0,12,1,611.01,Suffolk County,Massachusetts
1500000US250250611012,435,123,187,71,147,63,40,38,35,36,0,12,0,12,0,12,5,8,188,75,55,39,0,12,118,69,15,20,0,12,0,12,0,12,0,12,60,45,0,12,0,12,2,611.01,Suffolk County,Massachusetts
1500000US250250612001,1355,266,696,223,677,224,19,23,19,23,0,12,0,12,0,12,0,12,351,151,65,61,6,11,280,147,0,12,0,12,9,14,0,12,19,30,227,89,0,12,53,35,1,612,Suffolk County,Massachusetts
1500000US250250612002,420,137,121,76,121,76,0,12,0,12,0,12,0,12,0,12,0,12,261,102,34,40,0,12,227,105,0,12,0,12,0,12,0,12,0,12,38,60,0,12,0,12,2,612,Suffolk County,Massachusetts
1500000US250250612003,682,213,327,114,275,91,52,81,52,81,0,12,0,12,0,12,0,12,290,130,37,40,0,12,253,128,0,12,0,12,0,12,0,12,0,12,40,53,0,12,25,26,3,612,Suffolk County,Massachusetts
1500000US250250701011,584,214,133,73,132,72,1,12,1,12,0,12,0,12,0,12,0,12,21,32,0,12,21,32,0,12,0,12,0,12,0,12,0,12,23,35,358,198,0,12,49,55,1,701.01,Suffolk County,Massachusetts
1500000US250250701012,121,82,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,121,82,0,12,0,12,2,701.01,Suffolk County,Massachusetts
1500000US250250701013,298,126,46,59,8,14,38,56,38,56,0,12,0,12,0,12,0,12,114,94,9,16,0,12,105,95,0,12,0,12,0,12,0,12,18,28,73,50,47,67,0,12,3,701.01,Suffolk County,Massachusetts
1500000US250250701014,1019,262,152,109,137,104,15,23,15,23,0,12,0,12,0,12,0,12,147,92,0,12,0,12,147,92,0,12,0,12,70,64,0,12,22,32,536,191,0,12,92,90,4,701.01,Suffolk County,Massachusetts
1500000US250250701015,144,88,67,58,67,58,0,12,0,12,0,12,0,12,0,12,0,12,4,9,4,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,69,81,0,12,4,9,5,701.01,Suffolk County,Massachusetts
1500000US250250701016,102,81,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,47,49,0,12,0,12,47,49,0,12,0,12,0,12,0,12,0,12,55,66,0,12,0,12,6,701.01,Suffolk County,Massachusetts
1500000US250250701017,403,152,74,63,74,63,0,12,0,12,0,12,0,12,0,12,0,12,138,128,54,62,0,12,60,61,24,41,0,12,0,12,0,12,0,12,191,67,0,12,0,12,7,701.01,Suffolk County,Massachusetts
1500000US250250701018,279,142,70,77,35,50,35,58,0,12,0,12,18,29,0,12,17,28,69,64,4,9,0,12,44,53,21,34,0,12,0,12,0,12,0,12,139,110,0,12,1,11,8,701.01,Suffolk County,Massachusetts
1500000US250250702001,533,207,100,64,90,63,10,15,0,12,0,12,0,12,0,12,10,15,197,107,43,42,11,17,143,98,0,12,0,12,5,9,0,12,0,12,221,108,0,12,10,16,1,702,Suffolk County,Massachusetts
1500000US250250702002,766,202,185,145,25,28,160,144,75,76,43,70,0,12,12,18,30,35,146,105,13,21,28,43,105,68,0,12,0,12,0,12,0,12,0,12,340,133,0,12,95,151,2,702,Suffolk County,Massachusetts
1500000US250250702003,1015,252,182,91,84,51,98,67,11,20,79,58,0,12,8,13,0,12,158,102,9,19,36,59,113,74,0,12,0,12,0,12,0,12,0,12,568,182,0,12,107,117,3,702,Suffolk County,Massachusetts
1500000US250250703001,465,165,168,116,168,116,0,12,0,12,0,12,0,12,0,12,0,12,60,56,0,12,0,12,50,53,10,16,0,12,0,12,0,12,0,12,206,116,0,12,31,35,1,703,Suffolk County,Massachusetts
1500000US250250703002,729,218,139,95,139,95,0,12,0,12,0,12,0,12,0,12,0,12,169,123,72,77,51,81,46,66,0,12,0,12,13,21,0,12,33,41,375,146,0,12,0,12,2,703,Suffolk County,Massachusetts
1500000US250250703003,610,160,134,74,122,76,12,18,12,18,0,12,0,12,0,12,0,12,342,145,12,19,11,19,202,114,117,94,0,12,0,12,0,12,13,21,66,59,22,33,33,37,3,703,Suffolk County,Massachusetts
1500000US250250703004,932,179,393,155,339,151,54,55,39,48,15,24,0,12,0,12,0,12,197,95,61,51,0,12,136,81,0,12,0,12,0,12,0,12,36,56,262,103,28,31,16,27,4,703,Suffolk County,Massachusetts
1500000US250250704021,451,83,249,67,153,50,96,57,57,49,5,8,5,9,29,30,0,12,110,48,47,40,0,12,53,28,10,12,0,12,0,12,0,12,9,15,76,35,2,4,5,8,1,704.02,Suffolk County,Massachusetts
1500000US250250705001,1439,289,455,183,443,177,12,35,0,12,12,35,0,12,0,12,0,12,300,136,127,108,0,12,138,83,35,45,0,12,0,12,0,12,105,98,484,156,0,12,95,74,1,705,Suffolk County,Massachusetts
1500000US250250705002,540,232,120,65,99,58,21,33,0,12,21,33,0,12,0,12,0,12,185,133,68,84,0,12,117,113,0,12,0,12,0,12,0,12,23,36,212,162,0,12,0,12,2,705,Suffolk County,Massachusetts
