Geography,Total Estimate,Total Margin of Error,"Estimate - Car, truck, or van","Margin of Error - Car, truck, or van","Estimate - Car, truck, or van - Drove alone","Margin of Error - Car, truck, or van - Drove alone","Estimate - Car, truck, or van - Carpooled","Margin of Error - Car, truck, or van - Carpooled","Estimate - Car, truck, or van - In 2-person carpool","Margin of Error - Car, truck, or van - In 2-person carpool","Estimate - Car, truck, or van - In 3-person carpool","Margin of Error - Car, truck, or van - In 3-person carpool","Estimate - Car, truck, or van - In 4-person carpool","Margin of Error - Car, truck, or van - In 4-person carpool","Estimate - Car, truck, or van - In 5- or 6-person carpool","Margin of Error - Car, truck, or van - In 5- or 6-person carpool","Estimate - Car, truck, or van - In 7-or-more-person carpool","Margin of Error - Car, truck, or van - In 7-or-more-person carpool",Estimate - Public transportation (excluding taxicab),Margin of Error - Public transportation (excluding taxicab),Estimate - Public transportation (excluding taxicab) - Bus or trolley bus,Margin of Error - Public transportation (excluding taxicab) - Bus or trolley bus,Estimate - Public transportation (excluding taxicab) - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error - Public transportation (excluding taxicab) - Streetcar or trolley car (carro publico in Puerto Rico),Estimate - Public transportation (excluding taxicab) - Subway or elevated,Margin of Error - Public transportation (excluding taxicab) - Subway or elevated,Estimate - Public transportation (excluding taxicab) - Railroad,Margin of Error - Public transportation (excluding taxicab) - Railroad,Estimate - Public transportation (excluding taxicab) - Ferryboat,Margin of Error - Public transportation (excluding taxicab) - Ferryboat,Estimate - Taxicab,Margin of Error - Taxicab,Estimate - Motorcycle,Margin of Error - Motorcycle,Estimate - Bicycle,Margin of Error - Bicycle,Estimate - Walked,Margin of Error - Walked,Estimate - Other means,Margin of Error - Other means,Estimate - Worked at home,Margin of Error - Worked at home,Block Group,Census Tract,County,State
1500000US250250007011,377,131,103,62,53,51,50,46,50,46,0,12,0,12,0,12,0,12,170,96,43,51,57,41,33,31,37,60,0,12,0,12,0,12,0,12,71,57,0,12,33,26,1,7.01,Suffolk County,Massachusetts
1500000US250250007012,175,127,30,36,30,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,94,101,0,12,41,69,2,7.01,Suffolk County,Massachusetts
1500000US250250007013,310,129,64,54,64,54,0,12,0,12,0,12,0,12,0,12,0,12,147,87,22,26,40,47,85,77,0,12,0,12,0,12,0,12,0,12,9,27,0,12,90,75,3,7.01,Suffolk County,Massachusetts
1500000US250250007014,434,171,251,96,203,95,48,55,48,55,0,12,0,12,0,12,0,12,121,128,48,59,0,12,73,85,0,12,0,12,0,12,0,12,0,12,62,67,0,12,0,12,4,7.01,Suffolk County,Massachusetts
1500000US250250007015,1009,340,530,339,380,160,150,210,136,208,0,12,14,25,0,12,0,12,319,147,33,32,0,12,286,138,0,12,0,12,0,12,0,12,22,36,52,39,0,12,86,92,5,7.01,Suffolk County,Massachusetts
1500000US250250007031,675,122,95,54,95,54,0,12,0,12,0,12,0,12,0,12,0,12,356,89,99,39,175,56,82,49,0,12,0,12,0,12,0,12,0,12,224,90,0,12,0,12,1,7.03,Suffolk County,Massachusetts
1500000US250250007032,841,252,112,72,96,70,16,9,16,9,0,12,0,12,0,12,0,12,283,125,56,58,25,20,202,111,0,12,0,12,39,59,0,12,68,72,226,103,0,12,113,66,2,7.03,Suffolk County,Massachusetts
1500000US250250007041,868,314,292,109,216,97,76,67,28,34,0,12,0,12,0,12,48,62,384,152,132,76,89,75,163,96,0,12,0,12,0,12,0,12,95,69,84,98,0,12,13,21,1,7.04,Suffolk County,Massachusetts
1500000US250250007042,464,151,177,84,136,87,41,49,41,49,0,12,0,12,0,12,0,12,129,73,65,55,0,12,64,54,0,12,0,12,0,12,0,12,72,116,71,60,0,12,15,24,2,7.04,Suffolk County,Massachusetts
1500000US250250007043,718,205,162,77,102,53,60,65,31,52,29,42,0,12,0,12,0,12,419,159,156,95,15,26,248,117,0,12,0,12,0,12,0,12,23,36,77,103,0,12,37,56,3,7.04,Suffolk County,Massachusetts
1500000US250250007044,348,147,146,92,74,51,72,88,59,86,0,12,0,12,0,12,13,19,164,91,30,34,42,45,92,59,0,12,0,12,0,12,0,12,0,12,17,31,0,12,21,33,4,7.04,Suffolk County,Massachusetts
1500000US250250008021,873,319,185,130,149,123,36,29,23,19,0,12,0,12,0,12,13,24,450,256,216,159,141,115,93,96,0,12,0,12,0,12,0,12,62,62,118,124,0,12,58,69,1,8.02,Suffolk County,Massachusetts
1500000US250250008022,835,376,170,95,143,84,27,43,27,43,0,12,0,12,0,12,0,12,527,297,180,107,47,74,300,208,0,12,0,12,0,12,0,12,0,12,90,86,0,12,48,58,2,8.02,Suffolk County,Massachusetts
1500000US250250008023,486,368,326,270,305,251,21,34,21,34,0,12,0,12,0,12,0,12,121,107,86,96,25,40,10,22,0,12,0,12,0,12,0,12,0,12,39,46,0,12,0,12,3,8.02,Suffolk County,Massachusetts
1500000US250250008024,1544,463,678,229,596,234,82,68,82,68,0,12,0,12,0,12,0,12,383,226,204,172,29,45,150,154,0,12,0,12,0,12,0,12,133,127,334,259,0,12,16,25,4,8.02,Suffolk County,Massachusetts
1500000US250250008025,838,212,163,68,149,64,14,23,14,23,0,12,0,12,0,12,0,12,374,149,80,76,22,22,272,112,0,12,0,12,0,12,0,12,6,11,262,135,0,12,33,43,5,8.02,Suffolk County,Massachusetts
1500000US250250008031,873,279,171,73,162,70,9,16,0,12,0,12,9,16,0,12,0,12,278,141,94,75,7,10,177,114,0,12,0,12,14,15,0,12,15,15,335,191,0,12,60,59,1,8.03,Suffolk County,Massachusetts
1500000US250250008032,1134,473,84,74,84,74,0,12,0,12,0,12,0,12,0,12,0,12,219,170,118,144,0,12,74,60,27,55,0,12,0,12,0,12,27,55,784,459,10,19,10,20,2,8.03,Suffolk County,Massachusetts
1500000US250250101031,611,174,49,23,49,23,0,12,0,12,0,12,0,12,0,12,0,12,125,68,27,17,46,46,52,54,0,12,0,12,0,12,0,12,0,12,332,153,0,12,105,65,1,101.03,Suffolk County,Massachusetts
1500000US250250101032,316,140,29,36,11,16,18,32,2,4,0,12,0,12,0,12,16,32,72,68,49,52,0,12,23,29,0,12,0,12,0,12,0,12,7,10,179,109,0,12,29,29,2,101.03,Suffolk County,Massachusetts
1500000US250250101033,623,142,56,39,53,39,3,7,0,12,0,12,3,7,0,12,0,12,130,75,42,32,16,20,72,60,0,12,0,12,0,12,0,12,17,25,390,111,6,12,24,25,3,101.03,Suffolk County,Massachusetts
1500000US250250101041,846,156,153,57,136,55,17,19,17,19,0,12,0,12,0,12,0,12,245,94,63,54,43,55,139,55,0,12,0,12,0,12,0,12,39,57,300,104,30,31,79,61,1,101.04,Suffolk County,Massachusetts
1500000US250250101042,1091,198,105,49,78,44,27,29,17,20,0,12,0,12,0,12,10,20,208,68,42,31,18,36,148,54,0,12,0,12,0,12,0,12,34,32,701,204,0,12,43,35,2,101.04,Suffolk County,Massachusetts
1500000US250250101043,402,98,33,31,33,31,0,12,0,12,0,12,0,12,0,12,0,12,179,73,76,67,0,12,103,48,0,12,0,12,0,12,0,12,0,12,190,76,0,12,0,12,3,101.04,Suffolk County,Massachusetts
1500000US250250102031,545,235,111,77,98,73,13,21,13,21,0,12,0,12,0,12,0,12,99,54,0,12,0,12,99,54,0,12,0,12,0,12,0,12,61,75,231,116,23,36,20,25,1,102.03,Suffolk County,Massachusetts
1500000US250250102032,1196,247,340,137,303,121,37,56,37,56,0,12,0,12,0,12,0,12,252,160,104,115,13,21,135,74,0,12,0,12,0,12,0,12,15,19,521,167,0,12,68,67,2,102.03,Suffolk County,Massachusetts
1500000US250250102033,839,142,113,60,105,59,8,15,8,15,0,12,0,12,0,12,0,12,191,74,81,50,0,12,110,52,0,12,0,12,0,12,0,12,53,55,438,160,0,12,44,54,3,102.03,Suffolk County,Massachusetts
1500000US250250102034,128,78,26,41,26,41,0,12,0,12,0,12,0,12,0,12,0,12,57,64,27,41,0,12,30,48,0,12,0,12,0,12,0,12,0,12,45,45,0,12,0,12,4,102.03,Suffolk County,Massachusetts
1500000US250250102041,406,95,14,24,14,24,0,12,0,12,0,12,0,12,0,12,0,12,69,47,22,33,0,12,47,33,0,12,0,12,0,12,0,12,28,37,277,79,0,12,18,27,1,102.04,Suffolk County,Massachusetts
1500000US250250102042,659,161,80,51,69,53,11,18,11,18,0,12,0,12,0,12,0,12,262,127,28,28,0,12,234,130,0,12,0,12,0,12,0,12,18,22,288,106,0,12,11,17,2,102.04,Suffolk County,Massachusetts
1500000US250250102043,529,179,154,77,144,80,10,16,10,16,0,12,0,12,0,12,0,12,92,38,22,25,20,32,50,35,0,12,0,12,0,12,0,12,7,14,267,178,0,12,9,14,3,102.04,Suffolk County,Massachusetts
1500000US250250103001,446,111,37,40,19,33,18,23,18,23,0,12,0,12,0,12,0,12,88,51,3,7,5,8,80,49,0,12,0,12,0,12,0,12,31,35,238,99,0,12,52,47,1,103,Suffolk County,Massachusetts
1500000US250250103002,1679,408,201,123,121,64,80,93,63,87,0,12,10,20,7,14,0,12,332,143,108,63,0,12,224,111,0,12,0,12,0,12,0,12,4,6,942,239,21,31,179,107,2,103,Suffolk County,Massachusetts
1500000US250250104031,556,264,111,135,17,21,94,133,0,12,0,12,94,133,0,12,0,12,188,97,0,12,67,70,121,82,0,12,0,12,0,12,0,12,0,12,257,164,0,12,0,12,1,104.03,Suffolk County,Massachusetts
1500000US250250104032,406,200,31,48,31,48,0,12,0,12,0,12,0,12,0,12,0,12,177,120,107,93,0,12,70,63,0,12,0,12,0,12,0,12,0,12,98,86,0,12,100,110,2,104.03,Suffolk County,Massachusetts
1500000US250250104033,508,209,136,75,136,75,0,12,0,12,0,12,0,12,0,12,0,12,198,109,58,53,16,25,124,95,0,12,0,12,0,12,0,12,0,12,111,70,0,12,63,52,3,104.03,Suffolk County,Massachusetts
1500000US250250104041,925,276,197,128,191,127,6,9,6,9,0,12,0,12,0,12,0,12,256,117,114,73,0,12,142,92,0,12,0,12,0,12,0,12,0,12,339,154,7,12,126,89,1,104.04,Suffolk County,Massachusetts
1500000US250250104042,914,271,88,59,88,59,0,12,0,12,0,12,0,12,0,12,0,12,135,75,51,44,11,23,73,57,0,12,0,12,0,12,0,12,13,24,645,273,0,12,33,29,2,104.04,Suffolk County,Massachusetts
1500000US250250104043,318,143,23,31,8,16,15,27,0,12,6,12,9,15,0,12,0,12,72,47,16,25,0,12,56,41,0,12,0,12,0,12,0,12,0,12,172,111,51,73,0,12,3,104.04,Suffolk County,Massachusetts
1500000US250250104051,1416,299,185,83,149,71,36,34,12,24,0,12,24,29,0,12,0,12,513,161,77,66,31,37,405,131,0,12,0,12,0,12,0,12,9,18,661,227,0,12,48,46,1,104.05,Suffolk County,Massachusetts
1500000US250250104052,789,133,161,82,130,66,31,34,3,5,28,34,0,12,0,12,0,12,196,79,55,33,7,10,134,68,0,12,0,12,0,12,0,12,24,22,384,109,0,12,24,20,2,104.05,Suffolk County,Massachusetts
1500000US250250104053,180,115,16,20,16,20,0,12,0,12,0,12,0,12,0,12,0,12,69,67,0,12,0,12,69,67,0,12,0,12,0,12,0,12,0,12,84,68,0,12,11,17,3,104.05,Suffolk County,Massachusetts
1500000US250250104081,1125,143,327,105,258,97,69,45,42,40,0,12,6,10,0,12,21,25,301,82,172,69,0,12,129,57,0,12,0,12,0,12,0,12,6,10,419,119,0,12,72,71,1,104.08,Suffolk County,Massachusetts
1500000US250250105001,671,287,130,96,130,96,0,12,0,12,0,12,0,12,0,12,0,12,173,90,36,36,11,22,126,84,0,12,0,12,0,12,0,12,15,24,316,169,11,22,26,25,1,105,Suffolk County,Massachusetts
1500000US250250105002,406,130,42,47,42,47,0,12,0,12,0,12,0,12,0,12,0,12,265,121,36,40,24,26,167,103,38,53,0,12,0,12,0,12,9,14,82,55,0,12,8,12,2,105,Suffolk County,Massachusetts
1500000US250250105003,491,93,113,59,65,45,48,38,36,33,0,12,0,12,0,12,12,20,200,86,76,55,0,12,117,70,7,11,0,12,0,12,0,12,6,10,136,76,0,12,36,29,3,105,Suffolk County,Massachusetts
1500000US250250106001,942,148,383,107,364,108,19,18,19,18,0,12,0,12,0,12,0,12,271,124,39,39,14,24,218,112,0,12,0,12,0,12,0,12,19,30,251,117,0,12,18,20,1,106,Suffolk County,Massachusetts
1500000US250250106002,640,171,237,106,237,106,0,12,0,12,0,12,0,12,0,12,0,12,261,96,10,16,22,36,218,91,11,18,0,12,0,12,0,12,10,16,114,54,0,12,18,20,2,106,Suffolk County,Massachusetts
1500000US250250107011,836,205,168,95,154,93,14,23,14,23,0,12,0,12,0,12,0,12,206,125,41,49,46,73,106,91,13,20,0,12,0,12,0,12,36,37,330,118,0,12,96,85,1,107.01,Suffolk County,Massachusetts
1500000US250250107012,729,165,384,152,367,154,17,26,17,26,0,12,0,12,0,12,0,12,65,32,23,35,0,12,42,30,0,12,0,12,0,12,0,12,0,12,249,84,0,12,31,29,2,107.01,Suffolk County,Massachusetts
1500000US250250107013,431,124,141,77,130,70,11,18,11,18,0,12,0,12,0,12,0,12,130,63,12,19,0,12,107,60,11,17,0,12,0,12,0,12,0,12,160,84,0,12,0,12,3,107.01,Suffolk County,Massachusetts
1500000US250250107021,676,198,197,86,179,83,18,19,10,15,8,13,0,12,0,12,0,12,145,82,32,36,0,12,113,74,0,12,0,12,0,12,0,12,0,12,156,87,17,19,161,154,1,107.02,Suffolk County,Massachusetts
1500000US250250107022,510,148,71,45,67,43,4,9,0,12,0,12,0,12,4,9,0,12,112,92,15,23,0,12,67,58,30,34,0,12,8,12,0,12,1,2,318,94,0,12,0,12,2,107.02,Suffolk County,Massachusetts
1500000US250250107023,434,118,170,78,168,78,2,4,2,4,0,12,0,12,0,12,0,12,64,40,0,12,25,30,30,32,9,14,0,12,0,12,0,12,0,12,176,75,0,12,24,27,3,107.02,Suffolk County,Massachusetts
1500000US250250108011,337,92,104,52,89,46,15,22,15,22,0,12,0,12,0,12,0,12,41,30,0,12,0,12,34,27,7,12,0,12,7,11,0,12,0,12,138,62,0,12,47,50,1,108.01,Suffolk County,Massachusetts
1500000US250250108012,651,155,328,111,259,104,69,61,69,61,0,12,0,12,0,12,0,12,58,46,38,37,0,12,20,31,0,12,0,12,0,12,0,12,36,37,229,125,0,12,0,12,2,108.01,Suffolk County,Massachusetts
1500000US250250108013,1116,215,392,173,339,166,53,56,53,56,0,12,0,12,0,12,0,12,179,73,0,12,18,30,161,71,0,12,0,12,9,16,0,12,67,61,236,97,11,18,222,166,3,108.01,Suffolk County,Massachusetts
1500000US250250108021,810,213,282,173,171,81,111,155,111,155,0,12,0,12,0,12,0,12,142,66,7,11,7,14,128,63,0,12,0,12,0,12,0,12,32,31,258,95,8,13,88,84,1,108.02,Suffolk County,Massachusetts
1500000US250250108022,653,167,161,63,161,63,0,12,0,12,0,12,0,12,0,12,0,12,257,88,17,19,0,12,240,84,0,12,0,12,0,12,0,12,0,12,205,106,0,12,30,31,2,108.02,Suffolk County,Massachusetts
1500000US250250108023,350,167,41,34,41,34,0,12,0,12,0,12,0,12,0,12,0,12,143,70,17,20,0,12,74,55,52,65,0,12,0,12,0,12,0,12,84,58,39,60,43,42,3,108.02,Suffolk County,Massachusetts
1500000US250250201011,375,143,94,69,94,69,0,12,0,12,0,12,0,12,0,12,0,12,56,43,16,24,0,12,16,28,24,35,0,12,0,12,0,12,0,12,225,100,0,12,0,12,1,201.01,Suffolk County,Massachusetts
1500000US250250201012,832,233,141,104,141,104,0,12,0,12,0,12,0,12,0,12,0,12,123,79,0,12,0,12,98,73,25,31,0,12,0,12,0,12,9,15,462,208,44,68,53,49,2,201.01,Suffolk County,Massachusetts
1500000US250250201013,833,265,60,51,60,51,0,12,0,12,0,12,0,12,0,12,0,12,158,114,16,26,0,12,121,107,21,34,0,12,0,12,0,12,0,12,582,233,0,12,33,38,3,201.01,Suffolk County,Massachusetts
1500000US250250201014,749,166,124,76,96,64,28,45,28,45,0,12,0,12,0,12,0,12,151,70,36,40,0,12,115,64,0,12,0,12,16,26,0,12,37,58,315,132,0,12,106,91,4,201.01,Suffolk County,Massachusetts
1500000US250250202001,924,187,193,94,193,94,0,12,0,12,0,12,0,12,0,12,0,12,252,101,65,43,0,12,147,94,40,51,0,12,19,31,0,12,0,12,460,148,0,12,0,12,1,202,Suffolk County,Massachusetts
1500000US250250202002,862,224,87,57,87,57,0,12,0,12,0,12,0,12,0,12,0,12,191,94,15,24,0,12,176,89,0,12,0,12,0,12,0,12,0,12,514,199,0,12,70,70,2,202,Suffolk County,Massachusetts
