Geography,Total Estimate,Total Margin of Error,"Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van: - Drove alone","Margin of Error - Car, truck, or van: - Drove alone","Estimate - Car, truck, or van: - Carpooled:","Margin of Error - Car, truck, or van: - Carpooled:","Estimate - Car, truck, or van: - In 2-person carpool","Margin of Error - Car, truck, or van: - In 2-person carpool","Estimate - Car, truck, or van: - In 3-person carpool","Margin of Error - Car, truck, or van: - In 3-person carpool","Estimate - Car, truck, or van: - In 4-person carpool","Margin of Error - Car, truck, or van: - In 4-person carpool","Estimate - Car, truck, or van: - In 5- or 6-person carpool","Margin of Error - Car, truck, or van: - In 5- or 6-person carpool","Estimate - Car, truck, or van: - In 7-or-more-person carpool","Margin of Error - Car, truck, or van: - In 7-or-more-person carpool",Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab): - Bus,Margin of Error - Public transportation (excluding taxicab): - Bus,Estimate - Public transportation (excluding taxicab): - Subway or elevated rail,Margin of Error - Public transportation (excluding taxicab): - Subway or elevated rail,Estimate - Public transportation (excluding taxicab): - Long-distance train or commuter rail,Margin of Error - Public transportation (excluding taxicab): - Long-distance train or commuter rail,"Estimate - Public transportation (excluding taxicab): - Light rail, streetcar or trolley (carro público in Puerto Rico)","Margin of Error - Public transportation (excluding taxicab): - Light rail, streetcar or trolley (carro público in Puerto Rico)",Estimate - Public transportation (excluding taxicab): - Ferryboat,Margin of Error - Public transportation (excluding taxicab): - Ferryboat,Estimate - Taxicab,Margin of Error - Taxicab,Estimate - Motorcycle,Margin of Error - Motorcycle,Estimate - Bicycle,Margin of Error - Bicycle,Estimate - Walked,Margin of Error - Walked,Estimate - Other means,Margin of Error - Other means,Estimate - Worked from home,Margin of Error - Worked from home,Block Group,Census Tract,County,State
1500000US250250201011,358,169,78,107,78,107,0,13,0,13,0,13,0,13,0,13,0,13,98,89,0,13,31,35,67,83,0,13,0,13,0,13,0,13,0,13,167,106,0,13,15,29,1,201.01,Suffolk County,Massachusetts
1500000US250250201012,780,244,107,123,90,120,17,27,17,27,0,13,0,13,0,13,0,13,107,73,18,30,80,54,9,16,0,13,0,13,10,17,0,13,15,24,346,213,0,13,195,105,2,201.01,Suffolk County,Massachusetts
1500000US250250201013,1108,340,141,86,125,73,16,26,16,26,0,13,0,13,0,13,0,13,137,96,18,28,119,93,0,13,0,13,0,13,0,13,0,13,112,99,587,213,0,13,131,120,3,201.01,Suffolk County,Massachusetts
1500000US250250201014,804,228,293,143,170,105,123,93,123,93,0,13,0,13,0,13,0,13,72,77,0,13,72,77,0,13,0,13,0,13,0,13,0,13,25,38,352,132,0,13,62,51,4,201.01,Suffolk County,Massachusetts
1500000US250250202001,865,219,150,112,150,112,0,13,0,13,0,13,0,13,0,13,0,13,101,73,0,13,101,73,0,13,0,13,0,13,0,13,0,13,0,13,521,200,0,13,93,65,1,202,Suffolk County,Massachusetts
1500000US250250202002,832,202,63,65,63,65,0,13,0,13,0,13,0,13,0,13,0,13,151,74,39,37,112,72,0,13,0,13,0,13,0,13,0,13,33,33,475,146,34,55,76,65,2,202,Suffolk County,Massachusetts
1500000US250250202003,1070,313,78,53,78,53,0,13,0,13,0,13,0,13,0,13,0,13,229,96,0,13,229,96,0,13,0,13,0,13,19,32,0,13,13,21,582,229,22,27,127,116,3,202,Suffolk County,Massachusetts
1500000US250250203011,1430,406,176,67,164,67,12,14,6,10,0,13,0,13,6,10,0,13,358,152,58,57,292,138,8,14,0,13,0,13,9,15,0,13,16,19,510,174,67,69,294,201,1,203.01,Suffolk County,Massachusetts
1500000US250250203021,729,101,83,56,83,56,0,13,0,13,0,13,0,13,0,13,0,13,197,78,0,13,193,82,4,7,0,13,0,13,30,27,0,13,18,18,341,84,4,7,56,31,1,203.02,Suffolk County,Massachusetts
1500000US250250203041,635,158,229,110,229,110,0,13,0,13,0,13,0,13,0,13,0,13,107,69,0,13,107,69,0,13,0,13,0,13,0,13,0,13,32,30,205,87,0,13,62,49,1,203.04,Suffolk County,Massachusetts
1500000US250250203042,127,97,29,44,29,44,0,13,0,13,0,13,0,13,0,13,0,13,48,56,0,13,48,56,0,13,0,13,0,13,0,13,0,13,0,13,50,41,0,13,0,13,2,203.04,Suffolk County,Massachusetts
1500000US250250203051,265,146,27,27,27,27,0,13,0,13,0,13,0,13,0,13,0,13,81,74,0,13,81,74,0,13,0,13,0,13,0,13,0,13,0,13,58,51,70,71,29,25,1,203.05,Suffolk County,Massachusetts
1500000US250250203052,1379,256,364,98,354,102,10,15,10,15,0,13,0,13,0,13,0,13,188,96,55,66,133,72,0,13,0,13,0,13,19,22,0,13,34,51,626,200,0,13,148,122,2,203.05,Suffolk County,Massachusetts
1500000US250250301001,811,205,160,90,150,89,10,17,0,13,10,17,0,13,0,13,0,13,229,122,0,13,220,122,9,14,0,13,0,13,0,13,0,13,0,13,367,172,0,13,55,52,1,301,Suffolk County,Massachusetts
1500000US250250301002,921,397,103,63,103,63,0,13,0,13,0,13,0,13,0,13,0,13,233,181,0,13,92,76,34,29,9,13,98,158,0,13,0,13,9,15,372,125,0,13,204,226,2,301,Suffolk County,Massachusetts
1500000US250250302001,835,266,269,220,262,222,7,12,7,12,0,13,0,13,0,13,0,13,195,203,0,13,195,203,0,13,0,13,0,13,0,13,0,13,7,13,287,123,0,13,77,67,1,302,Suffolk County,Massachusetts
1500000US250250302002,551,131,109,58,93,51,16,26,16,26,0,13,0,13,0,13,0,13,61,61,0,13,61,61,0,13,0,13,0,13,0,13,0,13,16,27,332,105,0,13,33,38,2,302,Suffolk County,Massachusetts
1500000US250250303011,585,152,163,89,99,74,64,68,64,68,0,13,0,13,0,13,0,13,108,70,21,28,73,62,14,22,0,13,0,13,0,13,0,13,0,13,260,97,0,13,54,43,1,303.01,Suffolk County,Massachusetts
1500000US250250303012,129,86,51,49,51,49,0,13,0,13,0,13,0,13,0,13,0,13,12,20,0,13,0,13,12,20,0,13,0,13,0,13,0,13,0,13,34,50,0,13,32,37,2,303.01,Suffolk County,Massachusetts
1500000US250250303021,1427,242,185,106,176,105,9,18,9,18,0,13,0,13,0,13,0,13,341,135,67,58,274,114,0,13,0,13,0,13,26,36,0,13,23,33,716,193,2,9,134,113,1,303.02,Suffolk County,Massachusetts
1500000US250250304001,254,109,40,35,40,35,0,13,0,13,0,13,0,13,0,13,0,13,148,78,0,13,148,78,0,13,0,13,0,13,23,33,0,13,0,13,43,28,0,13,0,13,1,304,Suffolk County,Massachusetts
1500000US250250304002,859,221,344,196,329,194,15,16,15,16,0,13,0,13,0,13,0,13,208,102,27,31,181,95,0,13,0,13,0,13,0,13,0,13,17,27,263,100,0,13,27,28,2,304,Suffolk County,Massachusetts
1500000US250250304003,963,349,125,67,116,65,9,14,9,14,0,13,0,13,0,13,0,13,198,108,0,13,186,108,4,8,8,13,0,13,0,13,0,13,5,8,472,270,0,13,163,205,3,304,Suffolk County,Massachusetts
1500000US250250304004,917,355,38,45,38,45,0,13,0,13,0,13,0,13,0,13,0,13,180,114,0,13,180,114,0,13,0,13,0,13,14,21,0,13,42,65,585,315,25,38,33,26,4,304,Suffolk County,Massachusetts
1500000US250250305001,347,76,106,48,106,48,0,13,0,13,0,13,0,13,0,13,0,13,28,30,15,22,13,21,0,13,0,13,0,13,0,13,0,13,0,13,148,62,0,13,65,37,1,305,Suffolk County,Massachusetts
1500000US250250305002,891,257,136,63,136,63,0,13,0,13,0,13,0,13,0,13,0,13,130,65,7,10,117,61,6,10,0,13,0,13,0,13,0,13,0,13,432,130,0,13,193,181,2,305,Suffolk County,Massachusetts
1500000US250250305003,655,144,106,48,106,48,0,13,0,13,0,13,0,13,0,13,0,13,139,68,0,13,121,61,18,21,0,13,0,13,7,11,0,13,17,23,334,123,0,13,52,63,3,305,Suffolk County,Massachusetts
1500000US250250401001,444,134,219,82,197,72,22,25,22,25,0,13,0,13,0,13,0,13,25,21,6,10,11,15,0,13,0,13,8,13,0,13,0,13,18,30,154,67,0,13,28,34,1,401,Suffolk County,Massachusetts
1500000US250250401002,1076,222,483,158,483,158,0,13,0,13,0,13,0,13,0,13,0,13,66,39,54,37,6,10,6,11,0,13,0,13,0,13,0,13,93,56,226,99,6,10,202,120,2,401,Suffolk County,Massachusetts
1500000US250250402001,201,84,112,59,100,57,12,18,0,13,12,18,0,13,0,13,0,13,67,39,40,31,27,27,0,13,0,13,0,13,0,13,0,13,0,13,22,18,0,13,0,13,1,402,Suffolk County,Massachusetts
1500000US250250402002,693,120,394,121,331,116,63,43,41,37,13,19,0,13,0,13,9,13,113,58,65,39,38,38,0,13,0,13,10,16,0,13,0,13,4,6,121,56,14,15,47,27,2,402,Suffolk County,Massachusetts
1500000US250250403001,371,194,214,184,214,184,0,13,0,13,0,13,0,13,0,13,0,13,118,76,24,36,94,70,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,39,63,1,403,Suffolk County,Massachusetts
1500000US250250403002,1256,232,484,149,419,131,65,47,14,22,32,37,19,29,0,13,0,13,337,114,168,77,160,88,0,13,9,16,0,13,0,13,0,13,123,96,246,127,9,13,57,35,2,403,Suffolk County,Massachusetts
1500000US250250403003,474,137,166,66,161,64,5,10,5,10,0,13,0,13,0,13,0,13,176,108,48,43,113,101,0,13,0,13,15,23,0,13,0,13,9,13,57,42,0,13,66,64,3,403,Suffolk County,Massachusetts
1500000US250250403004,500,145,207,89,188,83,19,24,19,24,0,13,0,13,0,13,0,13,161,101,139,96,22,26,0,13,0,13,0,13,0,13,0,13,24,23,53,42,0,13,55,57,4,403,Suffolk County,Massachusetts
1500000US250250403005,457,138,131,85,80,58,51,61,51,61,0,13,0,13,0,13,0,13,219,121,151,98,68,71,0,13,0,13,0,13,0,13,0,13,33,36,63,53,0,13,11,17,5,403,Suffolk County,Massachusetts
1500000US250250404011,1274,245,500,184,452,170,48,47,34,40,0,13,0,13,14,21,0,13,373,133,129,82,244,124,0,13,0,13,0,13,56,50,0,13,6,9,266,133,9,13,64,58,1,404.01,Suffolk County,Massachusetts
1500000US250250404012,444,118,243,70,243,70,0,13,0,13,0,13,0,13,0,13,0,13,71,44,24,29,47,31,0,13,0,13,0,13,0,13,0,13,8,12,81,49,0,13,41,50,2,404.01,Suffolk County,Massachusetts
1500000US250250406001,1125,324,466,201,434,197,32,33,0,13,18,26,0,13,14,20,0,13,382,139,68,35,305,123,0,13,0,13,9,15,0,13,0,13,7,11,101,63,0,13,169,163,1,406,Suffolk County,Massachusetts
1500000US250250406002,1462,213,752,180,646,172,106,52,49,37,57,39,0,13,0,13,0,13,346,102,264,107,82,55,0,13,0,13,0,13,9,15,0,13,45,47,194,79,24,23,92,45,2,406,Suffolk County,Massachusetts
1500000US250250408011,256,112,82,93,82,93,0,13,0,13,0,13,0,13,0,13,0,13,83,59,69,47,14,22,0,13,0,13,0,13,0,13,0,13,0,13,91,66,0,13,0,13,1,408.01,Suffolk County,Massachusetts
1500000US250250408012,442,234,100,59,73,62,27,28,11,17,0,13,0,13,16,26,0,13,333,203,110,85,223,210,0,13,0,13,0,13,0,13,0,13,0,13,9,13,0,13,0,13,2,408.01,Suffolk County,Massachusetts
1500000US250250408013,1704,269,847,179,743,147,104,84,104,84,0,13,0,13,0,13,0,13,272,117,2,5,121,77,0,13,0,13,149,76,0,13,0,13,61,45,309,129,23,26,192,130,3,408.01,Suffolk County,Massachusetts
1500000US250250501011,1242,437,688,292,617,290,71,71,6,15,65,66,0,13,0,13,0,13,494,244,0,13,494,244,0,13,0,13,0,13,0,13,0,13,36,46,11,16,0,13,13,20,1,501.01,Suffolk County,Massachusetts
1500000US250250501012,514,192,260,125,178,88,82,94,33,28,43,72,0,13,6,15,0,13,179,113,0,13,179,113,0,13,0,13,0,13,0,13,0,13,0,13,75,59,0,13,0,13,2,501.01,Suffolk County,Massachusetts
1500000US250250501013,1137,321,398,123,320,111,78,65,9,14,69,66,0,13,0,13,0,13,618,245,45,56,567,241,6,11,0,13,0,13,0,13,0,13,0,13,63,38,0,13,58,50,3,501.01,Suffolk County,Massachusetts
1500000US250250502001,1192,368,459,175,340,143,119,95,92,96,27,39,0,13,0,13,0,13,510,238,125,160,385,165,0,13,0,13,0,13,0,13,0,13,0,13,153,96,0,13,70,84,1,502,Suffolk County,Massachusetts
1500000US250250502002,1103,647,349,244,341,243,8,13,8,13,0,13,0,13,0,13,0,13,394,265,42,53,248,148,104,148,0,13,0,13,0,13,0,13,0,13,103,106,28,44,229,338,2,502,Suffolk County,Massachusetts
1500000US250250502003,353,164,106,82,106,82,0,13,0,13,0,13,0,13,0,13,0,13,134,88,27,37,107,77,0,13,0,13,0,13,18,24,0,13,0,13,27,45,17,30,51,52,3,502,Suffolk County,Massachusetts
1500000US250250502004,615,252,68,56,68,56,0,13,0,13,0,13,0,13,0,13,0,13,531,254,71,70,460,254,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,11,9,15,4,502,Suffolk County,Massachusetts
1500000US250250503001,675,223,251,141,237,136,14,22,0,13,0,13,0,13,0,13,14,22,287,144,36,42,251,114,0,13,0,13,0,13,8,11,0,13,11,18,64,55,7,12,47,37,1,503,Suffolk County,Massachusetts
1500000US250250503002,387,102,163,61,137,68,26,37,0,13,0,13,0,13,0,13,26,37,176,84,0,13,176,84,0,13,0,13,0,13,0,13,0,13,0,13,7,11,0,13,41,47,2,503,Suffolk County,Massachusetts
1500000US250250503003,344,127,112,67,72,53,40,41,31,38,0,13,9,13,0,13,0,13,162,75,0,13,113,71,49,58,0,13,0,13,0,13,0,13,0,13,33,43,0,13,37,34,3,503,Suffolk County,Massachusetts
1500000US250250504001,227,102,61,49,25,28,36,40,0,13,0,13,16,24,20,32,0,13,162,88,0,13,162,88,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,6,1,504,Suffolk County,Massachusetts
1500000US250250504002,1237,208,251,105,179,75,72,69,14,20,24,41,0,13,0,13,34,55,834,207,15,25,819,214,0,13,0,13,0,13,5,7,0,13,0,13,103,78,0,13,44,42,2,504,Suffolk County,Massachusetts
1500000US250250505001,1430,200,392,87,326,83,66,36,66,36,0,13,0,13,0,13,0,13,794,216,83,44,711,213,0,13,0,13,0,13,0,13,0,13,11,11,79,39,62,54,92,46,1,505,Suffolk County,Massachusetts
1500000US250250505002,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,2,505,Suffolk County,Massachusetts
1500000US250250506001,1038,335,309,168,188,93,121,141,19,31,102,128,0,13,0,13,0,13,573,237,209,211,353,142,0,13,11,18,0,13,0,13,0,13,0,13,93,96,0,13,63,70,1,506,Suffolk County,Massachusetts
1500000US250250506002,701,290,258,119,157,81,101,94,18,18,0,13,83,92,0,13,0,13,386,206,45,34,332,197,0,13,9,15,0,13,0,13,0,13,0,13,5,8,0,13,52,44,2,506,Suffolk County,Massachusetts
1500000US250250507001,1322,444,336,171,296,134,40,62,40,62,0,13,0,13,0,13,0,13,893,348,67,77,826,341,0,13,0,13,0,13,7,12,0,13,0,13,66,93,20,34,0,13,1,507,Suffolk County,Massachusetts
1500000US250250507002,912,365,131,68,67,47,64,71,15,23,0,13,49,67,0,13,0,13,675,343,93,100,582,319,0,13,0,13,0,13,0,13,0,13,0,13,26,24,0,13,80,68,2,507,Suffolk County,Massachusetts
1500000US250250507003,1241,493,318,170,253,157,65,65,0,13,34,53,19,32,0,13,12,20,825,330,172,177,593,294,0,13,60,96,0,13,0,13,0,13,0,13,98,97,0,13,0,13,3,507,Suffolk County,Massachusetts
1500000US250250509011,1166,472,357,168,329,150,28,46,0,13,28,46,0,13,0,13,0,13,782,414,0,13,632,350,150,229,0,13,0,13,0,13,0,13,0,13,18,27,0,13,9,15,1,509.01,Suffolk County,Massachusetts
1500000US250250509012,999,377,428,190,370,174,58,58,58,58,0,13,0,13,0,13,0,13,469,211,6,10,441,206,22,31,0,13,0,13,0,13,0,13,0,13,57,75,0,13,45,38,2,509.01,Suffolk County,Massachusetts
1500000US250250509013,641,282,210,118,144,96,66,85,7,10,0,13,59,85,0,13,0,13,412,217,37,54,375,199,0,13,0,13,0,13,0,13,0,13,0,13,11,16,0,13,8,10,3,509.01,Suffolk County,Massachusetts
1500000US250250510001,1844,545,603,201,515,195,88,65,88,65,0,13,0,13,0,13,0,13,785,390,52,40,733,392,0,13,0,13,0,13,0,13,0,13,8,12,56,52,0,13,392,290,1,510,Suffolk County,Massachusetts
1500000US250250510002,363,132,158,90,127,66,31,48,31,48,0,13,0,13,0,13,0,13,123,78,0,13,123,78,0,13,0,13,0,13,20,33,0,13,0,13,44,43,0,13,18,29,2,510,Suffolk County,Massachusetts
1500000US250250510003,649,174,359,132,233,103,126,93,126,93,0,13,0,13,0,13,0,13,230,125,9,15,221,122,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,18,48,71,3,510,Suffolk County,Massachusetts
1500000US250250511011,1609,527,704,302,600,300,104,75,45,54,0,13,43,65,0,13,16,43,696,251,31,49,665,258,0,13,0,13,0,13,45,71,0,13,13,21,96,85,0,13,55,63,1,511.01,Suffolk County,Massachusetts
1500000US250250511012,983,394,678,354,646,351,32,37,32,37,0,13,0,13,0,13,0,13,216,134,60,88,156,96,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,89,93,2,511.01,Suffolk County,Massachusetts
1500000US250250511013,1081,356,494,266,457,263,37,45,37,45,0,13,0,13,0,13,0,13,574,331,20,34,554,332,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,23,3,511.01,Suffolk County,Massachusetts
1500000US250250511014,501,248,252,174,252,174,0,13,0,13,0,13,0,13,0,13,0,13,200,143,0,13,200,143,0,13,0,13,0,13,0,13,0,13,0,13,0,13,49,78,0,13,4,511.01,Suffolk County,Massachusetts
1500000US250250512001,447,259,95,77,63,61,32,38,32,38,0,13,0,13,0,13,0,13,125,51,0,13,116,52,0,13,0,13,9,14,0,13,0,13,0,13,0,13,0,13,227,235,1,512,Suffolk County,Massachusetts
1500000US250250512002,839,210,365,143,342,143,23,37,22,37,0,13,0,13,1,2,0,13,372,161,35,48,317,154,0,13,10,15,10,16,21,33,0,13,0,13,76,67,0,13,5,9,2,512,Suffolk County,Massachusetts
1500000US250250512003,714,192,233,86,220,86,13,20,0,13,0,13,0,13,13,20,0,13,370,158,28,44,342,141,0,13,0,13,0,13,0,13,0,13,0,13,0,13,25,39,86,92,3,512,Suffolk County,Massachusetts
1500000US250250601011,655,222,363,142,359,140,4,7,4,7,0,13,0,13,0,13,0,13,131,102,124,101,7,11,0,13,0,13,0,13,8,12,0,13,0,13,106,113,9,21,38,27,1,601.01,Suffolk County,Massachusetts
1500000US250250601012,561,238,364,155,326,155,38,35,28,33,10,15,0,13,0,13,0,13,151,107,151,107,0,13,0,13,0,13,0,13,0,13,0,13,0,13,32,34,0,13,14,22,2,601.01,Suffolk County,Massachusetts
1500000US250250601013,687,215,425,200,412,199,13,21,13,21,0,13,0,13,0,13,0,13,216,78,189,74,27,24,0,13,0,13,0,13,0,13,0,13,24,27,10,15,0,13,12,18,3,601.01,Suffolk County,Massachusetts
1500000US250250601014,544,122,235,76,209,67,26,27,26,27,0,13,0,13,0,13,0,13,238,118,238,118,0,13,0,13,0,13,0,13,27,30,0,13,0,13,24,22,0,13,20,31,4,601.01,Suffolk County,Massachusetts
1500000US250250602001,794,292,401,121,331,117,70,54,70,54,0,13,0,13,0,13,0,13,285,132,163,70,107,105,0,13,0,13,15,21,0,13,0,13,13,19,13,14,0,13,82,64,1,602,Suffolk County,Massachusetts
1500000US250250602002,760,143,279,76,238,74,41,36,41,36,0,13,0,13,0,13,0,13,284,83,240,80,44,33,0,13,0,13,0,13,0,13,39,51,0,13,39,24,21,31,98,62,2,602,Suffolk County,Massachusetts
1500000US250250603011,861,184,353,127,299,113,54,49,31,41,23,28,0,13,0,13,0,13,343,146,327,145,16,17,0,13,0,13,0,13,35,41,0,13,8,13,52,36,0,13,70,57,1,603.01,Suffolk County,Massachusetts
1500000US250250603012,1055,569,317,135,282,133,35,33,21,27,14,20,0,13,0,13,0,13,254,155,207,133,47,41,0,13,0,13,0,13,33,42,10,15,16,25,14,18,0,13,411,526,2,603.01,Suffolk County,Massachusetts
1500000US250250603013,1074,223,508,167,491,167,17,28,17,28,0,13,0,13,0,13,0,13,401,146,341,138,48,33,0,13,12,20,0,13,0,13,29,47,36,57,97,81,0,13,3,5,3,603.01,Suffolk County,Massachusetts
1500000US250250604001,1101,486,357,218,320,199,37,60,37,60,0,13,0,13,0,13,0,13,343,193,252,155,91,74,0,13,0,13,0,13,0,13,0,13,0,13,169,105,0,13,232,361,1,604,Suffolk County,Massachusetts
1500000US250250604002,664,240,313,145,297,138,16,25,0,13,16,25,0,13,0,13,0,13,294,164,260,155,34,55,0,13,0,13,0,13,0,13,0,13,0,13,24,29,0,13,33,39,2,604,Suffolk County,Massachusetts
1500000US250250604003,1032,416,502,238,502,238,0,13,0,13,0,13,0,13,0,13,0,13,304,168,304,168,0,13,0,13,0,13,0,13,0,13,0,13,0,13,102,90,0,13,124,135,3,604,Suffolk County,Massachusetts
1500000US250250604004,681,183,535,196,535,196,0,13,0,13,0,13,0,13,0,13,0,13,67,68,47,60,20,33,0,13,0,13,0,13,0,13,0,13,0,13,11,17,23,26,45,39,4,604,Suffolk County,Massachusetts
1500000US250250604005,424,235,301,190,301,190,0,13,0,13,0,13,0,13,0,13,0,13,117,131,9,16,75,79,0,13,33,52,0,13,6,14,0,13,0,13,0,13,0,13,0,13,5,604,Suffolk County,Massachusetts
1500000US250250605011,462,193,155,90,155,90,0,13,0,13,0,13,0,13,0,13,0,13,256,130,187,122,69,83,0,13,0,13,0,13,0,13,0,13,0,13,51,56,0,13,0,13,1,605.01,Suffolk County,Massachusetts
1500000US250250605012,821,252,523,208,423,192,100,64,100,64,0,13,0,13,0,13,0,13,195,115,128,110,67,71,0,13,0,13,0,13,44,41,0,13,0,13,59,58,0,13,0,13,2,605.01,Suffolk County,Massachusetts
1500000US250250605013,638,219,332,142,270,131,62,83,62,83,0,13,0,13,0,13,0,13,120,92,92,70,28,33,0,13,0,13,0,13,22,35,0,13,0,13,133,82,0,13,31,43,3,605.01,Suffolk County,Massachusetts
1500000US250250605014,711,393,362,274,362,274,0,13,0,13,0,13,0,13,0,13,0,13,215,140,201,139,14,22,0,13,0,13,0,13,0,13,0,13,0,13,51,87,71,69,12,21,4,605.01,Suffolk County,Massachusetts
1500000US250250605015,578,210,295,172,173,137,122,140,96,133,26,39,0,13,0,13,0,13,177,142,21,37,156,132,0,13,0,13,0,13,21,37,0,13,10,17,29,41,22,34,24,27,5,605.01,Suffolk County,Massachusetts
1500000US250250606011,1420,378,432,127,432,127,0,13,0,13,0,13,0,13,0,13,0,13,523,312,149,103,374,234,0,13,0,13,0,13,39,32,0,13,56,58,330,151,25,38,15,20,1,606.01,Suffolk County,Massachusetts
1500000US250250606021,273,117,67,55,67,55,0,13,0,13,0,13,0,13,0,13,0,13,45,44,35,40,0,13,0,13,10,16,0,13,0,13,0,13,27,42,125,63,0,13,9,14,1,606.02,Suffolk County,Massachusetts
1500000US250250606031,867,193,304,115,241,91,63,59,63,59,0,13,0,13,0,13,0,13,164,108,58,59,106,99,0,13,0,13,0,13,0,13,0,13,0,13,294,108,14,21,91,61,1,606.03,Suffolk County,Massachusetts
1500000US250250606041,649,147,241,96,232,95,9,14,9,14,0,13,0,13,0,13,0,13,80,81,0,13,80,81,0,13,0,13,0,13,0,13,0,13,0,13,269,93,6,9,53,32,1,606.04,Suffolk County,Massachusetts
1500000US250250606042,607,192,149,68,149,68,0,13,0,13,0,13,0,13,0,13,0,13,36,29,0,13,26,24,10,15,0,13,0,13,0,13,0,13,21,22,359,165,0,13,42,39,2,606.04,Suffolk County,Massachusetts
1500000US250250607001,380,106,168,64,157,56,11,17,0,13,11,17,0,13,0,13,0,13,128,54,57,31,71,51,0,13,0,13,0,13,0,13,0,13,2,4,43,40,1,12,38,53,1,607,Suffolk County,Massachusetts
1500000US250250607002,317,92,112,45,112,45,0,13,0,13,0,13,0,13,0,13,0,13,151,67,102,56,49,43,0,13,0,13,0,13,0,13,0,13,0,13,47,38,0,13,7,11,2,607,Suffolk County,Massachusetts
1500000US250250608001,571,220,224,110,224,110,0,13,0,13,0,13,0,13,0,13,0,13,255,161,177,121,66,82,0,13,12,20,0,13,0,13,0,13,11,17,67,56,0,13,14,21,1,608,Suffolk County,Massachusetts
1500000US250250608002,722,273,357,194,340,194,17,28,17,28,0,13,0,13,0,13,0,13,288,139,54,62,234,131,0,13,0,13,0,13,9,15,0,13,18,28,50,48,0,13,0,13,2,608,Suffolk County,Massachusetts
1500000US250250608003,964,339,416,267,293,209,123,174,123,174,0,13,0,13,0,13,0,13,169,77,39,42,130,62,0,13,0,13,0,13,16,26,0,13,24,39,148,116,161,174,30,34,3,608,Suffolk County,Massachusetts
1500000US250250608004,1005,280,419,181,386,178,33,39,14,22,19,31,0,13,0,13,0,13,318,186,201,177,97,72,20,31,0,13,0,13,50,46,0,13,0,13,170,111,0,13,48,46,4,608,Suffolk County,Massachusetts
1500000US250250610001,1285,378,534,236,486,226,48,42,48,42,0,13,0,13,0,13,0,13,556,208,408,206,148,70,0,13,0,13,0,13,10,16,0,13,0,13,98,80,17,22,70,67,1,610,Suffolk County,Massachusetts
1500000US250250610002,328,140,132,95,97,67,35,43,0,13,35,43,0,13,0,13,0,13,143,99,81,80,62,66,0,13,0,13,0,13,0,13,0,13,0,13,53,63,0,13,0,13,2,610,Suffolk County,Massachusetts
1500000US250250610003,179,119,81,69,59,63,22,30,13,24,0,13,9,15,0,13,0,13,74,102,6,9,68,100,0,13,0,13,0,13,0,13,0,13,0,13,24,41,0,13,0,13,3,610,Suffolk County,Massachusetts
1500000US250250611011,437,142,172,77,149,73,23,27,9,15,0,13,0,13,0,13,14,22,210,105,81,56,129,93,0,13,0,13,0,13,0,13,0,13,0,13,26,28,0,13,29,45,1,611.01,Suffolk County,Massachusetts
1500000US250250611012,495,143,153,88,126,80,27,33,21,32,0,13,6,11,0,13,0,13,230,93,107,61,123,77,0,13,0,13,0,13,31,41,0,13,8,12,63,41,10,16,0,13,2,611.01,Suffolk County,Massachusetts
1500000US250250612011,1249,266,246,121,246,121,0,13,0,13,0,13,0,13,0,13,0,13,563,178,128,64,415,169,20,24,0,13,0,13,30,36,31,54,63,61,188,166,43,62,85,67,1,612.01,Suffolk County,Massachusetts
1500000US250250612021,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,612.02,Suffolk County,Massachusetts
1500000US250250612031,1458,316,399,114,350,116,49,49,49,49,0,13,0,13,0,13,0,13,610,284,138,68,472,260,0,13,0,13,0,13,0,13,0,13,48,62,278,101,0,13,123,68,1,612.03,Suffolk County,Massachusetts
1500000US250250612041,864,227,377,130,210,90,167,151,167,151,0,13,0,13,0,13,0,13,41,54,0,13,41,54,0,13,0,13,0,13,0,13,0,13,45,69,381,238,0,13,20,23,1,612.04,Suffolk County,Massachusetts
1500000US250250701021,190,119,48,64,48,64,0,13,0,13,0,13,0,13,0,13,0,13,24,27,0,13,24,27,0,13,0,13,0,13,0,13,0,13,0,13,105,91,0,13,13,21,1,701.02,Suffolk County,Massachusetts
1500000US250250701022,937,242,185,100,160,90,25,42,0,13,0,13,0,13,14,23,11,20,257,124,16,25,190,98,51,63,0,13,0,13,0,13,0,13,0,13,440,149,0,13,55,43,2,701.02,Suffolk County,Massachusetts
