Geography,Total Estimate,Total Margin of Error,"Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van: - Drove alone","Margin of Error - Car, truck, or van: - Drove alone","Estimate - Car, truck, or van: - Carpooled:","Margin of Error - Car, truck, or van: - Carpooled:","Estimate - Car, truck, or van: - In 2-person carpool","Margin of Error - Car, truck, or van: - In 2-person carpool","Estimate - Car, truck, or van: - In 3-person carpool","Margin of Error - Car, truck, or van: - In 3-person carpool","Estimate - Car, truck, or van: - In 4-person carpool","Margin of Error - Car, truck, or van: - In 4-person carpool","Estimate - Car, truck, or van: - In 5- or 6-person carpool","Margin of Error - Car, truck, or van: - In 5- or 6-person carpool","Estimate - Car, truck, or van: - In 7-or-more-person carpool","Margin of Error - Car, truck, or van: - In 7-or-more-person carpool",Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab): - Bus,Margin of Error - Public transportation (excluding taxicab): - Bus,Estimate - Public transportation (excluding taxicab): - Subway or elevated rail,Margin of Error - Public transportation (excluding taxicab): - Subway or elevated rail,Estimate - Public transportation (excluding taxicab): - Long-distance train or commuter rail,Margin of Error - Public transportation (excluding taxicab): - Long-distance train or commuter rail,"Estimate - Public transportation (excluding taxicab): - Light rail, streetcar or trolley (carro público in Puerto Rico)","Margin of Error - Public transportation (excluding taxicab): - Light rail, streetcar or trolley (carro público in Puerto Rico)",Estimate - Public transportation (excluding taxicab): - Ferryboat,Margin of Error - Public transportation (excluding taxicab): - Ferryboat,Estimate - Taxicab,Margin of Error - Taxicab,Estimate - Motorcycle,Margin of Error - Motorcycle,Estimate - Bicycle,Margin of Error - Bicycle,Estimate - Walked,Margin of Error - Walked,Estimate - Other means,Margin of Error - Other means,Estimate - Worked from home,Margin of Error - Worked from home,Block Group,Census Tract,County,State
1500000US250250002023,1434,269,832,202,762,191,70,64,16,25,17,27,21,27,0,13,16,27,374,98,315,93,43,31,5,9,11,19,0,13,0,13,0,13,32,32,124,84,0,13,72,66,3,2.02,Suffolk County,Massachusetts
1500000US250250003011,498,180,301,125,260,122,41,43,0,13,27,47,0,13,0,13,14,21,134,80,134,80,0,13,0,13,0,13,0,13,0,13,0,13,12,22,51,79,0,13,0,13,1,3.01,Suffolk County,Massachusetts
1500000US250250003012,452,186,388,179,388,179,0,13,0,13,0,13,0,13,0,13,0,13,21,26,8,13,0,13,13,22,0,13,0,13,0,13,0,13,0,13,17,19,0,13,26,33,2,3.01,Suffolk County,Massachusetts
1500000US250250003013,613,248,301,131,277,115,24,39,24,39,0,13,0,13,0,13,0,13,233,145,194,125,15,25,24,20,0,13,0,13,0,13,0,13,0,13,53,80,8,14,18,22,3,3.01,Suffolk County,Massachusetts
1500000US250250003014,468,160,235,105,210,93,25,28,25,28,0,13,0,13,0,13,0,13,191,98,174,98,0,13,9,14,8,12,0,13,0,13,0,13,10,17,4,8,0,13,28,36,4,3.01,Suffolk County,Massachusetts
1500000US250250003021,909,264,548,163,468,151,80,73,80,73,0,13,0,13,0,13,0,13,262,124,197,90,65,76,0,13,0,13,0,13,0,13,0,13,4,8,79,91,0,13,16,20,1,3.02,Suffolk County,Massachusetts
1500000US250250003022,1414,638,949,592,879,587,70,67,70,67,0,13,0,13,0,13,0,13,189,102,143,83,46,44,0,13,0,13,0,13,0,13,0,13,0,13,123,93,23,38,130,86,2,3.02,Suffolk County,Massachusetts
1500000US250250004011,1105,352,318,183,303,180,15,23,15,23,0,13,0,13,0,13,0,13,574,296,329,273,198,124,0,13,47,41,0,13,0,13,0,13,74,78,22,26,0,13,117,88,1,4.01,Suffolk County,Massachusetts
1500000US250250004012,847,305,350,149,283,124,67,80,67,80,0,13,0,13,0,13,0,13,395,185,120,92,275,134,0,13,0,13,0,13,0,13,0,13,55,60,38,39,9,16,0,13,2,4.01,Suffolk County,Massachusetts
1500000US250250004013,593,293,313,133,256,122,57,59,57,59,0,13,0,13,0,13,0,13,111,90,79,89,18,27,0,13,14,22,0,13,0,13,0,13,0,13,44,72,0,13,125,155,3,4.01,Suffolk County,Massachusetts
1500000US250250004014,1058,366,369,204,369,204,0,13,0,13,0,13,0,13,0,13,0,13,513,224,222,127,291,117,0,13,0,13,0,13,0,13,0,13,0,13,39,54,0,13,137,100,4,4.01,Suffolk County,Massachusetts
1500000US250250004021,724,154,298,119,278,118,20,20,8,13,12,15,0,13,0,13,0,13,262,77,42,37,190,64,7,11,23,28,0,13,8,13,0,13,8,16,134,95,0,13,14,16,1,4.02,Suffolk County,Massachusetts
1500000US250250004022,601,185,320,141,234,126,86,59,69,49,17,27,0,13,0,13,0,13,161,86,36,36,73,50,32,36,20,22,0,13,0,13,0,13,0,13,48,43,0,13,72,59,2,4.02,Suffolk County,Massachusetts
1500000US250250004023,1082,492,568,268,319,107,249,252,224,244,25,28,0,13,0,13,0,13,159,76,126,64,24,25,9,14,0,13,0,13,0,13,0,13,0,13,121,93,0,13,234,241,3,4.02,Suffolk County,Massachusetts
1500000US250250005021,747,256,227,65,204,61,23,21,15,20,8,16,0,13,0,13,0,13,325,129,63,55,240,121,0,13,22,22,0,13,28,30,0,13,0,13,34,33,113,133,20,17,1,5.02,Suffolk County,Massachusetts
1500000US250250005022,491,117,213,68,209,65,4,7,4,7,0,13,0,13,0,13,0,13,163,66,44,29,81,51,0,13,38,35,0,13,0,13,0,13,15,17,76,68,0,13,24,17,2,5.02,Suffolk County,Massachusetts
1500000US250250005023,778,133,301,101,253,91,48,31,48,31,0,13,0,13,0,13,0,13,373,97,31,25,288,95,0,13,54,37,0,13,0,13,0,13,20,15,71,74,8,12,5,9,3,5.02,Suffolk County,Massachusetts
1500000US250250005024,905,706,71,51,64,49,7,15,7,15,0,13,0,13,0,13,0,13,182,278,159,283,0,13,0,13,23,27,0,13,8,16,0,13,0,13,469,304,0,13,175,145,4,5.02,Suffolk County,Massachusetts
1500000US250250005031,544,143,135,52,87,37,48,41,48,41,0,13,0,13,0,13,0,13,355,125,17,15,267,120,0,13,71,47,0,13,0,13,0,13,0,13,12,15,3,6,39,42,1,5.03,Suffolk County,Massachusetts
1500000US250250005032,973,188,285,76,285,76,0,13,0,13,0,13,0,13,0,13,0,13,468,151,91,114,271,84,21,22,85,54,0,13,0,13,0,13,13,16,112,74,6,9,89,69,2,5.03,Suffolk County,Massachusetts
1500000US250250005051,715,201,424,150,360,149,64,31,27,31,0,13,0,13,37,7,0,13,248,117,81,68,83,35,53,85,31,29,0,13,0,13,0,13,21,34,22,24,0,13,0,13,1,5.05,Suffolk County,Massachusetts
1500000US250250005052,502,240,301,155,263,136,38,45,38,45,0,13,0,13,0,13,0,13,177,138,32,35,79,69,0,13,66,78,0,13,0,13,0,13,17,26,7,11,0,13,0,13,2,5.05,Suffolk County,Massachusetts
1500000US250250005053,180,103,34,38,34,38,0,13,0,13,0,13,0,13,0,13,0,13,91,61,17,28,74,54,0,13,0,13,0,13,0,13,0,13,0,13,38,62,0,13,17,29,3,5.05,Suffolk County,Massachusetts
1500000US250250005061,591,166,111,65,99,62,12,18,12,18,0,13,0,13,0,13,0,13,352,122,84,62,247,118,0,13,21,24,0,13,12,18,0,13,0,13,12,20,0,13,104,86,1,5.06,Suffolk County,Massachusetts
1500000US250250005062,1163,393,447,224,408,224,39,60,39,60,0,13,0,13,0,13,0,13,515,208,51,44,306,199,56,62,102,70,0,13,52,62,0,13,10,16,62,29,0,13,77,64,2,5.06,Suffolk County,Massachusetts
1500000US250250006011,595,201,366,134,243,125,123,91,123,91,0,13,0,13,0,13,0,13,111,94,101,93,10,13,0,13,0,13,0,13,9,14,0,13,33,38,14,18,0,13,62,64,1,6.01,Suffolk County,Massachusetts
1500000US250250006012,966,264,433,151,362,151,71,50,58,46,0,13,0,13,0,13,13,19,368,196,310,192,44,51,0,13,14,23,0,13,9,15,0,13,27,24,63,55,9,13,57,47,2,6.01,Suffolk County,Massachusetts
1500000US250250006013,596,251,295,122,291,122,4,6,4,6,0,13,0,13,0,13,0,13,194,194,38,34,4,7,152,191,0,13,0,13,23,34,0,13,7,12,37,42,0,13,40,38,3,6.01,Suffolk County,Massachusetts
1500000US250250006014,765,225,412,136,380,125,32,39,32,39,0,13,0,13,0,13,0,13,174,88,90,57,84,73,0,13,0,13,0,13,4,8,0,13,14,15,94,59,23,31,44,33,4,6.01,Suffolk County,Massachusetts
1500000US250250006031,724,210,225,123,123,80,102,89,102,89,0,13,0,13,0,13,0,13,353,139,37,40,261,127,0,13,55,50,0,13,0,13,0,13,17,29,31,35,0,13,98,113,1,6.03,Suffolk County,Massachusetts
1500000US250250006041,732,230,129,71,129,71,0,13,0,13,0,13,0,13,0,13,0,13,342,164,169,112,134,95,0,13,39,61,0,13,0,13,0,13,145,91,29,28,0,13,87,111,1,6.04,Suffolk County,Massachusetts
1500000US250250006042,764,271,254,137,254,137,0,13,0,13,0,13,0,13,0,13,0,13,245,140,58,46,187,142,0,13,0,13,0,13,0,13,0,13,94,95,55,51,0,13,116,109,2,6.04,Suffolk County,Massachusetts
1500000US250250007011,551,275,271,284,236,283,35,56,35,56,0,13,0,13,0,13,0,13,222,104,52,56,146,73,0,13,24,39,0,13,0,13,0,13,23,25,22,29,0,13,13,21,1,7.01,Suffolk County,Massachusetts
1500000US250250007012,425,154,194,134,163,150,31,49,31,49,0,13,0,13,0,13,0,13,185,102,48,47,80,72,0,13,57,55,0,13,0,13,0,13,0,13,0,13,0,13,46,54,2,7.01,Suffolk County,Massachusetts
1500000US250250007013,1497,446,273,107,257,105,16,18,0,13,16,18,0,13,0,13,0,13,582,166,69,55,404,149,0,13,109,93,0,13,0,13,0,13,174,113,73,57,0,13,395,362,3,7.01,Suffolk County,Massachusetts
1500000US250250007014,1097,525,261,145,229,139,32,48,30,47,0,13,0,13,2,5,0,13,378,176,36,40,290,175,0,13,52,47,0,13,0,13,0,13,12,19,98,76,0,13,348,459,4,7.01,Suffolk County,Massachusetts
1500000US250250007031,528,144,36,35,36,35,0,13,0,13,0,13,0,13,0,13,0,13,316,98,112,50,190,91,0,13,14,16,0,13,0,13,0,13,5,7,119,62,0,13,52,71,1,7.03,Suffolk County,Massachusetts
1500000US250250007032,682,173,175,94,172,93,3,6,3,6,0,13,0,13,0,13,0,13,239,78,102,46,121,61,0,13,16,15,0,13,5,8,0,13,56,63,123,59,0,13,84,81,2,7.03,Suffolk County,Massachusetts
1500000US250250007041,848,220,106,66,80,56,26,29,26,29,0,13,0,13,0,13,0,13,485,161,243,147,184,100,0,13,58,60,0,13,0,13,23,40,71,86,48,57,73,98,42,42,1,7.04,Suffolk County,Massachusetts
1500000US250250007042,647,198,287,154,287,154,0,13,0,13,0,13,0,13,0,13,0,13,221,98,45,43,165,94,0,13,11,19,0,13,30,46,0,13,0,13,79,71,0,13,30,36,2,7.04,Suffolk County,Massachusetts
1500000US250250007043,662,214,116,69,108,70,8,13,8,13,0,13,0,13,0,13,0,13,285,138,63,53,143,80,0,13,79,90,0,13,0,13,0,13,113,96,50,40,0,13,98,106,3,7.04,Suffolk County,Massachusetts
1500000US250250007044,724,176,76,68,76,68,0,13,0,13,0,13,0,13,0,13,0,13,309,208,108,125,108,77,0,13,93,119,0,13,0,13,0,13,70,59,240,168,19,33,10,15,4,7.04,Suffolk County,Massachusetts
1500000US250250008041,831,288,548,205,466,190,82,75,82,75,0,13,0,13,0,13,0,13,150,116,109,90,41,70,0,13,0,13,0,13,0,13,0,13,27,36,63,63,0,13,43,56,1,8.04,Suffolk County,Massachusetts
1500000US250250008042,1329,383,489,262,454,269,35,48,35,48,0,13,0,13,0,13,0,13,548,235,321,204,198,130,0,13,29,46,0,13,89,102,0,13,33,41,148,121,0,13,22,35,2,8.04,Suffolk County,Massachusetts
1500000US250250008051,827,265,205,114,205,114,0,13,0,13,0,13,0,13,0,13,0,13,365,221,179,153,102,67,84,130,0,13,0,13,0,13,18,29,54,33,133,93,9,14,43,33,1,8.05,Suffolk County,Massachusetts
1500000US250250008052,393,124,87,63,87,63,0,13,0,13,0,13,0,13,0,13,0,13,199,90,136,73,56,64,7,12,0,13,0,13,0,13,0,13,0,13,31,34,14,23,62,54,2,8.05,Suffolk County,Massachusetts
1500000US250250008053,667,238,242,178,215,177,27,32,27,32,0,13,0,13,0,13,0,13,118,78,61,45,57,66,0,13,0,13,0,13,0,13,0,13,37,38,191,96,0,13,79,94,3,8.05,Suffolk County,Massachusetts
1500000US250250008061,81,120,81,120,81,120,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,8.06,Suffolk County,Massachusetts
1500000US250250008062,719,151,163,71,136,69,27,27,19,22,8,15,0,13,0,13,0,13,90,47,40,28,50,33,0,13,0,13,0,13,18,20,0,13,62,70,347,104,0,13,39,31,2,8.06,Suffolk County,Massachusetts
1500000US250250008063,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,3,8.06,Suffolk County,Massachusetts
1500000US250250008071,1392,339,118,99,118,99,0,13,0,13,0,13,0,13,0,13,0,13,181,116,124,96,57,66,0,13,0,13,0,13,0,13,0,13,0,13,1013,257,0,13,80,80,1,8.07,Suffolk County,Massachusetts
1500000US250250101031,334,121,16,16,16,16,0,13,0,13,0,13,0,13,0,13,0,13,63,43,11,18,52,43,0,13,0,13,0,13,10,15,0,13,0,13,195,108,22,42,28,46,1,101.03,Suffolk County,Massachusetts
1500000US250250101032,331,136,40,42,30,40,10,15,5,12,5,9,0,13,0,13,0,13,57,53,28,45,29,28,0,13,0,13,0,13,0,13,0,13,8,12,200,115,0,13,26,43,2,101.03,Suffolk County,Massachusetts
1500000US250250101033,593,131,66,43,20,30,46,34,39,31,0,13,0,13,0,13,7,14,94,46,71,40,23,20,0,13,0,13,0,13,0,13,0,13,0,13,403,107,6,11,24,24,3,101.03,Suffolk County,Massachusetts
1500000US250250101041,766,161,173,86,144,66,29,47,0,13,29,47,0,13,0,13,0,13,206,96,59,37,147,80,0,13,0,13,0,13,17,29,0,13,32,42,214,102,15,24,109,59,1,101.04,Suffolk County,Massachusetts
1500000US250250101042,1289,243,180,74,146,69,34,41,26,37,0,13,0,13,0,13,8,15,220,106,116,78,59,38,6,9,39,45,0,13,0,13,0,13,29,31,742,223,0,13,118,76,2,101.04,Suffolk County,Massachusetts
1500000US250250101043,578,159,76,54,72,53,4,10,4,10,0,13,0,13,0,13,0,13,198,108,41,41,157,102,0,13,0,13,0,13,0,13,0,13,0,13,204,108,0,13,100,60,3,101.04,Suffolk County,Massachusetts
1500000US250250102041,538,164,88,72,51,57,37,44,27,38,10,20,0,13,0,13,0,13,60,44,49,41,11,16,0,13,0,13,0,13,19,38,0,13,15,18,331,113,8,10,17,22,1,102.04,Suffolk County,Massachusetts
1500000US250250102042,785,208,97,66,90,65,7,11,7,11,0,13,0,13,0,13,0,13,211,77,48,26,155,72,0,13,8,11,0,13,0,13,0,13,25,36,349,120,0,13,103,99,2,102.04,Suffolk County,Massachusetts
1500000US250250102043,327,104,36,30,36,30,0,13,0,13,0,13,0,13,0,13,0,13,86,39,22,23,58,34,6,12,0,13,0,13,6,9,0,13,8,14,175,99,9,14,7,11,3,102.04,Suffolk County,Massachusetts
1500000US250250102051,674,251,67,93,67,93,0,13,0,13,0,13,0,13,0,13,0,13,204,178,77,87,127,164,0,13,0,13,0,13,0,13,0,13,155,192,231,165,0,13,17,27,1,102.05,Suffolk County,Massachusetts
1500000US250250102052,840,385,33,34,33,34,0,13,0,13,0,13,0,13,0,13,0,13,177,149,130,138,36,61,0,13,11,20,0,13,0,13,0,13,13,22,552,396,0,13,65,55,2,102.05,Suffolk County,Massachusetts
1500000US250250102053,482,175,13,16,13,16,0,13,0,13,0,13,0,13,0,13,0,13,163,106,55,53,108,108,0,13,0,13,0,13,17,26,0,13,57,54,221,135,11,21,0,13,3,102.05,Suffolk County,Massachusetts
1500000US250250102054,417,142,180,120,180,120,0,13,0,13,0,13,0,13,0,13,0,13,15,25,15,25,0,13,0,13,0,13,0,13,0,13,0,13,0,13,211,106,11,18,0,13,4,102.05,Suffolk County,Massachusetts
1500000US250250102061,1051,503,287,188,287,188,0,13,0,13,0,13,0,13,0,13,0,13,220,163,173,157,47,55,0,13,0,13,0,13,0,13,0,13,0,13,272,176,67,74,205,322,1,102.06,Suffolk County,Massachusetts
1500000US250250102062,309,142,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,81,79,38,64,43,45,0,13,0,13,0,13,0,13,0,13,46,53,156,94,0,13,26,38,2,102.06,Suffolk County,Massachusetts
1500000US250250103001,446,144,69,47,52,41,17,30,0,13,9,15,0,13,0,13,8,15,72,44,32,34,40,31,0,13,0,13,0,13,0,13,0,13,0,13,250,86,0,13,55,39,1,103,Suffolk County,Massachusetts
1500000US250250103002,1919,461,271,125,204,101,67,52,36,36,5,10,10,19,8,15,8,15,221,72,105,55,96,56,0,13,20,20,0,13,4,7,0,13,29,41,1278,322,0,13,116,96,2,103,Suffolk County,Massachusetts
1500000US250250104031,477,188,26,41,26,41,0,13,0,13,0,13,0,13,0,13,0,13,87,60,35,41,52,50,0,13,0,13,0,13,0,13,0,13,43,67,285,120,19,33,17,27,1,104.03,Suffolk County,Massachusetts
1500000US250250104032,632,367,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,229,100,0,13,174,92,0,13,55,64,0,13,20,32,0,13,41,42,335,356,0,13,7,11,2,104.03,Suffolk County,Massachusetts
1500000US250250104033,402,143,109,75,92,68,17,26,17,26,0,13,0,13,0,13,0,13,96,62,28,43,57,43,11,17,0,13,0,13,0,13,0,13,45,50,134,83,0,13,18,22,3,104.03,Suffolk County,Massachusetts
1500000US250250104041,546,159,75,39,42,33,33,26,21,21,0,13,12,18,0,13,0,13,71,51,39,40,32,31,0,13,0,13,0,13,0,13,0,13,7,15,340,128,0,13,53,55,1,104.04,Suffolk County,Massachusetts
1500000US250250104042,438,136,30,33,7,11,23,32,12,23,0,13,0,13,0,13,11,22,157,75,59,32,98,67,0,13,0,13,0,13,3,6,0,13,10,19,217,71,0,13,21,24,2,104.04,Suffolk County,Massachusetts
1500000US250250104043,498,196,77,50,59,41,18,28,0,13,0,13,18,28,0,13,0,13,148,92,36,31,110,73,2,5,0,13,0,13,0,13,0,13,9,14,231,135,0,13,33,37,3,104.04,Suffolk County,Massachusetts
1500000US250250104044,349,122,57,41,52,40,5,7,0,13,5,7,0,13,0,13,0,13,151,91,23,25,128,87,0,13,0,13,0,13,0,13,0,13,22,31,105,43,10,17,4,6,4,104.04,Suffolk County,Massachusetts
1500000US250250104051,1315,281,220,75,81,57,139,58,36,36,67,54,18,37,7,15,11,21,335,168,287,161,48,49,0,13,0,13,0,13,19,26,0,13,17,24,678,157,0,13,46,74,1,104.05,Suffolk County,Massachusetts
1500000US250250104052,1026,237,99,53,91,49,8,10,4,7,4,7,0,13,0,13,0,13,264,141,168,129,93,52,0,13,3,5,0,13,9,18,0,13,41,36,549,177,6,13,58,40,2,104.05,Suffolk County,Massachusetts
1500000US250250104053,190,59,52,37,46,32,6,8,6,8,0,13,0,13,0,13,0,13,75,37,45,31,30,20,0,13,0,13,0,13,0,13,0,13,0,13,42,41,0,13,21,27,3,104.05,Suffolk County,Massachusetts
1500000US250250104081,959,161,142,49,127,50,15,24,15,24,0,13,0,13,0,13,0,13,241,57,127,45,104,39,9,10,1,3,0,13,21,18,0,13,33,28,472,145,0,13,50,31,1,104.08,Suffolk County,Massachusetts
1500000US250250105001,438,147,63,72,63,72,0,13,0,13,0,13,0,13,0,13,0,13,42,34,9,19,33,32,0,13,0,13,0,13,12,17,0,13,12,17,209,87,0,13,100,96,1,105,Suffolk County,Massachusetts
1500000US250250105002,395,136,120,91,120,91,0,13,0,13,0,13,0,13,0,13,0,13,126,61,20,18,96,52,0,13,10,15,0,13,0,13,0,13,4,7,128,79,10,15,7,12,2,105,Suffolk County,Massachusetts
1500000US250250105003,641,166,242,108,242,108,0,13,0,13,0,13,0,13,0,13,0,13,187,73,43,41,144,65,0,13,0,13,0,13,0,13,0,13,17,33,159,76,0,13,36,38,3,105,Suffolk County,Massachusetts
1500000US250250106001,729,239,145,85,145,85,0,13,0,13,0,13,0,13,0,13,0,13,288,174,25,24,263,173,0,13,0,13,0,13,6,10,0,13,20,33,167,106,28,45,75,80,1,106,Suffolk County,Massachusetts
1500000US250250106002,896,273,172,102,154,97,18,29,0,13,0,13,0,13,0,13,18,29,116,82,4,7,112,82,0,13,0,13,0,13,25,29,0,13,26,31,488,194,8,16,61,73,2,106,Suffolk County,Massachusetts
1500000US250250106003,414,158,121,103,92,70,29,44,29,44,0,13,0,13,0,13,0,13,70,58,34,42,27,31,0,13,9,14,0,13,0,13,0,13,0,13,217,131,0,13,6,10,3,106,Suffolk County,Massachusetts
1500000US250250107011,542,106,111,64,73,48,38,35,34,34,0,13,0,13,0,13,4,7,166,70,16,22,130,62,20,31,0,13,0,13,0,13,0,13,7,11,194,78,27,24,37,38,1,107.01,Suffolk County,Massachusetts
1500000US250250107012,469,95,122,67,122,67,0,13,0,13,0,13,0,13,0,13,0,13,106,50,3,7,94,46,9,15,0,13,0,13,0,13,0,13,16,16,185,85,0,13,40,37,2,107.01,Suffolk County,Massachusetts
1500000US250250107013,562,131,99,58,97,59,2,4,0,13,0,13,0,13,2,4,0,13,176,77,17,14,159,75,0,13,0,13,0,13,9,14,0,13,0,13,242,108,23,26,13,14,3,107.01,Suffolk County,Massachusetts
1500000US250250107021,641,188,205,101,189,99,16,18,8,13,0,13,0,13,0,13,8,13,209,72,15,17,176,72,18,27,0,13,0,13,10,15,0,13,8,12,102,54,17,19,90,90,1,107.02,Suffolk County,Massachusetts
1500000US250250107022,465,90,130,59,124,59,6,10,6,10,0,13,0,13,0,13,0,13,47,37,0,13,19,18,28,32,0,13,0,13,19,21,0,13,0,13,207,70,0,13,62,44,2,107.02,Suffolk County,Massachusetts
1500000US250250107023,618,176,176,82,176,82,0,13,0,13,0,13,0,13,0,13,0,13,77,46,0,13,77,46,0,13,0,13,0,13,8,12,0,13,0,13,256,105,0,13,101,75,3,107.02,Suffolk County,Massachusetts
1500000US250250108011,429,117,72,41,59,37,13,18,13,18,0,13,0,13,0,13,0,13,66,51,14,18,28,30,0,13,24,33,0,13,0,13,0,13,0,13,254,96,35,51,2,4,1,108.01,Suffolk County,Massachusetts
1500000US250250108012,678,211,206,83,152,65,54,42,54,42,0,13,0,13,0,13,0,13,26,23,0,13,26,23,0,13,0,13,0,13,2,3,0,13,0,13,399,152,0,13,45,51,2,108.01,Suffolk County,Massachusetts
1500000US250250108013,606,145,121,52,121,52,0,13,0,13,0,13,0,13,0,13,0,13,68,40,0,13,59,34,9,15,0,13,0,13,22,33,0,13,27,34,296,117,11,16,61,41,3,108.01,Suffolk County,Massachusetts
1500000US250250108021,1038,364,93,53,93,53,0,13,0,13,0,13,0,13,0,13,0,13,200,93,0,13,187,94,13,17,0,13,0,13,8,13,0,13,41,40,530,279,7,10,159,130,1,108.02,Suffolk County,Massachusetts
1500000US250250108022,887,178,244,91,219,84,25,39,25,39,0,13,0,13,0,13,0,13,319,110,43,37,252,90,3,5,21,32,0,13,0,13,0,13,10,15,192,78,0,13,122,77,2,108.02,Suffolk County,Massachusetts
1500000US250250108023,496,145,88,61,88,61,0,13,0,13,0,13,0,13,0,13,0,13,81,56,0,13,75,55,0,13,6,11,0,13,12,14,0,13,36,28,195,80,0,13,84,95,3,108.02,Suffolk County,Massachusetts
