Geography,Total Estimate,Total Margin of Error,"Estimate - Car, truck, or van","Margin of Error - Car, truck, or van","Estimate - Car, truck, or van - Drove alone","Margin of Error - Car, truck, or van - Drove alone","Estimate - Car, truck, or van - Carpooled","Margin of Error - Car, truck, or van - Carpooled","Estimate - Car, truck, or van - In 2-person carpool","Margin of Error - Car, truck, or van - In 2-person carpool","Estimate - Car, truck, or van - In 3-person carpool","Margin of Error - Car, truck, or van - In 3-person carpool","Estimate - Car, truck, or van - In 4-person carpool","Margin of Error - Car, truck, or van - In 4-person carpool","Estimate - Car, truck, or van - In 5- or 6-person carpool","Margin of Error - Car, truck, or van - In 5- or 6-person carpool","Estimate - Car, truck, or van - In 7-or-more-person carpool","Margin of Error - Car, truck, or van - In 7-or-more-person carpool",Estimate - Public transportation (excluding taxicab),Margin of Error - Public transportation (excluding taxicab),Estimate - Public transportation (excluding taxicab) - Bus or trolley bus,Margin of Error - Public transportation (excluding taxicab) - Bus or trolley bus,Estimate - Public transportation (excluding taxicab) - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error - Public transportation (excluding taxicab) - Streetcar or trolley car (carro publico in Puerto Rico),Estimate - Public transportation (excluding taxicab) - Subway or elevated,Margin of Error - Public transportation (excluding taxicab) - Subway or elevated,Estimate - Public transportation (excluding taxicab) - Railroad,Margin of Error - Public transportation (excluding taxicab) - Railroad,Estimate - Public transportation (excluding taxicab) - Ferryboat,Margin of Error - Public transportation (excluding taxicab) - Ferryboat,Estimate - Taxicab,Margin of Error - Taxicab,Estimate - Motorcycle,Margin of Error - Motorcycle,Estimate - Bicycle,Margin of Error - Bicycle,Estimate - Walked,Margin of Error - Walked,Estimate - Other means,Margin of Error - Other means,Estimate - Worked at home,Margin of Error - Worked at home,Block Group,Census Tract,County,State
1500000US250250003011,422,139,244,100,235,102,9,16,0,12,9,16,0,12,0,12,0,12,81,60,76,59,5,9,0,12,0,12,0,12,0,12,0,12,0,12,5,9,0,12,92,108,1,3.01,Suffolk County,Massachusetts
1500000US250250003012,524,212,297,90,264,82,33,41,11,19,10,19,0,12,0,12,12,18,216,175,216,175,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,17,2,3.01,Suffolk County,Massachusetts
1500000US250250003013,285,118,220,99,220,99,0,12,0,12,0,12,0,12,0,12,0,12,58,39,58,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,12,3,3.01,Suffolk County,Massachusetts
1500000US250250003014,324,88,252,80,227,78,25,26,10,12,15,24,0,12,0,12,0,12,55,36,55,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,10,0,12,11,17,4,3.01,Suffolk County,Massachusetts
1500000US250250003021,770,200,620,202,568,202,52,44,41,42,11,18,0,12,0,12,0,12,94,60,94,60,0,12,0,12,0,12,0,12,0,12,0,12,10,16,16,20,0,12,30,36,1,3.02,Suffolk County,Massachusetts
1500000US250250003022,994,253,696,196,604,180,92,93,92,93,0,12,0,12,0,12,0,12,167,76,70,62,0,12,97,58,0,12,0,12,0,12,0,12,0,12,58,50,36,55,37,55,2,3.02,Suffolk County,Massachusetts
1500000US250250004011,880,217,315,151,300,151,15,24,0,12,15,24,0,12,0,12,0,12,426,143,140,70,132,90,154,74,0,12,0,12,0,12,0,12,24,20,29,41,0,12,86,69,1,4.01,Suffolk County,Massachusetts
1500000US250250004012,473,196,249,120,249,120,0,12,0,12,0,12,0,12,0,12,0,12,159,94,60,54,0,12,99,84,0,12,0,12,0,12,0,12,46,57,9,16,10,16,0,12,2,4.01,Suffolk County,Massachusetts
1500000US250250004013,734,222,435,179,382,158,53,45,53,45,0,12,0,12,0,12,0,12,204,112,124,96,0,12,80,68,0,12,0,12,0,12,0,12,25,43,70,58,0,12,0,12,3,4.01,Suffolk County,Massachusetts
1500000US250250004014,694,216,373,175,359,178,14,23,14,23,0,12,0,12,0,12,0,12,162,85,21,28,0,12,141,92,0,12,0,12,32,39,0,12,46,45,13,21,0,12,68,57,4,4.01,Suffolk County,Massachusetts
1500000US250250004021,623,140,284,102,271,101,13,21,13,21,0,12,0,12,0,12,0,12,253,94,47,34,27,23,179,79,0,12,0,12,0,12,0,12,21,24,65,44,0,12,0,12,1,4.02,Suffolk County,Massachusetts
1500000US250250004022,477,145,246,106,182,88,64,56,64,56,0,12,0,12,0,12,0,12,107,67,38,34,42,45,27,28,0,12,0,12,0,12,0,12,0,12,48,60,11,12,65,44,2,4.02,Suffolk County,Massachusetts
1500000US250250004023,725,159,348,96,308,96,40,35,40,35,0,12,0,12,0,12,0,12,268,111,191,101,8,13,69,50,0,12,0,12,0,12,0,12,19,21,54,47,0,12,36,32,3,4.02,Suffolk County,Massachusetts
1500000US250250005021,566,89,206,81,206,81,0,12,0,12,0,12,0,12,0,12,0,12,281,74,52,46,39,30,190,64,0,12,0,12,0,12,0,12,15,16,36,26,0,12,28,25,1,5.02,Suffolk County,Massachusetts
1500000US250250005022,516,99,236,70,221,67,15,26,15,26,0,12,0,12,0,12,0,12,123,57,17,18,40,37,66,41,0,12,0,12,0,12,0,12,26,20,59,48,0,12,72,61,2,5.02,Suffolk County,Massachusetts
1500000US250250005023,828,127,312,75,256,68,56,38,56,38,0,12,0,12,0,12,0,12,350,93,79,42,71,36,196,85,4,6,0,12,0,12,0,12,33,25,124,66,9,13,0,12,3,5.02,Suffolk County,Massachusetts
1500000US250250005024,1234,186,67,53,49,46,18,26,18,26,0,12,0,12,0,12,0,12,183,83,62,58,0,12,121,70,0,12,0,12,10,20,0,12,0,12,870,188,0,12,104,65,4,5.02,Suffolk County,Massachusetts
1500000US250250005031,506,145,190,79,174,79,16,18,16,18,0,12,0,12,0,12,0,12,228,92,82,74,76,52,70,36,0,12,0,12,7,11,0,12,10,15,42,49,14,23,15,17,1,5.03,Suffolk County,Massachusetts
1500000US250250005032,830,148,293,94,222,73,71,48,71,48,0,12,0,12,0,12,0,12,444,105,33,28,104,54,307,98,0,12,0,12,0,12,0,12,4,7,89,46,0,12,0,12,2,5.03,Suffolk County,Massachusetts
1500000US250250005041,563,184,240,131,228,130,12,24,12,24,0,12,0,12,0,12,0,12,228,107,84,65,46,49,98,62,0,12,0,12,0,12,0,12,40,34,55,64,0,12,0,12,1,5.04,Suffolk County,Massachusetts
1500000US250250005042,576,133,221,126,151,121,70,54,70,54,0,12,0,12,0,12,0,12,197,75,34,37,42,39,110,75,11,22,0,12,0,12,16,25,38,42,66,79,0,12,38,35,2,5.04,Suffolk County,Massachusetts
1500000US250250005043,929,233,392,153,392,153,0,12,0,12,0,12,0,12,0,12,0,12,428,154,20,31,28,46,380,143,0,12,0,12,0,12,0,12,17,27,42,46,0,12,50,56,3,5.04,Suffolk County,Massachusetts
1500000US250250005044,407,222,196,168,196,168,0,12,0,12,0,12,0,12,0,12,0,12,133,145,0,12,40,47,93,107,0,12,0,12,0,12,0,12,0,12,15,25,12,20,51,81,4,5.04,Suffolk County,Massachusetts
1500000US250250006011,362,202,171,117,171,117,0,12,0,12,0,12,0,12,0,12,0,12,101,55,41,39,0,12,60,52,0,12,0,12,0,12,0,12,19,21,25,37,0,12,46,56,1,6.01,Suffolk County,Massachusetts
1500000US250250006012,666,139,412,101,384,94,28,31,28,31,0,12,0,12,0,12,0,12,178,76,92,59,13,19,73,51,0,12,0,12,0,12,0,12,6,9,44,32,9,14,17,19,2,6.01,Suffolk County,Massachusetts
1500000US250250006013,394,121,217,86,210,83,7,11,7,11,0,12,0,12,0,12,0,12,140,89,90,69,9,15,41,40,0,12,0,12,0,12,0,12,19,21,0,12,0,12,18,21,3,6.01,Suffolk County,Massachusetts
1500000US250250006014,640,166,385,117,277,91,108,80,59,47,20,33,3,7,26,32,0,12,142,65,106,64,0,12,36,24,0,12,0,12,0,12,0,12,8,12,36,31,17,28,52,43,4,6.01,Suffolk County,Massachusetts
1500000US250250006021,827,210,377,133,314,116,63,54,46,45,0,12,8,14,0,12,9,22,341,152,162,102,64,49,115,69,0,12,0,12,0,12,25,29,35,34,40,34,9,16,0,12,1,6.02,Suffolk County,Massachusetts
1500000US250250006022,683,187,221,88,197,85,24,29,0,12,14,24,0,12,10,16,0,12,289,119,128,69,0,12,161,99,0,12,0,12,0,12,0,12,48,52,54,47,0,12,71,48,2,6.02,Suffolk County,Massachusetts
1500000US250250006023,550,175,189,118,163,113,26,29,26,29,0,12,0,12,0,12,0,12,202,86,78,44,0,12,124,75,0,12,0,12,0,12,0,12,0,12,117,89,0,12,42,49,3,6.02,Suffolk County,Massachusetts
1500000US250250007011,519,242,197,95,155,103,42,49,42,49,0,12,0,12,0,12,0,12,150,85,13,20,53,51,84,54,0,12,0,12,0,12,89,144,24,38,34,36,0,12,25,30,1,7.01,Suffolk County,Massachusetts
1500000US250250007012,170,96,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,34,34,0,12,7,12,27,32,0,12,0,12,0,12,0,12,8,13,53,58,9,17,66,71,2,7.01,Suffolk County,Massachusetts
1500000US250250007013,380,166,194,177,194,177,0,12,0,12,0,12,0,12,0,12,0,12,106,54,47,37,17,27,42,31,0,12,0,12,0,12,0,12,13,22,0,12,0,12,67,64,3,7.01,Suffolk County,Massachusetts
1500000US250250007014,437,195,344,184,316,189,28,34,28,34,0,12,0,12,0,12,0,12,47,40,0,12,24,28,23,29,0,12,0,12,0,12,0,12,0,12,42,37,0,12,4,11,4,7.01,Suffolk County,Massachusetts
1500000US250250007015,1159,341,310,126,266,119,44,45,10,15,15,26,19,31,0,12,0,12,710,296,189,169,124,194,397,164,0,12,0,12,0,12,0,12,29,33,29,27,9,14,72,67,5,7.01,Suffolk County,Massachusetts
1500000US250250007031,499,96,145,61,128,59,17,18,17,18,0,12,0,12,0,12,0,12,198,73,73,39,46,40,79,48,0,12,0,12,0,12,0,12,6,9,142,55,0,12,8,13,1,7.03,Suffolk County,Massachusetts
1500000US250250007032,674,157,164,91,139,77,25,39,0,12,0,12,25,39,0,12,0,12,255,77,74,43,16,18,165,65,0,12,0,12,0,12,0,12,81,60,143,63,0,12,31,33,2,7.03,Suffolk County,Massachusetts
1500000US250250007041,1146,302,278,142,264,141,14,23,14,23,0,12,0,12,0,12,0,12,674,235,394,145,101,75,179,127,0,12,0,12,0,12,38,60,29,34,33,40,61,58,33,41,1,7.04,Suffolk County,Massachusetts
1500000US250250007042,509,131,204,97,191,95,13,21,13,21,0,12,0,12,0,12,0,12,182,104,60,46,10,16,112,78,0,12,0,12,0,12,0,12,0,12,85,68,0,12,38,59,2,7.04,Suffolk County,Massachusetts
1500000US250250007043,837,212,189,81,171,77,18,29,0,12,18,29,0,12,0,12,0,12,350,146,114,95,17,28,219,122,0,12,0,12,0,12,0,12,65,73,143,101,0,12,90,77,3,7.04,Suffolk County,Massachusetts
1500000US250250007044,304,153,87,64,87,64,0,12,0,12,0,12,0,12,0,12,0,12,145,93,22,35,22,25,101,59,0,12,0,12,0,12,0,12,55,66,17,31,0,12,0,12,4,7.04,Suffolk County,Massachusetts
1500000US250250008021,673,251,68,53,53,48,15,24,15,24,0,12,0,12,0,12,0,12,419,212,179,109,63,71,177,122,0,12,0,12,0,12,0,12,90,58,74,61,0,12,22,37,1,8.02,Suffolk County,Massachusetts
1500000US250250008022,1224,356,264,154,264,154,0,12,0,12,0,12,0,12,0,12,0,12,658,307,246,126,93,84,319,210,0,12,0,12,0,12,0,12,35,38,206,123,0,12,61,68,2,8.02,Suffolk County,Massachusetts
1500000US250250008023,370,118,231,112,214,107,17,28,17,28,0,12,0,12,0,12,0,12,74,72,43,56,29,46,2,5,0,12,0,12,0,12,0,12,21,21,29,32,0,12,15,23,3,8.02,Suffolk County,Massachusetts
1500000US250250008024,943,282,489,200,435,185,54,49,54,49,0,12,0,12,0,12,0,12,212,111,126,85,12,19,74,67,0,12,0,12,0,12,16,26,151,129,46,56,0,12,29,34,4,8.02,Suffolk County,Massachusetts
1500000US250250008025,867,189,219,86,219,86,0,12,0,12,0,12,0,12,0,12,0,12,297,120,115,86,19,23,163,85,0,12,0,12,0,12,0,12,16,26,291,120,0,12,44,54,5,8.02,Suffolk County,Massachusetts
1500000US250250008031,559,222,88,46,78,46,10,16,0,12,3,6,0,12,0,12,7,15,229,138,95,65,0,12,134,114,0,12,0,12,11,12,0,12,10,15,167,90,0,12,54,52,1,8.03,Suffolk County,Massachusetts
1500000US250250008032,1368,312,93,75,63,63,30,42,12,24,0,12,0,12,0,12,18,34,316,135,235,116,0,12,64,55,17,35,0,12,0,12,0,12,17,35,898,265,12,23,32,64,2,8.03,Suffolk County,Massachusetts
1500000US250250101031,399,139,82,36,82,36,0,12,0,12,0,12,0,12,0,12,0,12,47,46,7,8,10,22,30,37,0,12,0,12,6,8,0,12,0,12,257,127,0,12,7,11,1,101.03,Suffolk County,Massachusetts
1500000US250250101032,392,140,26,31,13,17,13,26,0,12,0,12,0,12,0,12,13,26,81,50,54,44,0,12,19,22,8,16,0,12,0,12,0,12,9,14,269,117,0,12,7,14,2,101.03,Suffolk County,Massachusetts
1500000US250250101033,642,120,62,56,29,26,33,50,27,49,0,12,0,12,0,12,6,9,103,44,41,26,6,9,56,39,0,12,0,12,0,12,0,12,10,12,455,93,0,12,12,18,3,101.03,Suffolk County,Massachusetts
1500000US250250101041,649,124,162,56,155,57,7,11,7,11,0,12,0,12,0,12,0,12,159,82,41,33,35,56,83,51,0,12,0,12,18,18,0,12,4,6,200,81,28,33,78,54,1,101.04,Suffolk County,Massachusetts
1500000US250250101042,1319,234,143,50,119,47,24,26,7,10,0,12,0,12,0,12,17,24,360,109,172,82,4,6,184,82,0,12,0,12,0,12,0,12,14,15,708,188,50,69,44,33,2,101.04,Suffolk County,Massachusetts
1500000US250250101043,610,176,69,40,57,36,12,20,12,20,0,12,0,12,0,12,0,12,352,149,89,53,0,12,256,138,7,12,0,12,0,12,0,12,7,10,152,67,0,12,30,24,3,101.04,Suffolk County,Massachusetts
1500000US250250102031,463,159,68,56,68,56,0,12,0,12,0,12,0,12,0,12,0,12,182,88,0,12,0,12,182,88,0,12,0,12,0,12,0,12,41,43,157,90,0,12,15,23,1,102.03,Suffolk County,Massachusetts
1500000US250250102032,1015,196,175,80,175,80,0,12,0,12,0,12,0,12,0,12,0,12,342,163,166,112,14,22,162,77,0,12,0,12,0,12,0,12,57,71,386,150,42,34,13,22,2,102.03,Suffolk County,Massachusetts
1500000US250250102033,921,175,90,45,84,47,6,12,6,12,0,12,0,12,0,12,0,12,287,124,192,116,0,12,95,59,0,12,0,12,13,20,0,12,105,64,411,163,0,12,15,24,3,102.03,Suffolk County,Massachusetts
1500000US250250102034,137,74,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,39,45,0,12,0,12,39,45,0,12,0,12,0,12,0,12,0,12,57,45,33,52,8,12,4,102.03,Suffolk County,Massachusetts
1500000US250250102041,420,96,9,15,9,15,0,12,0,12,0,12,0,12,0,12,0,12,94,54,38,46,0,12,53,38,3,8,0,12,4,8,0,12,5,10,282,82,13,16,13,20,1,102.04,Suffolk County,Massachusetts
1500000US250250102042,755,188,74,50,65,47,9,17,9,17,0,12,0,12,0,12,0,12,312,117,50,33,4,11,258,122,0,12,0,12,0,12,0,12,21,24,308,128,1,2,39,50,2,102.04,Suffolk County,Massachusetts
1500000US250250102043,420,103,141,83,141,83,0,12,0,12,0,12,0,12,0,12,0,12,142,63,14,16,14,23,114,62,0,12,0,12,0,12,0,12,17,21,92,44,0,12,28,42,3,102.04,Suffolk County,Massachusetts
1500000US250250103001,558,113,82,46,59,43,23,11,22,10,1,3,0,12,0,12,0,12,142,73,70,45,0,12,56,42,16,32,0,12,0,12,0,12,25,27,277,117,0,12,32,24,1,103,Suffolk County,Massachusetts
1500000US250250103002,1850,286,197,85,147,62,50,48,34,37,0,12,7,13,9,17,0,12,275,70,132,54,0,12,143,53,0,12,0,12,5,7,0,12,9,7,1187,224,22,30,155,96,2,103,Suffolk County,Massachusetts
1500000US250250104031,338,130,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,184,100,16,27,21,34,147,89,0,12,0,12,0,12,0,12,19,31,135,85,0,12,0,12,1,104.03,Suffolk County,Massachusetts
1500000US250250104032,602,229,127,93,116,89,11,20,0,12,0,12,0,12,0,12,11,20,116,62,35,42,10,15,71,51,0,12,0,12,21,34,0,12,16,26,158,78,0,12,164,135,2,104.03,Suffolk County,Massachusetts
1500000US250250104033,634,215,106,54,106,54,0,12,0,12,0,12,0,12,0,12,0,12,286,134,78,72,0,12,182,111,26,40,0,12,0,12,0,12,15,25,227,151,0,12,0,12,3,104.03,Suffolk County,Massachusetts
1500000US250250104041,969,253,140,78,127,78,13,14,13,14,0,12,0,12,0,12,0,12,378,177,118,70,0,12,248,178,12,13,0,12,0,12,0,12,90,127,295,94,15,18,51,47,1,104.04,Suffolk County,Massachusetts
1500000US250250104042,680,185,119,60,82,55,37,31,37,31,0,12,0,12,0,12,0,12,152,88,75,66,0,12,72,51,5,9,0,12,5,8,4,8,14,21,358,124,4,7,24,24,2,104.04,Suffolk County,Massachusetts
1500000US250250104043,570,130,64,43,37,32,27,30,0,12,5,8,14,17,0,12,8,18,160,81,33,29,0,12,127,77,0,12,0,12,0,12,0,12,0,12,283,96,47,42,16,17,3,104.04,Suffolk County,Massachusetts
1500000US250250104051,1479,231,176,77,124,56,52,46,7,15,15,33,16,23,7,15,7,14,480,150,242,106,0,12,238,113,0,12,0,12,12,18,0,12,14,19,737,144,13,19,47,49,1,104.05,Suffolk County,Massachusetts
1500000US250250104052,1003,149,102,57,81,47,21,20,13,16,8,12,0,12,0,12,0,12,266,91,93,56,23,28,150,57,0,12,0,12,7,13,0,12,37,22,567,120,6,12,18,19,2,104.05,Suffolk County,Massachusetts
1500000US250250104053,245,128,28,25,28,25,0,12,0,12,0,12,0,12,0,12,0,12,117,85,5,10,0,12,112,86,0,12,0,12,0,12,0,12,0,12,90,55,0,12,10,16,3,104.05,Suffolk County,Massachusetts
1500000US250250104081,969,101,279,73,257,72,22,16,16,14,0,12,6,9,0,12,0,12,273,55,165,45,0,12,101,39,7,7,0,12,0,12,0,12,27,21,367,81,0,12,23,20,1,104.08,Suffolk County,Massachusetts
1500000US250250105001,390,158,116,105,112,105,4,7,4,7,0,12,0,12,0,12,0,12,105,61,34,41,0,12,58,33,13,20,0,12,0,12,0,12,6,13,126,101,18,29,19,24,1,105,Suffolk County,Massachusetts
1500000US250250105002,478,166,113,69,113,69,0,12,0,12,0,12,0,12,0,12,0,12,209,72,13,15,37,44,159,68,0,12,0,12,0,12,0,12,5,9,130,96,0,12,21,22,2,105,Suffolk County,Massachusetts
1500000US250250105003,725,139,187,78,169,76,18,15,18,15,0,12,0,12,0,12,0,12,311,110,62,50,18,25,207,90,24,33,0,12,11,21,0,12,0,12,209,98,0,12,7,11,3,105,Suffolk County,Massachusetts
1500000US250250106001,1174,257,388,161,363,159,25,39,0,12,0,12,0,12,0,12,25,39,315,121,24,24,0,12,291,119,0,12,0,12,0,12,0,12,0,12,448,140,17,26,6,12,1,106,Suffolk County,Massachusetts
1500000US250250106002,604,149,213,93,171,89,42,53,32,51,10,15,0,12,0,12,0,12,227,92,31,30,0,12,196,89,0,12,0,12,0,12,0,12,0,12,143,76,0,12,21,24,2,106,Suffolk County,Massachusetts
1500000US250250107011,857,158,156,72,143,67,13,16,13,16,0,12,0,12,0,12,0,12,243,103,35,31,0,12,208,97,0,12,0,12,0,12,0,12,42,42,267,76,16,17,133,86,1,107.01,Suffolk County,Massachusetts
1500000US250250107012,637,170,298,137,277,137,21,23,21,23,0,12,0,12,0,12,0,12,110,53,0,12,0,12,100,53,10,15,0,12,9,13,0,12,21,28,168,83,0,12,31,30,2,107.01,Suffolk County,Massachusetts
1500000US250250107013,516,110,73,44,48,27,25,35,23,34,0,12,0,12,2,5,0,12,196,73,10,17,0,12,159,69,27,31,0,12,10,16,0,12,22,24,188,77,14,17,13,16,3,107.01,Suffolk County,Massachusetts
1500000US250250107021,638,140,169,73,141,64,28,31,13,15,15,27,0,12,0,12,0,12,161,76,16,27,0,12,118,57,27,25,0,12,19,20,0,12,0,12,256,87,8,14,25,33,1,107.02,Suffolk County,Massachusetts
1500000US250250107022,591,126,112,51,105,50,7,12,7,12,0,12,0,12,0,12,0,12,166,87,35,38,0,12,113,72,18,20,0,12,8,14,0,12,4,8,294,72,7,11,0,12,2,107.02,Suffolk County,Massachusetts
1500000US250250107023,465,118,144,63,127,55,17,29,17,29,0,12,0,12,0,12,0,12,90,44,0,12,0,12,82,42,8,12,0,12,0,12,0,12,17,28,200,68,0,12,14,18,3,107.02,Suffolk County,Massachusetts
1500000US250250108011,475,117,113,61,99,59,14,22,14,22,0,12,0,12,0,12,0,12,127,63,38,44,0,12,72,52,17,15,0,12,39,47,0,12,0,12,167,65,0,12,29,41,1,108.01,Suffolk County,Massachusetts
1500000US250250108012,731,136,288,86,261,79,27,33,27,33,0,12,0,12,0,12,0,12,61,39,32,29,0,12,29,25,0,12,0,12,0,12,0,12,7,11,348,103,6,11,21,20,2,108.01,Suffolk County,Massachusetts
1500000US250250108013,772,155,254,93,254,93,0,12,0,12,0,12,0,12,0,12,0,12,122,61,0,12,0,12,114,57,8,12,0,12,33,34,3,5,30,24,276,94,8,12,46,34,3,108.01,Suffolk County,Massachusetts
1500000US250250108021,644,128,248,88,223,88,25,28,25,28,0,12,0,12,0,12,0,12,85,36,8,13,0,12,68,31,9,14,0,12,10,15,0,12,27,21,217,74,13,16,44,57,1,108.02,Suffolk County,Massachusetts
1500000US250250108022,1096,192,290,96,239,77,51,44,51,44,0,12,0,12,0,12,0,12,311,117,32,26,0,12,266,107,13,20,0,12,36,59,0,12,0,12,346,123,34,52,79,48,2,108.02,Suffolk County,Massachusetts
1500000US250250108023,355,77,85,40,85,40,0,12,0,12,0,12,0,12,0,12,0,12,67,37,7,9,8,12,52,37,0,12,0,12,0,12,0,12,0,12,173,66,0,12,30,21,3,108.02,Suffolk County,Massachusetts
1500000US250250201011,380,157,37,42,37,42,0,12,0,12,0,12,0,12,0,12,0,12,80,77,13,33,0,12,13,32,54,61,0,12,0,12,0,12,0,12,245,142,0,12,18,29,1,201.01,Suffolk County,Massachusetts
1500000US250250201012,648,245,188,125,188,125,0,12,0,12,0,12,0,12,0,12,0,12,136,90,10,16,0,12,116,87,10,17,0,12,0,12,0,12,17,26,271,148,0,12,36,36,2,201.01,Suffolk County,Massachusetts
1500000US250250201013,767,210,165,108,165,108,0,12,0,12,0,12,0,12,0,12,0,12,157,93,24,38,0,12,114,82,19,31,0,12,0,12,0,12,28,47,383,126,0,12,34,44,3,201.01,Suffolk County,Massachusetts
1500000US250250201014,1119,292,311,157,200,137,111,100,111,100,0,12,0,12,0,12,0,12,188,107,23,20,0,12,165,104,0,12,0,12,37,42,0,12,0,12,450,257,0,12,133,79,4,201.01,Suffolk County,Massachusetts
1500000US250250202001,1046,236,80,56,80,56,0,12,0,12,0,12,0,12,0,12,0,12,460,139,218,143,21,33,221,116,0,12,0,12,0,12,0,12,0,12,480,193,0,12,26,43,1,202,Suffolk County,Massachusetts
1500000US250250202002,1085,202,146,91,108,67,38,60,0,12,38,60,0,12,0,12,0,12,262,142,8,13,34,50,220,135,0,12,0,12,0,12,0,12,35,56,579,158,0,12,63,62,2,202,Suffolk County,Massachusetts
