Geography,Total Estimate,Total Margin of Error,"Estimate - Car, truck, or van","Margin of Error - Car, truck, or van","Estimate - Car, truck, or van - Drove alone","Margin of Error - Car, truck, or van - Drove alone","Estimate - Car, truck, or van - Carpooled","Margin of Error - Car, truck, or van - Carpooled","Estimate - Car, truck, or van - In 2-person carpool","Margin of Error - Car, truck, or van - In 2-person carpool","Estimate - Car, truck, or van - In 3-person carpool","Margin of Error - Car, truck, or van - In 3-person carpool","Estimate - Car, truck, or van - In 4-person carpool","Margin of Error - Car, truck, or van - In 4-person carpool","Estimate - Car, truck, or van - In 5- or 6-person carpool","Margin of Error - Car, truck, or van - In 5- or 6-person carpool","Estimate - Car, truck, or van - In 7-or-more-person carpool","Margin of Error - Car, truck, or van - In 7-or-more-person carpool",Estimate - Public transportation (excluding taxicab),Margin of Error - Public transportation (excluding taxicab),Estimate - Public transportation (excluding taxicab) - Bus or trolley bus,Margin of Error - Public transportation (excluding taxicab) - Bus or trolley bus,Estimate - Public transportation (excluding taxicab) - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error - Public transportation (excluding taxicab) - Streetcar or trolley car (carro publico in Puerto Rico),Estimate - Public transportation (excluding taxicab) - Subway or elevated,Margin of Error - Public transportation (excluding taxicab) - Subway or elevated,Estimate - Public transportation (excluding taxicab) - Railroad,Margin of Error - Public transportation (excluding taxicab) - Railroad,Estimate - Public transportation (excluding taxicab) - Ferryboat,Margin of Error - Public transportation (excluding taxicab) - Ferryboat,Estimate - Taxicab,Margin of Error - Taxicab,Estimate - Motorcycle,Margin of Error - Motorcycle,Estimate - Bicycle,Margin of Error - Bicycle,Estimate - Walked,Margin of Error - Walked,Estimate - Other means,Margin of Error - Other means,Estimate - Worked at home,Margin of Error - Worked at home,Block Group,Census Tract,County,State
1500000US250250006021,940,225,391,135,319,123,72,59,36,36,0,12,7,13,0,12,29,43,393,169,177,109,104,88,112,70,0,12,0,12,0,12,23,26,72,49,51,36,10,16,0,12,1,6.02,Suffolk County,Massachusetts
1500000US250250006022,632,205,177,76,177,76,0,12,0,12,0,12,0,12,0,12,0,12,282,129,103,58,0,12,179,111,0,12,0,12,0,12,0,12,30,47,40,38,0,12,103,91,2,6.02,Suffolk County,Massachusetts
1500000US250250006023,790,231,204,119,184,117,20,31,20,31,0,12,0,12,0,12,0,12,384,158,73,51,35,52,276,143,0,12,0,12,0,12,0,12,23,35,140,105,0,12,39,47,3,6.02,Suffolk County,Massachusetts
1500000US250250007011,559,256,200,109,174,104,26,43,26,43,0,12,0,12,0,12,0,12,164,90,13,20,58,53,93,60,0,12,0,12,0,12,97,153,26,42,44,39,0,12,28,33,1,7.01,Suffolk County,Massachusetts
1500000US250250007012,259,193,28,44,27,43,1,4,0,12,0,12,0,12,1,4,0,12,130,141,0,12,8,13,122,140,0,12,0,12,0,12,0,12,8,13,22,33,10,16,61,64,2,7.01,Suffolk County,Massachusetts
1500000US250250007013,378,210,213,212,213,212,0,12,0,12,0,12,0,12,0,12,0,12,130,63,17,27,20,31,93,61,0,12,0,12,0,12,0,12,25,29,0,12,0,12,10,16,3,7.01,Suffolk County,Massachusetts
1500000US250250007014,482,209,335,206,306,211,29,35,29,35,0,12,0,12,0,12,0,12,124,79,19,30,54,48,51,54,0,12,0,12,0,12,0,12,0,12,16,26,0,12,7,11,4,7.01,Suffolk County,Massachusetts
1500000US250250007015,1324,376,317,136,286,131,31,28,11,16,20,23,0,12,0,12,0,12,780,315,204,195,174,249,402,144,0,12,0,12,0,12,0,12,94,91,46,40,10,16,77,75,5,7.01,Suffolk County,Massachusetts
1500000US250250007031,524,99,141,60,124,57,17,18,17,18,0,12,0,12,0,12,0,12,227,74,75,39,10,15,142,69,0,12,0,12,0,12,0,12,5,8,142,60,0,12,9,13,1,7.03,Suffolk County,Massachusetts
1500000US250250007032,575,132,153,68,126,70,27,43,0,12,0,12,27,43,0,12,0,12,233,73,75,46,18,17,140,55,0,12,0,12,0,12,0,12,62,48,97,54,0,12,30,35,2,7.03,Suffolk County,Massachusetts
1500000US250250007041,1138,289,261,134,248,132,13,20,13,20,0,12,0,12,0,12,0,12,649,226,365,151,107,84,177,124,0,12,0,12,0,12,58,71,91,96,31,39,26,46,22,29,1,7.04,Suffolk County,Massachusetts
1500000US250250007042,488,151,180,108,180,108,0,12,0,12,0,12,0,12,0,12,0,12,230,106,85,64,25,28,120,68,0,12,0,12,0,12,0,12,0,12,44,49,0,12,34,55,2,7.04,Suffolk County,Massachusetts
1500000US250250007043,787,216,177,85,159,85,18,28,0,12,18,28,0,12,0,12,0,12,321,142,74,72,55,71,192,109,0,12,0,12,0,12,0,12,59,66,152,103,0,12,78,70,3,7.04,Suffolk County,Massachusetts
1500000US250250007044,481,131,50,55,50,55,0,12,0,12,0,12,0,12,0,12,0,12,240,133,77,91,10,35,153,87,0,12,0,12,0,12,0,12,63,59,128,112,0,12,0,12,4,7.04,Suffolk County,Massachusetts
1500000US250250008021,638,250,101,91,101,91,0,12,0,12,0,12,0,12,0,12,0,12,321,186,130,99,60,70,131,91,0,12,0,12,0,12,0,12,104,52,87,73,0,12,25,39,1,8.02,Suffolk County,Massachusetts
1500000US250250008022,1042,405,258,171,258,171,0,12,0,12,0,12,0,12,0,12,0,12,479,166,262,134,35,54,182,113,0,12,0,12,0,12,0,12,41,48,185,139,0,12,79,80,2,8.02,Suffolk County,Massachusetts
1500000US250250008023,303,135,208,120,189,109,19,30,19,30,0,12,0,12,0,12,0,12,30,41,30,41,0,12,0,12,0,12,0,12,0,12,0,12,26,23,27,32,0,12,12,19,3,8.02,Suffolk County,Massachusetts
1500000US250250008024,1062,313,518,198,455,191,63,63,63,63,0,12,0,12,0,12,0,12,292,135,154,98,15,25,123,81,0,12,0,12,0,12,17,29,181,137,38,48,0,12,16,25,4,8.02,Suffolk County,Massachusetts
1500000US250250008025,922,235,321,155,321,155,0,12,0,12,0,12,0,12,0,12,0,12,273,111,140,93,21,24,112,64,0,12,0,12,0,12,0,12,18,30,266,129,0,12,44,55,5,8.02,Suffolk County,Massachusetts
1500000US250250008031,535,131,89,46,78,43,11,17,0,12,3,7,0,12,0,12,8,15,173,108,88,68,0,12,85,82,0,12,0,12,12,13,0,12,5,7,179,65,0,12,77,59,1,8.03,Suffolk County,Massachusetts
1500000US250250008032,1428,372,53,60,19,36,34,47,14,27,0,12,0,12,0,12,20,39,286,142,233,120,0,12,53,52,0,12,0,12,0,12,0,12,0,12,1039,309,13,26,37,72,2,8.03,Suffolk County,Massachusetts
1500000US250250101031,429,162,75,39,75,39,0,12,0,12,0,12,0,12,0,12,0,12,67,43,16,22,0,12,51,38,0,12,0,12,6,10,0,12,0,12,274,149,0,12,7,10,1,101.03,Suffolk County,Massachusetts
1500000US250250101032,345,119,31,35,8,16,23,32,5,11,4,8,0,12,0,12,14,28,70,47,34,35,0,12,28,29,8,16,0,12,0,12,0,12,5,9,231,96,0,12,8,15,2,101.03,Suffolk County,Massachusetts
1500000US250250101033,598,135,41,33,17,20,24,27,18,26,0,12,0,12,0,12,6,9,112,59,69,56,4,8,39,32,0,12,0,12,0,12,0,12,6,8,424,100,0,12,15,19,3,101.03,Suffolk County,Massachusetts
1500000US250250101041,696,149,175,59,175,59,0,12,0,12,0,12,0,12,0,12,0,12,214,88,70,46,37,58,107,62,0,12,0,12,12,15,0,12,6,9,195,80,18,21,76,51,1,101.04,Suffolk County,Massachusetts
1500000US250250101042,1392,238,144,65,124,58,20,27,13,23,0,12,0,12,0,12,7,14,362,123,182,104,15,16,165,81,0,12,0,12,0,12,0,12,8,11,759,212,68,95,51,38,2,101.04,Suffolk County,Massachusetts
1500000US250250101043,649,186,89,46,76,42,13,21,13,21,0,12,0,12,0,12,0,12,329,124,79,48,0,12,240,118,10,15,0,12,0,12,0,12,7,11,189,103,0,12,35,25,3,101.04,Suffolk County,Massachusetts
1500000US250250102031,402,172,50,43,50,43,0,12,0,12,0,12,0,12,0,12,0,12,187,101,0,12,0,12,187,101,0,12,0,12,0,12,0,12,53,48,112,84,0,12,0,12,1,102.03,Suffolk County,Massachusetts
1500000US250250102032,924,183,221,87,221,87,0,12,0,12,0,12,0,12,0,12,0,12,204,91,96,52,0,12,108,65,0,12,0,12,18,29,0,12,56,68,371,133,40,32,14,24,2,102.03,Suffolk County,Massachusetts
1500000US250250102033,944,203,134,106,134,106,0,12,0,12,0,12,0,12,0,12,0,12,273,129,221,121,0,12,52,44,0,12,0,12,21,33,0,12,70,42,446,149,0,12,0,12,3,102.03,Suffolk County,Massachusetts
1500000US250250102034,241,119,23,35,23,35,0,12,0,12,0,12,0,12,0,12,0,12,69,60,45,52,0,12,24,29,0,12,0,12,0,12,0,12,0,12,92,53,33,54,24,29,4,102.03,Suffolk County,Massachusetts
1500000US250250102041,535,148,72,66,49,56,23,36,23,36,0,12,0,12,0,12,0,12,107,56,69,48,0,12,34,25,4,8,0,12,4,9,0,12,4,10,321,88,13,16,14,21,1,102.04,Suffolk County,Massachusetts
1500000US250250102042,709,191,83,59,70,56,13,19,13,19,0,12,0,12,0,12,0,12,238,86,38,26,4,10,196,83,0,12,0,12,0,12,0,12,12,19,328,126,1,2,47,53,2,102.04,Suffolk County,Massachusetts
1500000US250250102043,396,102,124,76,124,76,0,12,0,12,0,12,0,12,0,12,0,12,148,61,24,27,0,12,124,57,0,12,0,12,6,9,0,12,10,17,90,45,0,12,18,26,3,102.04,Suffolk County,Massachusetts
1500000US250250103001,516,107,77,45,54,40,23,14,22,14,1,3,0,12,0,12,0,12,130,68,69,45,0,12,45,29,16,33,0,12,0,12,0,12,8,16,276,115,0,12,25,25,1,103,Suffolk County,Massachusetts
1500000US250250103002,1941,271,189,97,118,67,71,60,55,45,0,12,9,18,7,14,0,12,248,63,138,51,0,12,110,52,0,12,0,12,5,8,0,12,13,10,1314,205,23,33,149,99,2,103,Suffolk County,Massachusetts
1500000US250250104031,322,116,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,100,73,16,27,0,12,84,67,0,12,0,12,0,12,0,12,18,29,204,96,0,12,0,12,1,104.03,Suffolk County,Massachusetts
1500000US250250104032,632,167,113,81,102,77,11,19,0,12,0,12,0,12,0,12,11,19,132,61,31,44,50,51,51,40,0,12,0,12,22,36,0,12,48,56,191,93,0,12,126,109,2,104.03,Suffolk County,Massachusetts
1500000US250250104033,628,167,139,76,139,76,0,12,0,12,0,12,0,12,0,12,0,12,248,118,81,63,0,12,145,97,22,33,0,12,0,12,0,12,34,35,207,132,0,12,0,12,3,104.03,Suffolk County,Massachusetts
1500000US250250104041,971,178,196,88,184,87,12,14,12,14,0,12,0,12,0,12,0,12,305,147,60,40,0,12,229,143,16,17,0,12,0,12,0,12,115,93,306,82,22,20,27,37,1,104.04,Suffolk County,Massachusetts
1500000US250250104042,592,192,94,48,53,36,41,29,41,29,0,12,0,12,0,12,0,12,133,86,66,55,0,12,63,52,4,9,0,12,4,7,5,9,6,11,323,125,11,21,16,22,2,104.04,Suffolk County,Massachusetts
1500000US250250104043,550,138,51,34,24,21,27,30,0,12,5,7,13,17,0,12,9,18,157,81,41,31,0,12,116,76,0,12,0,12,0,12,0,12,0,12,293,94,32,31,17,17,3,104.04,Suffolk County,Massachusetts
1500000US250250104051,1427,215,172,78,110,58,62,49,7,14,30,39,11,22,7,14,7,14,440,137,294,118,0,12,146,84,0,12,0,12,12,17,0,12,8,15,736,131,13,19,46,54,1,104.05,Suffolk County,Massachusetts
1500000US250250104052,1020,140,99,50,78,44,21,17,14,17,7,9,0,12,0,12,0,12,234,99,103,51,18,28,113,58,0,12,0,12,6,13,0,12,31,22,626,122,6,11,18,15,2,104.05,Suffolk County,Massachusetts
1500000US250250104053,249,114,31,24,31,24,0,12,0,12,0,12,0,12,0,12,0,12,129,74,25,22,0,12,104,71,0,12,0,12,0,12,0,12,0,12,84,49,0,12,5,10,3,104.05,Suffolk County,Massachusetts
1500000US250250104081,1031,99,268,73,259,72,9,11,9,11,0,12,0,12,0,12,0,12,278,65,179,51,0,12,94,35,5,9,0,12,10,10,0,12,48,35,402,76,0,12,25,21,1,104.08,Suffolk County,Massachusetts
1500000US250250105001,405,155,110,98,106,98,4,6,4,6,0,12,0,12,0,12,0,12,79,50,27,36,0,12,40,31,12,20,0,12,0,12,0,12,9,14,144,87,17,27,46,44,1,105,Suffolk County,Massachusetts
1500000US250250105002,541,157,144,81,144,81,0,12,0,12,0,12,0,12,0,12,0,12,225,80,12,14,38,49,175,75,0,12,0,12,0,12,0,12,5,7,136,81,9,15,22,26,2,105,Suffolk County,Massachusetts
1500000US250250105003,680,140,191,79,180,77,11,16,11,16,0,12,0,12,0,12,0,12,287,110,59,42,18,21,183,93,27,33,0,12,8,15,0,12,0,12,189,84,0,12,5,8,3,105,Suffolk County,Massachusetts
1500000US250250106001,1227,239,393,134,349,124,44,49,22,33,0,12,0,12,0,12,22,35,281,115,27,26,0,12,254,112,0,12,0,12,16,25,0,12,0,12,506,172,24,33,7,13,1,106,Suffolk County,Massachusetts
1500000US250250106002,576,189,149,81,113,71,36,42,26,40,10,16,0,12,0,12,0,12,235,113,20,23,0,12,215,110,0,12,0,12,0,12,0,12,0,12,133,97,17,28,42,39,2,106,Suffolk County,Massachusetts
1500000US250250107011,793,157,186,82,178,81,8,12,8,12,0,12,0,12,0,12,0,12,196,73,38,32,0,12,133,55,25,42,0,12,0,12,0,12,9,15,296,76,17,20,89,69,1,107.01,Suffolk County,Massachusetts
1500000US250250107012,527,123,243,81,235,79,8,13,8,13,0,12,0,12,0,12,0,12,142,65,3,7,0,12,129,65,10,15,0,12,9,14,0,12,28,30,84,50,0,12,21,25,2,107.01,Suffolk County,Massachusetts
1500000US250250107013,558,128,94,50,69,38,25,36,24,36,0,12,0,12,1,4,0,12,194,81,10,15,0,12,172,74,12,18,0,12,20,22,0,12,25,27,185,77,30,27,10,15,3,107.01,Suffolk County,Massachusetts
1500000US250250107021,637,141,154,62,132,55,22,26,7,13,15,22,0,12,0,12,0,12,197,91,17,28,0,12,154,76,26,24,0,12,20,21,0,12,0,12,213,80,19,18,34,31,1,107.02,Suffolk County,Massachusetts
1500000US250250107022,585,113,119,52,111,50,8,12,8,12,0,12,0,12,0,12,0,12,141,75,34,36,0,12,98,59,9,15,0,12,15,17,0,12,4,9,259,72,7,11,40,50,2,107.02,Suffolk County,Massachusetts
1500000US250250107023,512,124,154,57,140,54,14,22,14,22,0,12,0,12,0,12,0,12,101,49,0,12,0,12,93,47,8,12,0,12,0,12,0,12,14,22,208,71,0,12,35,28,3,107.02,Suffolk County,Massachusetts
1500000US250250108011,451,128,128,71,109,67,19,23,19,23,0,12,0,12,0,12,0,12,130,68,41,49,19,29,56,44,14,19,0,12,36,49,0,12,0,12,127,63,0,12,30,43,1,108.01,Suffolk County,Massachusetts
1500000US250250108012,765,154,301,96,276,86,25,31,25,31,0,12,0,12,0,12,0,12,78,42,33,30,0,12,45,31,0,12,0,12,0,12,0,12,6,11,352,115,7,11,21,18,2,108.01,Suffolk County,Massachusetts
1500000US250250108013,659,131,185,68,185,68,0,12,0,12,0,12,0,12,0,12,0,12,140,67,0,12,0,12,131,63,9,15,0,12,25,37,3,4,19,23,223,86,0,12,64,40,3,108.01,Suffolk County,Massachusetts
1500000US250250108021,753,160,214,90,206,89,8,12,8,12,0,12,0,12,0,12,0,12,114,65,9,14,0,12,96,64,9,14,0,12,9,14,0,12,28,24,325,104,3,6,60,66,1,108.02,Suffolk County,Massachusetts
1500000US250250108022,1050,185,322,99,276,84,46,49,46,49,0,12,0,12,0,12,0,12,281,106,31,26,0,12,243,104,7,11,0,12,33,52,0,12,0,12,327,111,32,52,55,38,2,108.02,Suffolk County,Massachusetts
1500000US250250108023,355,88,75,38,75,38,0,12,0,12,0,12,0,12,0,12,0,12,52,32,9,14,8,13,35,30,0,12,0,12,0,12,0,12,8,13,198,61,0,12,22,22,3,108.02,Suffolk County,Massachusetts
1500000US250250201011,492,197,86,108,86,108,0,12,0,12,0,12,0,12,0,12,0,12,157,144,38,55,0,12,41,59,78,99,0,12,0,12,0,12,0,12,230,130,0,12,19,30,1,201.01,Suffolk County,Massachusetts
1500000US250250201012,597,236,204,142,204,142,0,12,0,12,0,12,0,12,0,12,0,12,164,113,19,31,0,12,137,108,8,19,0,12,0,12,0,12,33,38,130,99,0,12,66,52,2,201.01,Suffolk County,Massachusetts
1500000US250250201013,931,224,158,100,158,100,0,12,0,12,0,12,0,12,0,12,0,12,187,111,21,34,0,12,147,105,19,30,0,12,0,12,0,12,34,50,525,153,0,12,27,33,3,201.01,Suffolk County,Massachusetts
1500000US250250201014,992,283,245,148,143,115,102,87,102,87,0,12,0,12,0,12,0,12,218,134,29,27,0,12,189,131,0,12,0,12,15,24,0,12,10,18,435,220,0,12,69,54,4,201.01,Suffolk County,Massachusetts
1500000US250250202001,1003,224,87,59,87,59,0,12,0,12,0,12,0,12,0,12,0,12,388,127,151,114,20,32,217,105,0,12,0,12,0,12,0,12,0,12,506,221,0,12,22,35,1,202,Suffolk County,Massachusetts
1500000US250250202002,998,162,86,73,50,44,36,57,0,12,36,57,0,12,0,12,0,12,218,99,11,18,18,27,189,99,0,12,0,12,0,12,0,12,67,67,562,121,0,12,65,67,2,202,Suffolk County,Massachusetts
