Geography,Total Estimate,Total Margin of Error,"Estimate - Car, truck, or van","Margin of Error - Car, truck, or van","Estimate - Car, truck, or van - Drove alone","Margin of Error - Car, truck, or van - Drove alone","Estimate - Car, truck, or van - Carpooled","Margin of Error - Car, truck, or van - Carpooled","Estimate - Car, truck, or van - In 2-person carpool","Margin of Error - Car, truck, or van - In 2-person carpool","Estimate - Car, truck, or van - In 3-person carpool","Margin of Error - Car, truck, or van - In 3-person carpool","Estimate - Car, truck, or van - In 4-person carpool","Margin of Error - Car, truck, or van - In 4-person carpool","Estimate - Car, truck, or van - In 5- or 6-person carpool","Margin of Error - Car, truck, or van - In 5- or 6-person carpool","Estimate - Car, truck, or van - In 7-or-more-person carpool","Margin of Error - Car, truck, or van - In 7-or-more-person carpool",Estimate - Public transportation (excluding taxicab),Margin of Error - Public transportation (excluding taxicab),Estimate - Public transportation (excluding taxicab) - Bus or trolley bus,Margin of Error - Public transportation (excluding taxicab) - Bus or trolley bus,Estimate - Public transportation (excluding taxicab) - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error - Public transportation (excluding taxicab) - Streetcar or trolley car (carro publico in Puerto Rico),Estimate - Public transportation (excluding taxicab) - Subway or elevated,Margin of Error - Public transportation (excluding taxicab) - Subway or elevated,Estimate - Public transportation (excluding taxicab) - Railroad,Margin of Error - Public transportation (excluding taxicab) - Railroad,Estimate - Public transportation (excluding taxicab) - Ferryboat,Margin of Error - Public transportation (excluding taxicab) - Ferryboat,Estimate - Taxicab,Margin of Error - Taxicab,Estimate - Motorcycle,Margin of Error - Motorcycle,Estimate - Bicycle,Margin of Error - Bicycle,Estimate - Walked,Margin of Error - Walked,Estimate - Other means,Margin of Error - Other means,Estimate - Worked at home,Margin of Error - Worked at home,Block Group,Census Tract,County,State
1500000US250250202003,929,175,212,104,198,102,14,21,14,21,0,12,0,12,0,12,0,12,187,89,24,26,0,12,163,87,0,12,0,12,14,23,0,12,31,34,446,128,0,12,39,37,3,202,Suffolk County,Massachusetts
1500000US250250203011,22,41,2,5,2,5,0,12,0,12,0,12,0,12,0,12,0,12,15,31,5,10,0,12,10,20,0,12,0,12,0,12,0,12,0,12,5,10,0,12,0,12,1,203.01,Suffolk County,Massachusetts
1500000US250250203012,1439,206,253,106,244,105,9,14,9,14,0,12,0,12,0,12,0,12,298,98,134,74,0,12,158,68,6,9,0,12,8,12,0,12,8,12,798,178,38,45,36,46,2,203.01,Suffolk County,Massachusetts
1500000US250250203021,756,110,182,65,172,66,10,10,10,10,0,12,0,12,0,12,0,12,140,53,35,31,0,12,99,45,6,9,0,12,0,12,0,12,0,12,405,94,6,9,23,18,1,203.02,Suffolk County,Massachusetts
1500000US250250203031,767,207,139,68,120,63,19,23,0,12,0,12,0,12,0,12,19,23,137,68,26,30,0,12,111,62,0,12,0,12,0,12,0,12,30,36,431,200,20,22,10,16,1,203.03,Suffolk County,Massachusetts
1500000US250250203032,325,124,81,58,72,57,9,14,9,14,0,12,0,12,0,12,0,12,95,59,6,13,0,12,78,62,11,18,0,12,0,12,0,12,0,12,56,40,38,47,55,40,2,203.03,Suffolk County,Massachusetts
1500000US250250203033,690,175,260,153,260,153,0,12,0,12,0,12,0,12,0,12,0,12,110,47,10,16,8,13,81,44,11,18,0,12,0,12,0,12,0,12,311,106,0,12,9,14,3,203.03,Suffolk County,Massachusetts
1500000US250250301001,1039,203,333,121,297,118,36,28,27,31,0,12,0,12,0,12,9,14,172,72,0,12,0,12,172,72,0,12,0,12,17,20,0,12,23,19,471,158,23,27,0,12,1,301,Suffolk County,Massachusetts
1500000US250250301002,561,133,119,71,119,71,0,12,0,12,0,12,0,12,0,12,0,12,117,71,0,12,0,12,97,65,20,31,0,12,0,12,0,12,14,20,300,97,0,12,11,17,2,301,Suffolk County,Massachusetts
1500000US250250302001,1298,173,215,91,215,91,0,12,0,12,0,12,0,12,0,12,0,12,429,114,35,33,9,14,365,110,20,22,0,12,0,12,0,12,15,20,598,174,0,12,41,32,1,302,Suffolk County,Massachusetts
1500000US250250303001,1390,239,168,89,151,79,17,28,17,28,0,12,0,12,0,12,0,12,165,95,17,27,69,74,79,59,0,12,0,12,0,12,0,12,11,18,810,223,44,53,192,143,1,303,Suffolk County,Massachusetts
1500000US250250303002,568,172,49,36,49,36,0,12,0,12,0,12,0,12,0,12,0,12,101,59,19,26,11,18,71,45,0,12,0,12,0,12,0,12,0,12,378,140,0,12,40,43,2,303,Suffolk County,Massachusetts
1500000US250250303003,737,208,89,83,89,83,0,12,0,12,0,12,0,12,0,12,0,12,144,93,33,40,0,12,58,51,53,71,0,12,0,12,0,12,0,12,432,137,0,12,72,50,3,303,Suffolk County,Massachusetts
1500000US250250303004,488,169,127,102,127,102,0,12,0,12,0,12,0,12,0,12,0,12,93,99,0,12,0,12,93,99,0,12,0,12,0,12,0,12,0,12,248,88,0,12,20,31,4,303,Suffolk County,Massachusetts
1500000US250250304001,1135,212,168,80,159,78,9,14,9,14,0,12,0,12,0,12,0,12,315,100,50,54,0,12,250,98,9,13,6,10,0,12,0,12,9,13,628,180,0,12,15,17,1,304,Suffolk County,Massachusetts
1500000US250250304002,863,163,120,59,101,54,19,30,0,12,0,12,0,12,19,30,0,12,259,83,43,34,0,12,203,76,13,21,0,12,0,12,0,12,53,44,371,102,0,12,60,43,2,304,Suffolk County,Massachusetts
1500000US250250305001,418,101,190,58,154,52,36,30,22,25,14,16,0,12,0,12,0,12,9,13,9,13,0,12,0,12,0,12,0,12,9,14,0,12,0,12,159,66,0,12,51,79,1,305,Suffolk County,Massachusetts
1500000US250250305002,858,131,240,91,234,92,6,10,6,10,0,12,0,12,0,12,0,12,143,58,7,10,0,12,136,59,0,12,0,12,0,12,0,12,0,12,441,102,16,25,18,26,2,305,Suffolk County,Massachusetts
1500000US250250305003,693,182,203,110,197,109,6,9,0,12,0,12,0,12,6,9,0,12,113,58,18,28,0,12,95,51,0,12,0,12,0,12,0,12,26,27,328,113,9,13,14,17,3,305,Suffolk County,Massachusetts
1500000US250250401001,537,127,241,88,210,80,31,45,31,45,0,12,0,12,0,12,0,12,51,42,23,23,0,12,28,27,0,12,0,12,0,12,0,12,20,25,141,61,0,12,84,71,1,401,Suffolk County,Massachusetts
1500000US250250401002,942,192,557,207,540,206,17,18,17,18,0,12,0,12,0,12,0,12,121,64,29,29,6,9,86,56,0,12,0,12,0,12,0,12,22,22,211,81,0,12,31,30,2,401,Suffolk County,Massachusetts
1500000US250250402001,286,102,96,55,87,55,9,10,5,7,4,7,0,12,0,12,0,12,131,76,70,57,0,12,61,45,0,12,0,12,0,12,0,12,0,12,23,26,0,12,36,31,1,402,Suffolk County,Massachusetts
1500000US250250402002,409,73,248,73,217,69,31,23,25,16,6,9,0,12,0,12,0,12,81,34,35,22,0,12,25,24,0,12,21,18,0,12,0,12,9,11,56,31,4,6,11,11,2,402,Suffolk County,Massachusetts
1500000US250250403001,273,142,152,100,94,72,58,69,22,36,0,12,0,12,0,12,36,59,121,83,92,71,0,12,29,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,403,Suffolk County,Massachusetts
1500000US250250403002,890,147,483,129,427,135,56,38,30,34,11,17,0,12,0,12,15,24,183,82,76,53,0,12,107,68,0,12,0,12,0,12,11,17,15,16,135,73,0,12,63,38,2,403,Suffolk County,Massachusetts
1500000US250250403003,525,149,271,98,271,98,0,12,0,12,0,12,0,12,0,12,0,12,145,68,100,58,0,12,45,43,0,12,0,12,0,12,0,12,0,12,56,59,0,12,53,44,3,403,Suffolk County,Massachusetts
1500000US250250403004,435,110,226,97,218,96,8,13,8,13,0,12,0,12,0,12,0,12,99,52,54,39,0,12,45,30,0,12,0,12,0,12,0,12,16,26,71,63,0,12,23,37,4,403,Suffolk County,Massachusetts
1500000US250250403005,400,102,235,80,228,79,7,11,7,11,0,12,0,12,0,12,0,12,92,49,43,35,0,12,49,35,0,12,0,12,0,12,0,12,18,29,29,26,0,12,26,24,5,403,Suffolk County,Massachusetts
1500000US250250404011,850,188,363,137,316,124,47,48,47,48,0,12,0,12,0,12,0,12,389,114,180,70,0,12,191,108,18,35,0,12,0,12,0,12,0,12,88,71,0,12,10,16,1,404.01,Suffolk County,Massachusetts
1500000US250250404012,446,147,216,110,194,103,22,27,22,27,0,12,0,12,0,12,0,12,172,72,91,57,8,13,73,46,0,12,0,12,0,12,0,12,0,12,41,28,0,12,17,20,2,404.01,Suffolk County,Massachusetts
1500000US250250406001,774,147,409,124,385,125,24,20,16,16,8,13,0,12,0,12,0,12,305,90,93,59,9,13,173,76,30,40,0,12,0,12,0,12,14,15,38,43,0,12,8,12,1,406,Suffolk County,Massachusetts
1500000US250250406002,1213,232,827,184,762,184,65,41,54,36,11,19,0,12,0,12,0,12,228,96,167,86,0,12,61,49,0,12,0,12,0,12,0,12,27,26,98,46,0,12,33,26,2,406,Suffolk County,Massachusetts
1500000US250250408011,389,137,116,67,116,67,0,12,0,12,0,12,0,12,0,12,0,12,219,114,105,89,0,12,82,70,32,33,0,12,0,12,0,12,0,12,54,59,0,12,0,12,1,408.01,Suffolk County,Massachusetts
1500000US250250408012,361,142,185,95,87,53,98,80,76,76,0,12,0,12,15,24,7,12,105,58,85,54,0,12,20,26,0,12,0,12,0,12,0,12,37,60,8,14,26,42,0,12,2,408.01,Suffolk County,Massachusetts
1500000US250250408013,1565,162,806,171,717,157,89,76,45,42,0,12,0,12,0,12,44,69,333,145,106,66,16,18,148,138,0,12,63,41,13,23,0,12,8,12,294,103,37,44,74,56,3,408.01,Suffolk County,Massachusetts
1500000US250250501011,983,221,524,145,299,111,225,143,166,116,39,44,0,12,20,31,0,12,386,152,67,53,0,12,297,140,0,12,22,30,10,15,0,12,0,12,63,51,0,12,0,12,1,501.01,Suffolk County,Massachusetts
1500000US250250501012,811,170,388,102,317,97,71,55,64,54,0,12,0,12,7,12,0,12,312,123,84,110,0,12,228,99,0,12,0,12,0,12,0,12,0,12,111,71,0,12,0,12,2,501.01,Suffolk County,Massachusetts
1500000US250250501013,762,189,335,112,274,106,61,46,61,46,0,12,0,12,0,12,0,12,316,133,13,21,0,12,303,130,0,12,0,12,0,12,0,12,0,12,111,77,0,12,0,12,3,501.01,Suffolk County,Massachusetts
1500000US250250502001,1526,405,525,181,359,132,166,121,109,113,33,52,12,21,12,19,0,12,870,305,49,48,0,12,821,305,0,12,0,12,0,12,0,12,0,12,82,66,0,12,49,45,1,502,Suffolk County,Massachusetts
1500000US250250502002,531,153,126,70,93,52,33,41,8,13,25,39,0,12,0,12,0,12,332,126,0,12,0,12,322,127,10,16,0,12,10,16,0,12,0,12,53,53,10,16,0,12,2,502,Suffolk County,Massachusetts
1500000US250250502003,559,243,183,126,45,49,138,117,107,109,31,48,0,12,0,12,0,12,362,194,80,83,0,12,238,127,44,68,0,12,0,12,0,12,0,12,14,18,0,12,0,12,3,502,Suffolk County,Massachusetts
1500000US250250502004,894,364,203,100,152,72,51,46,51,46,0,12,0,12,0,12,0,12,574,275,32,42,0,12,533,268,9,14,0,12,0,12,0,12,0,12,73,81,0,12,44,60,4,502,Suffolk County,Massachusetts
1500000US250250503001,430,144,118,68,101,66,17,20,0,12,17,20,0,12,0,12,0,12,236,120,4,8,0,12,232,119,0,12,0,12,0,12,0,12,0,12,46,35,0,12,30,31,1,503,Suffolk County,Massachusetts
1500000US250250503002,368,86,133,70,100,61,33,29,26,27,7,11,0,12,0,12,0,12,195,63,6,8,0,12,189,63,0,12,0,12,0,12,0,12,0,12,40,35,0,12,0,12,2,503,Suffolk County,Massachusetts
1500000US250250504001,485,134,131,79,109,73,22,29,4,7,18,28,0,12,0,12,0,12,317,98,22,24,0,12,295,93,0,12,0,12,0,12,0,12,0,12,21,37,0,12,16,20,1,504,Suffolk County,Massachusetts
1500000US250250504002,1062,225,255,95,166,64,89,67,47,54,30,33,0,12,12,20,0,12,682,173,117,111,13,20,527,141,25,28,0,12,0,12,0,12,0,12,92,54,0,12,33,24,2,504,Suffolk County,Massachusetts
1500000US250250505001,1245,172,295,100,224,78,71,46,59,38,0,12,12,18,0,12,0,12,856,162,20,25,5,8,820,166,11,11,0,12,0,12,0,12,13,19,81,45,0,12,0,12,1,505,Suffolk County,Massachusetts
1500000US250250506001,800,212,154,76,95,46,59,48,29,31,24,36,6,9,0,12,0,12,558,204,43,39,0,12,496,210,19,26,0,12,0,12,0,12,0,12,46,33,16,24,26,40,1,506,Suffolk County,Massachusetts
1500000US250250506002,646,220,136,108,92,61,44,62,6,9,38,61,0,12,0,12,0,12,428,188,43,55,0,12,385,186,0,12,0,12,0,12,0,12,0,12,82,48,0,12,0,12,2,506,Suffolk County,Massachusetts
1500000US250250507001,1552,308,363,136,273,121,90,61,51,50,39,38,0,12,0,12,0,12,1093,277,173,100,0,12,904,267,16,24,0,12,0,12,0,12,0,12,79,66,0,12,17,26,1,507,Suffolk County,Massachusetts
1500000US250250507002,765,272,121,100,52,44,69,91,9,14,0,12,0,12,59,92,1,3,581,250,97,71,0,12,484,217,0,12,0,12,0,12,0,12,0,12,44,52,19,22,0,12,2,507,Suffolk County,Massachusetts
1500000US250250507003,671,234,74,65,58,46,16,25,0,12,0,12,0,12,16,25,0,12,544,207,22,35,0,12,522,190,0,12,0,12,0,12,0,12,0,12,18,29,9,14,26,29,3,507,Suffolk County,Massachusetts
1500000US250250509011,1039,323,270,101,228,97,42,45,20,33,22,33,0,12,0,12,0,12,711,308,5,8,0,12,695,309,11,17,0,12,0,12,0,12,0,12,36,41,0,12,22,36,1,509.01,Suffolk County,Massachusetts
1500000US250250509012,1396,270,546,152,460,135,86,65,48,47,38,43,0,12,0,12,0,12,695,192,65,64,9,13,612,185,9,14,0,12,21,24,0,12,0,12,62,54,0,12,72,55,2,509.01,Suffolk County,Massachusetts
1500000US250250509013,335,129,167,80,131,63,36,41,36,41,0,12,0,12,0,12,0,12,159,97,44,55,0,12,105,82,10,16,0,12,0,12,0,12,0,12,9,13,0,12,0,12,3,509.01,Suffolk County,Massachusetts
1500000US250250510001,1461,318,812,218,672,186,140,82,112,80,19,29,9,14,0,12,0,12,626,188,83,57,0,12,543,179,0,12,0,12,0,12,0,12,0,12,14,21,0,12,9,13,1,510,Suffolk County,Massachusetts
1500000US250250510002,300,116,83,63,83,63,0,12,0,12,0,12,0,12,0,12,0,12,194,78,12,20,0,12,182,79,0,12,0,12,0,12,0,12,0,12,23,23,0,12,0,12,2,510,Suffolk County,Massachusetts
1500000US250250510003,603,205,307,148,307,148,0,12,0,12,0,12,0,12,0,12,0,12,287,161,20,23,0,12,267,156,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,13,3,510,Suffolk County,Massachusetts
1500000US250250511011,866,359,509,268,295,161,214,215,0,12,44,68,135,129,0,12,35,54,300,171,72,78,0,12,228,151,0,12,0,12,13,19,0,12,0,12,32,67,0,12,12,21,1,511.01,Suffolk County,Massachusetts
1500000US250250511012,825,260,456,231,428,226,28,47,28,47,0,12,0,12,0,12,0,12,322,148,99,77,0,12,223,135,0,12,0,12,13,25,0,12,0,12,0,12,0,12,34,53,2,511.01,Suffolk County,Massachusetts
1500000US250250511013,1017,326,364,129,330,128,34,39,19,32,15,23,0,12,0,12,0,12,603,235,0,12,0,12,603,235,0,12,0,12,29,42,0,12,0,12,0,12,21,31,0,12,3,511.01,Suffolk County,Massachusetts
1500000US250250511014,857,344,322,176,322,176,0,12,0,12,0,12,0,12,0,12,0,12,535,353,0,12,0,12,535,353,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,511.01,Suffolk County,Massachusetts
1500000US250250512001,47,76,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,47,76,0,12,0,12,47,76,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,512,Suffolk County,Massachusetts
1500000US250250512002,912,179,191,100,157,93,34,45,25,39,0,12,9,25,0,12,0,12,605,179,67,76,0,12,538,150,0,12,0,12,11,17,0,12,36,52,68,61,0,12,1,3,2,512,Suffolk County,Massachusetts
1500000US250250512003,520,140,246,100,224,98,22,28,22,28,0,12,0,12,0,12,0,12,221,95,0,12,0,12,221,95,0,12,0,12,0,12,0,12,0,12,16,24,0,12,37,37,3,512,Suffolk County,Massachusetts
1500000US250250601011,752,193,551,123,487,117,64,53,64,53,0,12,0,12,0,12,0,12,163,107,151,115,0,12,12,19,0,12,0,12,0,12,0,12,0,12,32,28,6,11,0,12,1,601.01,Suffolk County,Massachusetts
1500000US250250601012,421,114,208,75,192,75,16,26,16,26,0,12,0,12,0,12,0,12,206,69,161,69,0,12,45,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,12,2,601.01,Suffolk County,Massachusetts
1500000US250250601013,683,159,384,111,384,111,0,12,0,12,0,12,0,12,0,12,0,12,207,81,171,78,0,12,36,38,0,12,0,12,0,12,0,12,0,12,38,45,0,12,54,53,3,601.01,Suffolk County,Massachusetts
1500000US250250601014,638,129,322,109,307,107,15,18,8,13,7,12,0,12,0,12,0,12,202,119,155,105,0,12,47,54,0,12,0,12,16,17,0,12,28,45,51,49,0,12,19,22,4,601.01,Suffolk County,Massachusetts
1500000US250250602001,633,136,280,71,258,72,22,27,22,27,0,12,0,12,0,12,0,12,318,106,284,87,0,12,34,36,0,12,0,12,0,12,0,12,34,54,1,24,0,12,0,12,1,602,Suffolk County,Massachusetts
1500000US250250602002,876,181,515,160,407,158,108,61,108,61,0,12,0,12,0,12,0,12,305,93,279,92,0,12,26,20,0,12,0,12,0,12,0,12,0,12,49,38,5,8,2,4,2,602,Suffolk County,Massachusetts
1500000US250250603011,859,243,406,148,386,138,20,32,20,32,0,12,0,12,0,12,0,12,429,174,377,150,0,12,52,85,0,12,0,12,0,12,0,12,0,12,15,24,0,12,9,15,1,603.01,Suffolk County,Massachusetts
1500000US250250603012,547,222,338,189,257,125,81,81,81,81,0,12,0,12,0,12,0,12,187,95,179,93,0,12,8,12,0,12,0,12,0,12,0,12,0,12,22,25,0,12,0,12,2,603.01,Suffolk County,Massachusetts
1500000US250250603013,801,183,388,120,304,110,84,66,84,66,0,12,0,12,0,12,0,12,270,92,180,72,7,10,71,45,0,12,12,19,0,12,24,39,21,23,60,57,0,12,38,31,3,603.01,Suffolk County,Massachusetts
1500000US250250604001,711,190,242,153,186,118,56,69,56,69,0,12,0,12,0,12,0,12,294,156,283,155,0,12,11,18,0,12,0,12,0,12,0,12,111,148,19,15,0,12,45,53,1,604,Suffolk County,Massachusetts
1500000US250250604002,1192,388,730,277,661,297,69,88,69,88,0,12,0,12,0,12,0,12,445,167,240,116,0,12,205,140,0,12,0,12,0,12,0,12,17,28,0,12,0,12,0,12,2,604,Suffolk County,Massachusetts
1500000US250250604003,713,403,353,156,283,144,70,66,70,66,0,12,0,12,0,12,0,12,330,273,305,273,0,12,25,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,52,3,604,Suffolk County,Massachusetts
1500000US250250604004,531,180,260,102,180,90,80,90,80,90,0,12,0,12,0,12,0,12,176,121,52,54,0,12,124,111,0,12,0,12,0,12,0,12,14,24,35,40,0,12,46,55,4,604,Suffolk County,Massachusetts
1500000US250250604005,412,208,224,107,198,105,26,35,26,35,0,12,0,12,0,12,0,12,78,91,78,91,0,12,0,12,0,12,0,12,0,12,0,12,0,12,91,119,0,12,19,33,5,604,Suffolk County,Massachusetts
1500000US250250605011,616,150,249,88,207,80,42,42,42,42,0,12,0,12,0,12,0,12,254,120,234,119,0,12,20,18,0,12,0,12,0,12,0,12,21,22,55,55,31,38,6,10,1,605.01,Suffolk County,Massachusetts
1500000US250250605012,678,157,371,94,335,93,36,33,36,33,0,12,0,12,0,12,0,12,237,110,231,108,0,12,6,10,0,12,0,12,0,12,0,12,0,12,28,19,20,34,22,20,2,605.01,Suffolk County,Massachusetts
1500000US250250605013,680,177,312,135,240,94,72,80,72,80,0,12,0,12,0,12,0,12,243,113,182,95,0,12,61,59,0,12,0,12,8,12,0,12,17,20,63,39,11,17,26,24,3,605.01,Suffolk County,Massachusetts
1500000US250250605014,613,198,340,166,334,166,6,12,6,12,0,12,0,12,0,12,0,12,209,115,202,113,0,12,7,12,0,12,0,12,0,12,0,12,7,12,24,32,0,12,33,25,4,605.01,Suffolk County,Massachusetts
1500000US250250605015,447,105,190,61,173,57,17,19,17,19,0,12,0,12,0,12,0,12,93,49,70,44,4,6,13,15,6,10,0,12,40,37,0,12,0,12,86,82,0,12,38,35,5,605.01,Suffolk County,Massachusetts
1500000US250250606001,2020,209,845,184,710,162,135,71,111,70,10,15,0,12,0,12,14,22,584,114,195,105,24,27,355,112,10,12,0,12,0,12,28,31,24,27,449,99,12,16,78,49,1,606,Suffolk County,Massachusetts
1500000US250250607001,174,60,51,34,41,31,10,17,0,12,0,12,3,5,7,12,0,12,77,36,52,34,0,12,25,20,0,12,0,12,1,4,0,12,11,17,27,32,4,6,3,5,1,607,Suffolk County,Massachusetts
1500000US250250607002,572,121,235,84,200,81,35,27,20,23,15,15,0,12,0,12,0,12,232,113,115,68,0,12,101,71,4,8,12,20,0,12,0,12,13,20,80,58,0,12,12,19,2,607,Suffolk County,Massachusetts
1500000US250250608001,386,258,254,186,205,171,49,79,49,79,0,12,0,12,0,12,0,12,66,100,66,100,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,20,0,12,57,66,1,608,Suffolk County,Massachusetts
1500000US250250608002,839,391,300,201,170,92,130,205,130,205,0,12,0,12,0,12,0,12,466,346,53,46,0,12,413,345,0,12,0,12,0,12,0,12,20,33,17,26,0,12,36,42,2,608,Suffolk County,Massachusetts
1500000US250250608003,1098,477,408,220,408,220,0,12,0,12,0,12,0,12,0,12,0,12,396,194,273,175,0,12,123,74,0,12,0,12,30,48,0,12,0,12,246,275,18,29,0,12,3,608,Suffolk County,Massachusetts
1500000US250250608004,1227,371,645,271,547,236,98,109,98,109,0,12,0,12,0,12,0,12,392,178,210,107,0,12,182,133,0,12,0,12,0,12,0,12,0,12,190,124,0,12,0,12,4,608,Suffolk County,Massachusetts
1500000US250250610001,830,202,391,107,354,102,37,46,37,46,0,12,0,12,0,12,0,12,280,142,137,60,0,12,143,133,0,12,0,12,18,22,0,12,0,12,100,66,0,12,41,30,1,610,Suffolk County,Massachusetts
1500000US250250610002,302,124,144,70,101,56,43,42,43,42,0,12,0,12,0,12,0,12,120,80,90,71,0,12,30,31,0,12,0,12,0,12,0,12,13,20,25,32,0,12,0,12,2,610,Suffolk County,Massachusetts
1500000US250250610003,175,119,89,82,29,45,60,70,0,12,0,12,0,12,60,70,0,12,81,58,42,27,0,12,39,56,0,12,0,12,0,12,0,12,0,12,5,9,0,12,0,12,3,610,Suffolk County,Massachusetts
1500000US250250611011,143,46,60,35,56,33,4,6,4,6,0,12,0,12,0,12,0,12,76,34,23,22,12,18,41,26,0,12,0,12,0,12,0,12,0,12,7,10,0,12,0,12,1,611.01,Suffolk County,Massachusetts
1500000US250250611012,493,90,194,59,138,48,56,44,45,43,6,10,0,12,0,12,5,7,249,72,66,32,0,12,183,69,0,12,0,12,0,12,0,12,0,12,50,43,0,12,0,12,2,611.01,Suffolk County,Massachusetts
1500000US250250612001,1986,237,949,237,901,241,48,32,48,32,0,12,0,12,0,12,0,12,562,183,155,115,8,14,399,141,0,12,0,12,8,13,8,14,30,38,369,160,0,12,60,35,1,612,Suffolk County,Massachusetts
1500000US250250612002,270,95,136,70,126,68,10,15,10,15,0,12,0,12,0,12,0,12,122,56,14,22,0,12,108,52,0,12,0,12,0,12,0,12,0,12,12,20,0,12,0,12,2,612,Suffolk County,Massachusetts
1500000US250250612003,611,207,203,110,147,65,56,69,56,69,0,12,0,12,0,12,0,12,374,157,94,107,0,12,280,142,0,12,0,12,0,12,0,12,0,12,33,40,0,12,1,3,3,612,Suffolk County,Massachusetts
1500000US250250701011,742,212,239,95,228,95,11,18,11,18,0,12,0,12,0,12,0,12,43,41,0,12,27,33,0,12,16,24,0,12,0,12,0,12,13,22,408,165,0,12,39,36,1,701.01,Suffolk County,Massachusetts
1500000US250250701012,100,89,26,43,15,25,11,18,0,12,0,12,11,18,0,12,0,12,63,78,0,12,0,12,53,76,10,20,0,12,0,12,0,12,0,12,11,22,0,12,0,12,2,701.01,Suffolk County,Massachusetts
1500000US250250701013,414,170,54,43,39,31,15,29,15,29,0,12,0,12,0,12,0,12,250,152,53,52,0,12,177,146,20,31,0,12,0,12,0,12,0,12,93,67,17,32,0,12,3,701.01,Suffolk County,Massachusetts
1500000US250250701014,859,244,201,121,110,76,91,102,42,38,0,12,0,12,49,96,0,12,111,85,0,12,0,12,105,84,6,13,0,12,0,12,0,12,13,21,443,146,0,12,91,77,4,701.01,Suffolk County,Massachusetts
1500000US250250701015,122,54,48,38,48,38,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,74,63,0,12,0,12,5,701.01,Suffolk County,Massachusetts
1500000US250250701016,280,124,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,71,48,0,12,0,12,71,48,0,12,0,12,0,12,0,12,0,12,194,111,0,12,15,25,6,701.01,Suffolk County,Massachusetts
1500000US250250701017,509,182,31,35,14,22,17,27,17,27,0,12,0,12,0,12,0,12,235,142,61,73,12,20,126,79,36,60,0,12,0,12,0,12,0,12,230,125,0,12,13,23,7,701.01,Suffolk County,Massachusetts
1500000US250250701018,158,107,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,70,52,7,16,0,12,48,45,15,28,0,12,0,12,0,12,0,12,87,82,0,12,1,24,8,701.01,Suffolk County,Massachusetts
1500000US250250702001,758,297,194,159,71,58,123,149,0,12,0,12,114,149,0,12,9,14,99,72,17,26,0,12,82,67,0,12,0,12,5,8,0,12,0,12,449,218,0,12,11,17,1,702,Suffolk County,Massachusetts
1500000US250250702002,782,287,239,168,35,53,204,141,79,86,15,30,13,31,55,46,42,38,70,48,0,12,0,12,70,48,0,12,0,12,0,12,0,12,4,6,427,179,0,12,42,68,2,702,Suffolk County,Massachusetts
1500000US250250702003,1049,222,156,79,108,56,48,55,0,12,34,53,0,12,14,16,0,12,161,87,12,20,0,12,149,80,0,12,0,12,0,12,0,12,0,12,634,149,0,12,98,83,3,702,Suffolk County,Massachusetts
1500000US250250703001,490,130,259,108,259,108,0,12,0,12,0,12,0,12,0,12,0,12,44,38,0,12,0,12,35,36,9,13,0,12,0,12,0,12,0,12,164,82,0,12,23,27,1,703,Suffolk County,Massachusetts
1500000US250250703002,632,187,186,108,186,108,0,12,0,12,0,12,0,12,0,12,0,12,73,58,49,60,0,12,24,26,0,12,0,12,18,31,0,12,12,20,343,168,0,12,0,12,2,703,Suffolk County,Massachusetts
1500000US250250703003,614,179,115,63,115,63,0,12,0,12,0,12,0,12,0,12,0,12,307,159,63,99,0,12,160,111,84,82,0,12,0,12,0,12,22,34,110,85,16,27,44,35,3,703,Suffolk County,Massachusetts
1500000US250250703004,1051,188,400,182,354,177,46,49,25,38,21,31,0,12,0,12,0,12,272,112,66,55,0,12,206,119,0,12,0,12,0,12,0,12,0,12,287,124,28,36,64,51,4,703,Suffolk County,Massachusetts
1500000US250250704021,595,108,293,70,184,64,109,44,57,42,5,8,7,10,33,32,7,12,136,51,53,35,0,12,79,37,4,8,0,12,0,12,0,12,7,11,151,57,5,5,3,5,1,704.02,Suffolk County,Massachusetts
1500000US250250705001,1589,319,476,165,476,165,0,12,0,12,0,12,0,12,0,12,0,12,366,160,197,136,0,12,130,76,39,56,0,12,0,12,0,12,142,115,567,223,0,12,38,46,1,705,Suffolk County,Massachusetts
