Geography,Total Estimate,Total Margin of Error,"Estimate - Car, truck, or van","Margin of Error - Car, truck, or van","Estimate - Car, truck, or van - Drove alone","Margin of Error - Car, truck, or van - Drove alone","Estimate - Car, truck, or van - Carpooled","Margin of Error - Car, truck, or van - Carpooled","Estimate - Car, truck, or van - In 2-person carpool","Margin of Error - Car, truck, or van - In 2-person carpool","Estimate - Car, truck, or van - In 3-person carpool","Margin of Error - Car, truck, or van - In 3-person carpool","Estimate - Car, truck, or van - In 4-person carpool","Margin of Error - Car, truck, or van - In 4-person carpool","Estimate - Car, truck, or van - In 5- or 6-person carpool","Margin of Error - Car, truck, or van - In 5- or 6-person carpool","Estimate - Car, truck, or van - In 7-or-more-person carpool","Margin of Error - Car, truck, or van - In 7-or-more-person carpool",Estimate - Public transportation (excluding taxicab),Margin of Error - Public transportation (excluding taxicab),Estimate - Public transportation (excluding taxicab) - Bus or trolley bus,Margin of Error - Public transportation (excluding taxicab) - Bus or trolley bus,Estimate - Public transportation (excluding taxicab) - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error - Public transportation (excluding taxicab) - Streetcar or trolley car (carro publico in Puerto Rico),Estimate - Public transportation (excluding taxicab) - Subway or elevated,Margin of Error - Public transportation (excluding taxicab) - Subway or elevated,Estimate - Public transportation (excluding taxicab) - Railroad,Margin of Error - Public transportation (excluding taxicab) - Railroad,Estimate - Public transportation (excluding taxicab) - Ferryboat,Margin of Error - Public transportation (excluding taxicab) - Ferryboat,Estimate - Taxicab,Margin of Error - Taxicab,Estimate - Motorcycle,Margin of Error - Motorcycle,Estimate - Bicycle,Margin of Error - Bicycle,Estimate - Walked,Margin of Error - Walked,Estimate - Other means,Margin of Error - Other means,Estimate - Worked at home,Margin of Error - Worked at home,Block Group,Census Tract,County,State
1500000US250250202003,1002,193,199,100,185,99,14,22,14,22,0,12,0,12,0,12,0,12,207,99,16,26,0,12,191,99,0,12,0,12,15,23,0,12,37,41,530,153,0,12,14,23,3,202,Suffolk County,Massachusetts
1500000US250250203011,71,85,1,2,1,2,0,12,0,12,0,12,0,12,0,12,0,12,16,30,6,11,0,12,10,20,0,12,0,12,0,12,0,12,0,12,54,75,0,12,0,12,1,203.01,Suffolk County,Massachusetts
1500000US250250203012,1538,247,292,149,292,149,0,12,0,12,0,12,0,12,0,12,0,12,454,191,265,139,0,12,189,91,0,12,0,12,9,14,0,12,0,12,714,185,36,42,33,43,2,203.01,Suffolk County,Massachusetts
1500000US250250203021,796,126,180,67,175,67,5,7,5,7,0,12,0,12,0,12,0,12,143,62,35,36,0,12,102,51,6,10,0,12,0,12,0,12,0,12,456,125,0,12,17,13,1,203.02,Suffolk County,Massachusetts
1500000US250250203031,752,196,161,72,124,66,37,35,16,25,0,12,0,12,0,12,21,25,111,62,16,27,0,12,95,58,0,12,0,12,0,12,0,12,31,38,413,185,9,17,27,31,1,203.03,Suffolk County,Massachusetts
1500000US250250203032,251,115,49,52,49,52,0,12,0,12,0,12,0,12,0,12,0,12,100,61,4,9,0,12,85,65,11,18,0,12,0,12,0,12,0,12,47,44,27,45,28,32,2,203.03,Suffolk County,Massachusetts
1500000US250250203033,646,192,290,155,290,155,0,12,0,12,0,12,0,12,0,12,0,12,90,52,26,30,0,12,53,38,11,17,0,12,0,12,0,12,0,12,256,111,0,12,10,16,3,203.03,Suffolk County,Massachusetts
1500000US250250301001,907,170,212,83,183,77,29,34,20,31,0,12,0,12,0,12,9,15,132,49,0,12,0,12,132,49,0,12,0,12,8,12,0,12,28,27,479,181,31,36,17,30,1,301,Suffolk County,Massachusetts
1500000US250250301002,682,252,114,73,114,73,0,12,0,12,0,12,0,12,0,12,0,12,71,43,0,12,0,12,71,43,0,12,0,12,0,12,0,12,37,46,460,234,0,12,0,12,2,301,Suffolk County,Massachusetts
1500000US250250302001,1301,183,241,81,231,81,10,16,10,16,0,12,0,12,0,12,0,12,400,106,14,21,0,12,350,97,36,34,0,12,0,12,0,12,26,33,595,189,0,12,39,29,1,302,Suffolk County,Massachusetts
1500000US250250303001,1328,249,170,77,153,73,17,26,17,26,0,12,0,12,0,12,0,12,143,91,10,16,45,55,88,68,0,12,0,12,0,12,0,12,13,22,780,208,52,64,170,134,1,303,Suffolk County,Massachusetts
1500000US250250303002,539,161,96,56,85,53,11,17,11,17,0,12,0,12,0,12,0,12,63,47,7,16,12,20,44,42,0,12,0,12,0,12,0,12,0,12,323,127,0,12,57,51,2,303,Suffolk County,Massachusetts
1500000US250250303003,737,238,124,100,124,100,0,12,0,12,0,12,0,12,0,12,0,12,123,72,56,59,0,12,57,51,10,20,0,12,0,12,0,12,7,15,472,167,0,12,11,17,3,303,Suffolk County,Massachusetts
1500000US250250303004,508,180,79,64,79,64,0,12,0,12,0,12,0,12,0,12,0,12,98,109,0,12,0,12,98,109,0,12,0,12,0,12,0,12,0,12,271,90,0,12,60,68,4,303,Suffolk County,Massachusetts
1500000US250250304001,1078,183,253,97,253,97,0,12,0,12,0,12,0,12,0,12,0,12,212,82,45,42,0,12,158,73,0,12,9,14,0,12,0,12,8,12,568,171,0,12,37,40,1,304,Suffolk County,Massachusetts
1500000US250250304002,808,133,141,65,127,62,14,23,0,12,0,12,0,12,14,23,0,12,247,92,40,40,0,12,196,77,11,17,0,12,0,12,0,12,45,38,326,99,0,12,49,43,2,304,Suffolk County,Massachusetts
1500000US250250305001,501,143,262,105,203,78,59,55,52,52,7,12,0,12,0,12,0,12,8,13,8,13,0,12,0,12,0,12,0,12,10,15,0,12,0,12,175,76,0,12,46,47,1,305,Suffolk County,Massachusetts
1500000US250250305002,902,187,241,102,235,103,6,11,6,11,0,12,0,12,0,12,0,12,175,63,8,12,0,12,167,63,0,12,0,12,0,12,0,12,0,12,449,121,18,29,19,30,2,305,Suffolk County,Massachusetts
1500000US250250305003,641,187,209,119,201,118,8,11,0,12,0,12,0,12,8,11,0,12,134,69,26,40,0,12,108,62,0,12,0,12,0,12,0,12,12,18,270,98,9,14,7,12,3,305,Suffolk County,Massachusetts
1500000US250250401001,472,113,218,68,205,69,13,27,13,27,0,12,0,12,0,12,0,12,44,38,27,23,0,12,17,20,0,12,0,12,0,12,0,12,46,39,94,53,0,12,70,57,1,401,Suffolk County,Massachusetts
1500000US250250401002,965,188,509,181,495,181,14,15,14,15,0,12,0,12,0,12,0,12,82,50,30,32,5,9,47,37,0,12,0,12,0,12,0,12,23,28,277,104,0,12,74,44,2,401,Suffolk County,Massachusetts
1500000US250250402001,351,113,121,76,117,76,4,6,4,6,0,12,0,12,0,12,0,12,215,92,134,77,0,12,81,53,0,12,0,12,0,12,0,12,0,12,15,22,0,12,0,12,1,402,Suffolk County,Massachusetts
1500000US250250402002,400,83,242,80,213,78,29,28,23,20,6,10,0,12,0,12,0,12,61,31,24,19,0,12,23,21,0,12,14,17,0,12,0,12,10,10,70,41,4,6,13,14,2,402,Suffolk County,Massachusetts
1500000US250250403001,211,124,123,80,73,55,50,56,25,40,0,12,0,12,0,12,25,39,88,71,63,58,0,12,25,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,403,Suffolk County,Massachusetts
1500000US250250403002,996,184,510,143,460,145,50,44,29,36,7,10,0,12,0,12,14,23,241,114,109,80,0,12,132,78,0,12,0,12,0,12,0,12,20,30,141,93,0,12,84,50,2,403,Suffolk County,Massachusetts
1500000US250250403003,542,144,296,107,296,107,0,12,0,12,0,12,0,12,0,12,0,12,136,72,108,64,0,12,28,35,0,12,0,12,0,12,0,12,0,12,61,60,0,12,49,54,3,403,Suffolk County,Massachusetts
1500000US250250403004,556,121,308,114,238,96,70,74,49,65,21,35,0,12,0,12,0,12,116,60,50,40,0,12,66,39,0,12,0,12,0,12,0,12,0,12,92,72,0,12,40,46,4,403,Suffolk County,Massachusetts
1500000US250250403005,374,114,241,94,208,86,33,41,7,12,26,40,0,12,0,12,0,12,106,58,69,47,0,12,37,35,0,12,0,12,0,12,0,12,0,12,27,27,0,12,0,12,5,403,Suffolk County,Massachusetts
1500000US250250404011,763,156,314,104,284,99,30,37,30,37,0,12,0,12,0,12,0,12,385,116,178,71,0,12,194,102,13,26,0,12,0,12,0,12,0,12,58,48,0,12,6,11,1,404.01,Suffolk County,Massachusetts
1500000US250250404012,554,120,278,87,256,85,22,25,22,25,0,12,0,12,0,12,0,12,215,74,133,71,7,13,75,44,0,12,0,12,0,12,0,12,0,12,45,37,0,12,16,18,2,404.01,Suffolk County,Massachusetts
1500000US250250406001,684,174,342,157,316,156,26,22,19,17,7,13,0,12,0,12,0,12,287,105,81,56,12,19,157,80,37,48,0,12,0,12,0,12,9,15,31,41,0,12,15,21,1,406,Suffolk County,Massachusetts
1500000US250250406002,1316,220,903,171,833,169,70,44,59,40,11,17,0,12,0,12,0,12,238,109,159,92,0,12,79,58,0,12,0,12,0,12,0,12,31,27,77,46,0,12,67,59,2,406,Suffolk County,Massachusetts
1500000US250250408011,393,132,84,66,84,66,0,12,0,12,0,12,0,12,0,12,0,12,271,126,134,80,0,12,90,84,47,44,0,12,0,12,0,12,0,12,38,38,0,12,0,12,1,408.01,Suffolk County,Massachusetts
1500000US250250408012,344,145,196,113,76,56,120,113,96,111,0,12,0,12,16,25,8,13,66,50,52,45,0,12,14,20,0,12,0,12,0,12,0,12,37,59,19,21,26,43,0,12,2,408.01,Suffolk County,Massachusetts
1500000US250250408013,1443,176,870,158,750,151,120,71,89,65,0,12,0,12,0,12,31,48,244,128,44,37,7,11,135,122,0,12,58,39,0,12,0,12,8,12,226,92,32,40,63,50,3,408.01,Suffolk County,Massachusetts
1500000US250250501011,1060,253,511,156,336,122,175,114,119,89,39,44,0,12,17,29,0,12,409,152,74,63,0,12,312,131,0,12,23,32,8,12,0,12,0,12,132,95,0,12,0,12,1,501.01,Suffolk County,Massachusetts
1500000US250250501012,723,165,339,107,235,94,104,75,98,74,0,12,0,12,6,10,0,12,306,124,112,104,0,12,194,94,0,12,0,12,0,12,0,12,0,12,78,60,0,12,0,12,2,501.01,Suffolk County,Massachusetts
1500000US250250501013,887,236,414,156,321,143,93,71,93,71,0,12,0,12,0,12,0,12,364,131,34,39,0,12,330,125,0,12,0,12,0,12,0,12,0,12,109,74,0,12,0,12,3,501.01,Suffolk County,Massachusetts
1500000US250250502001,1521,384,563,192,419,141,144,111,91,101,31,47,9,16,13,20,0,12,861,290,48,48,0,12,813,290,0,12,0,12,0,12,0,12,0,12,52,36,0,12,45,37,1,502,Suffolk County,Massachusetts
1500000US250250502002,545,251,81,61,54,42,27,38,6,11,21,36,0,12,0,12,0,12,403,230,0,12,13,22,383,232,7,12,0,12,8,13,0,12,0,12,45,49,8,13,0,12,2,502,Suffolk County,Massachusetts
1500000US250250502003,269,180,70,62,15,18,55,60,25,39,30,48,0,12,0,12,0,12,199,151,39,61,0,12,117,95,43,69,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,502,Suffolk County,Massachusetts
1500000US250250502004,763,318,189,96,128,65,61,47,61,47,0,12,0,12,0,12,0,12,479,245,9,15,0,12,460,242,10,14,0,12,0,12,0,12,0,12,62,71,0,12,33,53,4,502,Suffolk County,Massachusetts
1500000US250250503001,365,152,65,54,65,54,0,12,0,12,0,12,0,12,0,12,0,12,241,119,7,8,0,12,234,118,0,12,0,12,0,12,0,12,0,12,47,35,0,12,12,20,1,503,Suffolk County,Massachusetts
1500000US250250503002,364,111,86,58,65,49,21,19,13,14,8,13,0,12,0,12,0,12,241,98,16,23,16,24,209,93,0,12,0,12,0,12,0,12,0,12,37,31,0,12,0,12,2,503,Suffolk County,Massachusetts
1500000US250250504001,471,112,102,59,80,56,22,27,5,7,17,26,0,12,0,12,0,12,325,93,6,9,0,12,319,92,0,12,0,12,0,12,0,12,0,12,26,42,0,12,18,23,1,504,Suffolk County,Massachusetts
1500000US250250504002,1049,266,323,102,214,69,109,75,52,65,43,40,0,12,14,22,0,12,606,215,137,133,0,12,436,149,33,39,0,12,0,12,0,12,0,12,97,71,0,12,23,20,2,504,Suffolk County,Massachusetts
1500000US250250505001,1269,195,276,103,198,76,78,42,50,30,0,12,18,24,10,15,0,12,896,204,18,23,5,8,867,208,6,8,0,12,0,12,0,12,16,23,81,51,0,12,0,12,1,505,Suffolk County,Massachusetts
1500000US250250506001,735,170,137,72,103,55,34,37,11,21,18,29,5,9,0,12,0,12,540,156,89,54,0,12,435,159,16,33,0,12,0,12,0,12,0,12,18,25,11,16,29,42,1,506,Suffolk County,Massachusetts
1500000US250250506002,611,187,87,66,82,67,5,12,5,12,0,12,0,12,0,12,0,12,464,168,116,115,0,12,348,149,0,12,0,12,0,12,0,12,0,12,60,42,0,12,0,12,2,506,Suffolk County,Massachusetts
1500000US250250507001,1376,278,366,128,274,114,92,61,57,53,35,35,0,12,0,12,0,12,946,278,189,107,0,12,740,238,17,27,0,12,0,12,0,12,0,12,64,82,0,12,0,12,1,507,Suffolk County,Massachusetts
1500000US250250507002,823,240,109,88,56,56,53,68,9,14,0,12,0,12,43,69,1,2,651,221,86,63,0,12,565,204,0,12,0,12,0,12,0,12,0,12,23,40,40,45,0,12,2,507,Suffolk County,Massachusetts
1500000US250250507003,665,227,112,80,73,55,39,43,23,34,0,12,0,12,16,27,0,12,490,187,52,54,0,12,438,168,0,12,0,12,0,12,0,12,0,12,21,34,10,15,32,36,3,507,Suffolk County,Massachusetts
1500000US250250509011,1172,488,232,133,195,117,37,56,0,12,37,56,0,12,0,12,0,12,897,467,2,8,9,15,886,472,0,12,0,12,0,12,0,12,0,12,19,30,0,12,24,37,1,509.01,Suffolk County,Massachusetts
1500000US250250509012,1324,316,517,176,383,143,134,77,73,67,34,38,27,43,0,12,0,12,705,208,21,39,7,12,668,206,9,13,0,12,19,22,0,12,0,12,41,67,0,12,42,43,2,509.01,Suffolk County,Massachusetts
1500000US250250509013,443,211,231,127,196,115,35,54,35,54,0,12,0,12,0,12,0,12,205,126,93,94,0,12,102,84,10,15,0,12,0,12,0,12,0,12,7,12,0,12,0,12,3,509.01,Suffolk County,Massachusetts
1500000US250250510001,1282,294,718,209,644,190,74,57,67,55,0,12,7,12,0,12,0,12,530,161,76,49,6,12,448,154,0,12,0,12,0,12,0,12,13,22,14,21,0,12,7,10,1,510,Suffolk County,Massachusetts
1500000US250250510002,321,140,120,86,120,86,0,12,0,12,0,12,0,12,0,12,0,12,170,82,22,29,0,12,137,77,11,18,0,12,0,12,0,12,0,12,20,24,0,12,11,19,2,510,Suffolk County,Massachusetts
1500000US250250510003,612,200,343,126,329,128,14,26,0,12,14,26,0,12,0,12,0,12,269,148,16,21,0,12,253,143,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,510,Suffolk County,Massachusetts
1500000US250250511011,1020,378,586,255,423,183,163,170,67,104,34,61,62,81,0,12,0,12,391,216,38,62,0,12,353,210,0,12,0,12,12,20,0,12,0,12,18,47,0,12,13,22,1,511.01,Suffolk County,Massachusetts
1500000US250250511012,767,254,331,182,298,176,33,53,33,53,0,12,0,12,0,12,0,12,392,215,114,90,0,12,278,190,0,12,0,12,12,26,0,12,0,12,0,12,0,12,32,51,2,511.01,Suffolk County,Massachusetts
1500000US250250511013,925,370,302,141,269,136,33,40,18,30,15,25,0,12,0,12,0,12,557,247,23,37,0,12,534,239,0,12,0,12,35,53,0,12,0,12,0,12,31,41,0,12,3,511.01,Suffolk County,Massachusetts
1500000US250250511014,735,319,315,188,315,188,0,12,0,12,0,12,0,12,0,12,0,12,420,276,0,12,0,12,420,276,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,511.01,Suffolk County,Massachusetts
1500000US250250512001,52,80,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,52,80,0,12,0,12,52,80,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,512,Suffolk County,Massachusetts
1500000US250250512002,761,177,189,103,94,58,95,92,67,88,0,12,28,40,0,12,0,12,488,155,49,53,0,12,439,142,0,12,0,12,13,20,0,12,34,39,37,42,0,12,0,12,2,512,Suffolk County,Massachusetts
1500000US250250512003,549,174,259,117,243,110,16,38,16,38,0,12,0,12,0,12,0,12,241,109,0,12,0,12,241,109,0,12,0,12,0,12,0,12,0,12,21,32,0,12,28,27,3,512,Suffolk County,Massachusetts
1500000US250250601011,639,224,421,133,362,115,59,57,59,57,0,12,0,12,0,12,0,12,167,130,153,139,0,12,14,22,0,12,0,12,0,12,0,12,0,12,44,35,0,12,7,12,1,601.01,Suffolk County,Massachusetts
1500000US250250601012,417,108,203,79,203,79,0,12,0,12,0,12,0,12,0,12,0,12,200,72,166,74,0,12,34,32,0,12,0,12,0,12,0,12,0,12,7,10,0,12,7,11,2,601.01,Suffolk County,Massachusetts
1500000US250250601013,809,138,445,119,445,119,0,12,0,12,0,12,0,12,0,12,0,12,250,75,190,78,0,12,60,54,0,12,0,12,0,12,0,12,0,12,37,46,0,12,77,58,3,601.01,Suffolk County,Massachusetts
1500000US250250601014,526,127,264,93,250,91,14,16,8,14,6,9,0,12,0,12,0,12,224,111,209,106,0,12,15,24,0,12,0,12,16,18,0,12,0,12,8,13,0,12,14,17,4,601.01,Suffolk County,Massachusetts
1500000US250250602001,544,121,277,77,258,77,19,30,19,30,0,12,0,12,0,12,0,12,226,78,226,78,0,12,0,12,0,12,0,12,0,12,0,12,30,47,0,12,0,12,11,14,1,602,Suffolk County,Massachusetts
1500000US250250602002,803,210,489,171,438,161,51,43,51,43,0,12,0,12,0,12,0,12,261,117,242,115,0,12,19,17,0,12,0,12,12,18,0,12,0,12,41,33,0,12,0,12,2,602,Suffolk County,Massachusetts
1500000US250250603011,830,258,437,145,414,134,23,34,23,34,0,12,0,12,0,12,0,12,373,182,296,130,0,12,77,93,0,12,0,12,0,12,0,12,11,18,0,12,0,12,9,14,1,603.01,Suffolk County,Massachusetts
1500000US250250603012,590,259,345,210,253,135,92,91,92,91,0,12,0,12,0,12,0,12,217,121,195,119,0,12,22,18,0,12,0,12,0,12,0,12,0,12,28,21,0,12,0,12,2,603.01,Suffolk County,Massachusetts
1500000US250250603013,691,154,331,108,288,99,43,38,43,38,0,12,0,12,0,12,0,12,232,82,161,63,7,11,64,40,0,12,0,12,0,12,21,34,22,24,47,53,0,12,38,30,3,603.01,Suffolk County,Massachusetts
1500000US250250604001,653,193,311,132,230,134,81,75,81,75,0,12,0,12,0,12,0,12,174,109,153,110,0,12,21,24,0,12,0,12,0,12,0,12,109,146,22,19,0,12,37,42,1,604,Suffolk County,Massachusetts
1500000US250250604002,1047,392,667,306,653,304,14,24,14,24,0,12,0,12,0,12,0,12,363,139,209,100,0,12,154,108,0,12,0,12,0,12,0,12,17,27,0,12,0,12,0,12,2,604,Suffolk County,Massachusetts
1500000US250250604003,633,408,315,142,269,132,46,54,46,54,0,12,0,12,0,12,0,12,298,291,298,291,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,32,0,12,0,12,3,604,Suffolk County,Massachusetts
1500000US250250604004,533,155,274,107,206,96,68,80,68,80,0,12,0,12,0,12,0,12,194,104,60,56,0,12,134,85,0,12,0,12,0,12,0,12,13,21,16,27,0,12,36,38,4,604,Suffolk County,Massachusetts
1500000US250250604005,438,191,241,94,219,96,22,27,22,27,0,12,0,12,0,12,0,12,95,91,95,91,0,12,0,12,0,12,0,12,0,12,0,12,0,12,88,111,0,12,14,24,5,604,Suffolk County,Massachusetts
1500000US250250605011,523,150,251,82,208,77,43,40,43,40,0,12,0,12,0,12,0,12,162,94,155,91,0,12,7,11,0,12,0,12,0,12,0,12,10,15,59,47,34,41,7,10,1,605.01,Suffolk County,Massachusetts
1500000US250250605012,703,154,380,94,353,96,27,30,27,30,0,12,0,12,0,12,0,12,256,114,239,112,0,12,17,20,0,12,0,12,0,12,0,12,0,12,31,28,16,27,20,19,2,605.01,Suffolk County,Massachusetts
1500000US250250605013,640,234,279,165,219,118,60,72,60,72,0,12,0,12,0,12,0,12,235,122,160,101,0,12,75,67,0,12,0,12,8,14,0,12,35,44,64,43,7,13,12,15,3,605.01,Suffolk County,Massachusetts
1500000US250250605014,605,212,351,179,345,178,6,9,6,9,0,12,0,12,0,12,0,12,212,126,194,125,0,12,18,17,0,12,0,12,0,12,0,12,0,12,27,35,0,12,15,17,4,605.01,Suffolk County,Massachusetts
1500000US250250605015,465,119,191,73,154,64,37,36,37,36,0,12,0,12,0,12,0,12,105,47,57,41,4,7,36,36,8,12,0,12,34,34,0,12,0,12,107,101,0,12,28,29,5,605.01,Suffolk County,Massachusetts
1500000US250250606001,1952,214,890,157,787,146,103,61,92,59,0,12,0,12,0,12,11,19,563,132,177,103,22,23,356,121,8,13,0,12,0,12,25,28,26,30,357,106,12,16,79,46,1,606,Suffolk County,Massachusetts
1500000US250250607001,199,66,81,52,64,47,17,26,0,12,0,12,6,10,11,16,0,12,80,42,43,32,0,12,37,27,0,12,0,12,6,9,0,12,4,8,21,23,6,9,1,3,1,607,Suffolk County,Massachusetts
1500000US250250607002,531,120,236,84,208,83,28,26,11,17,17,20,0,12,0,12,0,12,199,93,125,72,0,12,56,37,8,12,10,16,0,12,0,12,15,24,68,50,0,12,13,21,2,607,Suffolk County,Massachusetts
1500000US250250608001,342,257,195,180,143,164,52,80,52,80,0,12,0,12,0,12,0,12,64,106,64,106,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,35,0,12,57,66,1,608,Suffolk County,Massachusetts
1500000US250250608002,808,324,347,198,220,104,127,202,127,202,0,12,0,12,0,12,0,12,370,314,61,59,0,12,309,304,0,12,0,12,0,12,0,12,42,49,13,20,0,12,36,42,2,608,Suffolk County,Massachusetts
1500000US250250608003,1250,486,502,281,502,281,0,12,0,12,0,12,0,12,0,12,0,12,454,175,238,165,0,12,216,120,0,12,0,12,30,49,0,12,0,12,224,253,29,38,11,18,3,608,Suffolk County,Massachusetts
1500000US250250608004,1074,367,573,282,478,237,95,108,95,108,0,12,0,12,0,12,0,12,250,126,201,121,0,12,49,48,0,12,0,12,0,12,0,12,0,12,239,128,0,12,12,20,4,608,Suffolk County,Massachusetts
1500000US250250610001,743,198,352,106,322,105,30,41,30,41,0,12,0,12,0,12,0,12,237,180,78,45,0,12,159,178,0,12,0,12,12,18,0,12,0,12,101,64,0,12,41,35,1,610,Suffolk County,Massachusetts
1500000US250250610002,364,151,176,85,130,70,46,67,46,67,0,12,0,12,0,12,0,12,159,103,121,99,0,12,38,34,0,12,0,12,0,12,0,12,10,16,19,30,0,12,0,12,2,610,Suffolk County,Massachusetts
1500000US250250610003,277,138,144,83,39,58,105,79,46,54,0,12,0,12,59,70,0,12,122,90,61,50,0,12,61,72,0,12,0,12,0,12,0,12,0,12,11,17,0,12,0,12,3,610,Suffolk County,Massachusetts
1500000US250250611011,129,55,55,39,50,37,5,7,5,7,0,12,0,12,0,12,0,12,59,41,27,30,15,22,17,17,0,12,0,12,0,12,0,12,0,12,15,16,0,12,0,12,1,611.01,Suffolk County,Massachusetts
1500000US250250611012,548,124,284,91,204,80,80,63,68,62,8,12,0,12,0,12,4,7,227,76,65,42,0,12,154,76,8,12,0,12,0,12,0,12,0,12,37,32,0,12,0,12,2,611.01,Suffolk County,Massachusetts
1500000US250250612001,1761,267,875,200,854,199,21,25,21,25,0,12,0,12,0,12,0,12,518,182,158,109,6,12,354,133,0,12,0,12,9,14,9,15,19,30,271,92,0,12,60,33,1,612,Suffolk County,Massachusetts
1500000US250250612002,274,116,105,67,105,67,0,12,0,12,0,12,0,12,0,12,0,12,121,68,30,33,0,12,91,54,0,12,0,12,0,12,0,12,0,12,48,56,0,12,0,12,2,612,Suffolk County,Massachusetts
1500000US250250612003,661,162,278,107,193,78,85,85,85,85,0,12,0,12,0,12,0,12,329,124,90,104,0,12,239,103,0,12,0,12,0,12,0,12,0,12,33,42,0,12,21,22,3,612,Suffolk County,Massachusetts
1500000US250250701011,697,200,232,88,219,86,13,20,13,20,0,12,0,12,0,12,0,12,29,33,0,12,14,21,0,12,15,24,0,12,0,12,0,12,14,23,379,186,0,12,43,41,1,701.01,Suffolk County,Massachusetts
1500000US250250701012,51,51,29,46,15,24,14,22,0,12,0,12,14,22,0,12,0,12,10,20,0,12,0,12,0,12,10,20,0,12,0,12,0,12,0,12,12,22,0,12,0,12,2,701.01,Suffolk County,Massachusetts
1500000US250250701013,377,172,44,45,28,32,16,29,16,29,0,12,0,12,0,12,0,12,228,189,15,25,0,12,213,192,0,12,0,12,0,12,0,12,15,23,73,51,17,32,0,12,3,701.01,Suffolk County,Massachusetts
1500000US250250701014,947,207,191,117,177,115,14,23,14,23,0,12,0,12,0,12,0,12,162,89,0,12,0,12,153,91,9,17,0,12,0,12,0,12,14,25,508,158,0,12,72,66,4,701.01,Suffolk County,Massachusetts
1500000US250250701015,141,76,40,45,40,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,101,85,0,12,0,12,5,701.01,Suffolk County,Massachusetts
1500000US250250701016,142,84,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,76,52,0,12,0,12,76,52,0,12,0,12,0,12,0,12,0,12,66,66,0,12,0,12,6,701.01,Suffolk County,Massachusetts
1500000US250250701017,379,149,30,35,30,35,0,12,0,12,0,12,0,12,0,12,0,12,163,110,58,60,0,12,79,62,26,44,0,12,0,12,0,12,0,12,186,112,0,12,0,12,7,701.01,Suffolk County,Massachusetts
1500000US250250701018,224,120,47,59,13,21,34,55,0,12,0,12,18,30,0,12,16,25,60,66,1,8,0,12,32,49,27,42,0,12,0,12,0,12,0,12,116,98,0,12,1,8,8,701.01,Suffolk County,Massachusetts
1500000US250250702001,561,240,152,113,89,65,63,88,0,12,0,12,54,87,0,12,9,14,177,103,56,50,0,12,121,92,0,12,0,12,10,15,0,12,0,12,212,99,0,12,10,15,1,702,Suffolk County,Massachusetts
1500000US250250702002,813,209,233,144,42,48,191,127,70,67,35,57,13,25,40,32,33,32,77,52,0,12,0,12,77,52,0,12,0,12,0,12,0,12,8,13,374,147,0,12,121,150,2,702,Suffolk County,Massachusetts
1500000US250250702003,1001,255,172,82,86,48,86,70,10,15,69,66,0,12,7,11,0,12,162,90,9,16,34,53,119,72,0,12,0,12,0,12,0,12,0,12,589,158,0,12,78,71,3,702,Suffolk County,Massachusetts
1500000US250250703001,515,171,263,144,263,144,0,12,0,12,0,12,0,12,0,12,0,12,51,49,0,12,0,12,42,47,9,15,0,12,0,12,0,12,0,12,173,85,0,12,28,31,1,703,Suffolk County,Massachusetts
1500000US250250703002,609,162,196,97,196,97,0,12,0,12,0,12,0,12,0,12,0,12,54,68,51,68,0,12,3,9,0,12,0,12,24,38,0,12,25,31,310,178,0,12,0,12,2,703,Suffolk County,Massachusetts
1500000US250250703003,638,193,116,77,104,74,12,22,12,22,0,12,0,12,0,12,0,12,332,174,72,118,0,12,150,86,110,93,0,12,0,12,0,12,0,12,147,92,0,12,43,39,3,703,Suffolk County,Massachusetts
1500000US250250703004,1041,191,416,180,369,174,47,55,27,43,20,33,0,12,0,12,0,12,277,125,74,58,0,12,203,121,0,12,0,12,0,12,0,12,0,12,280,102,24,29,44,38,4,703,Suffolk County,Massachusetts
1500000US250250704021,469,81,252,59,142,52,110,56,69,53,4,7,7,11,30,32,0,12,102,42,41,34,0,12,57,29,4,8,0,12,0,12,0,12,8,12,99,46,2,4,6,9,1,704.02,Suffolk County,Massachusetts
1500000US250250705001,1527,318,520,187,497,179,23,50,0,12,23,50,0,12,0,12,0,12,328,166,187,143,0,12,92,61,49,60,0,12,0,12,0,12,104,96,533,205,0,12,42,47,1,705,Suffolk County,Massachusetts
