Geography,Total Estimate,Total Margin of Error,"Estimate - Car, truck, or van","Margin of Error - Car, truck, or van","Estimate - Car, truck, or van - Drove alone","Margin of Error - Car, truck, or van - Drove alone","Estimate - Car, truck, or van - Carpooled","Margin of Error - Car, truck, or van - Carpooled","Estimate - Car, truck, or van - In 2-person carpool","Margin of Error - Car, truck, or van - In 2-person carpool","Estimate - Car, truck, or van - In 3-person carpool","Margin of Error - Car, truck, or van - In 3-person carpool","Estimate - Car, truck, or van - In 4-person carpool","Margin of Error - Car, truck, or van - In 4-person carpool","Estimate - Car, truck, or van - In 5- or 6-person carpool","Margin of Error - Car, truck, or van - In 5- or 6-person carpool","Estimate - Car, truck, or van - In 7-or-more-person carpool","Margin of Error - Car, truck, or van - In 7-or-more-person carpool",Estimate - Public transportation (excluding taxicab),Margin of Error - Public transportation (excluding taxicab),Estimate - Public transportation (excluding taxicab) - Bus or trolley bus,Margin of Error - Public transportation (excluding taxicab) - Bus or trolley bus,Estimate - Public transportation (excluding taxicab) - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error - Public transportation (excluding taxicab) - Streetcar or trolley car (carro publico in Puerto Rico),Estimate - Public transportation (excluding taxicab) - Subway or elevated,Margin of Error - Public transportation (excluding taxicab) - Subway or elevated,Estimate - Public transportation (excluding taxicab) - Railroad,Margin of Error - Public transportation (excluding taxicab) - Railroad,Estimate - Public transportation (excluding taxicab) - Ferryboat,Margin of Error - Public transportation (excluding taxicab) - Ferryboat,Estimate - Taxicab,Margin of Error - Taxicab,Estimate - Motorcycle,Margin of Error - Motorcycle,Estimate - Bicycle,Margin of Error - Bicycle,Estimate - Walked,Margin of Error - Walked,Estimate - Other means,Margin of Error - Other means,Estimate - Worked at home,Margin of Error - Worked at home,Block Group,Census Tract,County,State
1500000US250250002023,436,148,323,112,291,122,32,37,32,37,0,12,0,12,0,12,0,12,76,45,59,33,17,29,0,12,0,12,0,12,0,12,0,12,0,12,14,23,0,12,23,27,3,2.02,Suffolk County,Massachusetts
1500000US250250002024,192,100,66,46,57,44,9,14,0,12,9,14,0,12,0,12,0,12,86,68,69,61,17,27,0,12,0,12,0,12,0,12,0,12,0,12,27,26,0,12,13,21,4,2.02,Suffolk County,Massachusetts
1500000US250250003011,370,166,216,96,207,93,9,16,0,12,9,16,0,12,0,12,0,12,28,23,21,21,7,12,0,12,0,12,0,12,0,12,0,12,0,12,6,9,0,12,120,116,1,3.01,Suffolk County,Massachusetts
1500000US250250003012,531,240,297,87,247,77,50,52,25,28,14,23,0,12,0,12,11,19,221,179,221,179,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,19,2,3.01,Suffolk County,Massachusetts
1500000US250250003013,351,141,255,120,255,120,0,12,0,12,0,12,0,12,0,12,0,12,40,35,40,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,38,61,0,12,18,27,3,3.01,Suffolk County,Massachusetts
1500000US250250003014,283,80,223,74,208,69,15,21,0,12,15,21,0,12,0,12,0,12,50,32,50,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,17,4,3.01,Suffolk County,Massachusetts
1500000US250250003021,597,180,367,119,337,113,30,27,16,20,14,20,0,12,0,12,0,12,163,91,163,91,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,24,0,12,45,47,1,3.02,Suffolk County,Massachusetts
1500000US250250003022,1015,273,714,203,628,192,86,81,86,81,0,12,0,12,0,12,0,12,216,112,120,95,15,23,81,44,0,12,0,12,0,12,0,12,0,12,65,60,0,12,20,24,2,3.02,Suffolk County,Massachusetts
1500000US250250004011,1104,305,351,170,337,168,14,23,0,12,14,23,0,12,0,12,0,12,562,269,133,82,78,58,351,203,0,12,0,12,0,12,0,12,38,37,88,71,0,12,65,72,1,4.01,Suffolk County,Massachusetts
1500000US250250004012,471,183,249,131,248,129,1,7,0,12,0,12,0,12,0,12,1,7,170,101,48,38,29,33,93,81,0,12,0,12,0,12,0,12,23,26,8,13,0,12,21,34,2,4.01,Suffolk County,Massachusetts
1500000US250250004013,596,183,316,137,203,103,113,94,113,94,0,12,0,12,0,12,0,12,172,105,135,86,0,12,37,33,0,12,0,12,0,12,0,12,8,12,100,74,0,12,0,12,3,4.01,Suffolk County,Massachusetts
1500000US250250004014,536,189,263,122,253,122,10,15,10,15,0,12,0,12,0,12,0,12,142,81,32,34,0,12,110,88,0,12,0,12,11,20,0,12,10,15,63,70,0,12,47,40,4,4.01,Suffolk County,Massachusetts
1500000US250250004021,516,144,307,128,283,128,24,28,24,28,0,12,0,12,0,12,0,12,158,75,28,23,22,21,108,69,0,12,0,12,0,12,0,12,7,11,44,28,0,12,0,12,1,4.02,Suffolk County,Massachusetts
1500000US250250004022,451,188,235,168,228,165,7,11,7,11,0,12,0,12,0,12,0,12,108,56,57,47,8,12,36,30,7,12,0,12,0,12,0,12,0,12,81,65,8,18,19,28,2,4.02,Suffolk County,Massachusetts
1500000US250250004023,544,167,339,137,300,134,39,30,39,30,0,12,0,12,0,12,0,12,132,93,105,91,6,10,21,19,0,12,0,12,0,12,0,12,9,14,1,13,0,12,63,53,3,4.02,Suffolk County,Massachusetts
1500000US250250005021,431,118,137,68,107,57,30,38,0,12,30,38,0,12,0,12,0,12,234,97,42,30,26,23,166,82,0,12,0,12,0,12,0,12,0,12,26,22,0,12,34,30,1,5.02,Suffolk County,Massachusetts
1500000US250250005022,338,98,146,57,104,46,42,41,29,36,0,12,0,12,0,12,13,19,78,49,18,22,0,12,60,41,0,12,0,12,0,12,0,12,9,13,45,42,0,12,60,65,2,5.02,Suffolk County,Massachusetts
1500000US250250005023,740,136,230,72,203,62,27,29,27,29,0,12,0,12,0,12,0,12,337,97,42,30,103,71,188,78,4,7,0,12,0,12,0,12,22,20,94,59,14,15,43,45,3,5.02,Suffolk County,Massachusetts
1500000US250250005024,1292,266,116,81,85,66,31,46,10,20,21,41,0,12,0,12,0,12,223,111,54,55,31,45,138,80,0,12,0,12,0,12,0,12,0,12,856,195,0,12,97,76,4,5.02,Suffolk County,Massachusetts
1500000US250250005031,465,168,177,75,165,74,12,14,12,14,0,12,0,12,0,12,0,12,232,120,87,78,33,28,112,69,0,12,0,12,0,12,0,12,8,12,14,16,16,26,18,20,1,5.03,Suffolk County,Massachusetts
1500000US250250005032,695,154,232,83,184,64,48,42,48,42,0,12,0,12,0,12,0,12,366,121,25,29,102,63,239,94,0,12,0,12,0,12,0,12,0,12,59,33,0,12,38,43,2,5.03,Suffolk County,Massachusetts
1500000US250250005041,704,197,335,167,259,126,76,63,76,63,0,12,0,12,0,12,0,12,343,153,69,64,84,77,190,112,0,12,0,12,0,12,0,12,13,20,0,12,0,12,13,21,1,5.04,Suffolk County,Massachusetts
1500000US250250005042,597,146,194,113,151,111,43,48,43,48,0,12,0,12,0,12,0,12,179,83,46,43,31,25,92,72,10,21,0,12,0,12,14,23,32,37,93,91,0,12,85,51,2,5.04,Suffolk County,Massachusetts
1500000US250250005043,681,196,210,104,204,103,6,9,6,9,0,12,0,12,0,12,0,12,392,143,17,26,14,22,361,140,0,12,0,12,0,12,0,12,29,34,0,12,0,12,50,48,3,5.04,Suffolk County,Massachusetts
1500000US250250005044,372,197,130,135,130,135,0,12,0,12,0,12,0,12,0,12,0,12,175,143,0,12,42,46,133,116,0,12,0,12,0,12,0,12,0,12,15,26,11,17,41,67,4,5.04,Suffolk County,Massachusetts
1500000US250250006011,247,186,138,116,129,117,9,14,9,14,0,12,0,12,0,12,0,12,64,50,26,26,0,12,38,44,0,12,0,12,0,12,0,12,0,12,16,36,0,12,29,36,1,6.01,Suffolk County,Massachusetts
1500000US250250006012,614,197,354,118,324,120,30,30,30,30,0,12,0,12,0,12,0,12,173,93,127,80,0,12,46,41,0,12,0,12,31,38,0,12,7,11,19,22,0,12,30,31,2,6.01,Suffolk County,Massachusetts
1500000US250250006013,327,130,99,43,82,39,17,20,9,15,8,13,0,12,0,12,0,12,176,99,109,75,23,37,44,40,0,12,0,12,0,12,0,12,24,28,0,12,0,12,28,26,3,6.01,Suffolk County,Massachusetts
1500000US250250006014,517,139,335,112,258,100,77,70,43,44,20,30,4,8,10,15,0,12,134,51,99,48,0,12,35,25,0,12,0,12,0,12,0,12,9,14,29,28,0,12,10,16,4,6.01,Suffolk County,Massachusetts
1500000US250250006021,789,201,474,149,387,123,87,58,59,54,0,12,13,21,0,12,15,26,232,78,76,44,26,24,130,67,0,12,0,12,0,12,0,12,14,16,46,34,9,14,14,22,1,6.02,Suffolk County,Massachusetts
1500000US250250006022,610,125,181,74,156,69,25,28,0,12,16,24,0,12,9,14,0,12,279,92,128,66,0,12,151,65,0,12,0,12,0,12,0,12,22,23,64,45,12,19,52,38,2,6.02,Suffolk County,Massachusetts
1500000US250250006023,300,100,74,52,47,34,27,31,27,31,0,12,0,12,0,12,0,12,142,65,61,37,0,12,81,57,0,12,0,12,0,12,0,12,0,12,48,33,0,12,36,57,3,6.02,Suffolk County,Massachusetts
1500000US250250007011,573,308,180,117,132,110,48,45,48,45,0,12,0,12,0,12,0,12,148,91,31,35,30,36,40,38,47,78,0,12,0,12,107,170,28,44,94,67,0,12,16,27,1,7.01,Suffolk County,Massachusetts
1500000US250250007012,113,72,15,25,15,25,0,12,0,12,0,12,0,12,0,12,0,12,22,27,0,12,8,13,14,24,0,12,0,12,0,12,0,12,23,19,43,55,10,16,0,12,2,7.01,Suffolk County,Massachusetts
1500000US250250007013,278,103,92,73,92,73,0,12,0,12,0,12,0,12,0,12,0,12,97,52,24,29,0,12,73,47,0,12,0,12,0,12,0,12,19,31,7,17,0,12,63,61,3,7.01,Suffolk County,Massachusetts
1500000US250250007014,351,151,161,90,130,76,31,47,31,47,0,12,0,12,0,12,0,12,147,114,45,51,28,29,74,77,0,12,0,12,0,12,0,12,0,12,39,36,0,12,4,11,4,7.01,Suffolk County,Massachusetts
1500000US250250007015,891,267,333,134,318,133,15,25,0,12,0,12,15,25,0,12,0,12,460,232,41,40,124,192,295,131,0,12,0,12,0,12,0,12,8,24,48,39,0,12,42,67,5,7.01,Suffolk County,Massachusetts
1500000US250250007031,500,96,108,51,91,47,17,18,17,18,0,12,0,12,0,12,0,12,247,73,96,27,84,57,67,42,0,12,0,12,0,12,0,12,0,12,145,58,0,12,0,12,1,7.03,Suffolk County,Massachusetts
1500000US250250007032,677,188,101,69,70,57,31,41,7,14,0,12,24,39,0,12,0,12,232,89,79,61,25,21,128,65,0,12,0,12,0,12,0,12,30,34,222,95,0,12,92,60,2,7.03,Suffolk County,Massachusetts
1500000US250250007041,1098,345,421,186,388,182,33,38,33,38,0,12,0,12,0,12,0,12,520,199,298,128,46,52,176,115,0,12,0,12,0,12,0,12,57,53,26,32,44,32,30,47,1,7.04,Suffolk County,Massachusetts
1500000US250250007042,452,160,128,73,90,56,38,48,38,48,0,12,0,12,0,12,0,12,156,87,56,48,0,12,100,70,0,12,0,12,0,12,0,12,79,125,72,58,0,12,17,27,2,7.04,Suffolk County,Massachusetts
1500000US250250007043,856,279,168,75,152,72,16,26,0,12,16,26,0,12,0,12,0,12,428,170,133,105,33,37,262,130,0,12,0,12,0,12,0,12,28,41,184,156,0,12,48,70,3,7.04,Suffolk County,Massachusetts
1500000US250250007044,351,144,161,110,76,57,85,102,74,101,0,12,0,12,0,12,11,18,160,81,20,32,27,32,113,68,0,12,0,12,0,12,0,12,0,12,14,23,0,12,16,25,4,7.04,Suffolk County,Massachusetts
1500000US250250008021,566,217,134,106,121,103,13,20,13,20,0,12,0,12,0,12,0,12,273,149,99,73,71,62,103,90,0,12,0,12,0,12,0,12,51,59,88,68,0,12,20,32,1,8.02,Suffolk County,Massachusetts
1500000US250250008022,1179,394,275,158,250,150,25,41,25,41,0,12,0,12,0,12,0,12,622,290,169,130,87,82,366,189,0,12,0,12,0,12,0,12,0,12,199,137,0,12,83,78,2,8.02,Suffolk County,Massachusetts
1500000US250250008023,523,390,322,276,300,255,22,37,22,37,0,12,0,12,0,12,0,12,124,117,89,108,27,42,8,17,0,12,0,12,0,12,0,12,11,18,46,54,0,12,20,30,3,8.02,Suffolk County,Massachusetts
1500000US250250008024,1024,255,573,156,498,155,75,52,75,52,0,12,0,12,0,12,0,12,210,131,166,131,0,12,44,44,0,12,0,12,0,12,17,29,129,113,68,52,0,12,27,31,4,8.02,Suffolk County,Massachusetts
1500000US250250008025,814,199,192,85,177,78,15,24,15,24,0,12,0,12,0,12,0,12,370,161,78,83,27,26,265,114,0,12,0,12,0,12,0,12,20,23,203,112,0,12,29,47,5,8.02,Suffolk County,Massachusetts
1500000US250250008031,697,264,102,52,95,47,7,16,0,12,0,12,0,12,0,12,7,16,218,121,73,63,6,9,139,94,0,12,0,12,13,14,0,12,23,19,274,181,0,12,67,59,1,8.03,Suffolk County,Massachusetts
1500000US250250008032,1389,418,91,75,70,63,21,40,0,12,0,12,0,12,0,12,21,40,289,164,190,140,0,12,79,61,20,40,0,12,0,12,0,12,20,40,968,381,10,21,11,22,2,8.03,Suffolk County,Massachusetts
1500000US250250101031,552,269,70,40,70,40,0,12,0,12,0,12,0,12,0,12,0,12,90,47,25,19,9,17,56,47,0,12,0,12,0,12,0,12,0,12,291,189,0,12,101,87,1,101.03,Suffolk County,Massachusetts
1500000US250250101032,312,193,23,25,11,14,12,21,1,3,0,12,0,12,0,12,11,21,100,134,58,72,0,12,42,66,0,12,0,12,0,12,0,12,8,10,142,65,0,12,39,66,2,101.03,Suffolk County,Massachusetts
1500000US250250101033,466,93,42,29,42,29,0,12,0,12,0,12,0,12,0,12,0,12,102,53,33,26,8,11,61,45,0,12,0,12,0,12,0,12,30,34,282,68,0,12,10,15,3,101.03,Suffolk County,Massachusetts
1500000US250250101041,805,139,170,59,163,59,7,11,7,11,0,12,0,12,0,12,0,12,242,111,60,54,49,77,133,63,0,12,0,12,6,9,0,12,7,11,290,99,23,26,67,47,1,101.04,Suffolk County,Massachusetts
1500000US250250101042,1082,190,123,50,93,43,30,30,19,23,0,12,0,12,0,12,11,20,249,89,69,35,18,36,162,72,0,12,0,12,0,12,0,12,32,30,606,145,28,41,44,35,2,101.04,Suffolk County,Massachusetts
1500000US250250101043,382,101,35,27,33,26,2,5,2,5,0,12,0,12,0,12,0,12,180,71,73,51,0,12,107,50,0,12,0,12,0,12,0,12,9,14,151,71,0,12,7,12,3,101.04,Suffolk County,Massachusetts
1500000US250250102031,511,184,81,58,69,54,12,19,12,19,0,12,0,12,0,12,0,12,159,80,0,12,0,12,159,80,0,12,0,12,0,12,0,12,45,49,192,99,21,34,13,20,1,102.03,Suffolk County,Massachusetts
1500000US250250102032,1001,258,202,139,163,125,39,63,39,63,0,12,0,12,0,12,0,12,294,146,153,99,12,18,129,71,0,12,0,12,0,12,0,12,0,12,464,176,29,32,12,20,2,102.03,Suffolk County,Massachusetts
1500000US250250102033,847,164,102,49,95,46,7,14,7,14,0,12,0,12,0,12,0,12,230,100,130,95,0,12,100,45,0,12,0,12,0,12,0,12,73,63,430,152,0,12,12,19,3,102.03,Suffolk County,Massachusetts
1500000US250250102034,105,67,27,43,27,43,0,12,0,12,0,12,0,12,0,12,0,12,38,45,0,12,0,12,38,45,0,12,0,12,0,12,0,12,0,12,28,28,0,12,12,18,4,102.03,Suffolk County,Massachusetts
1500000US250250102041,430,103,13,21,13,21,0,12,0,12,0,12,0,12,0,12,0,12,99,46,22,27,0,12,73,37,4,8,0,12,0,12,0,12,25,31,271,98,7,14,15,22,1,102.04,Suffolk County,Massachusetts
1500000US250250102042,621,162,63,37,55,35,8,14,8,14,0,12,0,12,0,12,0,12,211,118,33,26,0,12,178,119,0,12,0,12,0,12,0,12,11,16,319,102,1,4,16,20,2,102.04,Suffolk County,Massachusetts
1500000US250250102043,531,160,160,80,151,79,9,13,9,13,0,12,0,12,0,12,0,12,105,48,18,21,16,25,71,42,0,12,0,12,0,12,0,12,8,16,251,155,0,12,7,11,3,102.04,Suffolk County,Massachusetts
1500000US250250103001,462,97,47,32,24,30,23,11,23,11,0,12,0,12,0,12,0,12,133,59,44,33,6,9,68,41,15,30,0,12,0,12,0,12,23,25,225,81,0,12,34,41,1,103,Suffolk County,Massachusetts
1500000US250250103002,1689,394,224,150,127,63,97,135,84,131,0,12,6,13,7,14,0,12,310,153,94,44,0,12,216,144,0,12,0,12,0,12,0,12,7,9,942,203,18,26,188,146,2,103,Suffolk County,Massachusetts
1500000US250250104031,468,218,88,106,12,20,76,105,0,12,0,12,76,105,0,12,0,12,227,116,0,12,52,56,175,101,0,12,0,12,0,12,0,12,0,12,153,100,0,12,0,12,1,104.03,Suffolk County,Massachusetts
1500000US250250104032,431,223,64,73,47,68,17,28,0,12,0,12,0,12,0,12,17,28,112,77,18,28,13,20,81,64,0,12,0,12,0,12,0,12,0,12,123,66,0,12,132,133,2,104.03,Suffolk County,Massachusetts
1500000US250250104033,577,260,144,79,144,79,0,12,0,12,0,12,0,12,0,12,0,12,164,96,55,51,16,26,93,71,0,12,0,12,0,12,0,12,15,26,202,183,0,12,52,59,3,104.03,Suffolk County,Massachusetts
1500000US250250104041,998,280,187,116,172,116,15,17,15,17,0,12,0,12,0,12,0,12,288,161,89,53,0,12,196,152,3,8,0,12,0,12,0,12,54,75,363,133,15,17,91,75,1,104.04,Suffolk County,Massachusetts
1500000US250250104042,879,171,111,63,105,62,6,9,6,9,0,12,0,12,0,12,0,12,192,111,99,95,0,12,93,54,0,12,0,12,6,11,5,10,9,18,505,137,15,15,36,26,2,104.04,Suffolk County,Massachusetts
1500000US250250104043,313,139,27,30,10,16,17,26,0,12,7,11,10,16,0,12,0,12,80,41,22,29,0,12,58,29,0,12,0,12,0,12,0,12,0,12,156,103,50,68,0,12,3,104.04,Suffolk County,Massachusetts
1500000US250250104051,1536,452,161,73,132,58,29,37,0,12,13,29,16,22,0,12,0,12,476,136,87,54,6,11,383,132,0,12,0,12,0,12,0,12,12,18,804,432,16,22,67,73,1,104.05,Suffolk County,Massachusetts
1500000US250250104052,838,162,107,52,85,46,22,17,9,9,13,15,0,12,0,12,0,12,256,88,77,47,24,32,155,70,0,12,0,12,0,12,0,12,30,34,429,119,0,12,16,17,2,104.05,Suffolk County,Massachusetts
1500000US250250104053,176,115,7,13,7,13,0,12,0,12,0,12,0,12,0,12,0,12,71,67,0,12,0,12,71,67,0,12,0,12,0,12,0,12,0,12,84,60,0,12,14,21,3,104.05,Suffolk County,Massachusetts
1500000US250250104081,1113,144,344,108,297,104,47,36,40,34,0,12,7,11,0,12,0,12,283,83,139,59,0,12,141,66,3,7,0,12,0,12,0,12,11,15,388,119,0,12,87,74,1,104.08,Suffolk County,Massachusetts
1500000US250250105001,574,234,148,99,148,99,0,12,0,12,0,12,0,12,0,12,0,12,137,73,30,26,0,12,107,72,0,12,0,12,0,12,0,12,11,19,260,132,0,12,18,21,1,105,Suffolk County,Massachusetts
1500000US250250105002,483,154,81,61,81,61,0,12,0,12,0,12,0,12,0,12,0,12,303,116,33,38,60,55,204,115,6,10,0,12,0,12,0,12,7,12,70,55,0,12,22,29,2,105,Suffolk County,Massachusetts
1500000US250250105003,515,100,120,64,99,62,21,18,15,16,0,12,0,12,0,12,6,9,269,94,70,46,0,12,195,83,4,6,0,12,9,15,0,12,0,12,86,46,0,12,31,25,3,105,Suffolk County,Massachusetts
1500000US250250106001,969,180,387,148,369,150,18,23,18,23,0,12,0,12,0,12,0,12,226,103,18,20,13,22,195,100,0,12,0,12,0,12,0,12,18,28,323,133,0,12,15,19,1,106,Suffolk County,Massachusetts
1500000US250250106002,561,144,263,105,252,105,11,18,0,12,11,18,0,12,0,12,0,12,202,89,22,25,22,35,158,78,0,12,0,12,0,12,0,12,10,17,74,42,0,12,12,19,2,106,Suffolk County,Massachusetts
1500000US250250107011,818,236,149,98,140,96,9,15,9,15,0,12,0,12,0,12,0,12,227,117,43,42,45,68,139,103,0,12,0,12,0,12,0,12,32,39,297,107,0,12,113,84,1,107.01,Suffolk County,Massachusetts
1500000US250250107012,828,186,481,193,464,194,17,26,17,26,0,12,0,12,0,12,0,12,64,34,26,37,0,12,38,27,0,12,0,12,9,14,0,12,19,32,227,88,0,12,28,26,2,107.01,Suffolk County,Massachusetts
1500000US250250107013,440,136,141,100,127,84,14,23,14,23,0,12,0,12,0,12,0,12,128,74,8,15,0,12,97,67,23,27,0,12,10,15,0,12,23,27,131,65,0,12,7,16,3,107.01,Suffolk County,Massachusetts
1500000US250250107021,693,188,159,77,137,73,22,23,9,14,13,19,0,12,0,12,0,12,173,86,34,37,0,12,116,62,23,26,0,12,0,12,0,12,0,12,175,85,22,25,164,156,1,107.02,Suffolk County,Massachusetts
1500000US250250107022,535,141,116,64,108,64,8,12,8,12,0,12,0,12,0,12,0,12,123,85,11,18,0,12,85,59,27,33,0,12,11,18,0,12,0,12,285,95,0,12,0,12,2,107.02,Suffolk County,Massachusetts
1500000US250250107023,471,126,153,62,138,62,15,22,15,22,0,12,0,12,0,12,0,12,64,41,0,12,21,31,34,28,9,14,0,12,0,12,0,12,14,21,209,79,0,12,31,31,3,107.02,Suffolk County,Massachusetts
1500000US250250108011,457,107,127,70,117,67,10,15,10,15,0,12,0,12,0,12,0,12,111,60,26,42,0,12,71,51,14,21,0,12,16,19,0,12,0,12,141,65,0,12,62,64,1,108.01,Suffolk County,Massachusetts
1500000US250250108012,655,182,292,103,230,94,62,61,62,61,0,12,0,12,0,12,0,12,49,37,33,33,0,12,16,20,0,12,0,12,0,12,0,12,39,41,258,154,9,15,8,13,2,108.01,Suffolk County,Massachusetts
1500000US250250108013,960,208,365,134,321,137,44,43,44,43,0,12,0,12,0,12,0,12,165,74,0,12,17,25,148,71,0,12,0,12,9,15,8,13,62,49,238,89,10,15,103,72,3,108.01,Suffolk County,Massachusetts
1500000US250250108021,580,133,185,88,161,86,24,29,24,29,0,12,0,12,0,12,0,12,105,50,7,12,7,14,83,43,8,12,0,12,9,13,0,12,27,24,196,85,8,11,50,54,1,108.02,Suffolk County,Massachusetts
1500000US250250108022,836,207,219,83,219,83,0,12,0,12,0,12,0,12,0,12,0,12,263,105,29,30,0,12,217,90,17,25,0,12,37,60,0,12,0,12,288,129,0,12,29,27,2,108.02,Suffolk County,Massachusetts
1500000US250250108023,355,148,51,34,51,34,0,12,0,12,0,12,0,12,0,12,0,12,117,60,16,23,0,12,54,37,47,57,0,12,0,12,0,12,0,12,129,64,34,54,24,25,3,108.02,Suffolk County,Massachusetts
1500000US250250201011,476,179,107,75,107,75,0,12,0,12,0,12,0,12,0,12,0,12,44,45,13,21,0,12,0,12,31,39,0,12,0,12,0,12,0,12,325,150,0,12,0,12,1,201.01,Suffolk County,Massachusetts
1500000US250250201012,632,238,128,107,128,107,0,12,0,12,0,12,0,12,0,12,0,12,74,57,0,12,0,12,42,44,32,37,0,12,0,12,0,12,17,27,329,153,38,61,46,38,2,201.01,Suffolk County,Massachusetts
1500000US250250201013,832,234,141,101,141,101,0,12,0,12,0,12,0,12,0,12,0,12,147,98,17,28,0,12,108,94,22,36,0,12,0,12,0,12,0,12,504,205,0,12,40,48,3,201.01,Suffolk County,Massachusetts
1500000US250250201014,899,284,58,50,58,50,0,12,0,12,0,12,0,12,0,12,0,12,232,105,48,45,0,12,184,94,0,12,0,12,29,33,0,12,32,56,433,271,0,12,115,103,4,201.01,Suffolk County,Massachusetts
1500000US250250202001,1005,210,198,100,198,100,0,12,0,12,0,12,0,12,0,12,0,12,390,156,153,114,0,12,216,134,21,35,0,12,0,12,0,12,0,12,379,119,0,12,38,58,1,202,Suffolk County,Massachusetts
1500000US250250202002,895,200,76,49,76,49,0,12,0,12,0,12,0,12,0,12,0,12,251,111,13,19,0,12,238,109,0,12,0,12,0,12,0,12,37,60,480,179,0,12,51,62,2,202,Suffolk County,Massachusetts
