from_stop_id	to_stop_id	count	mean
70120	70203	78.0	2003.2564102564102
70120	70205	95.0	2095.915789473684
70120	70207	76.0	2275.881578947369
70120	70501	84.0	2406.892857142858
70120	70505	80.0	2799.4750000000004
70120	70507	80.0	2912.9500000000003
70120	70509	79.0	3004.4177215189875
70120	70511	73.0	3241.479452054795
70120	70513	80.0	2672.1875
70120	71150	38896.0	1288.2812371452076
70120	170136	41326.0	689.0568649276485
70120	170140	40275.0	826.9286405959032
70121	70107	40405.0	527.8642742234872
70121	70111	40960.0	331.74611816406247
70121	70113	41128.0	202.0700496012449
70121	70115	41141.0	135.2692204856469
70121	70117	41054.0	61.72511813708774
70124	70126	41603.0	23.9575751748672
70124	70128	41528.0	103.58866307069928
70124	70130	41546.0	176.4413661965051
70124	70134	41553.0	359.21882896541763
70124	70144	40421.0	803.1132579599713
70124	70146	40202.0	889.0690015422119
70124	70148	40011.0	1025.0078228487164
70124	70152	37700.0	1328.6753315649867
70124	70154	37295.0	1503.729695669661
70124	70156	37019.0	1634.3527377833007
70124	70158	35871.0	1788.5973070168104
70124	70200	35857.0	1893.0911676938952
70124	70201	30438.0	2039.7690387016228
70124	70203	78.0	1858.9743589743591
70124	70205	95.0	1953.2736842105262
70124	70207	76.0	2137.4605263157896
70124	70501	84.0	2266.666666666667
70124	70505	80.0	2659.2375
70124	70507	80.0	2772.7125
70124	70509	79.0	2863.5443037974687
70124	70511	73.0	3100.3150684931506
70124	70513	80.0	2531.9500000000003
70124	71150	38988.0	1126.2179901508157
70124	170136	41441.0	526.8757028063995
70124	170140	40393.0	664.8320748644567
70125	70107	40336.0	676.7941541055137
70125	70111	40876.0	480.90904198062435
70125	70113	41024.0	351.715678627145
70125	70115	41038.0	284.95589453677076
70125	70117	40948.0	211.4093728631435
70125	70121	41134.0	78.65045947391452
70126	70128	41559.0	28.433961356144273
70126	70130	41559.0	101.23814336244857
70126	70134	41560.0	284.09468238691045
70126	70144	40432.0	728.0051197071627
70126	70146	40207.0	813.8712413261372
70126	70148	40022.0	949.8274199190444
70126	70152	37700.0	1253.68824933687
70126	70154	37295.0	1428.8132189301514
70126	70156	37018.0	1559.4408936193201
70126	70158	35870.0	1713.8323111235015
70126	70200	35858.0	1818.204277985387
70126	70201	30442.0	1964.7251166152025
70126	70203	78.0	1795.346153846154
70126	70205	94.0	1892.7340425531916
70126	70207	76.0	2075.855263157895
70126	70501	83.0	2207.0
70126	70505	79.0	2597.8607594936707
70126	70507	79.0	2711.481012658228
70126	70509	78.0	2802.397435897436
70126	70511	72.0	3039.6805555555557
70126	70513	79.0	2470.4050632911394
70126	71150	38989.0	1051.0730462438123
70126	170136	41446.0	451.809728321189
70126	170140	40401.0	589.6809979950992
70127	70107	40273.0	769.6772279194497
70127	70111	40807.0	573.969686573382
70127	70113	40952.0	444.7758595428795
70127	70115	40957.0	378.1298679102474
70127	70117	40872.0	304.5480524564494
70127	70121	41049.0	172.16292723330653
70127	70125	41103.0	23.44164659513904
70128	70130	41592.0	29.370047124447005
70128	70134	41580.0	212.09295334295334
70128	70144	40447.0	656.0924419610849
70128	70146	40222.0	742.0282929739943
70128	70148	40029.0	877.985710359989
70128	70152	37710.0	1181.896367011403
70128	70154	37301.0	1357.101900753331
70128	70156	37026.0	1487.763436504078
70128	70158	35877.0	1642.3592552331575
70128	70200	35862.0	1746.8756343762198
70128	70201	30441.0	1893.4868762524225
70128	70203	78.0	1738.230769230769
70128	70205	94.0	1833.0531914893618
70128	70207	76.0	2016.763157894737
70128	70501	83.0	2148.987951807229
70128	70505	79.0	2541.0506329113923
70128	70507	79.0	2654.670886075949
70128	70509	78.0	2745.6282051282055
70128	70511	72.0	2984.2222222222226
70128	70513	79.0	2413.5949367088606
70128	71150	39001.0	979.1714315017564
70128	170136	41464.0	379.87169592899863
70128	170140	40421.0	517.7253655278197
70129	70107	40291.0	844.2720458663225
70129	70111	40834.0	648.2208208845569
70129	70113	40982.0	518.9761846664389
70129	70115	40984.0	452.3255416748
70129	70117	40887.0	378.94379631667766
70129	70121	41073.0	246.53107881089767
70129	70125	41112.0	97.84330609067912
70129	70127	41168.0	23.10700058297707
70130	70134	41653.0	70.42760425419537
70130	70144	40517.0	514.039193424982
70130	70146	40297.0	599.8830185869916
70130	70148	40105.0	735.821942401197
70130	70152	37766.0	1039.757374357888
70130	70154	37359.0	1215.1222998474263
70130	70156	37086.0	1345.842959607399
70130	70158	35935.0	1500.493919577014
70130	70200	35921.0	1604.9467442443138
70130	70201	30486.0	1751.470871875615
70130	70203	78.0	1640.1923076923076
70130	70205	95.0	1736.294736842105
70130	70207	76.0	1924.4736842105262
70130	70501	84.0	2054.3928571428573
70130	70505	80.0	2445.2375000000006
70130	70507	80.0	2558.7125
70130	70509	79.0	2649.278481012658
70130	70511	73.0	2883.9589041095887
70130	70513	80.0	2317.9500000000003
70130	71150	39058.0	837.1956577397716
70130	170136	41541.0	238.54302977780986
70130	170140	40488.0	375.6460432720806
70131	70107	40255.0	916.8395975655199
70131	70111	40800.0	720.8135539215687
70131	70113	40945.0	591.5756014165344
70131	70115	40942.0	524.9085779883737
70131	70117	40837.0	451.62578054215544
70131	70121	40995.0	319.7152579582876
70131	70125	41045.0	171.0523328054574
70131	70127	41094.0	96.19971285345792
70131	70129	41115.0	37.30706554785358
70134	70144	40582.0	362.4254595633532
70134	70146	40357.0	448.22744505290285
70134	70148	40163.0	584.1637825859622
70134	70152	37818.0	888.5255169496007
70134	70154	37412.0	1064.046134929969
70134	70156	37135.0	1194.8573044297834
70134	70158	35981.0	1349.6080431338762
70134	70200	35969.0	1454.1142650615807
70134	70201	30530.0	1600.7031116934163
70134	70203	78.0	1511.1923076923076
70134	70205	95.0	1605.9894736842102
70134	70207	76.0	1798.4342105263158
70134	70501	84.0	1930.404761904762
70134	70505	80.0	2320.7625000000003
70134	70507	80.0	2434.2375
70134	70509	79.0	2525.126582278481
70134	70511	73.0	2758.8356164383563
70134	70513	80.0	2193.475
70134	71150	39108.0	685.5900583000921
70134	170136	41610.0	85.94633501562124
70134	170140	40553.0	224.0630779473775
70135	70107	40222.0	1056.367982696037
70135	70111	40751.0	860.6131383278938
70135	70113	40897.0	731.3617624764653
70135	70115	40899.0	664.6951270202206
70135	70117	40797.0	591.5458734710885
70135	70121	40939.0	459.56672121937515
70135	70125	40985.0	310.912309381481
70135	70127	41038.0	236.0371850480043
70135	70129	41051.0	177.27421987284106
70135	70131	41153.0	55.375476878963866
70144	70146	40585.0	35.71555993593692
70144	70148	40377.0	171.90011640290265
70144	70152	37976.0	476.6336633663366
70144	70154	37568.0	652.2719601788756
70144	70156	37291.0	783.4116542865571
70144	70158	36135.0	938.788404593884
70144	70200	36122.0	1043.4300149493383
70144	70201	30648.0	1189.564996084573
70144	70203	78.0	1186.2435897435898
70144	70205	95.0	1279.4105263157899
70144	70207	77.0	1484.7662337662337
70144	70501	85.0	1618.8117647058823
70144	70505	80.0	2003.575
70144	70507	80.0	2117.05
70144	70509	79.0	2207.7215189873423
70144	70511	73.0	2441.8493150684935
70144	70513	80.0	1876.2875000000001
70144	71150	39282.0	273.6995570490301
70145	70107	38715.0	1478.4700245382926
70145	70111	39240.0	1282.1822884811418
70145	70113	39380.0	1153.2424581005585
70145	70115	39378.0	1086.5643506526485
70145	70117	39271.0	1013.797051259199
70145	70121	39408.0	881.7108962647178
70145	70125	39426.0	733.4135088520267
70145	70127	39469.0	659.0913881780638
70145	70129	39472.0	600.9743869071748
70145	70131	39557.0	479.24137320828174
70145	70135	39613.0	382.8165753666725
70145	170137	39874.0	226.4145307719316
70145	170141	40325.0	95.97646621202729
70146	70148	40386.0	78.84786807309463
70146	70152	37941.0	384.1293323844917
70146	70154	37527.0	559.8858421936206
70146	70156	37250.0	691.1343892617449
70146	70158	36091.0	846.632817045801
70146	70200	36082.0	951.2496812815255
70146	70201	30616.0	1096.8111444996082
70146	70203	78.0	1124.230769230769
70146	70205	95.0	1217.6526315789472
70146	70207	77.0	1424.363636363636
70146	70501	85.0	1558.8000000000002
70146	70505	80.0	1942.8
70146	70507	80.0	2056.275
70146	70509	79.0	2147.253164556962
70146	70511	73.0	2381.2876712328766
70146	70513	80.0	1815.5125
70146	71150	39248.0	181.04407867916836
70147	70107	38257.0	1551.8426693154195
70147	70111	38768.0	1355.6677672307055
70147	70113	38907.0	1226.7458555015805
70147	70115	38904.0	1160.075159366646
70147	70117	38797.0	1087.3880712426221
70147	70121	38931.0	955.1840949371966
70147	70125	38943.0	806.9680045194258
70147	70127	38984.0	732.7879129899446
70147	70129	38984.0	674.8710496613996
70147	70131	39063.0	553.1980646647723
70147	70135	39109.0	456.7857270704953
70147	70145	40066.0	32.01994209554236
70147	170137	39360.0	300.5159806910569
70147	170141	39817.0	169.9084310721551
70148	70152	37986.0	260.4335807929237
70148	70154	37572.0	435.5669381454274
70148	70156	37296.0	567.189645002145
70148	70158	36140.0	722.9116491422247
70148	70200	36133.0	827.4513602524008
70148	70201	30615.0	974.9285970929282
70148	70203	78.0	1021.3076923076923
70148	70205	95.0	1112.536842105263
70148	70207	77.0	1322.1428571428569
70148	70501	85.0	1458.4705882352941
70148	70505	80.0	1844.225
70148	70507	80.0	1957.7000000000003
70148	70509	79.0	2048.7088607594937
70148	70511	73.0	2282.958904109589
70148	70513	80.0	1716.9375000000002
70148	71150	39279.0	59.1375289594949
70149	70107	37742.0	1685.1815484076096
70149	70111	38254.0	1488.6717467454382
70149	70113	38380.0	1359.890359562272
70149	70115	38377.0	1293.2641425854029
70149	70117	38274.0	1220.7464074828868
70149	70121	38409.0	1088.5132651201543
70149	70125	38424.0	940.45263377056
70149	70127	38461.0	866.3095603338447
70149	70129	38458.0	808.5048624473451
70149	70131	38526.0	686.8928515807506
70149	70135	38572.0	590.6167945660064
70149	70145	39379.0	170.8973310647807
70149	70147	39449.0	83.9476792821111
70149	170137	38791.0	435.762702688768
70149	170141	39214.0	308.42196664456577
70150	70152	75626.0	128.8220849972232
70150	70154	74406.0	306.93220976802945
70150	70156	73980.0	438.94547174912145
70150	70158	72375.0	597.1896373056995
70150	70200	72483.0	703.4171047004124
70150	70201	63521.0	853.7036413154705
70150	70203	26875.0	991.6411906976743
70150	70205	27867.0	1108.5618473463235
70150	70207	25416.0	1322.7486229146994
70150	70501	24854.0	1469.3672648265872
70150	70503	5021.0	1831.738299143597
70150	70505	330.0	1731.9727272727273
70150	70507	323.0	1837.4489164086688
70150	70509	300.0	1941.4066666666668
70150	70511	246.0	2213.215447154472
70150	70513	338.0	1613.7366863905327
70151	70161	36256.0	1958.121000661959
70151	70163	36297.0	1805.1143345180044
70151	70165	36322.0	1671.792384780574
70151	70167	36377.0	1549.093410671578
70151	70169	36378.0	1418.9954917807463
70151	70171	36409.0	1283.5761212886925
70151	70173	37012.0	1064.5685183183832
70151	70175	37743.0	889.1260896060195
70151	70177	38000.0	711.784605263158
70151	70179	38093.0	569.1075525687135
70151	70181	38918.0	434.344262295082
70151	70183	39241.0	290.8091536912923
70151	70187	39303.0	169.8068086405618
70151	70211	41201.0	131.3488022135385
70151	70213	41020.0	234.37966845441247
70151	70215	40961.0	277.22301701618613
70151	70217	40893.0	342.3835130706968
70151	70219	40619.0	461.8862355055516
70151	70223	40207.0	609.1813863257642
70151	70225	40095.0	692.392866941015
70151	70227	40099.0	732.1714755978951
70151	70229	40052.0	794.4512883251773
70151	70231	39971.0	884.1570888894448
70151	70233	39787.0	946.0795485962751
70151	70235	39731.0	1043.6997306888825
70151	70237	39840.0	1121.66875
70152	70154	115872.0	127.81072217619442
70152	70156	115112.0	259.81379004795326
70152	70158	112236.0	417.6722620193164
70152	70200	112331.0	523.3967293089174
70152	70201	96096.0	672.1518481518481
70152	70203	27714.0	811.5667171826514
70152	70205	28760.0	928.5763560500694
70152	70207	26179.0	1142.86512089843
70152	70501	25607.0	1289.2524309759053
70152	70503	5143.0	1650.6542873809062
70152	70505	420.0	1567.8357142857144
70152	70507	413.0	1675.5762711864404
70152	70509	389.0	1776.8071979434449
70152	70511	327.0	2036.4373088685013
70152	70513	429.0	1446.4289044289046
70153	70107	37797.0	1953.193242849962
70153	70111	38311.0	1756.7551617029053
70153	70113	38435.0	1627.9346689215558
70153	70115	38431.0	1561.2553147198873
70153	70117	38326.0	1488.8724103741583
70153	70121	38467.0	1356.8473756726544
70153	70125	38484.0	1208.7674618023075
70153	70127	38523.0	1134.5456740129273
70153	70129	38522.0	1076.797622137999
70153	70131	38595.0	955.2138878093017
70153	70135	38638.0	858.9229773797816
70153	70145	39314.0	441.7981889403266
70153	70147	39306.0	355.2647178547805
70153	70149	39589.0	223.23615145621258
70153	70151	77175.0	119.29262066731455
70153	70161	34528.0	2124.282640176089
70153	70163	34562.0	1972.1650078120479
70153	70165	34577.0	1839.5269687942855
70153	70167	34636.0	1716.9775955653079
70153	70169	34637.0	1587.3312931258479
70153	70171	34664.0	1451.9902780983152
70153	70173	35219.0	1234.0780544592408
70153	70175	35859.0	1058.4647647731394
70153	70177	36117.0	882.4474901016144
70153	70179	36196.0	740.1272792573764
70153	70181	36965.0	605.3620992831056
70153	70183	37126.0	462.0055756073911
70153	70187	37078.0	343.26722045417773
70153	70211	39373.0	300.70070860742135
70153	70213	39185.0	403.5963251244098
70153	70215	39142.0	446.40416943436713
70153	70217	39102.0	511.725180297683
70153	70219	38878.0	631.1964092803127
70153	70223	38499.0	778.544819345957
70153	70225	38394.0	861.7899671823722
70153	70227	38402.0	901.6142128014166
70153	70229	38354.0	963.9192000834332
70153	70231	38271.0	1053.5998536751065
70153	70233	38105.0	1115.4250623277785
70153	70235	38051.0	1212.8781372368662
70153	70237	38159.0	1290.6269556330094
70153	71151	39938.0	105.73776854123892
70153	170137	38842.0	704.1932701714638
70153	170141	39242.0	578.0556801386269
70154	70156	155487.0	71.33746229588326
70154	70158	152221.0	228.91524165522495
70154	70200	152304.0	334.8745141296355
70154	70201	135045.0	487.5644118627124
70154	70203	58655.0	614.2025573267412
70154	70205	61667.0	729.7036664666678
70154	70207	56535.0	944.2121694525516
70154	70501	55585.0	1088.433282360349
70154	70503	5186.0	1460.284419591207
70154	70505	29049.0	1425.412682020035
70154	70507	29120.0	1539.0357142857144
70154	70509	29028.0	1637.7374259335816
70154	70511	28526.0	1840.8743602327702
70154	70513	29781.0	1300.3978711258858
70155	70107	37497.0	2110.3095714323813
70155	70111	38051.0	1914.008357204804
70155	70113	38131.0	1785.1441346935562
70155	70115	38125.0	1718.4806032786882
70155	70117	38023.0	1646.1460694842594
70155	70121	38162.0	1514.1157958178292
70155	70125	38178.0	1366.1134946828015
70155	70127	38212.0	1291.8514602742596
70155	70129	38209.0	1234.0278730142115
70155	70131	38278.0	1112.4536809655676
70155	70135	38322.0	1016.1757476123377
70155	70145	38983.0	599.2959238642485
70155	70147	38970.0	512.9017962535282
70155	70149	39245.0	381.5226907886355
70155	70151	76103.0	277.242474015479
70155	70153	116589.0	100.55065229138255
70155	70161	34261.0	2281.864890108286
70155	70163	34291.0	2130.027762386632
70155	70165	34302.0	1997.4691563174163
70155	70167	34363.0	1874.8950324476907
70155	70169	34365.0	1745.265008002328
70155	70171	34388.0	1609.9282889380015
70155	70173	34920.0	1391.9776059564717
70155	70175	35292.0	1212.6565793947639
70155	70177	35540.0	1040.4213280810354
70155	70179	35617.0	898.2694780582306
70155	70181	36379.0	763.5245333846449
70155	70183	36522.0	620.246016099885
70155	70187	36461.0	500.7401881462385
70155	70211	38970.0	457.8806774441879
70155	70213	38750.0	560.4798967741935
70155	70215	38753.0	603.4221092560575
70155	70217	38681.0	668.6060598226519
70155	70219	38459.0	787.9543929899373
70155	70223	38094.0	935.1734131359269
70155	70225	37992.0	1018.3582859549379
70155	70227	37998.0	1058.1832991210063
70155	70229	37955.0	1120.461283098406
70155	70231	37871.0	1210.0200417205779
70155	70233	37708.0	1271.6300784979317
70155	70235	37658.0	1368.5198629773222
70155	70237	37762.0	1445.532598908956
70155	70239	39963.0	92.4952080674624
70155	70241	39840.0	194.4620230923695
70155	70243	39623.0	300.8109683769527
70155	70245	39487.0	452.9204801580267
70155	70247	38850.0	581.415933075933
70155	70249	38176.0	723.3272474853311
70155	70251	38098.0	840.3636673841146
70155	70253	37961.0	917.9931508653618
70155	70255	37216.0	1063.1148162080826
70155	70257	36749.0	1131.5784102968787
70155	70260	33221.0	1205.299900665242
70155	71151	39554.0	263.62623249228903
70155	170137	38527.0	861.5096166324915
70155	170141	38915.0	735.3779005524862
70156	70158	154057.0	111.90741738447457
70156	70200	154088.0	217.1921434504958
70156	70201	136066.0	370.08397395381655
70156	70203	59226.0	497.2753013879039
70156	70205	62254.0	612.3992996433965
70156	70207	57046.0	827.1038109595765
70156	70501	56087.0	971.3979353504376
70156	70503	5229.0	1339.0359533371584
70156	70505	29218.0	1309.7092203436239
70156	70507	29290.0	1423.475520655514
70156	70509	29199.0	1522.1401417856775
70156	70511	28699.0	1725.0027875535734
70156	70513	29955.0	1184.9003171423803
70157	70107	37537.0	2250.2784985480994
70157	70111	38048.0	2054.0443387300256
70157	70113	38171.0	1925.3987582195905
70157	70115	38162.0	1858.6648498506365
70157	70117	38058.0	1786.4466603605024
70157	70121	38200.0	1654.4284816753925
70157	70125	38216.0	1506.468730374712
70157	70127	38251.0	1432.2171969360277
70157	70129	38248.0	1374.4966795649448
70157	70131	38319.0	1252.9848900023485
70157	70135	38360.0	1156.6870437956204
70157	70145	39011.0	740.0676219527825
70157	70147	38995.0	653.728939607642
70157	70149	39265.0	522.456131414746
70157	70151	76159.0	419.7500754999409
70157	70153	116652.0	242.90606247642563
70157	70155	156643.0	71.35289160703
70157	70161	34384.0	2424.811656584458
70157	70163	34415.0	2272.9397065233184
70157	70165	34429.0	2140.4358244503183
70157	70167	34487.0	2017.896337750457
70157	70169	34486.0	1888.257698776315
70157	70171	34510.0	1752.9866705302811
70157	70173	35044.0	1535.32185252825
70157	70175	35405.0	1355.818274255049
70157	70177	35655.0	1183.629897630066
70157	70179	35729.0	1041.444680791514
70157	70181	36488.0	906.659285244464
70157	70183	36630.0	763.3699426699427
70157	70187	36570.0	643.6482909488651
70157	70211	38912.0	599.04638671875
70157	70213	38733.0	701.6161929104381
70157	70215	38695.0	744.5350820519448
70157	70217	38663.0	809.756071696454
70157	70219	38447.0	928.9372382760683
70157	70223	38083.0	1076.2839062048683
70157	70225	37982.0	1159.5302511716077
70157	70227	37989.0	1199.3637895180184
70157	70229	37946.0	1261.6467084804722
70157	70231	37863.0	1351.219713176452
70157	70233	37699.0	1413.1301095519775
70157	70235	37649.0	1510.5559775824058
70157	70237	37748.0	1588.164644484476
70157	70239	39929.0	233.74912970522678
70157	70241	39812.0	335.7293529589068
70157	70243	39590.0	441.7059611012882
70157	70245	39459.0	593.6102029955143
70157	70247	38825.0	722.1674436574372
70157	70249	38149.0	864.184277438465
70157	70251	38063.0	981.0312639571239
70157	70253	37925.0	1058.8425049439684
70157	70255	37181.0	1203.5100992442376
70157	70257	36719.0	1271.7160870394075
70157	70260	33114.0	1345.7439149604397
70157	71151	39553.0	404.71142517634564
70157	170137	38563.0	1002.1449835334388
70157	170141	38948.0	876.145886823457
70158	70200	156338.0	62.41939899448631
70158	70201	136227.0	215.73193272992873
70158	70203	59486.0	342.79211915408666
70158	70205	62351.0	459.0847620727815
70158	70207	57092.0	674.1590415469767
70158	70501	56132.0	818.4995011757998
70158	70503	5236.0	1183.0198624904506
70158	70505	29227.0	1158.9581893454683
70158	70507	29296.0	1272.8696409066083
70158	70509	29204.0	1371.544993836461
70158	70511	28704.0	1574.4491011705686
70158	70513	29967.0	1034.3200854273034
70159	70107	37636.0	2398.436337549155
70159	70111	38153.0	2202.1852803187167
70159	70113	38272.0	2073.7153793896323
70159	70115	38264.0	2006.9528799916372
70159	70117	38158.0	1934.7878295508149
70159	70121	38302.0	1802.7384470784816
70159	70125	38316.0	1654.7616661446914
70159	70127	38351.0	1580.441683398086
70159	70129	38346.0	1522.7822458665833
70159	70131	38417.0	1401.305958299711
70159	70135	38460.0	1304.9433697347895
70159	70145	39106.0	888.2346443001073
70159	70147	39089.0	801.8870526235003
70159	70149	39352.0	670.9642711933318
70159	70151	76169.0	568.3942548805945
70159	70153	116734.0	392.12874569534165
70159	70155	156784.0	219.70336896622106
70159	70157	157392.0	108.40829267052962
70159	70161	34345.0	2574.413014994904
70159	70163	34375.0	2422.5505745454548
70159	70165	34389.0	2290.0796475617203
70159	70167	34446.0	2167.5510364048073
70159	70169	34445.0	2037.9124691537231
70159	70171	34468.0	1902.6122200301734
70159	70173	34999.0	1685.1025457870226
70159	70175	35359.0	1505.5351961311123
70159	70177	35609.0	1333.3696537392234
70159	70179	35684.0	1191.2217800694991
70159	70181	36435.0	1056.3889666529435
70159	70183	36576.0	913.1525590551182
70159	70187	36511.0	793.5280052586892
70159	70211	38978.0	746.3895787367233
70159	70213	38795.0	849.0460884134552
70159	70215	38764.0	891.7829429367455
70159	70217	38728.0	957.1126058665566
70159	70219	38505.0	1076.3280093494354
70159	70223	38146.0	1223.6734388926757
70159	70225	38044.0	1306.8968299863318
70159	70227	38053.0	1346.6969752713321
70159	70229	38006.0	1408.956401620797
70159	70231	37922.0	1498.517483255103
70159	70233	37759.0	1560.411186736937
70159	70235	37709.0	1657.7354212522207
70159	70237	37811.0	1735.3818729999207
