season,route_id,route_name,train,direction_id,day_type_id,day_type_name,stop_time,stop_id,stopsequence,average_ons,average_offs,average_load,ObjectId
Spring 2012,CR-Fairmount,Fairmount Line,772,1,day_type_01,weekday,2018/01/02 03:45:00+00,South Station,8,,1,,162
Spring 2012,CR-Fairmount,Fairmount Line,790,1,day_type_01,weekday,2018/01/01 10:48:00+00,Readville,4,9,,9,163
Spring 2012,CR-Fairmount,Fairmount Line,790,1,day_type_01,weekday,2018/01/01 10:51:00+00,Fairmount,5,7,0,16,164
Spring 2012,CR-Fairmount,Fairmount Line,790,1,day_type_01,weekday,2018/01/01 10:55:00+00,Morton Street,6,4,0,20,165
Spring 2012,CR-Fairmount,Fairmount Line,790,1,day_type_01,weekday,2018/01/01 11:02:00+00,Uphams Corner,7,7,1,26,166
Spring 2012,CR-Fairmount,Fairmount Line,790,1,day_type_01,weekday,2018/01/01 11:15:00+00,South Station,8,,26,,167
Spring 2012,CR-Fairmount,Fairmount Line,796,1,day_type_01,weekday,2018/01/01 23:25:00+00,Readville,4,1,,1,168
Spring 2012,CR-Fairmount,Fairmount Line,796,1,day_type_01,weekday,2018/01/01 23:30:00+00,Fairmount,5,,,1,169
Spring 2012,CR-Fairmount,Fairmount Line,796,1,day_type_01,weekday,2018/01/01 23:50:00+00,South Station,8,,1,,170
Spring 2012,CR-Fairmount,Fairmount Line,798,1,day_type_01,weekday,2018/01/02 01:22:00+00,Readville,4,1,,1,171
Spring 2012,CR-Fairmount,Fairmount Line,798,1,day_type_01,weekday,2018/01/02 01:45:00+00,South Station,8,,1,,172
Spring 2012,CR-Fairmount,Fairmount Line,743,0,day_type_01,weekday,2018/01/01 10:50:00+00,South Station,1,1,,1,173
Spring 2012,CR-Fairmount,Fairmount Line,743,0,day_type_01,weekday,2018/01/01 11:01:00+00,Uphams Corner,2,0,0,1,174
Spring 2012,CR-Fairmount,Fairmount Line,743,0,day_type_01,weekday,2018/01/01 11:07:00+00,Morton Street,3,0,0,1,175
Spring 2012,CR-Fairmount,Fairmount Line,743,0,day_type_01,weekday,2018/01/01 11:11:00+00,Fairmount,4,0,0,1,176
Spring 2012,CR-Fairmount,Fairmount Line,743,0,day_type_01,weekday,2018/01/01 11:15:00+00,Readville,5,,1,,177
Spring 2012,CR-Fairmount,Fairmount Line,745,0,day_type_01,weekday,2018/01/01 11:40:00+00,South Station,1,0,,0,178
Spring 2012,CR-Fairmount,Fairmount Line,745,0,day_type_01,weekday,2018/01/01 11:56:00+00,Morton Street,3,1,0,1,179
Spring 2012,CR-Fairmount,Fairmount Line,745,0,day_type_01,weekday,2018/01/01 12:00:00+00,Fairmount,4,0,0,1,180
Spring 2012,CR-Fairmount,Fairmount Line,745,0,day_type_01,weekday,2018/01/01 12:04:00+00,Readville,5,,1,,181
Spring 2012,CR-Fairmount,Fairmount Line,747,0,day_type_01,weekday,2018/01/01 12:20:00+00,South Station,1,4,,1,182
Spring 2012,CR-Fairmount,Fairmount Line,747,0,day_type_01,weekday,2018/01/01 12:31:00+00,Uphams Corner,2,0,0,4,183
Spring 2012,CR-Fairmount,Fairmount Line,747,0,day_type_01,weekday,2018/01/01 12:37:00+00,Morton Street,3,3,0,7,184
Spring 2012,CR-Fairmount,Fairmount Line,747,0,day_type_01,weekday,2018/01/01 12:41:00+00,Fairmount,4,0,4,3,185
Spring 2012,CR-Fairmount,Fairmount Line,747,0,day_type_01,weekday,2018/01/01 12:45:00+00,Readville,5,,3,,186
Spring 2012,CR-Fairmount,Fairmount Line,749,0,day_type_01,weekday,2018/01/01 13:00:00+00,South Station,1,0,,0,187
Spring 2012,CR-Fairmount,Fairmount Line,749,0,day_type_01,weekday,2018/01/01 13:10:00+00,Uphams Corner,2,1,0,1,188
Spring 2012,CR-Fairmount,Fairmount Line,749,0,day_type_01,weekday,2018/01/01 13:17:00+00,Morton Street,3,0,0,1,189
Spring 2012,CR-Fairmount,Fairmount Line,749,0,day_type_01,weekday,2018/01/01 13:21:00+00,Fairmount,4,0,0,1,190
Spring 2012,CR-Fairmount,Fairmount Line,749,0,day_type_01,weekday,2018/01/01 13:25:00+00,Readville,5,,1,,191
Spring 2012,CR-Fairmount,Fairmount Line,753,0,day_type_01,weekday,2018/01/01 15:05:00+00,South Station,1,2,,2,192
Spring 2012,CR-Fairmount,Fairmount Line,753,0,day_type_01,weekday,2018/01/01 15:16:00+00,Uphams Corner,2,0,0,2,193
Spring 2012,CR-Fairmount,Fairmount Line,753,0,day_type_01,weekday,2018/01/01 15:23:00+00,Morton Street,3,0,0,2,194
Spring 2012,CR-Fairmount,Fairmount Line,753,0,day_type_01,weekday,2018/01/01 15:27:00+00,Fairmount,4,0,1,1,195
Spring 2012,CR-Fairmount,Fairmount Line,753,0,day_type_01,weekday,2018/01/01 15:31:00+00,Readville,5,,1,,196
Spring 2012,CR-Fairmount,Fairmount Line,755,0,day_type_01,weekday,2018/01/01 17:05:00+00,South Station,1,5,,5,197
Spring 2012,CR-Fairmount,Fairmount Line,755,0,day_type_01,weekday,2018/01/01 17:16:00+00,Uphams Corner,2,0,0,5,198
Spring 2012,CR-Fairmount,Fairmount Line,755,0,day_type_01,weekday,2018/01/01 17:23:00+00,Morton Street,3,0,1,4,199
Spring 2012,CR-Fairmount,Fairmount Line,755,0,day_type_01,weekday,2018/01/01 17:27:00+00,Fairmount,4,0,2,2,200
