Geography,Total Estimate,Total Margin of Error,Estimate - Less than 5 minutes,Margin of Error - Less than 5 minutes,Estimate - 5 to 9 minutes,Margin of Error - 5 to 9 minutes,Estimate - 10 to 14 minutes,Margin of Error - 10 to 14 minutes,Estimate - 15 to 19 minutes,Margin of Error - 15 to 19 minutes,Estimate - 20 to 24 minutes,Margin of Error - 20 to 24 minutes,Estimate - 25 to 29 minutes,Margin of Error - 25 to 29 minutes,Estimate - 30 to 34 minutes,Margin of Error - 30 to 34 minutes,Estimate - 35 to 39 minutes,Margin of Error - 35 to 39 minutes,Estimate - 40 to 44 minutes,Margin of Error - 40 to 44 minutes,Estimate - 45 to 59 minutes,Margin of Error - 45 to 59 minutes,Estimate - 60 to 89 minutes,Margin of Error - 60 to 89 minutes,Estimate - 90 or more minutes,Margin of Error - 90 or more minutes,Block Group,Census Tract,County,State
1500000US250250002023,1362,252,32,39,82,56,39,36,84,62,215,99,94,69,201,78,69,52,160,76,238,98,104,65,44,48,3,2.02,Suffolk County,Massachusetts
1500000US250250003011,498,180,25,39,0,13,0,13,153,102,54,57,7,17,92,57,26,25,49,54,46,37,38,42,8,12,1,3.01,Suffolk County,Massachusetts
1500000US250250003012,426,178,11,17,17,30,30,33,89,84,83,91,7,12,103,111,0,13,25,25,55,45,0,13,6,9,2,3.01,Suffolk County,Massachusetts
1500000US250250003013,595,242,0,13,16,25,51,43,61,54,69,60,5,8,72,56,86,57,133,126,57,45,45,54,0,13,3,3.01,Suffolk County,Massachusetts
1500000US250250003014,440,156,0,13,47,54,26,28,26,23,36,29,43,45,82,46,28,27,22,24,115,90,10,16,5,8,4,3.01,Suffolk County,Massachusetts
1500000US250250003021,893,263,0,13,0,13,0,13,62,60,145,95,108,93,237,132,81,69,74,70,72,67,69,48,45,47,1,3.02,Suffolk County,Massachusetts
1500000US250250003022,1284,618,0,13,14,23,210,109,39,42,453,374,163,201,209,93,13,19,92,63,36,34,41,43,14,18,2,3.02,Suffolk County,Massachusetts
1500000US250250004011,988,339,0,13,0,13,22,36,58,46,80,63,41,41,225,165,39,33,41,51,327,276,130,71,25,30,1,4.01,Suffolk County,Massachusetts
1500000US250250004012,847,305,0,13,46,34,13,21,33,34,47,49,65,55,114,81,20,32,97,87,195,143,204,113,13,21,2,4.01,Suffolk County,Massachusetts
1500000US250250004013,468,206,63,75,16,24,44,72,10,18,29,33,100,60,124,96,5,17,0,13,56,44,21,33,0,13,3,4.01,Suffolk County,Massachusetts
1500000US250250004014,921,342,40,56,8,14,45,55,83,88,135,153,18,28,83,103,15,23,76,75,168,148,250,157,0,13,4,4.01,Suffolk County,Massachusetts
1500000US250250004021,710,152,8,14,13,15,24,23,26,25,112,79,38,31,186,73,49,37,28,26,56,35,144,100,26,24,1,4.02,Suffolk County,Massachusetts
1500000US250250004022,529,166,31,43,21,20,27,29,38,36,55,37,13,25,147,85,8,12,46,33,72,67,63,49,8,15,2,4.02,Suffolk County,Massachusetts
1500000US250250004023,848,277,35,33,39,40,51,60,42,38,252,240,74,50,101,57,17,16,36,27,125,65,44,41,32,47,3,4.02,Suffolk County,Massachusetts
1500000US250250005021,727,259,0,13,111,133,36,32,93,53,136,108,9,14,28,23,13,13,98,64,179,86,24,27,0,13,1,5.02,Suffolk County,Massachusetts
1500000US250250005022,467,118,25,37,21,25,50,33,44,30,49,44,45,35,131,67,15,19,6,10,46,32,35,28,0,13,2,5.02,Suffolk County,Massachusetts
1500000US250250005023,773,134,0,13,4,7,29,27,97,60,27,23,72,47,69,42,17,21,113,62,213,78,126,49,6,11,3,5.02,Suffolk County,Massachusetts
1500000US250250005024,730,568,17,23,198,157,117,69,247,283,17,23,78,142,16,23,16,24,9,18,15,22,0,13,0,13,4,5.02,Suffolk County,Massachusetts
1500000US250250005031,505,130,0,13,17,22,15,18,18,28,13,15,40,29,66,35,50,8,20,15,95,48,123,110,48,5,1,5.03,Suffolk County,Massachusetts
1500000US250250005032,884,181,0,13,46,60,27,29,24,22,123,52,0,13,190,61,44,29,75,32,158,60,197,111,0,13,2,5.03,Suffolk County,Massachusetts
1500000US250250005051,715,201,0,13,22,26,64,41,53,85,79,29,21,34,87,89,29,31,38,46,117,71,189,172,16,27,1,5.05,Suffolk County,Massachusetts
1500000US250250005052,502,240,0,13,0,13,28,24,0,13,98,89,8,14,112,63,76,81,28,32,111,79,41,41,0,13,2,5.05,Suffolk County,Massachusetts
1500000US250250005053,163,108,38,62,0,13,0,13,0,13,0,13,0,13,74,72,0,13,0,13,36,31,15,25,0,13,3,5.05,Suffolk County,Massachusetts
1500000US250250005061,487,136,0,13,0,13,0,13,12,20,37,35,56,41,104,69,0,13,70,73,59,42,127,70,22,36,1,5.06,Suffolk County,Massachusetts
1500000US250250005062,1086,384,0,13,0,13,28,34,169,82,98,77,74,65,155,102,79,113,84,85,340,198,59,45,0,13,2,5.06,Suffolk County,Massachusetts
1500000US250250006011,533,200,0,13,40,40,11,16,58,47,222,136,0,13,80,41,0,13,89,91,10,13,23,33,0,13,1,6.01,Suffolk County,Massachusetts
1500000US250250006012,909,262,0,13,0,13,62,38,73,48,39,28,26,21,215,90,38,46,8,13,192,105,216,174,40,37,2,6.01,Suffolk County,Massachusetts
1500000US250250006013,556,252,23,30,52,54,22,34,37,37,40,36,25,30,73,38,19,24,58,43,82,55,125,157,0,13,3,6.01,Suffolk County,Massachusetts
1500000US250250006014,721,221,19,30,52,39,73,53,136,91,53,38,18,22,116,56,8,15,61,39,93,71,92,56,0,13,4,6.01,Suffolk County,Massachusetts
1500000US250250006031,626,181,0,13,52,42,0,13,83,85,78,72,0,13,160,88,0,13,31,34,134,95,74,65,14,26,1,6.03,Suffolk County,Massachusetts
1500000US250250006041,645,215,0,13,16,26,49,38,142,112,44,42,32,37,27,32,0,13,65,70,188,111,82,82,0,13,1,6.04,Suffolk County,Massachusetts
1500000US250250006042,648,245,0,13,44,50,0,13,104,87,59,53,19,21,125,69,94,92,68,57,135,115,0,13,0,13,2,6.04,Suffolk County,Massachusetts
1500000US250250007011,538,274,0,13,44,61,119,155,28,31,100,130,61,61,26,29,31,34,22,27,47,49,60,46,0,13,1,7.01,Suffolk County,Massachusetts
1500000US250250007012,379,141,0,13,0,13,17,27,83,136,0,13,32,36,62,55,24,20,28,34,87,62,46,53,0,13,2,7.01,Suffolk County,Massachusetts
1500000US250250007013,1102,241,0,13,25,39,59,49,145,101,103,79,84,65,150,91,101,78,74,57,131,89,130,78,100,56,3,7.01,Suffolk County,Massachusetts
1500000US250250007014,749,232,0,13,2,5,25,39,97,79,89,76,17,21,25,29,119,112,20,32,213,111,142,89,0,13,4,7.01,Suffolk County,Massachusetts
1500000US250250007031,476,115,0,13,11,13,0,13,28,28,91,57,12,13,102,62,21,23,34,32,118,49,59,38,0,13,1,7.03,Suffolk County,Massachusetts
1500000US250250007032,598,143,9,19,31,30,57,37,8,12,46,38,18,17,150,74,24,22,100,79,95,47,60,37,0,13,2,7.03,Suffolk County,Massachusetts
1500000US250250007041,806,223,0,13,0,13,23,40,35,35,85,79,117,79,218,105,35,57,42,65,217,113,34,33,0,13,1,7.04,Suffolk County,Massachusetts
1500000US250250007042,617,188,0,13,29,46,0,13,29,28,41,34,80,68,201,111,25,27,35,35,142,75,35,44,0,13,2,7.04,Suffolk County,Massachusetts
1500000US250250007043,564,198,0,13,26,41,23,30,36,40,61,50,28,31,187,129,7,12,38,38,60,64,73,72,25,41,3,7.04,Suffolk County,Massachusetts
1500000US250250007044,714,178,0,13,16,26,0,13,126,113,37,38,16,25,197,87,17,29,93,70,76,81,42,35,94,117,4,7.04,Suffolk County,Massachusetts
1500000US250250008041,788,269,0,13,86,86,65,62,104,85,12,19,60,80,220,121,42,48,44,43,85,81,48,58,22,35,1,8.04,Suffolk County,Massachusetts
1500000US250250008042,1307,386,0,13,25,34,133,115,202,156,146,99,88,75,116,105,166,129,68,78,175,103,159,129,29,47,2,8.04,Suffolk County,Massachusetts
1500000US250250008051,784,266,0,13,31,49,36,26,99,83,33,27,41,40,149,111,23,30,138,134,188,120,40,51,6,10,1,8.05,Suffolk County,Massachusetts
1500000US250250008052,331,120,0,13,6,25,12,20,51,45,23,27,11,18,73,60,19,30,79,71,10,16,47,38,0,13,2,8.05,Suffolk County,Massachusetts
1500000US250250008053,588,215,12,23,52,44,117,101,128,84,15,25,34,53,73,58,27,32,42,42,70,72,0,13,18,29,3,8.05,Suffolk County,Massachusetts
1500000US250250008061,81,120,0,13,0,13,0,13,36,53,0,13,45,68,0,13,0,13,0,13,0,13,0,13,0,13,1,8.06,Suffolk County,Massachusetts
1500000US250250008062,680,151,46,31,115,55,167,95,47,41,52,50,49,40,115,75,18,20,5,8,55,34,5,7,6,9,2,8.06,Suffolk County,Massachusetts
1500000US250250008063,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,3,8.06,Suffolk County,Massachusetts
1500000US250250008071,1312,298,132,104,293,149,299,166,199,108,132,152,94,85,23,33,29,46,29,58,30,58,52,73,0,13,1,8.07,Suffolk County,Massachusetts
1500000US250250101031,306,114,0,13,49,44,65,64,71,60,19,20,11,17,41,38,12,15,0,13,22,24,16,15,0,13,1,101.03,Suffolk County,Massachusetts
1500000US250250101032,305,133,32,35,13,14,110,98,55,72,41,46,9,13,30,42,8,11,0,13,0,13,7,13,0,13,2,101.03,Suffolk County,Massachusetts
1500000US250250101033,569,125,51,48,121,49,123,51,85,51,42,31,3,6,57,37,18,15,2,4,18,24,33,35,16,18,3,101.03,Suffolk County,Massachusetts
1500000US250250101041,657,158,0,13,39,52,79,55,111,64,76,51,38,31,148,76,57,48,63,46,18,20,18,42,10,16,1,101.04,Suffolk County,Massachusetts
1500000US250250101042,1171,247,106,63,204,102,128,79,235,111,156,94,46,44,121,77,62,43,47,30,35,35,0,13,31,33,2,101.04,Suffolk County,Massachusetts
1500000US250250101043,478,154,30,34,81,63,27,30,81,55,61,53,8,14,97,67,30,37,11,16,52,42,0,13,0,13,3,101.04,Suffolk County,Massachusetts
1500000US250250102041,521,163,28,33,127,74,107,71,48,34,35,28,35,32,83,58,4,9,0,13,35,34,19,23,0,13,1,102.04,Suffolk County,Massachusetts
1500000US250250102042,682,187,6,11,126,94,151,70,111,67,110,54,16,20,117,65,5,11,6,10,31,32,3,6,0,13,2,102.04,Suffolk County,Massachusetts
1500000US250250102043,320,104,0,13,47,47,97,93,42,30,25,21,23,20,35,26,0,13,14,17,28,25,0,13,9,14,3,102.04,Suffolk County,Massachusetts
1500000US250250102051,657,251,1,3,60,95,85,105,93,89,130,100,6,12,149,136,0,13,126,164,6,11,0,13,1,3,1,102.05,Suffolk County,Massachusetts
1500000US250250102052,775,390,0,13,27,32,124,73,48,52,90,92,0,13,95,123,0,13,289,364,81,83,21,29,0,13,2,102.05,Suffolk County,Massachusetts
1500000US250250102053,482,175,0,13,0,13,91,81,85,62,86,76,9,19,189,90,0,13,10,25,12,18,0,13,0,13,3,102.05,Suffolk County,Massachusetts
1500000US250250102054,417,142,0,13,0,13,25,31,145,86,42,33,15,24,104,89,0,13,75,83,0,13,11,18,0,13,4,102.05,Suffolk County,Massachusetts
1500000US250250102061,846,389,30,46,42,67,225,209,64,72,231,212,37,54,175,159,0,13,0,13,42,41,0,13,0,13,1,102.06,Suffolk County,Massachusetts
1500000US250250102062,283,138,7,11,37,43,41,38,26,29,129,111,0,13,35,42,8,14,0,13,0,13,0,13,0,13,2,102.06,Suffolk County,Massachusetts
1500000US250250103001,391,131,26,25,157,71,47,40,43,37,24,26,0,13,49,42,18,23,0,13,8,16,19,23,0,13,1,103,Suffolk County,Massachusetts
1500000US250250103002,1803,412,149,98,579,225,385,146,239,91,133,103,35,26,91,50,46,51,39,31,35,28,49,35,23,30,2,103,Suffolk County,Massachusetts
1500000US250250104031,460,185,36,12,57,57,14,22,151,119,89,100,0,13,27,29,5,17,31,39,37,44,13,20,0,13,1,104.03,Suffolk County,Massachusetts
1500000US250250104032,625,367,24,39,33,55,237,271,96,108,65,62,42,33,71,77,15,25,0,13,27,25,15,24,0,13,2,104.03,Suffolk County,Massachusetts
1500000US250250104033,384,142,0,13,0,13,6,11,51,63,102,69,0,13,71,56,0,13,25,33,17,26,65,50,47,43,3,104.03,Suffolk County,Massachusetts
1500000US250250104041,493,155,75,56,83,54,157,87,33,31,42,34,11,13,35,26,3,6,5,9,22,21,13,18,14,20,1,104.04,Suffolk County,Massachusetts
1500000US250250104042,417,134,33,35,55,40,91,61,11,22,68,45,34,32,84,46,4,6,11,21,14,23,12,23,0,13,2,104.04,Suffolk County,Massachusetts
1500000US250250104043,465,184,12,20,77,87,85,57,72,56,32,28,12,13,80,59,24,32,0,13,50,38,13,17,8,13,3,104.04,Suffolk County,Massachusetts
1500000US250250104044,345,121,14,17,0,13,18,17,43,52,57,37,9,10,94,44,0,13,12,17,37,35,61,42,0,13,4,104.04,Suffolk County,Massachusetts
1500000US250250104051,1269,252,81,59,271,102,165,83,128,75,162,65,7,15,147,77,52,46,26,37,124,77,81,52,25,38,1,104.05,Suffolk County,Massachusetts
1500000US250250104052,968,231,75,43,158,82,124,63,164,87,118,54,107,116,112,48,24,22,18,22,40,35,18,16,10,20,2,104.05,Suffolk County,Massachusetts
1500000US250250104053,169,68,0,13,0,13,50,50,25,27,0,13,12,12,28,25,0,13,14,13,10,11,23,18,7,10,3,104.05,Suffolk County,Massachusetts
1500000US250250104081,909,158,28,31,55,45,157,105,149,44,140,56,23,18,119,55,35,23,45,24,83,41,51,34,24,29,1,104.08,Suffolk County,Massachusetts
1500000US250250105001,338,119,10,19,67,49,102,69,10,17,30,27,72,75,25,23,0,13,0,13,9,14,13,18,0,13,1,105,Suffolk County,Massachusetts
1500000US250250105002,388,139,0,13,9,10,36,27,74,66,44,32,23,23,91,49,21,32,5,8,34,41,40,36,11,17,2,105,Suffolk County,Massachusetts
1500000US250250105003,605,160,54,49,37,52,66,63,110,58,96,62,33,33,102,71,37,37,17,16,30,32,16,18,7,11,3,105,Suffolk County,Massachusetts
1500000US250250106001,654,225,52,82,31,49,49,62,42,44,168,140,114,91,88,47,25,30,38,48,40,37,7,13,0,13,1,106,Suffolk County,Massachusetts
1500000US250250106002,835,259,48,78,51,55,97,56,151,69,217,117,8,13,83,64,10,16,78,93,19,29,73,79,0,13,2,106,Suffolk County,Massachusetts
1500000US250250106003,408,159,0,13,62,63,31,32,98,90,85,92,31,37,71,50,12,21,9,14,9,14,0,13,0,13,3,106,Suffolk County,Massachusetts
1500000US250250107011,505,95,9,18,59,52,51,43,50,37,59,39,15,22,69,39,67,41,44,32,52,47,0,13,30,34,1,107.01,Suffolk County,Massachusetts
1500000US250250107012,429,93,21,35,47,42,60,70,29,34,61,38,28,32,104,58,23,22,32,25,24,23,0,13,0,13,2,107.01,Suffolk County,Massachusetts
1500000US250250107013,549,132,18,28,14,22,44,31,134,94,104,50,36,25,118,66,47,47,4,7,0,13,19,31,11,18,3,107.01,Suffolk County,Massachusetts
1500000US250250107021,551,130,0,13,35,32,70,47,35,31,80,43,67,44,53,40,109,83,38,38,42,39,5,8,17,19,1,107.02,Suffolk County,Massachusetts
1500000US250250107022,403,91,0,13,37,30,89,44,50,40,48,34,44,45,69,40,0,13,28,32,38,27,0,13,0,13,2,107.02,Suffolk County,Massachusetts
1500000US250250107023,517,134,14,21,83,83,61,46,68,65,61,37,48,37,118,55,22,36,17,19,25,21,0,13,0,13,3,107.02,Suffolk County,Massachusetts
1500000US250250108011,427,117,8,12,26,25,41,31,98,50,88,71,49,29,85,63,0,13,12,23,14,18,6,11,0,13,1,108.01,Suffolk County,Massachusetts
1500000US250250108012,633,190,0,13,21,20,101,55,157,129,167,85,65,44,63,38,40,30,11,11,7,18,0,13,1,4,2,108.01,Suffolk County,Massachusetts
1500000US250250108013,545,145,0,13,5,8,161,73,52,41,115,63,48,37,116,66,8,14,8,14,6,10,26,23,0,13,3,108.01,Suffolk County,Massachusetts
1500000US250250108021,879,296,97,98,49,41,217,236,62,46,85,64,75,44,192,135,35,45,44,56,0,13,8,12,15,21,1,108.02,Suffolk County,Massachusetts
1500000US250250108022,765,162,15,24,22,23,83,55,57,46,182,83,67,40,179,84,72,62,19,15,12,14,57,29,0,13,2,108.02,Suffolk County,Massachusetts
1500000US250250108023,412,117,0,13,46,44,65,42,38,27,134,70,43,43,39,31,7,12,30,25,0,13,10,18,0,13,3,108.02,Suffolk County,Massachusetts
1500000US250250201011,343,162,71,82,0,13,17,27,34,38,32,36,75,94,67,84,0,13,14,22,16,26,0,13,17,26,1,201.01,Suffolk County,Massachusetts
1500000US250250201012,585,236,119,183,16,26,58,48,46,55,181,114,5,9,133,127,0,13,18,30,0,13,0,13,9,16,2,201.01,Suffolk County,Massachusetts
1500000US250250201013,977,280,46,54,165,89,167,116,239,179,174,102,16,27,87,75,34,38,0,13,49,76,0,13,0,13,3,201.01,Suffolk County,Massachusetts
1500000US250250201014,742,225,0,13,163,120,62,49,82,75,160,92,88,86,125,102,15,26,34,40,13,20,0,13,0,13,4,201.01,Suffolk County,Massachusetts
1500000US250250202001,772,230,29,44,86,91,123,98,102,72,112,68,150,97,85,69,0,13,43,54,42,44,0,13,0,13,1,202,Suffolk County,Massachusetts
1500000US250250202002,756,200,77,77,121,84,44,33,207,105,114,82,77,60,64,58,0,13,7,12,17,20,11,17,17,29,2,202,Suffolk County,Massachusetts
1500000US250250202003,943,285,33,48,44,38,61,49,172,84,344,236,64,53,137,90,0,13,44,50,25,28,19,26,0,13,3,202,Suffolk County,Massachusetts
1500000US250250203011,1136,279,41,41,180,53,186,163,121,70,54,36,144,92,214,117,0,13,138,57,43,48,15,19,0,13,1,203.01,Suffolk County,Massachusetts
1500000US250250203021,673,95,0,13,30,24,104,53,120,56,171,60,53,36,80,32,17,20,37,29,9,12,48,39,4,7,1,203.02,Suffolk County,Massachusetts
1500000US250250203041,573,156,0,13,24,27,82,58,51,40,156,85,69,56,122,70,35,33,16,19,9,14,9,15,0,13,1,203.04,Suffolk County,Massachusetts
1500000US250250203042,127,97,2,4,0,13,34,44,14,21,9,15,9,14,29,44,0,13,30,46,0,13,0,13,0,13,2,203.04,Suffolk County,Massachusetts
1500000US250250203051,236,146,0,13,42,66,45,52,24,38,12,18,47,37,8,14,0,13,0,13,50,66,8,12,0,13,1,203.05,Suffolk County,Massachusetts
1500000US250250203052,1231,224,78,62,110,68,118,66,182,116,364,155,101,84,126,67,9,15,72,63,34,31,24,28,13,20,2,203.05,Suffolk County,Massachusetts
1500000US250250301001,756,201,20,31,61,67,44,40,208,127,105,78,135,65,68,54,0,13,32,26,25,24,58,57,0,13,1,301,Suffolk County,Massachusetts
1500000US250250301002,717,201,18,20,59,83,57,41,120,72,101,66,67,48,118,72,36,33,98,158,32,25,0,13,11,17,2,301,Suffolk County,Massachusetts
1500000US250250302001,758,259,0,13,24,20,91,104,131,78,42,33,149,112,74,49,0,13,69,113,133,125,34,34,11,19,1,302,Suffolk County,Massachusetts
1500000US250250302002,518,132,7,11,44,30,86,79,154,79,69,54,15,16,51,50,8,14,0,13,54,50,30,28,0,13,2,302,Suffolk County,Massachusetts
1500000US250250303011,531,145,15,25,86,72,103,61,38,36,48,37,86,74,69,60,36,57,0,13,15,23,35,34,0,13,1,303.01,Suffolk County,Massachusetts
1500000US250250303012,97,98,0,13,0,13,0,13,0,13,45,52,0,13,0,13,0,13,0,13,27,42,13,22,12,20,2,303.01,Suffolk County,Massachusetts
1500000US250250303021,1293,220,59,55,194,119,305,134,191,80,178,77,38,43,167,97,47,38,9,16,34,40,22,34,49,57,1,303.02,Suffolk County,Massachusetts
1500000US250250304001,254,109,0,13,0,13,23,33,25,24,63,52,43,48,14,15,42,35,0,13,37,31,7,12,0,13,1,304,Suffolk County,Massachusetts
1500000US250250304002,832,223,15,24,32,40,79,52,53,34,153,83,111,87,105,81,82,107,50,42,64,47,50,46,38,57,2,304,Suffolk County,Massachusetts
1500000US250250304003,800,292,42,48,48,49,242,264,78,42,18,18,134,89,141,92,0,13,29,32,37,39,31,24,0,13,3,304,Suffolk County,Massachusetts
1500000US250250304004,884,355,12,18,21,27,260,305,288,207,46,34,69,62,127,99,0,13,0,13,0,13,46,54,15,24,4,304,Suffolk County,Massachusetts
1500000US250250305001,282,72,0,13,15,21,25,23,29,22,104,44,17,25,0,13,41,33,27,29,24,26,0,13,0,13,1,305,Suffolk County,Massachusetts
1500000US250250305002,698,140,93,75,30,32,14,15,114,73,150,79,39,38,104,49,12,13,0,13,54,40,75,54,13,16,2,305,Suffolk County,Massachusetts
1500000US250250305003,603,135,0,13,17,24,70,47,70,64,138,69,56,40,124,59,0,13,50,36,48,34,24,22,6,9,3,305,Suffolk County,Massachusetts
1500000US250250401001,416,126,0,13,0,13,25,25,85,60,97,55,64,50,66,36,9,14,0,13,42,32,19,23,9,15,1,401,Suffolk County,Massachusetts
1500000US250250401002,874,178,0,13,18,24,72,43,54,36,195,87,153,95,162,90,128,82,7,12,26,27,37,46,22,32,2,401,Suffolk County,Massachusetts
1500000US250250402001,201,84,0,13,6,10,0,13,7,10,37,34,0,13,70,60,0,13,6,10,23,27,52,35,0,13,1,402,Suffolk County,Massachusetts
1500000US250250402002,646,119,5,8,62,49,15,24,36,21,93,46,56,34,224,96,46,25,10,12,54,27,45,34,0,13,2,402,Suffolk County,Massachusetts
1500000US250250403001,332,186,0,13,0,13,36,40,0,13,83,81,57,87,45,44,0,13,40,54,39,52,0,13,32,50,1,403,Suffolk County,Massachusetts
1500000US250250403002,1199,235,52,50,10,17,92,99,135,86,121,67,37,39,308,128,41,33,55,50,297,134,51,36,0,13,2,403,Suffolk County,Massachusetts
1500000US250250403003,408,109,4,7,15,20,19,22,23,22,57,49,39,37,61,41,56,40,48,47,86,64,0,13,0,13,3,403,Suffolk County,Massachusetts
1500000US250250403004,445,141,0,13,16,25,17,16,39,47,75,53,22,21,96,66,33,47,17,19,116,71,7,12,7,11,4,403,Suffolk County,Massachusetts
1500000US250250403005,446,139,0,13,12,23,31,37,9,13,68,55,33,39,111,88,21,32,26,23,119,68,16,18,0,13,5,403,Suffolk County,Massachusetts
1500000US250250404011,1210,237,65,48,59,93,10,17,180,116,151,85,87,49,447,161,0,13,76,55,90,61,28,26,17,19,1,404.01,Suffolk County,Massachusetts
1500000US250250404012,403,96,9,14,8,13,26,26,34,27,37,29,41,44,100,51,35,43,67,51,36,28,10,15,0,13,2,404.01,Suffolk County,Massachusetts
1500000US250250406001,956,277,0,13,0,13,74,48,0,13,145,77,47,33,307,119,29,26,80,82,205,124,63,61,6,10,1,406,Suffolk County,Massachusetts
1500000US250250406002,1370,209,7,11,29,27,103,55,98,57,181,61,222,123,396,111,89,76,46,36,117,65,82,59,0,13,2,406,Suffolk County,Massachusetts
1500000US250250408011,256,112,0,13,37,36,40,54,0,13,19,28,0,13,84,73,0,13,49,79,0,13,13,20,14,22,1,408.01,Suffolk County,Massachusetts
1500000US250250408012,442,234,0,13,0,13,9,13,0,13,48,51,0,13,192,155,61,89,19,28,64,56,49,55,0,13,2,408.01,Suffolk County,Massachusetts
1500000US250250408013,1512,244,20,23,64,45,83,65,147,73,270,101,125,65,244,97,118,73,60,36,207,82,104,75,70,66,3,408.01,Suffolk County,Massachusetts
1500000US250250501011,1229,434,0,13,76,63,37,30,86,111,172,90,129,108,159,154,47,48,101,114,206,103,181,149,35,59,1,501.01,Suffolk County,Massachusetts
1500000US250250501012,514,192,0,13,27,41,78,67,12,18,86,64,0,13,111,98,52,61,0,13,29,39,69,54,50,44,2,501.01,Suffolk County,Massachusetts
1500000US250250501013,1079,311,0,13,43,66,61,60,93,74,46,37,78,74,400,220,90,59,59,47,94,69,115,81,0,13,3,501.01,Suffolk County,Massachusetts
1500000US250250502001,1122,337,33,45,86,79,24,23,174,164,71,49,89,69,183,87,6,10,123,84,181,102,110,80,42,32,1,502,Suffolk County,Massachusetts
1500000US250250502002,874,394,0,13,30,50,45,59,95,99,152,93,50,61,135,96,5,7,233,249,65,60,64,55,0,13,2,502,Suffolk County,Massachusetts
1500000US250250502003,302,159,0,13,0,13,65,69,34,35,40,40,22,26,71,59,0,13,20,31,0,13,5,8,45,47,3,502,Suffolk County,Massachusetts
1500000US250250502004,606,252,0,13,9,15,15,26,52,63,46,59,36,59,174,190,36,59,10,15,191,153,12,34,25,39,4,502,Suffolk County,Massachusetts
1500000US250250503001,628,228,2,6,0,13,80,56,67,41,71,36,98,69,163,82,0,13,78,71,55,44,14,23,0,13,1,503,Suffolk County,Massachusetts
1500000US250250503002,346,95,0,13,0,13,34,33,7,11,29,26,13,20,151,67,0,13,11,17,85,56,16,21,0,13,2,503,Suffolk County,Massachusetts
1500000US250250503003,307,124,33,43,12,19,4,6,35,42,97,57,46,45,72,47,0,13,0,13,0,13,0,13,8,11,3,503,Suffolk County,Massachusetts
1500000US250250504001,223,102,0,13,23,29,23,30,21,30,35,38,24,38,49,37,0,13,13,14,35,40,0,13,0,13,1,504,Suffolk County,Massachusetts
1500000US250250504002,1193,198,0,13,6,9,33,28,276,112,109,53,181,54,225,91,53,52,129,85,79,47,83,87,19,28,2,504,Suffolk County,Massachusetts
