Geography,Total Estimate,Total Margin of Error,Estimate - Less than 5 minutes,Margin of Error - Less than 5 minutes,Estimate - 5 to 9 minutes,Margin of Error - 5 to 9 minutes,Estimate - 10 to 14 minutes,Margin of Error - 10 to 14 minutes,Estimate - 15 to 19 minutes,Margin of Error - 15 to 19 minutes,Estimate - 20 to 24 minutes,Margin of Error - 20 to 24 minutes,Estimate - 25 to 29 minutes,Margin of Error - 25 to 29 minutes,Estimate - 30 to 34 minutes,Margin of Error - 30 to 34 minutes,Estimate - 35 to 39 minutes,Margin of Error - 35 to 39 minutes,Estimate - 40 to 44 minutes,Margin of Error - 40 to 44 minutes,Estimate - 45 to 59 minutes,Margin of Error - 45 to 59 minutes,Estimate - 60 to 89 minutes,Margin of Error - 60 to 89 minutes,Estimate - 90 or more minutes,Margin of Error - 90 or more minutes,Block Group,Census Tract,County,State
1500000US250250002023,436,144,6,10,0,12,78,64,19,20,30,36,27,29,121,70,0,12,62,48,55,37,11,25,27,40,3,2.02,Suffolk County,Massachusetts
1500000US250250002024,194,90,27,43,35,39,0,12,24,27,6,9,12,19,35,32,0,12,21,30,34,32,0,12,0,12,4,2.02,Suffolk County,Massachusetts
1500000US250250003011,414,153,0,12,0,12,0,12,89,75,34,39,18,20,107,67,22,26,38,61,61,43,45,57,0,12,1,3.01,Suffolk County,Massachusetts
1500000US250250003012,605,198,0,12,19,31,52,24,72,52,111,95,20,22,161,148,0,12,89,63,49,50,24,37,8,12,2,3.01,Suffolk County,Massachusetts
1500000US250250003013,390,193,0,12,24,19,64,42,26,28,37,43,10,15,51,37,9,16,92,127,30,28,47,43,0,12,3,3.01,Suffolk County,Massachusetts
1500000US250250003014,327,104,0,12,57,38,13,21,15,24,73,47,14,22,100,54,28,27,10,15,0,12,10,14,7,11,4,3.01,Suffolk County,Massachusetts
1500000US250250003021,986,239,0,12,0,12,26,30,137,91,155,100,79,52,123,80,142,103,47,40,126,141,117,87,34,30,1,3.02,Suffolk County,Massachusetts
1500000US250250003022,835,217,0,12,55,49,78,46,71,52,128,73,44,41,193,92,43,40,86,58,64,50,65,54,8,11,2,3.02,Suffolk County,Massachusetts
1500000US250250004011,816,199,0,12,48,74,9,14,67,50,129,92,109,78,114,60,53,41,86,59,106,64,19,21,76,55,1,4.01,Suffolk County,Massachusetts
1500000US250250004012,658,267,0,12,7,11,16,24,92,82,64,80,72,67,60,51,0,12,27,30,226,170,80,62,14,23,2,4.01,Suffolk County,Massachusetts
1500000US250250004013,654,191,15,24,15,24,33,37,63,79,74,43,93,54,108,66,0,12,78,66,139,84,36,36,0,12,3,4.01,Suffolk County,Massachusetts
1500000US250250004014,566,206,17,26,0,12,21,33,66,73,39,39,54,59,91,59,41,44,42,39,116,86,79,55,0,12,4,4.01,Suffolk County,Massachusetts
1500000US250250004021,631,148,12,21,35,28,39,29,83,48,76,60,30,28,123,62,26,21,20,19,57,34,93,59,37,30,1,4.02,Suffolk County,Massachusetts
1500000US250250004022,442,141,8,14,54,42,0,12,23,22,35,44,9,18,124,79,0,12,64,41,57,37,68,50,0,12,2,4.02,Suffolk County,Massachusetts
1500000US250250004023,844,188,39,48,34,36,27,25,23,24,117,82,83,62,173,75,26,24,76,62,172,81,67,43,7,14,3,4.02,Suffolk County,Massachusetts
1500000US250250005021,565,88,0,12,9,14,16,18,40,27,101,22,40,33,153,78,31,26,72,36,96,51,7,11,0,12,1,5.02,Suffolk County,Massachusetts
1500000US250250005022,514,120,0,12,32,33,82,56,46,35,57,50,86,47,82,41,13,15,19,15,61,38,36,28,0,12,2,5.02,Suffolk County,Massachusetts
1500000US250250005023,803,123,0,12,5,7,54,31,119,47,97,45,50,38,112,54,38,28,73,36,139,53,107,49,9,14,3,5.02,Suffolk County,Massachusetts
1500000US250250005024,1154,212,53,37,348,115,305,119,240,92,64,57,12,24,19,27,22,30,10,20,18,26,63,43,0,12,4,5.02,Suffolk County,Massachusetts
1500000US250250005031,543,113,0,12,32,26,11,17,29,36,9,9,32,26,157,67,15,17,65,45,122,47,59,66,12,18,1,5.03,Suffolk County,Massachusetts
1500000US250250005032,847,123,0,12,13,20,7,14,67,45,171,80,35,25,149,57,59,42,103,42,187,70,56,39,0,12,2,5.03,Suffolk County,Massachusetts
1500000US250250005041,589,215,49,75,11,19,20,30,17,27,25,29,48,56,129,82,14,23,36,34,62,63,164,148,14,22,1,5.04,Suffolk County,Massachusetts
1500000US250250005042,539,144,0,12,0,12,19,31,34,38,89,91,41,38,162,87,10,16,39,39,60,55,85,50,0,12,2,5.04,Suffolk County,Massachusetts
1500000US250250005043,897,232,0,12,23,37,44,40,63,45,168,101,112,89,98,70,46,49,45,43,168,89,130,83,0,12,3,5.04,Suffolk County,Massachusetts
1500000US250250005044,313,179,0,12,0,12,26,42,21,34,84,107,0,12,80,55,16,23,52,45,15,25,19,30,0,12,4,5.04,Suffolk County,Massachusetts
1500000US250250006011,325,158,15,35,0,12,8,13,25,21,64,45,30,35,95,61,15,24,40,34,21,36,12,19,0,12,1,6.01,Suffolk County,Massachusetts
1500000US250250006012,849,226,5,8,0,12,80,44,64,42,51,41,31,26,315,135,15,24,51,32,165,84,38,31,34,30,2,6.01,Suffolk County,Massachusetts
1500000US250250006013,385,122,0,12,0,12,9,15,28,26,28,23,25,23,81,54,31,36,51,39,115,72,17,18,0,12,3,6.01,Suffolk County,Massachusetts
1500000US250250006014,740,167,36,50,21,25,33,30,92,64,143,80,8,14,122,59,7,11,82,67,63,39,126,66,7,11,4,6.01,Suffolk County,Massachusetts
1500000US250250006021,940,225,0,12,11,17,50,32,114,65,95,53,83,55,159,83,25,27,68,48,191,121,135,94,9,13,1,6.02,Suffolk County,Massachusetts
1500000US250250006022,529,192,0,12,21,31,11,16,39,49,60,48,10,15,132,67,15,17,21,25,151,114,57,37,12,20,2,6.02,Suffolk County,Massachusetts
1500000US250250006023,751,236,0,12,40,47,94,98,123,113,57,63,0,12,204,120,0,12,0,12,99,76,89,64,45,42,3,6.02,Suffolk County,Massachusetts
1500000US250250007011,531,254,0,12,0,12,0,12,57,72,97,98,71,58,27,32,32,36,92,94,43,45,112,61,0,12,1,7.01,Suffolk County,Massachusetts
1500000US250250007012,198,196,0,12,2,6,0,12,21,33,52,70,0,12,18,22,21,33,8,13,49,54,27,43,0,12,2,7.01,Suffolk County,Massachusetts
1500000US250250007013,368,210,0,12,0,12,85,123,14,23,72,96,27,34,43,33,0,12,13,21,68,40,46,44,0,12,3,7.01,Suffolk County,Massachusetts
1500000US250250007014,475,207,0,12,0,12,27,29,83,131,80,98,27,29,64,77,55,44,30,33,66,53,43,39,0,12,4,7.01,Suffolk County,Massachusetts
1500000US250250007015,1247,387,0,12,0,12,60,46,83,72,72,66,42,38,208,137,76,52,174,125,221,157,306,115,5,25,5,7.01,Suffolk County,Massachusetts
1500000US250250007031,515,101,28,31,31,22,46,45,33,26,57,40,45,28,46,35,21,24,0,12,76,41,125,57,7,11,1,7.03,Suffolk County,Massachusetts
1500000US250250007032,545,126,8,13,20,23,40,39,43,41,54,37,17,15,116,57,32,27,71,34,51,32,93,57,0,12,2,7.03,Suffolk County,Massachusetts
1500000US250250007041,1116,290,0,12,25,39,23,29,28,43,92,135,38,38,301,171,98,106,125,82,166,101,220,184,0,12,1,7.04,Suffolk County,Massachusetts
1500000US250250007042,454,144,0,12,0,12,13,20,81,72,18,29,48,53,88,82,31,28,24,28,133,90,18,26,0,12,2,7.04,Suffolk County,Massachusetts
1500000US250250007043,709,217,0,12,12,19,59,56,124,113,51,41,67,50,168,112,9,15,80,54,94,95,27,33,18,28,3,7.04,Suffolk County,Massachusetts
1500000US250250007044,481,131,0,12,0,12,0,12,128,112,63,59,19,29,31,40,10,17,4,16,97,62,75,75,54,80,4,7.04,Suffolk County,Massachusetts
1500000US250250008021,613,242,0,12,0,12,32,33,49,47,46,45,30,36,204,123,0,12,45,47,126,74,57,57,24,38,1,8.02,Suffolk County,Massachusetts
1500000US250250008022,963,351,0,12,72,93,18,29,36,34,48,54,110,87,167,81,0,12,191,148,238,125,48,55,35,39,2,8.02,Suffolk County,Massachusetts
1500000US250250008023,291,134,13,22,52,61,19,30,20,33,13,20,29,48,98,57,30,41,0,12,17,27,0,12,0,12,3,8.02,Suffolk County,Massachusetts
1500000US250250008024,1046,314,0,12,0,12,125,116,184,139,187,122,59,51,222,118,117,80,27,34,69,67,56,56,0,12,4,8.02,Suffolk County,Massachusetts
1500000US250250008025,878,231,8,17,45,38,101,82,150,98,93,51,75,57,156,94,9,14,40,42,161,91,24,29,16,28,5,8.02,Suffolk County,Massachusetts
1500000US250250008031,458,123,28,43,36,39,50,32,41,30,132,85,25,28,37,30,0,12,26,19,32,23,46,60,5,8,1,8.03,Suffolk County,Massachusetts
1500000US250250008032,1391,350,155,102,250,141,203,111,318,165,224,144,15,30,83,87,25,40,29,45,63,53,26,38,0,12,2,8.03,Suffolk County,Massachusetts
1500000US250250101031,422,166,12,25,114,93,39,27,51,43,47,41,19,18,66,44,9,10,7,9,21,24,37,34,0,12,1,101.03,Suffolk County,Massachusetts
1500000US250250101032,337,124,42,38,81,62,90,90,29,32,40,48,10,13,14,19,4,8,27,34,0,12,0,12,0,12,2,101.03,Suffolk County,Massachusetts
1500000US250250101033,583,133,63,39,131,63,95,36,92,48,42,33,17,21,60,59,0,12,13,17,20,25,20,20,30,30,3,101.03,Suffolk County,Massachusetts
1500000US250250101041,620,141,0,12,19,23,40,29,51,34,145,64,61,46,131,58,72,49,57,44,36,35,0,12,8,13,1,101.04,Suffolk County,Massachusetts
1500000US250250101042,1341,232,82,60,170,97,205,98,257,97,295,90,47,35,133,60,42,41,38,36,27,38,27,52,18,23,2,101.04,Suffolk County,Massachusetts
1500000US250250101043,614,185,16,18,10,20,73,42,160,111,149,89,6,9,54,35,38,30,32,28,57,47,19,21,0,12,3,101.04,Suffolk County,Massachusetts
1500000US250250102031,402,172,12,17,18,27,8,14,18,27,127,117,13,22,66,51,28,32,7,12,73,85,32,34,0,12,1,102.03,Suffolk County,Massachusetts
1500000US250250102032,910,183,0,12,73,53,173,94,146,97,125,74,26,31,112,63,42,36,96,62,86,55,31,35,0,12,2,102.03,Suffolk County,Massachusetts
1500000US250250102033,944,203,0,12,130,93,79,53,93,59,234,116,128,86,190,146,43,40,37,40,0,12,10,14,0,12,3,102.03,Suffolk County,Massachusetts
1500000US250250102034,217,109,0,12,0,12,18,29,74,44,24,38,0,12,39,43,0,12,0,12,62,44,0,12,0,12,4,102.03,Suffolk County,Massachusetts
1500000US250250102041,521,150,0,12,171,95,82,50,92,49,45,27,11,18,51,40,0,12,0,12,28,35,37,39,4,8,1,102.04,Suffolk County,Massachusetts
1500000US250250102042,662,186,0,12,158,86,138,71,70,63,92,57,23,22,108,49,6,13,7,14,36,40,21,19,3,8,2,102.04,Suffolk County,Massachusetts
1500000US250250102043,378,104,0,12,21,25,27,24,36,29,73,51,15,16,65,54,20,19,32,25,23,25,66,62,0,12,3,102.04,Suffolk County,Massachusetts
1500000US250250103001,491,110,41,40,121,56,77,44,49,35,66,35,0,12,75,43,7,13,12,18,27,21,0,12,16,33,1,103,Suffolk County,Massachusetts
1500000US250250103002,1792,243,156,95,639,140,377,104,180,58,124,63,50,32,107,58,29,36,31,27,47,26,47,28,5,7,2,103,Suffolk County,Massachusetts
1500000US250250104031,322,116,14,30,31,34,28,44,79,63,55,41,0,12,33,38,21,25,29,42,20,31,12,19,0,12,1,104.03,Suffolk County,Massachusetts
1500000US250250104032,506,129,19,29,34,41,74,69,120,88,19,31,84,65,63,58,16,25,0,12,60,43,17,28,0,12,2,104.03,Suffolk County,Massachusetts
1500000US250250104033,628,167,0,12,0,12,36,57,189,135,110,91,11,19,99,73,24,36,18,28,14,25,80,62,47,41,3,104.03,Suffolk County,Massachusetts
1500000US250250104041,944,173,27,28,51,60,129,60,145,81,134,90,43,35,193,94,32,37,23,21,47,37,105,67,15,20,1,104.04,Suffolk County,Massachusetts
1500000US250250104042,576,180,95,51,175,89,97,86,50,47,31,28,24,26,68,38,3,6,5,8,4,6,19,24,5,9,2,104.04,Suffolk County,Massachusetts
1500000US250250104043,533,133,33,32,111,51,109,78,42,37,53,34,29,24,108,62,0,12,3,7,41,39,4,6,0,12,3,104.04,Suffolk County,Massachusetts
1500000US250250104051,1381,213,137,80,279,88,176,65,145,61,180,73,49,39,152,75,37,33,29,26,108,73,71,38,18,25,1,104.05,Suffolk County,Massachusetts
1500000US250250104052,1002,139,83,55,188,69,173,71,138,66,58,34,45,36,122,58,40,30,57,37,44,33,39,30,15,15,2,104.05,Suffolk County,Massachusetts
1500000US250250104053,244,114,11,15,88,109,18,23,9,15,5,8,15,13,60,36,0,12,18,16,0,12,20,20,0,12,3,104.05,Suffolk County,Massachusetts
1500000US250250104081,1006,98,0,12,28,19,131,59,176,51,163,45,34,31,209,54,57,32,53,26,66,32,83,41,6,7,1,104.08,Suffolk County,Massachusetts
1500000US250250105001,359,144,11,22,54,48,64,53,9,11,23,19,92,86,28,20,0,12,30,38,0,12,36,37,12,20,1,105,Suffolk County,Massachusetts
1500000US250250105002,519,156,8,12,5,7,6,11,145,82,76,42,34,37,129,75,50,58,6,10,46,51,6,10,8,13,2,105,Suffolk County,Massachusetts
1500000US250250105003,675,140,36,44,34,39,80,58,177,79,115,55,94,64,58,43,11,15,24,23,30,36,0,12,16,18,3,105,Suffolk County,Massachusetts
1500000US250250106001,1220,238,52,84,104,59,167,86,190,73,261,113,82,79,237,104,41,52,24,37,29,34,33,40,0,12,1,106,Suffolk County,Massachusetts
1500000US250250106002,534,187,35,63,44,61,82,64,33,34,80,63,56,43,113,72,46,47,12,20,33,35,0,12,0,12,2,106,Suffolk County,Massachusetts
1500000US250250107011,704,134,26,23,88,44,89,52,83,49,105,47,35,34,63,42,70,38,0,12,100,74,20,25,25,42,1,107.01,Suffolk County,Massachusetts
1500000US250250107012,506,116,0,12,33,39,58,37,97,49,74,41,53,38,86,62,9,14,41,29,51,47,4,8,0,12,2,107.01,Suffolk County,Massachusetts
1500000US250250107013,548,128,32,37,70,52,37,29,100,70,105,47,49,40,75,40,3,7,4,7,22,26,25,39,26,28,3,107.01,Suffolk County,Massachusetts
1500000US250250107021,603,139,0,12,42,33,96,53,113,72,60,32,109,62,82,50,23,23,35,37,19,22,0,12,24,22,1,107.02,Suffolk County,Massachusetts
1500000US250250107022,545,110,13,12,50,34,87,56,108,54,129,68,46,47,88,43,0,12,0,12,24,21,0,12,0,12,2,107.02,Suffolk County,Massachusetts
1500000US250250107023,477,114,0,12,33,25,69,46,80,46,62,39,16,17,105,62,25,27,22,18,36,29,21,21,8,12,3,107.02,Suffolk County,Massachusetts
1500000US250250108011,421,136,22,27,67,60,49,37,45,41,40,36,26,32,134,80,5,10,18,18,0,12,7,13,8,13,1,108.01,Suffolk County,Massachusetts
1500000US250250108012,744,156,22,35,19,15,171,97,62,48,255,95,42,27,75,43,49,33,11,19,5,9,33,39,0,12,2,108.01,Suffolk County,Massachusetts
1500000US250250108013,595,123,0,12,5,8,159,65,60,45,131,73,43,37,98,50,0,12,26,30,51,30,22,25,0,12,3,108.01,Suffolk County,Massachusetts
1500000US250250108021,693,141,50,74,45,28,88,54,123,74,126,54,25,24,96,62,37,39,16,19,79,54,8,13,0,12,1,108.02,Suffolk County,Massachusetts
1500000US250250108022,995,191,62,57,62,36,188,95,87,54,160,73,51,38,222,105,70,58,10,15,50,35,33,26,0,12,2,108.02,Suffolk County,Massachusetts
1500000US250250108023,333,82,0,12,13,15,76,39,44,36,66,51,25,27,42,27,38,27,19,21,10,15,0,12,0,12,3,108.02,Suffolk County,Massachusetts
1500000US250250201011,473,194,0,12,0,12,43,48,62,58,41,59,125,140,105,103,0,12,0,12,21,34,57,62,19,30,1,201.01,Suffolk County,Massachusetts
1500000US250250201012,531,219,0,12,61,100,20,31,35,41,87,89,33,35,144,126,69,68,0,12,74,81,0,12,8,19,2,201.01,Suffolk County,Massachusetts
1500000US250250201013,904,221,36,52,150,121,170,79,144,82,176,96,0,12,112,92,72,91,0,12,25,42,0,12,19,30,3,201.01,Suffolk County,Massachusetts
1500000US250250201014,923,275,0,12,63,49,186,210,85,88,115,69,64,51,244,154,13,24,22,35,131,95,0,12,0,12,4,201.01,Suffolk County,Massachusetts
1500000US250250202001,981,229,97,79,51,61,51,49,225,142,155,96,65,53,172,100,0,12,27,42,101,99,25,29,12,20,1,202,Suffolk County,Massachusetts
1500000US250250202002,933,160,29,34,163,88,66,51,208,91,159,74,40,34,120,99,18,27,0,12,75,70,55,74,0,12,2,202,Suffolk County,Massachusetts
1500000US250250202003,877,215,15,24,107,80,12,19,180,98,229,117,74,62,148,104,0,12,47,55,37,35,28,28,0,12,3,202,Suffolk County,Massachusetts
1500000US250250203011,34,38,0,12,11,22,12,22,0,12,0,12,0,12,11,21,0,12,0,12,0,12,0,12,0,12,1,203.01,Suffolk County,Massachusetts
1500000US250250203012,1397,207,152,115,144,56,97,70,160,87,258,130,145,75,230,107,13,15,84,64,85,72,29,27,0,12,2,203.01,Suffolk County,Massachusetts
1500000US250250203021,758,125,4,8,64,38,145,74,175,72,105,51,54,27,105,45,32,27,14,22,16,20,35,29,9,13,1,203.02,Suffolk County,Massachusetts
1500000US250250203031,696,149,50,60,62,46,27,32,90,61,209,84,86,64,87,48,20,21,33,30,0,12,22,24,10,16,1,203.03,Suffolk County,Massachusetts
1500000US250250203032,376,106,16,20,10,15,83,87,81,42,38,29,34,33,37,26,12,17,29,26,6,9,21,22,9,14,2,203.03,Suffolk County,Massachusetts
1500000US250250203033,694,173,30,37,103,53,111,56,116,55,91,62,29,26,92,64,54,69,9,14,49,40,10,17,0,12,3,203.03,Suffolk County,Massachusetts
1500000US250250301001,1112,230,32,40,36,32,160,118,190,87,193,171,84,58,127,65,9,14,87,54,87,68,96,110,11,20,1,301,Suffolk County,Massachusetts
1500000US250250301002,579,134,8,13,54,12,40,35,74,45,99,68,58,56,163,96,27,28,12,19,38,28,6,10,0,12,2,301,Suffolk County,Massachusetts
1500000US250250302001,1251,168,55,47,65,41,84,62,350,120,166,79,140,63,174,101,40,36,27,22,65,45,77,37,8,12,1,302,Suffolk County,Massachusetts
1500000US250250303001,1115,235,18,28,86,84,290,114,216,122,145,110,95,100,88,55,37,34,0,12,48,45,25,39,67,62,1,303,Suffolk County,Massachusetts
1500000US250250303002,714,263,26,19,65,47,65,53,305,227,72,60,46,73,60,74,19,44,0,12,37,53,11,18,8,19,2,303,Suffolk County,Massachusetts
1500000US250250303003,598,177,46,41,120,71,125,95,57,47,69,69,10,19,128,81,0,12,7,17,15,22,0,12,21,27,3,303,Suffolk County,Massachusetts
1500000US250250303004,539,175,39,61,112,81,114,71,64,41,76,76,10,17,21,32,49,74,15,25,39,46,0,12,0,12,4,303,Suffolk County,Massachusetts
1500000US250250304001,1075,231,0,12,46,52,123,60,82,39,282,101,95,59,241,123,13,20,19,21,132,63,21,20,21,26,1,304,Suffolk County,Massachusetts
1500000US250250304002,969,155,10,15,127,77,88,42,101,51,162,70,217,118,181,85,12,19,20,22,30,27,21,17,0,12,2,304,Suffolk County,Massachusetts
1500000US250250305001,331,79,28,41,24,26,53,37,89,41,90,42,0,12,13,14,17,14,0,12,17,18,0,12,0,12,1,305,Suffolk County,Massachusetts
1500000US250250305002,805,138,48,44,37,36,58,47,174,71,184,61,21,32,173,75,8,12,0,12,48,43,45,40,9,15,2,305,Suffolk County,Massachusetts
1500000US250250305003,703,172,15,21,18,30,112,54,89,49,141,57,50,44,152,77,18,20,40,34,59,37,0,12,9,15,3,305,Suffolk County,Massachusetts
1500000US250250401001,553,114,14,16,0,12,79,53,128,61,98,53,51,45,94,43,8,13,7,11,9,14,40,32,25,26,1,401,Suffolk County,Massachusetts
1500000US250250401002,1007,173,4,7,39,56,147,65,131,72,168,93,50,29,205,107,103,60,47,52,47,33,56,33,10,15,2,401,Suffolk County,Massachusetts
1500000US250250402001,231,121,0,12,7,10,0,12,5,7,10,12,7,10,25,31,7,10,8,12,6,11,146,108,10,14,1,402,Suffolk County,Massachusetts
1500000US250250402002,542,111,5,7,39,32,50,38,59,30,94,42,38,29,97,45,51,40,20,24,42,32,47,34,0,12,2,402,Suffolk County,Massachusetts
1500000US250250403001,262,110,0,12,0,12,0,12,0,12,55,69,0,12,82,63,0,12,9,14,44,52,72,69,0,12,1,403,Suffolk County,Massachusetts
1500000US250250403002,887,167,19,21,9,15,33,30,102,73,156,71,22,24,253,88,78,49,10,15,141,57,53,38,11,16,2,403,Suffolk County,Massachusetts
1500000US250250403003,394,93,0,12,8,14,28,26,32,33,21,23,70,55,98,53,25,22,40,31,47,39,15,25,10,15,3,403,Suffolk County,Massachusetts
1500000US250250403004,523,135,0,12,0,12,31,27,122,73,124,57,37,30,20,22,56,59,32,29,101,62,0,12,0,12,4,403,Suffolk County,Massachusetts
1500000US250250403005,439,99,10,17,31,37,9,14,59,35,63,56,19,20,83,52,13,20,30,29,101,57,21,23,0,12,5,403,Suffolk County,Massachusetts
1500000US250250404011,1069,188,30,38,0,12,51,59,226,137,227,99,36,31,221,100,8,12,122,88,109,80,39,47,0,12,1,404.01,Suffolk County,Massachusetts
1500000US250250404012,398,126,0,12,10,17,16,22,19,22,87,70,61,56,78,38,0,12,82,56,37,29,8,13,0,12,2,404.01,Suffolk County,Massachusetts
1500000US250250406001,873,175,0,12,7,11,29,27,121,83,190,71,51,30,155,64,57,57,77,84,82,50,79,70,25,40,1,406,Suffolk County,Massachusetts
1500000US250250406002,1348,258,10,16,24,19,100,68,181,121,259,100,163,86,337,107,81,61,25,24,87,46,74,67,7,11,2,406,Suffolk County,Massachusetts
1500000US250250408011,325,113,0,12,15,23,55,62,50,43,41,42,13,23,61,60,33,35,0,12,16,24,32,31,9,14,1,408.01,Suffolk County,Massachusetts
1500000US250250408012,339,159,0,12,0,12,32,29,4,8,109,124,20,33,99,55,6,8,0,12,11,18,58,50,0,12,2,408.01,Suffolk County,Massachusetts
1500000US250250408013,1478,191,0,12,65,42,114,73,119,51,230,87,59,36,449,128,104,58,57,41,107,51,149,96,25,24,3,408.01,Suffolk County,Massachusetts
1500000US250250501011,883,258,0,12,66,62,9,15,244,129,74,55,9,15,108,91,51,47,111,87,128,81,83,80,0,12,1,501.01,Suffolk County,Massachusetts
1500000US250250501012,550,175,14,21,28,42,59,52,92,58,69,53,0,12,87,66,66,65,33,54,34,33,68,86,0,12,2,501.01,Suffolk County,Massachusetts
1500000US250250501013,990,269,0,12,10,17,89,60,90,70,60,35,55,55,321,169,83,54,88,70,105,83,89,64,0,12,3,501.01,Suffolk County,Massachusetts
1500000US250250502001,1162,388,0,12,92,80,87,61,80,67,88,71,17,24,263,121,40,47,61,63,205,104,229,162,0,12,1,502,Suffolk County,Massachusetts
1500000US250250502002,682,228,0,12,37,47,53,63,76,75,179,78,72,88,63,59,26,41,36,34,47,42,93,65,0,12,2,502,Suffolk County,Massachusetts
1500000US250250502003,597,258,0,12,0,12,44,45,60,53,93,66,33,50,63,57,13,20,71,77,105,117,94,75,21,26,3,502,Suffolk County,Massachusetts
1500000US250250502004,873,337,0,12,0,12,0,12,13,20,164,134,87,68,131,74,0,12,25,40,210,137,216,115,27,43,4,502,Suffolk County,Massachusetts
1500000US250250503001,379,120,28,38,34,35,29,21,93,60,58,49,15,20,40,39,15,23,46,60,10,14,11,16,0,12,1,503,Suffolk County,Massachusetts
1500000US250250503002,335,87,0,12,0,12,16,16,53,34,33,28,17,17,124,51,15,17,6,9,37,31,27,20,7,10,2,503,Suffolk County,Massachusetts
1500000US250250504001,418,149,0,12,21,25,43,42,71,50,44,34,45,39,125,59,7,11,27,25,19,24,16,24,0,12,1,504,Suffolk County,Massachusetts
1500000US250250504002,1276,232,0,12,49,50,55,34,253,96,115,61,131,54,249,92,57,43,142,80,59,33,96,78,70,56,2,504,Suffolk County,Massachusetts
1500000US250250505001,1457,203,29,29,27,27,64,40,249,94,157,62,116,74,368,129,27,23,77,43,183,70,132,53,28,27,1,505,Suffolk County,Massachusetts
1500000US250250506001,780,179,0,12,45,41,21,31,88,56,101,57,60,53,212,93,7,14,62,56,56,44,72,53,56,44,1,506,Suffolk County,Massachusetts
1500000US250250506002,836,255,0,12,60,45,67,49,81,57,141,87,58,48,228,97,12,19,15,24,90,49,66,59,18,20,2,506,Suffolk County,Massachusetts
1500000US250250507001,1475,283,0,12,20,32,12,19,157,120,191,120,43,46,556,212,148,125,49,45,133,116,158,98,8,14,1,507,Suffolk County,Massachusetts
1500000US250250507002,817,260,11,17,35,40,21,23,95,57,59,57,78,57,246,128,0,12,44,52,87,85,100,89,41,39,2,507,Suffolk County,Massachusetts
1500000US250250507003,722,298,0,12,0,12,23,37,154,93,186,156,64,63,72,64,0,12,105,85,63,66,47,36,8,13,3,507,Suffolk County,Massachusetts
1500000US250250509011,960,286,8,13,11,16,15,17,71,67,93,53,58,61,323,190,47,47,116,80,47,78,148,157,23,36,1,509.01,Suffolk County,Massachusetts
1500000US250250509012,1022,186,0,12,24,32,33,28,213,118,86,47,45,40,130,83,49,42,116,68,77,64,192,92,57,64,2,509.01,Suffolk County,Massachusetts
