"GEO_ID","NAME","B08303_001E","B08303_001M","B08303_002E","B08303_002M","B08303_003E","B08303_003M","B08303_004E","B08303_004M","B08303_005E","B08303_005M","B08303_006E","B08303_006M","B08303_007E","B08303_007M","B08303_008E","B08303_008M","B08303_009E","B08303_009M","B08303_010E","B08303_010M","B08303_011E","B08303_011M","B08303_012E","B08303_012M","B08303_013E","B08303_013M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than 5 minutes","Margin of Error!!Total:!!Less than 5 minutes","Estimate!!Total:!!5 to 9 minutes","Margin of Error!!Total:!!5 to 9 minutes","Estimate!!Total:!!10 to 14 minutes","Margin of Error!!Total:!!10 to 14 minutes","Estimate!!Total:!!15 to 19 minutes","Margin of Error!!Total:!!15 to 19 minutes","Estimate!!Total:!!20 to 24 minutes","Margin of Error!!Total:!!20 to 24 minutes","Estimate!!Total:!!25 to 29 minutes","Margin of Error!!Total:!!25 to 29 minutes","Estimate!!Total:!!30 to 34 minutes","Margin of Error!!Total:!!30 to 34 minutes","Estimate!!Total:!!35 to 39 minutes","Margin of Error!!Total:!!35 to 39 minutes","Estimate!!Total:!!40 to 44 minutes","Margin of Error!!Total:!!40 to 44 minutes","Estimate!!Total:!!45 to 59 minutes","Margin of Error!!Total:!!45 to 59 minutes","Estimate!!Total:!!60 to 89 minutes","Margin of Error!!Total:!!60 to 89 minutes","Estimate!!Total:!!90 or more minutes","Margin of Error!!Total:!!90 or more minutes",
"1500000US250250203041","Block Group 1; Census Tract 203.04; Suffolk County; Massachusetts","528","173","0","14","19","32","79","64","47","45","124","75","44","43","138","85","45","57","0","14","7","12","25","29","0","14",
"1500000US250250203042","Block Group 2; Census Tract 203.04; Suffolk County; Massachusetts","137","117","0","14","0","14","55","61","0","14","19","21","10","18","28","45","0","14","25","39","0","14","0","14","0","14",
"1500000US250250203051","Block Group 1; Census Tract 203.05; Suffolk County; Massachusetts","680","311","0","14","45","71","15","25","37","43","46","50","117","76","290","234","0","14","0","14","122","124","8","14","0","14",
"1500000US250250203052","Block Group 2; Census Tract 203.05; Suffolk County; Massachusetts","1120","219","62","68","80","57","40","40","296","152","244","138","62","80","249","114","12","19","18","23","57","53","0","14","0","14",
"1500000US250250301001","Block Group 1; Census Tract 301; Suffolk County; Massachusetts","687","188","0","14","54","56","62","46","198","119","155","62","92","52","46","42","0","14","16","17","6","10","58","51","0","14",
"1500000US250250301002","Block Group 2; Census Tract 301; Suffolk County; Massachusetts","586","182","20","22","48","76","45","29","133","70","41","27","43","39","103","63","19","23","88","136","37","27","0","14","9","15",
"1500000US250250302001","Block Group 1; Census Tract 302; Suffolk County; Massachusetts","659","304","9","15","8","12","133","111","66","50","56","45","76","87","98","74","7","12","64","104","105","123","37","42","0","14",
"1500000US250250302002","Block Group 2; Census Tract 302; Suffolk County; Massachusetts","428","126","7","13","9","8","104","79","111","65","77","49","7","12","69","48","21","21","0","14","16","27","7","13","0","14",
"1500000US250250303011","Block Group 1; Census Tract 303.01; Suffolk County; Massachusetts","420","141","17","27","56","43","58","45","51","39","32","44","30","33","122","73","27","32","3","6","0","14","19","24","5","10",
"1500000US250250303012","Block Group 2; Census Tract 303.01; Suffolk County; Massachusetts","83","60","0","14","0","14","0","14","0","14","37","32","5","8","0","14","0","14","0","14","21","24","11","19","9","15",
"1500000US250250303021","Block Group 1; Census Tract 303.02; Suffolk County; Massachusetts","1021","230","30","24","215","111","222","108","129","74","81","51","32","36","194","94","0","14","24","23","31","40","25","45","38","47",
"1500000US250250304001","Block Group 1; Census Tract 304; Suffolk County; Massachusetts","187","100","43","67","0","14","0","14","12","14","33","42","19","29","5","8","38","40","0","14","37","35","0","14","0","14",
"1500000US250250304002","Block Group 2; Census Tract 304; Suffolk County; Massachusetts","507","152","25","28","19","31","89","65","52","39","63","53","71","57","38","27","25","43","70","53","29","28","19","23","7","11",
"1500000US250250304003","Block Group 3; Census Tract 304; Suffolk County; Massachusetts","529","282","47","54","0","14","240","264","49","32","13","12","43","39","71","43","0","14","28","32","10","16","28","25","0","14",
"1500000US250250304004","Block Group 4; Census Tract 304; Suffolk County; Massachusetts","827","341","50","59","40","46","252","292","70","51","40","42","112","118","193","139","0","14","0","14","34","37","20","30","16","24",
"1500000US250250305001","Block Group 1; Census Tract 305; Suffolk County; Massachusetts","253","84","29","38","6","21","1","11","22","21","62","41","28","32","38","36","21","25","29","31","17","19","0","14","0","14",
"1500000US250250305002","Block Group 2; Census Tract 305; Suffolk County; Massachusetts","537","136","41","52","20","33","9","12","84","62","142","83","37","34","79","39","13","15","0","14","41","34","63","50","8","14",
"1500000US250250305003","Block Group 3; Census Tract 305; Suffolk County; Massachusetts","486","116","0","14","41","47","10","13","56","58","47","39","39","26","132","56","10","15","69","54","63","42","19","19","0","14",
"1500000US250250401001","Block Group 1; Census Tract 401; Suffolk County; Massachusetts","470","144","1","2","0","14","57","48","50","53","128","69","46","56","63","38","22","32","0","14","103","59","0","14","0","14",
"1500000US250250401002","Block Group 2; Census Tract 401; Suffolk County; Massachusetts","705","174","0","14","19","23","59","50","70","52","163","86","95","60","126","71","54","40","9","14","58","52","44","47","8","12",
"1500000US250250402001","Block Group 1; Census Tract 402; Suffolk County; Massachusetts","332","85","0","14","0","14","48","35","74","54","48","41","11","16","71","59","0","14","0","14","26","25","54","31","0","14",
"1500000US250250402002","Block Group 2; Census Tract 402; Suffolk County; Massachusetts","411","118","0","14","16","25","0","14","51","29","55","26","28","19","178","107","27","18","9","11","35","20","12","14","0","14",
"1500000US250250403001","Block Group 1; Census Tract 403; Suffolk County; Massachusetts","281","201","0","14","0","14","39","49","0","14","48","70","58","94","54","67","0","14","34","54","0","14","13","21","35","54",
"1500000US250250403002","Block Group 2; Census Tract 403; Suffolk County; Massachusetts","859","283","42","64","0","14","64","87","87","39","72","54","38","42","181","113","24","26","88","82","253","153","10","16","0","14",
"1500000US250250403003","Block Group 3; Census Tract 403; Suffolk County; Massachusetts","371","155","2","8","4","14","0","14","29","31","55","48","43","35","80","53","70","56","28","45","60","58","0","14","0","14",
"1500000US250250403004","Block Group 4; Census Tract 403; Suffolk County; Massachusetts","312","135","0","14","9","21","11","17","25","28","40","36","19","20","87","65","0","14","0","14","101","74","10","16","10","15",
"1500000US250250403005","Block Group 5; Census Tract 403; Suffolk County; Massachusetts","637","240","0","14","0","14","31","38","33","51","211","108","30","46","207","113","30","46","9","13","79","66","7","12","0","14",
"1500000US250250404011","Block Group 1; Census Tract 404.01; Suffolk County; Massachusetts","1059","197","21","35","137","142","8","13","97","63","117","70","76","49","365","122","48","40","47","39","54","54","69","68","20","23",
"1500000US250250404012","Block Group 2; Census Tract 404.01; Suffolk County; Massachusetts","275","108","8","14","16","19","15","17","18","22","18","20","46","47","86","57","34","43","9","13","25","24","0","14","0","14",
"1500000US250250406001","Block Group 1; Census Tract 406; Suffolk County; Massachusetts","988","262","0","14","10","16","99","59","36","32","132","74","56","39","258","114","32","27","93","72","197","117","68","60","7","10",
"1500000US250250406002","Block Group 2; Census Tract 406; Suffolk County; Massachusetts","1124","251","0","14","12","18","86","66","110","62","151","67","233","116","353","115","24","25","24","22","80","56","34","34","17","27",
"1500000US250250408011","Block Group 1; Census Tract 408.01; Suffolk County; Massachusetts","330","175","0","14","18","24","177","146","0","14","19","32","0","14","47","59","0","14","53","82","0","14","16","29","0","14",
"1500000US250250408012","Block Group 2; Census Tract 408.01; Suffolk County; Massachusetts","354","173","0","14","0","14","45","38","0","14","13","22","10","18","140","86","58","83","7","14","43","39","38","42","0","14",
"1500000US250250408013","Block Group 3; Census Tract 408.01; Suffolk County; Massachusetts","1275","265","18","22","79","55","82","55","222","119","207","108","100","52","179","88","73","68","78","75","127","68","102","93","8","14",
"1500000US250250501011","Block Group 1; Census Tract 501.01; Suffolk County; Massachusetts","1204","441","0","14","37","43","41","45","125","126","212","106","104","92","121","136","39","43","93","117","160","90","235","160","37","60",
"1500000US250250501012","Block Group 2; Census Tract 501.01; Suffolk County; Massachusetts","451","139","0","14","50","46","80","61","74","57","44","52","0","14","48","58","0","14","11","17","12","46","67","44","65","52",
"1500000US250250501013","Block Group 3; Census Tract 501.01; Suffolk County; Massachusetts","788","305","0","14","49","63","40","50","139","79","88","76","11","16","240","133","32","25","49","68","10","15","130","85","0","14",
"1500000US250250502001","Block Group 1; Census Tract 502; Suffolk County; Massachusetts","1063","315","7","17","29","36","52","52","124","145","103","59","105","73","200","120","0","14","111","73","91","81","196","111","45","38",
"1500000US250250502002","Block Group 2; Census Tract 502; Suffolk County; Massachusetts","754","303","0","14","29","46","26","50","63","97","96","91","28","39","174","91","6","9","187","222","78","68","67","68","0","14",
"1500000US250250502003","Block Group 3; Census Tract 502; Suffolk County; Massachusetts","275","114","0","14","0","14","34","57","29","29","41","74","38","40","81","59","0","14","36","39","9","14","0","14","7","11",
"1500000US250250502004","Block Group 4; Census Tract 502; Suffolk County; Massachusetts","413","190","0","14","8","12","15","24","35","49","43","46","0","14","174","166","34","52","8","12","21","34","51","50","24","40",
"1500000US250250503001","Block Group 1; Census Tract 503; Suffolk County; Massachusetts","841","260","0","14","13","20","33","38","64","47","165","131","138","81","187","86","0","14","94","80","98","68","48","46","1","3",
"1500000US250250503002","Block Group 2; Census Tract 503; Suffolk County; Massachusetts","237","97","0","14","0","14","30","26","47","71","17","16","0","14","71","60","0","14","10","20","34","42","28","28","0","14",
"1500000US250250503003","Block Group 3; Census Tract 503; Suffolk County; Massachusetts","435","141","30","44","90","87","28","31","32","36","124","76","41","40","90","56","0","14","0","14","0","14","0","14","0","14",
"1500000US250250504001","Block Group 1; Census Tract 504; Suffolk County; Massachusetts","215","171","0","14","0","14","20","31","22","25","14","23","22","37","51","57","0","14","27","42","59","53","0","14","0","14",
"1500000US250250504002","Block Group 2; Census Tract 504; Suffolk County; Massachusetts","766","159","0","14","10","16","0","14","108","55","120","59","105","51","203","92","47","42","36","31","121","78","16","26","0","14",
"1500000US250250505001","Block Group 1; Census Tract 505; Suffolk County; Massachusetts","1177","186","11","11","80","49","46","38","50","35","162","72","107","54","277","121","54","38","112","57","164","75","114","63","0","14",
"1500000US250250505002","Block Group 2; Census Tract 505; Suffolk County; Massachusetts","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US250250506001","Block Group 1; Census Tract 506; Suffolk County; Massachusetts","924","330","15","20","11","14","54","95","93","65","147","90","113","65","233","178","46","26","67","44","62","35","14","14","69","90",
"1500000US250250506002","Block Group 2; Census Tract 506; Suffolk County; Massachusetts","351","113","0","14","2","3","34","33","71","46","52","65","7","11","45","32","0","14","6","10","88","58","46","34","0","14",
"1500000US250250507001","Block Group 1; Census Tract 507; Suffolk County; Massachusetts","932","285","0","14","89","79","68","53","15","26","185","143","56","47","237","120","0","14","15","26","119","85","148","118","0","14",
"1500000US250250507002","Block Group 2; Census Tract 507; Suffolk County; Massachusetts","640","280","0","14","0","14","67","62","39","42","59","55","54","37","275","225","0","14","29","29","20","22","97","93","0","14",
"1500000US250250507003","Block Group 3; Census Tract 507; Suffolk County; Massachusetts","1000","416","26","41","30","48","30","49","30","45","121","73","12","19","362","201","32","36","64","67","109","85","83","89","101","103",
"1500000US250250509011","Block Group 1; Census Tract 509.01; Suffolk County; Massachusetts","964","474","0","14","0","14","122","124","70","79","100","102","91","78","100","119","144","175","159","195","88","88","90","73","0","14",
"1500000US250250509012","Block Group 2; Census Tract 509.01; Suffolk County; Massachusetts","804","293","0","14","7","11","33","41","66","50","69","86","83","81","224","126","0","14","22","28","222","156","78","77","0","14",
"1500000US250250509013","Block Group 3; Census Tract 509.01; Suffolk County; Massachusetts","391","209","0","14","66","66","0","14","5","8","195","186","0","14","64","98","16","19","26","42","0","14","19","29","0","14",
"1500000US250250510001","Block Group 1; Census Tract 510; Suffolk County; Massachusetts","1528","387","0","14","87","76","41","64","191","155","133","94","228","143","318","154","190","114","57","41","65","49","207","155","11","19",
"1500000US250250510002","Block Group 2; Census Tract 510; Suffolk County; Massachusetts","257","119","0","14","14","23","47","51","7","10","10","18","20","31","31","44","0","14","30","43","55","41","43","44","0","14",
"1500000US250250510003","Block Group 3; Census Tract 510; Suffolk County; Massachusetts","574","216","0","14","26","32","32","42","66","64","61","64","13","20","177","129","0","14","0","14","118","106","81","64","0","14",
"1500000US250250511011","Block Group 1; Census Tract 511.01; Suffolk County; Massachusetts","1058","444","0","14","0","14","89","106","156","121","66","74","42","70","248","205","40","64","241","189","145","130","31","29","0","14",
"1500000US250250511012","Block Group 2; Census Tract 511.01; Suffolk County; Massachusetts","1029","429","17","28","0","14","159","217","308","282","103","102","0","14","269","173","14","24","2","18","85","83","36","57","36","45",
"1500000US250250511013","Block Group 3; Census Tract 511.01; Suffolk County; Massachusetts","618","293","0","14","0","14","126","110","102","139","37","42","26","29","46","54","35","54","38","44","75","79","40","62","93","145",
"1500000US250250511014","Block Group 4; Census Tract 511.01; Suffolk County; Massachusetts","504","279","0","14","43","66","46","71","86","135","16","27","17","27","122","86","16","26","19","31","75","81","64","80","0","14",
"1500000US250250512001","Block Group 1; Census Tract 512; Suffolk County; Massachusetts","324","132","0","14","8","13","0","14","60","46","11","17","64","53","129","83","18","21","16","18","4","11","14","24","0","14",
"1500000US250250512002","Block Group 2; Census Tract 512; Suffolk County; Massachusetts","469","158","10","15","0","14","15","21","129","75","13","21","38","33","120","60","20","21","46","46","41","46","37","36","0","14",
"1500000US250250512003","Block Group 3; Census Tract 512; Suffolk County; Massachusetts","833","241","0","14","0","14","69","67","62","83","0","14","74","45","333","179","10","15","60","42","123","80","102","99","0","14",
"1500000US250250601011","Block Group 1; Census Tract 601.01; Suffolk County; Massachusetts","585","200","11","17","0","14","40","51","159","121","56","60","36","43","153","87","0","14","7","11","70","46","53","46","0","14",
"1500000US250250601012","Block Group 2; Census Tract 601.01; Suffolk County; Massachusetts","434","225","0","14","0","14","66","77","88","65","29","32","22","26","141","171","11","18","16","18","30","35","31","29","0","14",
"1500000US250250601013","Block Group 3; Census Tract 601.01; Suffolk County; Massachusetts","572","222","10","16","20","23","63","86","55","43","112","60","24","25","101","48","7","11","27","34","94","64","59","74","0","14",
"1500000US250250601014","Block Group 4; Census Tract 601.01; Suffolk County; Massachusetts","453","128","9","15","9","14","13","19","53","37","54","40","23","26","133","95","40","32","23","26","87","54","9","13","0","14",
"1500000US250250602001","Block Group 1; Census Tract 602; Suffolk County; Massachusetts","424","187","0","14","8","10","42","31","21","16","65","57","19","18","113","68","5","9","29","24","69","47","53","60","0","14",
"1500000US250250602002","Block Group 2; Census Tract 602; Suffolk County; Massachusetts","639","149","14","18","13","18","33","27","89","66","80","47","33","20","108","63","122","65","81","45","60","34","6","8","0","14",
"1500000US250250603011","Block Group 1; Census Tract 603.01; Suffolk County; Massachusetts","653","178","0","14","34","31","19","22","130","90","73","42","80","50","196","90","24","27","5","8","80","75","0","14","12","19",
"1500000US250250603012","Block Group 2; Census Tract 603.01; Suffolk County; Massachusetts","529","174","0","14","0","14","31","48","88","50","138","71","68","61","155","86","9","14","12","16","17","21","11","17","0","14",
"1500000US250250603013","Block Group 3; Census Tract 603.01; Suffolk County; Massachusetts","725","228","0","14","0","14","0","14","74","51","129","82","25","20","229","121","12","19","79","82","85","64","92","105","0","14",
"1500000US250250604001","Block Group 1; Census Tract 604; Suffolk County; Massachusetts","554","203","8","15","0","14","0","14","106","71","63","77","159","163","64","62","50","44","35","40","45","42","24","31","0","14",
"1500000US250250604002","Block Group 2; Census Tract 604; Suffolk County; Massachusetts","426","227","0","14","19","31","0","14","0","14","136","111","35","39","70","79","52","45","20","31","94","79","0","14","0","14",
"1500000US250250604003","Block Group 3; Census Tract 604; Suffolk County; Massachusetts","798","364","0","14","0","14","0","14","72","70","125","73","181","189","241","162","84","67","0","14","95","74","0","14","0","14",
"1500000US250250604004","Block Group 4; Census Tract 604; Suffolk County; Massachusetts","606","314","0","14","0","14","0","14","15","26","168","130","0","14","140","140","54","88","0","14","205","157","24","33","0","14",
"1500000US250250604005","Block Group 5; Census Tract 604; Suffolk County; Massachusetts","382","217","0","14","0","14","11","20","46","45","31","35","55","84","105","87","19","32","35","41","0","14","80","94","0","14",
"1500000US250250605011","Block Group 1; Census Tract 605.01; Suffolk County; Massachusetts","226","157","16","27","0","14","0","14","0","14","94","96","61","101","14","24","0","14","27","47","0","14","14","24","0","14",
"1500000US250250605012","Block Group 2; Census Tract 605.01; Suffolk County; Massachusetts","463","257","0","14","0","14","125","127","0","14","101","81","24","35","75","72","44","52","94","137","0","14","0","14","0","14",
"1500000US250250605013","Block Group 3; Census Tract 605.01; Suffolk County; Massachusetts","553","194","0","14","0","14","13","22","67","69","136","113","59","73","130","119","38","60","46","56","48","45","16","26","0","14",
"1500000US250250605014","Block Group 4; Census Tract 605.01; Suffolk County; Massachusetts","717","399","0","14","77","83","0","14","158","170","196","157","133","204","84","64","0","14","0","14","0","14","69","74","0","14",
"1500000US250250605015","Block Group 5; Census Tract 605.01; Suffolk County; Massachusetts","653","201","12","20","57","69","0","14","77","71","173","142","79","61","174","114","0","14","17","28","38","58","26","41","0","14",
"1500000US250250606011","Block Group 1; Census Tract 606.01; Suffolk County; Massachusetts","1142","319","0","14","0","14","60","60","56","35","204","91","127","69","232","130","29","28","37","26","39","34","277","196","81","79",
"1500000US250250606021","Block Group 1; Census Tract 606.02; Suffolk County; Massachusetts","255","148","0","14","5","8","122","103","47","48","33","38","0","14","24","41","0","14","11","17","13","21","0","14","0","14",
"1500000US250250606031","Block Group 1; Census Tract 606.03; Suffolk County; Massachusetts","775","186","41","58","44","43","135","89","127","89","108","61","74","57","51","40","54","45","28","20","78","59","20","23","15","23",
"1500000US250250606041","Block Group 1; Census Tract 606.04; Suffolk County; Massachusetts","1044","220","14","23","142","75","89","66","164","111","226","134","13","20","96","72","78","88","58","60","119","95","28","32","17","25",
"1500000US250250606042","Block Group 2; Census Tract 606.04; Suffolk County; Massachusetts","700","226","0","14","149","151","52","41","138","77","9","16","18","20","146","114","50","47","39","51","73","55","26","32","0","14",
"1500000US250250607001","Block Group 1; Census Tract 607; Suffolk County; Massachusetts","371","145","0","14","0","14","35","37","46","40","13","21","0","14","82","46","0","14","21","25","69","46","89","104","16","25",
"1500000US250250607002","Block Group 2; Census Tract 607; Suffolk County; Massachusetts","194","74","0","14","0","14","14","21","43","43","24","22","15","25","48","37","0","14","27","32","11","11","5","8","7","10",
"1500000US250250608001","Block Group 1; Census Tract 608; Suffolk County; Massachusetts","610","147","0","14","183","26","15","24","86","83","22","25","20","25","195","33","68","61","9","15","12","21","0","14","0","14",
"1500000US250250608002","Block Group 2; Census Tract 608; Suffolk County; Massachusetts","466","212","0","14","16","25","2","5","49","42","85","72","14","22","201","118","14","22","16","29","38","61","31","36","0","14",
"1500000US250250608003","Block Group 3; Census Tract 608; Suffolk County; Massachusetts","613","250","0","14","27","31","56","85","107","83","92","54","150","182","97","92","19","32","7","11","45","34","13","20","0","14",
"1500000US250250608004","Block Group 4; Census Tract 608; Suffolk County; Massachusetts","1017","308","51","82","35","59","66","71","87","84","94","75","136","105","303","180","51","42","0","14","34","40","113","61","47","74",
"1500000US250250610001","Block Group 1; Census Tract 610; Suffolk County; Massachusetts","1073","363","0","14","86","95","47","44","101","61","205","177","230","110","106","57","17","22","23","28","258","139","0","14","0","14",
"1500000US250250610002","Block Group 2; Census Tract 610; Suffolk County; Massachusetts","247","110","0","14","24","29","36","43","10","21","0","14","47","61","118","61","0","14","0","14","12","21","0","14","0","14",
"1500000US250250610003","Block Group 3; Census Tract 610; Suffolk County; Massachusetts","169","94","0","14","0","14","0","14","0","14","36","49","0","14","24","28","0","14","0","14","72","65","37","50","0","14",
"1500000US250250611011","Block Group 1; Census Tract 611.01; Suffolk County; Massachusetts","436","177","0","14","11","18","28","29","60","78","115","91","47","63","80","49","0","14","26","29","50","66","19","21","0","14",
"1500000US250250611012","Block Group 2; Census Tract 611.01; Suffolk County; Massachusetts","500","168","0","14","0","14","23","35","54","42","50","52","0","14","185","104","21","26","29","33","56","49","78","65","4","8",
"1500000US250250612011","Block Group 1; Census Tract 612.01; Suffolk County; Massachusetts","681","202","0","14","0","14","63","63","56","61","201","132","73","51","77","68","96","85","53","58","45","47","17","28","0","14",
"1500000US250250612021","Block Group 1; Census Tract 612.02; Suffolk County; Massachusetts","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US250250612031","Block Group 1; Census Tract 612.03; Suffolk County; Massachusetts","1314","316","59","92","0","14","36","30","171","76","353","117","265","251","220","87","103","71","35","32","56","52","16","24","0","14",
"1500000US250250612041","Block Group 1; Census Tract 612.04; Suffolk County; Massachusetts","554","216","45","16","20","24","34","29","149","204","129","52","16","24","134","37","0","14","0","14","8","12","19","24","0","14",
"1500000US250250701021","Block Group 1; Census Tract 701.02; Suffolk County; Massachusetts","178","105","14","22","10","17","25","41","20","24","60","70","0","14","13","21","0","14","36","57","0","14","0","14","0","14",
"1500000US250250701022","Block Group 2; Census Tract 701.02; Suffolk County; Massachusetts","781","185","80","62","124","70","110","75","129","84","78","55","56","40","115","82","8","14","32","47","49","60","0","14","0","14",
"1500000US250250701023","Block Group 3; Census Tract 701.02; Suffolk County; Massachusetts","64","59","0","14","0","14","0","14","47","49","17","20","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US250250701031","Block Group 1; Census Tract 701.03; Suffolk County; Massachusetts","291","126","26","41","35","32","20","23","68","55","67","75","0","14","49","76","13","21","0","14","0","14","13","21","0","14",
"1500000US250250701041","Block Group 1; Census Tract 701.04; Suffolk County; Massachusetts","546","134","0","14","179","141","46","46","82","62","141","83","0","14","28","32","20","32","26","29","12","19","12","20","0","14",
"1500000US250250701042","Block Group 2; Census Tract 701.04; Suffolk County; Massachusetts","100","77","0","14","20","29","0","14","30","34","0","14","0","14","0","14","0","14","0","14","35","41","0","14","15","38",
"1500000US250250701043","Block Group 3; Census Tract 701.04; Suffolk County; Massachusetts","428","164","0","14","81","53","18","29","94","86","49","45","18","30","100","59","0","14","36","41","0","14","32","36","0","14",
"1500000US250250702011","Block Group 1; Census Tract 702.01; Suffolk County; Massachusetts","109","64","0","14","0","14","19","32","0","14","26","24","19","30","6","11","7","11","0","14","0","14","32","34","0","14",
"1500000US250250702012","Block Group 2; Census Tract 702.01; Suffolk County; Massachusetts","935","230","66","54","178","124","213","65","150","73","133","70","12","20","132","78","10","15","8","17","9","14","24","23","0","14",
"1500000US250250702021","Block Group 1; Census Tract 702.02; Suffolk County; Massachusetts","1368","320","6","10","117","57","156","93","617","280","126","74","14","22","185","98","10","16","20","28","62","53","55","56","0","14",
"1500000US250250702022","Block Group 2; Census Tract 702.02; Suffolk County; Massachusetts","193","87","0","14","41","35","40","32","14","17","0","14","35","43","37","35","0","14","26","29","0","14","0","14","0","14",
"1500000US250250703011","Block Group 1; Census Tract 703.01; Suffolk County; Massachusetts","559","255","0","14","103","110","35","38","0","14","110","92","9","15","177","161","0","14","42","55","83","69","0","14","0","14",
"1500000US250250703012","Block Group 2; Census Tract 703.01; Suffolk County; Massachusetts","640","192","0","14","37","42","158","92","92","75","47","45","92","55","118","61","27","31","32","40","37","47","0","14","0","14",
"1500000US250250703021","Block Group 1; Census Tract 703.02; Suffolk County; Massachusetts","372","175","45","70","16","28","124","107","0","14","121","89","11","19","0","14","0","14","28","22","27","33","0","14","0","14",
"1500000US250250703022","Block Group 2; Census Tract 703.02; Suffolk County; Massachusetts","259","82","17","28","10","16","0","14","63","66","114","77","15","25","6","10","0","14","0","14","0","14","21","34","13","22",
"1500000US250250703023","Block Group 3; Census Tract 703.02; Suffolk County; Massachusetts","215","109","0","14","20","33","42","46","18","30","23","37","24","39","0","14","0","14","0","14","58","52","16","25","14","24",
"1500000US250250704021","Block Group 1; Census Tract 704.02; Suffolk County; Massachusetts","920","190","13","21","132","133","46","28","170","67","143","49","100","44","182","69","68","64","0","14","48","31","18","13","0","14",
"1500000US250250704022","Block Group 2; Census Tract 704.02; Suffolk County; Massachusetts","314","95","0","14","4","8","26","29","84","46","68","42","5","8","109","57","4","6","9","13","5","7","0","14","0","14",
"1500000US250250705011","Block Group 1; Census Tract 705.01; Suffolk County; Massachusetts","843","222","0","14","28","28","25","33","246","108","154","128","132","71","197","184","10","17","0","14","16","21","35","37","0","14",
"1500000US250250705012","Block Group 2; Census Tract 705.01; Suffolk County; Massachusetts","360","142","0","14","0","14","114","76","120","70","0","14","0","14","46","59","0","14","42","49","38","43","0","14","0","14",
"1500000US250250705021","Block Group 1; Census Tract 705.02; Suffolk County; Massachusetts","548","329","9","14","32","37","33","54","211","196","139","130","23","29","30","35","0","14","2","17","26","44","43","44","0","14",
"1500000US250250705022","Block Group 2; Census Tract 705.02; Suffolk County; Massachusetts","598","201","0","14","4","8","114","113","166","142","52","38","23","26","130","106","0","14","28","45","53","43","28","33","0","14",
"1500000US250250706001","Block Group 1; Census Tract 706; Suffolk County; Massachusetts","547","142","0","14","8","11","124","60","36","27","140","63","74","53","107","93","29","28","11","17","18","20","0","14","0","14",
"1500000US250250706002","Block Group 2; Census Tract 706; Suffolk County; Massachusetts","536","139","7","9","32","28","84","48","99","47","141","80","23","29","67","48","36","34","7","11","40","39","0","14","0","14",
"1500000US250250707001","Block Group 1; Census Tract 707; Suffolk County; Massachusetts","545","180","0","14","17","20","84","67","89","65","118","47","5","8","112","121","8","13","52","35","32","37","22","32","6","9",
"1500000US250250707002","Block Group 2; Census Tract 707; Suffolk County; Massachusetts","881","334","0","14","14","20","261","154","201","131","66","42","76","68","44","40","28","31","31","50","148","179","3","5","9","14",
"1500000US250250708011","Block Group 1; Census Tract 708.01; Suffolk County; Massachusetts","448","145","0","14","22","34","16","22","60","50","68","48","48","39","91","35","10","23","20","32","60","93","53","37","0","14",
"1500000US250250708021","Block Group 1; Census Tract 708.02; Suffolk County; Massachusetts","804","330","57","88","0","14","121","100","147","100","64","45","95","113","80","84","20","33","14","23","103","75","88","98","15","25",
"1500000US250250708022","Block Group 2; Census Tract 708.02; Suffolk County; Massachusetts","374","124","0","14","0","14","0","14","61","43","35","42","131","103","33","40","63","49","0","14","0","14","19","32","32","40",
"1500000US250250709011","Block Group 1; Census Tract 709.01; Suffolk County; Massachusetts","552","185","0","14","7","24","7","12","96","117","139","81","36","30","13","19","20","33","60","46","131","90","43","34","0","14",
"1500000US250250709021","Block Group 1; Census Tract 709.02; Suffolk County; Massachusetts","460","171","0","14","29","30","28","26","129","70","58","50","31","30","48","49","30","40","40","45","16","19","51","44","0","14",
"1500000US250250709022","Block Group 2; Census Tract 709.02; Suffolk County; Massachusetts","634","192","19","23","20","29","81","62","82","61","157","99","23","21","104","49","42","38","18","20","68","65","0","14","20","24",
"1500000US250250711011","Block Group 1; Census Tract 711.01; Suffolk County; Massachusetts","628","209","37","56","36","40","56","51","88","73","165","156","42","49","53","60","41","45","23","37","87","61","0","14","0","14",
"1500000US250250711012","Block Group 2; Census Tract 711.01; Suffolk County; Massachusetts","423","146","0","14","13","21","71","58","14","23","154","70","0","14","61","58","17","30","49","80","0","14","0","14","44","72",
"1500000US250250711013","Block Group 3; Census Tract 711.01; Suffolk County; Massachusetts","570","257","13","22","52","49","30","36","77","94","183","138","0","14","79","70","10","17","14","24","90","97","0","14","22","35",
"1500000US250250711014","Block Group 4; Census Tract 711.01; Suffolk County; Massachusetts","251","175","0","14","0","14","0","14","15","24","47","46","41","61","0","14","0","14","61","93","45","72","0","14","42","68",
"1500000US250250712011","Block Group 1; Census Tract 712.01; Suffolk County; Massachusetts","506","126","0","14","7","11","62","43","104","70","37","40","43","37","109","54","31","29","37","39","66","39","4","10","6","9",
