Geography,Total Estimate,Total Margin of Error,Estimate - Less than 5 minutes,Margin of Error - Less than 5 minutes,Estimate - 5 to 9 minutes,Margin of Error - 5 to 9 minutes,Estimate - 10 to 14 minutes,Margin of Error - 10 to 14 minutes,Estimate - 15 to 19 minutes,Margin of Error - 15 to 19 minutes,Estimate - 20 to 24 minutes,Margin of Error - 20 to 24 minutes,Estimate - 25 to 29 minutes,Margin of Error - 25 to 29 minutes,Estimate - 30 to 34 minutes,Margin of Error - 30 to 34 minutes,Estimate - 35 to 39 minutes,Margin of Error - 35 to 39 minutes,Estimate - 40 to 44 minutes,Margin of Error - 40 to 44 minutes,Estimate - 45 to 59 minutes,Margin of Error - 45 to 59 minutes,Estimate - 60 to 89 minutes,Margin of Error - 60 to 89 minutes,Estimate - 90 or more minutes,Margin of Error - 90 or more minutes,Block Group,Census Tract,County,State
1500000US250250008023,374,342,10,17,0,12,0,12,0,12,60,67,56,89,129,117,24,38,0,12,63,68,32,42,0,12,3,8.02,Suffolk County,Massachusetts
1500000US250250008024,1134,326,0,12,0,12,131,90,243,157,175,99,40,39,309,166,66,74,55,54,67,73,19,29,29,33,4,8.02,Suffolk County,Massachusetts
1500000US250250008025,765,239,7,15,22,15,89,75,87,62,77,48,58,45,204,131,22,26,41,50,114,73,44,37,0,12,5,8.02,Suffolk County,Massachusetts
1500000US250250008031,625,207,13,17,79,83,83,57,71,49,135,73,37,41,83,55,0,12,50,36,32,39,42,58,0,12,1,8.03,Suffolk County,Massachusetts
1500000US250250008032,1317,362,150,105,202,118,217,114,365,163,129,97,11,21,119,100,17,34,26,40,53,38,11,23,17,34,2,8.03,Suffolk County,Massachusetts
1500000US250250101031,391,127,15,23,108,84,41,27,53,45,37,36,25,21,57,40,4,6,8,10,21,27,22,25,0,12,1,101.03,Suffolk County,Massachusetts
1500000US250250101032,356,137,58,52,113,71,76,79,22,15,27,31,1,3,36,37,0,12,23,29,0,12,0,12,0,12,2,101.03,Suffolk County,Massachusetts
1500000US250250101033,627,119,89,42,130,47,122,59,94,45,42,37,29,26,36,29,0,12,15,17,34,35,14,18,22,25,3,101.03,Suffolk County,Massachusetts
1500000US250250101041,664,131,5,11,16,21,73,41,64,37,190,76,32,26,97,49,46,45,83,51,49,37,0,12,9,11,1,101.04,Suffolk County,Massachusetts
1500000US250250101042,1130,247,49,39,172,82,229,109,172,62,257,85,32,24,107,51,13,20,19,23,53,49,27,43,0,12,2,101.04,Suffolk County,Massachusetts
1500000US250250101043,592,164,23,25,20,28,67,36,134,120,105,61,30,24,70,51,22,17,34,32,59,50,28,25,0,12,3,101.04,Suffolk County,Massachusetts
1500000US250250102031,490,161,14,19,62,48,0,12,79,54,98,104,34,39,42,43,21,31,24,28,76,74,40,37,0,12,1,102.03,Suffolk County,Massachusetts
1500000US250250102032,1085,236,0,12,103,59,82,60,438,183,150,90,43,39,64,42,56,41,46,39,61,52,29,33,13,20,2,102.03,Suffolk County,Massachusetts
1500000US250250102033,903,177,0,12,80,87,104,84,98,58,196,107,182,118,137,97,45,40,44,42,13,21,4,15,0,12,3,102.03,Suffolk County,Massachusetts
1500000US250250102034,111,55,0,12,0,12,7,12,36,34,0,12,30,48,24,39,0,12,0,12,14,23,0,12,0,12,4,102.03,Suffolk County,Massachusetts
1500000US250250102041,497,120,14,22,177,74,59,45,99,54,75,47,0,12,48,44,0,12,0,12,2,4,19,25,4,8,1,102.04,Suffolk County,Massachusetts
1500000US250250102042,693,143,0,12,248,106,103,38,57,37,26,21,25,29,165,105,7,12,12,16,15,19,32,25,3,6,2,102.04,Suffolk County,Massachusetts
1500000US250250102043,513,154,0,12,23,20,50,34,69,40,149,110,22,29,42,45,23,22,35,26,31,25,69,68,0,12,3,102.04,Suffolk County,Massachusetts
1500000US250250103001,525,104,46,50,108,64,81,47,94,44,64,39,18,17,49,34,0,12,14,20,27,21,8,15,16,32,1,103,Suffolk County,Massachusetts
1500000US250250103002,1707,263,134,68,603,152,300,100,163,73,159,70,58,34,137,65,16,25,23,24,83,42,27,28,4,8,2,103,Suffolk County,Massachusetts
1500000US250250104031,505,249,0,12,86,109,0,12,69,66,53,40,0,12,24,28,27,32,34,50,111,75,101,127,0,12,1,104.03,Suffolk County,Massachusetts
1500000US250250104032,349,131,0,12,19,36,10,17,91,66,20,32,74,79,51,46,0,12,0,12,59,44,18,29,7,12,2,104.03,Suffolk County,Massachusetts
1500000US250250104033,626,194,0,12,8,18,31,50,242,153,119,98,7,13,57,51,57,63,44,50,34,23,27,41,0,12,3,104.03,Suffolk County,Massachusetts
1500000US250250104041,781,211,9,14,115,95,119,68,127,78,171,114,40,35,118,88,12,20,15,21,27,26,15,15,13,16,1,104.04,Suffolk County,Massachusetts
1500000US250250104042,614,153,79,56,225,99,109,88,75,50,47,31,26,33,35,30,0,12,0,12,5,8,13,19,0,12,2,104.04,Suffolk County,Massachusetts
1500000US250250104043,569,135,27,28,73,43,142,106,68,53,57,47,58,21,87,61,0,12,13,16,23,23,21,27,0,12,3,104.04,Suffolk County,Massachusetts
1500000US250250104051,1366,275,117,71,275,79,176,66,171,92,158,74,87,48,153,80,21,25,35,31,109,77,57,43,7,13,1,104.05,Suffolk County,Massachusetts
1500000US250250104052,1029,175,87,58,152,58,224,74,152,85,65,38,38,35,135,53,11,15,74,43,34,25,39,27,18,16,2,104.05,Suffolk County,Massachusetts
1500000US250250104053,185,104,11,15,81,101,5,10,15,14,4,6,6,9,52,38,0,12,11,13,0,12,0,12,0,12,3,104.05,Suffolk County,Massachusetts
1500000US250250104081,1003,126,0,12,42,24,95,51,209,72,137,55,71,57,264,72,61,42,36,23,20,17,60,44,8,10,1,104.08,Suffolk County,Massachusetts
1500000US250250105001,525,243,42,57,70,107,28,41,65,37,77,58,95,78,52,36,0,12,34,43,17,18,32,41,13,20,1,105,Suffolk County,Massachusetts
1500000US250250105002,454,177,11,14,10,14,0,12,124,101,78,43,52,51,89,65,36,37,0,12,49,51,5,8,0,12,2,105,Suffolk County,Massachusetts
1500000US250250105003,602,100,17,19,12,13,104,83,186,83,112,49,56,51,40,33,11,12,11,17,40,31,0,12,13,16,3,105,Suffolk County,Massachusetts
1500000US250250106001,1092,202,0,12,97,52,206,97,102,48,203,84,131,92,198,90,86,82,0,12,52,44,17,20,0,12,1,106,Suffolk County,Massachusetts
1500000US250250106002,605,164,59,59,19,17,100,69,54,39,117,66,15,20,116,65,70,65,11,16,34,41,0,12,10,15,2,106,Suffolk County,Massachusetts
1500000US250250107011,722,181,39,25,81,41,119,62,52,44,178,133,67,65,59,53,11,17,43,45,55,50,18,25,0,12,1,107.01,Suffolk County,Massachusetts
1500000US250250107012,688,183,0,12,96,69,148,79,97,56,49,36,57,45,59,35,0,12,45,55,46,47,82,80,9,13,2,107.01,Suffolk County,Massachusetts
1500000US250250107013,426,109,6,9,69,49,60,43,70,63,62,45,33,32,81,44,0,12,0,12,33,32,0,12,12,19,3,107.01,Suffolk County,Massachusetts
1500000US250250107021,557,153,0,12,46,41,58,38,104,53,75,62,102,66,84,51,0,12,23,21,29,25,6,10,30,33,1,107.02,Suffolk County,Massachusetts
1500000US250250107022,532,127,22,17,65,40,58,41,114,57,109,68,39,48,97,50,0,12,0,12,20,18,8,12,0,12,2,107.02,Suffolk County,Massachusetts
1500000US250250107023,428,114,0,12,24,23,62,44,79,41,89,50,16,18,58,42,12,19,29,22,30,32,20,19,9,13,3,107.02,Suffolk County,Massachusetts
1500000US250250108011,445,113,23,21,44,49,86,54,62,40,21,21,22,34,117,77,11,18,28,26,14,17,10,14,7,11,1,108.01,Suffolk County,Massachusetts
1500000US250250108012,583,148,27,43,35,28,97,60,45,36,145,79,38,33,84,41,38,30,10,16,30,31,34,42,0,12,2,108.01,Suffolk County,Massachusetts
1500000US250250108013,686,151,0,12,48,38,83,41,106,65,104,69,52,38,132,58,10,15,19,20,86,53,46,51,0,12,3,108.01,Suffolk County,Massachusetts
1500000US250250108021,571,119,24,40,35,30,56,36,98,48,114,52,27,26,93,69,0,12,17,18,99,63,8,14,0,12,1,108.02,Suffolk County,Massachusetts
1500000US250250108022,842,178,41,54,42,25,150,85,162,72,138,67,41,41,134,88,49,39,15,17,40,29,30,27,0,12,2,108.02,Suffolk County,Massachusetts
1500000US250250108023,367,134,0,12,12,19,48,44,59,49,50,38,33,29,62,62,32,23,18,21,8,13,31,48,14,22,3,108.02,Suffolk County,Massachusetts
1500000US250250201011,430,174,0,12,0,12,38,44,56,51,64,86,137,137,43,33,0,12,0,12,34,37,58,53,0,12,1,201.01,Suffolk County,Massachusetts
1500000US250250201012,664,246,0,12,56,87,78,92,80,82,151,125,59,41,76,80,65,69,0,12,99,86,0,12,0,12,2,201.01,Suffolk County,Massachusetts
1500000US250250201013,708,207,0,12,5,9,160,72,206,98,121,113,0,12,54,53,36,53,0,12,55,62,14,21,57,66,3,201.01,Suffolk County,Massachusetts
1500000US250250201014,829,253,0,12,13,20,218,231,93,97,65,54,48,52,177,107,67,64,18,29,111,81,19,30,0,12,4,201.01,Suffolk County,Massachusetts
1500000US250250202001,1090,275,77,81,59,77,117,68,290,166,147,102,39,37,180,130,15,24,34,30,91,73,27,31,14,23,1,202,Suffolk County,Massachusetts
1500000US250250202002,898,200,0,12,69,72,93,57,199,86,186,97,79,46,84,67,25,29,27,29,101,91,35,46,0,12,2,202,Suffolk County,Massachusetts
1500000US250250202003,890,175,17,26,118,88,84,72,172,100,259,116,93,64,65,51,0,12,0,12,56,46,26,30,0,12,3,202,Suffolk County,Massachusetts
1500000US250250203011,22,41,0,12,0,12,7,11,10,20,0,12,0,12,0,12,0,12,0,12,5,10,0,12,0,12,1,203.01,Suffolk County,Massachusetts
1500000US250250203012,1403,214,155,120,91,50,106,74,267,105,299,150,142,70,173,84,14,16,22,26,74,61,33,32,27,29,2,203.01,Suffolk County,Massachusetts
1500000US250250203021,733,112,6,9,52,30,141,72,183,64,80,41,47,25,115,44,41,30,30,34,21,22,17,14,0,12,1,203.02,Suffolk County,Massachusetts
1500000US250250203031,757,204,48,62,112,77,21,24,105,57,159,86,121,119,100,60,36,28,11,18,16,26,28,32,0,12,1,203.03,Suffolk County,Massachusetts
1500000US250250203032,270,118,45,50,0,12,19,21,51,39,37,33,6,9,25,29,0,12,29,35,8,12,40,48,10,15,2,203.03,Suffolk County,Massachusetts
1500000US250250203033,681,174,0,12,153,105,103,65,122,53,42,33,22,23,107,71,56,76,0,12,55,37,21,24,0,12,3,203.03,Suffolk County,Massachusetts
1500000US250250301001,1039,203,19,22,30,29,141,112,192,74,233,160,32,28,137,61,18,21,73,41,67,55,83,105,14,23,1,301,Suffolk County,Massachusetts
1500000US250250301002,550,132,0,12,12,18,50,55,115,54,127,95,54,54,120,66,17,21,10,16,38,32,7,11,0,12,2,301,Suffolk County,Massachusetts
1500000US250250302001,1257,177,82,66,107,71,109,63,263,112,211,88,101,49,162,94,46,38,42,31,73,57,61,55,0,12,1,302,Suffolk County,Massachusetts
1500000US250250303001,1198,214,15,23,167,142,260,123,330,159,165,91,25,31,76,54,41,38,13,22,32,41,29,48,45,41,1,303,Suffolk County,Massachusetts
1500000US250250303002,528,162,25,27,66,47,111,81,119,59,111,66,0,12,49,54,13,30,0,12,28,31,0,12,6,13,2,303,Suffolk County,Massachusetts
1500000US250250303003,665,211,72,63,131,89,204,113,20,25,45,54,0,12,103,83,0,12,58,80,18,26,7,17,7,17,3,303,Suffolk County,Massachusetts
1500000US250250303004,468,166,40,36,36,38,87,63,74,56,132,163,23,28,19,29,0,12,19,36,38,45,0,12,0,12,4,303,Suffolk County,Massachusetts
1500000US250250304001,1120,215,15,23,75,64,112,58,253,157,233,102,113,75,144,58,0,12,30,27,88,57,48,48,9,13,1,304,Suffolk County,Massachusetts
1500000US250250304002,803,156,16,19,96,69,110,51,94,51,150,69,41,30,160,81,42,39,36,39,22,24,36,32,0,12,2,304,Suffolk County,Massachusetts
1500000US250250305001,367,83,26,38,9,13,64,37,70,34,104,44,15,15,33,23,0,12,7,11,6,10,33,29,0,12,1,305,Suffolk County,Massachusetts
1500000US250250305002,840,130,11,14,27,33,96,63,234,90,167,58,67,58,146,57,12,14,0,12,41,43,39,36,0,12,2,305,Suffolk County,Massachusetts
1500000US250250305003,679,178,16,22,19,30,85,51,119,69,87,48,72,65,175,74,20,24,38,36,36,34,12,19,0,12,3,305,Suffolk County,Massachusetts
1500000US250250401001,453,106,13,18,0,12,87,47,49,30,60,46,46,41,130,45,26,25,6,10,10,18,6,11,20,25,1,401,Suffolk County,Massachusetts
1500000US250250401002,911,189,6,10,31,41,82,60,167,87,142,76,25,19,233,105,66,43,46,43,45,34,68,43,0,12,2,401,Suffolk County,Massachusetts
1500000US250250402001,250,101,0,12,16,25,34,32,3,5,3,6,5,7,36,28,7,10,0,12,34,41,105,78,7,10,1,402,Suffolk County,Massachusetts
1500000US250250402002,398,73,0,12,30,22,49,28,52,29,89,40,0,12,55,30,33,32,11,12,55,34,24,20,0,12,2,402,Suffolk County,Massachusetts
1500000US250250403001,273,142,0,12,0,12,60,65,9,14,53,85,0,12,69,65,0,12,0,12,0,12,82,79,0,12,1,403,Suffolk County,Massachusetts
1500000US250250403002,827,146,15,23,0,12,23,28,90,60,137,57,49,41,167,80,76,55,87,85,134,62,9,14,40,38,2,403,Suffolk County,Massachusetts
1500000US250250403003,472,144,0,12,0,12,37,27,57,45,130,80,71,59,97,57,0,12,34,33,22,34,14,24,10,15,3,403,Suffolk County,Massachusetts
1500000US250250403004,412,111,0,12,0,12,12,18,123,78,75,45,61,43,63,41,9,15,19,23,50,34,0,12,0,12,4,403,Suffolk County,Massachusetts
1500000US250250403005,374,99,12,18,17,19,9,14,43,28,55,41,18,20,87,54,14,21,33,32,55,37,31,35,0,12,5,403,Suffolk County,Massachusetts
1500000US250250404011,840,187,0,12,37,43,47,53,95,69,182,80,27,34,154,65,48,42,57,53,65,57,95,66,33,54,1,404.01,Suffolk County,Massachusetts
1500000US250250404012,429,148,0,12,64,54,8,13,25,19,92,73,82,62,58,32,10,17,46,35,28,26,16,17,0,12,2,404.01,Suffolk County,Massachusetts
1500000US250250406001,766,145,0,12,38,44,22,23,157,82,143,64,38,25,82,40,53,51,73,75,35,26,85,60,40,43,1,406,Suffolk County,Massachusetts
1500000US250250406002,1180,234,0,12,51,66,58,44,199,105,316,111,161,79,194,85,72,57,21,23,40,30,61,42,7,10,2,406,Suffolk County,Massachusetts
1500000US250250408011,389,137,0,12,0,12,58,59,55,53,33,34,14,22,56,61,24,23,0,12,41,45,67,64,41,36,1,408.01,Suffolk County,Massachusetts
1500000US250250408012,361,142,0,12,0,12,40,35,22,23,78,104,11,21,91,50,11,13,0,12,0,12,108,67,0,12,2,408.01,Suffolk County,Massachusetts
1500000US250250408013,1491,170,13,20,158,68,107,64,115,65,180,78,79,53,459,135,65,39,43,39,144,92,119,85,9,13,3,408.01,Suffolk County,Massachusetts
1500000US250250501011,983,221,0,12,41,42,84,103,242,103,97,62,0,12,95,67,68,50,119,97,145,90,68,58,24,36,1,501.01,Suffolk County,Massachusetts
1500000US250250501012,811,170,15,23,35,50,117,79,123,64,14,16,17,28,158,82,31,37,62,59,77,60,126,120,36,33,2,501.01,Suffolk County,Massachusetts
1500000US250250501013,762,189,0,12,81,73,66,55,61,52,101,56,57,43,150,71,28,34,52,59,84,55,82,59,0,12,3,501.01,Suffolk County,Massachusetts
1500000US250250502001,1477,409,0,12,87,72,78,69,96,72,99,67,38,55,306,134,104,116,112,78,212,103,345,174,0,12,1,502,Suffolk County,Massachusetts
1500000US250250502002,531,153,0,12,53,53,35,28,19,21,100,55,83,103,87,70,46,48,22,25,43,29,33,30,10,16,2,502,Suffolk County,Massachusetts
1500000US250250502003,559,243,0,12,0,12,7,12,41,43,37,47,41,58,26,33,40,50,105,96,108,121,154,106,0,12,3,502,Suffolk County,Massachusetts
1500000US250250502004,850,353,0,12,63,59,24,38,129,135,158,152,54,50,224,126,0,12,22,35,0,12,154,95,22,39,4,502,Suffolk County,Massachusetts
1500000US250250503001,400,139,22,36,35,30,14,14,89,51,49,45,17,20,94,68,12,18,38,46,21,25,9,13,0,12,1,503,Suffolk County,Massachusetts
1500000US250250503002,368,86,0,12,34,30,24,16,34,29,27,19,53,35,107,51,11,14,16,13,21,19,31,23,10,10,2,503,Suffolk County,Massachusetts
1500000US250250504001,469,133,0,12,0,12,44,43,62,42,69,41,76,51,155,85,6,9,26,31,13,15,18,30,0,12,1,504,Suffolk County,Massachusetts
1500000US250250504002,1029,226,0,12,86,60,91,47,113,54,153,87,60,39,226,83,42,35,93,59,44,27,75,48,46,42,2,504,Suffolk County,Massachusetts
1500000US250250505001,1245,172,21,23,4,7,88,43,244,92,138,52,79,56,311,109,16,19,52,32,184,78,90,47,18,21,1,505,Suffolk County,Massachusetts
1500000US250250506001,774,212,0,12,35,31,0,12,101,47,55,47,102,64,177,84,4,8,47,36,59,45,108,60,86,74,1,506,Suffolk County,Massachusetts
1500000US250250506002,646,220,0,12,42,33,59,42,109,55,126,85,26,32,185,82,0,12,0,12,61,40,33,32,5,10,2,506,Suffolk County,Massachusetts
1500000US250250507001,1535,305,12,20,53,46,59,62,245,117,220,131,83,78,446,209,47,45,42,34,143,97,173,106,12,17,1,507,Suffolk County,Massachusetts
1500000US250250507002,765,272,6,12,31,36,41,29,92,63,80,60,13,20,232,117,0,12,23,36,112,99,90,79,45,44,2,507,Suffolk County,Massachusetts
1500000US250250507003,645,220,0,12,0,12,39,46,67,49,117,94,44,49,113,72,25,40,95,57,66,49,48,38,31,37,3,507,Suffolk County,Massachusetts
1500000US250250509011,1017,324,17,18,49,68,20,21,75,54,173,103,68,54,239,107,50,46,151,103,42,69,64,54,69,102,1,509.01,Suffolk County,Massachusetts
1500000US250250509012,1324,268,0,12,27,32,95,65,205,116,153,81,30,36,218,95,48,44,71,55,108,78,303,128,66,64,2,509.01,Suffolk County,Massachusetts
