Geography,Total Estimate,Total Margin of Error,Estimate - Less than 5 minutes,Margin of Error - Less than 5 minutes,Estimate - 5 to 9 minutes,Margin of Error - 5 to 9 minutes,Estimate - 10 to 14 minutes,Margin of Error - 10 to 14 minutes,Estimate - 15 to 19 minutes,Margin of Error - 15 to 19 minutes,Estimate - 20 to 24 minutes,Margin of Error - 20 to 24 minutes,Estimate - 25 to 29 minutes,Margin of Error - 25 to 29 minutes,Estimate - 30 to 34 minutes,Margin of Error - 30 to 34 minutes,Estimate - 35 to 39 minutes,Margin of Error - 35 to 39 minutes,Estimate - 40 to 44 minutes,Margin of Error - 40 to 44 minutes,Estimate - 45 to 59 minutes,Margin of Error - 45 to 59 minutes,Estimate - 60 to 89 minutes,Margin of Error - 60 to 89 minutes,Estimate - 90 or more minutes,Margin of Error - 90 or more minutes,Block Group,Census Tract,County,State
1500000US250250005043,986,229,0,12,0,12,46,54,149,95,120,81,105,83,155,88,18,29,49,44,199,99,145,87,0,12,3,5.04,Suffolk County,Massachusetts
1500000US250250005044,388,208,0,12,0,12,44,39,0,12,109,121,16,25,84,61,17,28,36,45,65,69,17,28,0,12,4,5.04,Suffolk County,Massachusetts
1500000US250250006011,349,159,0,12,11,16,16,18,27,24,114,105,30,34,95,57,0,12,39,32,7,12,10,15,0,12,1,6.01,Suffolk County,Massachusetts
1500000US250250006012,893,164,7,11,0,12,92,55,68,40,66,47,44,32,299,104,24,26,44,32,145,80,74,38,30,28,2,6.01,Suffolk County,Massachusetts
1500000US250250006013,499,176,32,39,29,47,30,48,15,17,30,28,29,24,104,48,9,14,65,43,130,83,26,22,0,12,3,6.01,Suffolk County,Massachusetts
1500000US250250006014,849,157,31,47,41,32,60,48,87,50,147,93,4,7,144,62,9,15,102,76,75,43,149,69,0,12,4,6.01,Suffolk County,Massachusetts
1500000US250250006021,925,262,0,12,36,40,52,46,116,84,76,73,48,36,147,96,11,17,54,47,230,116,149,104,6,11,1,6.02,Suffolk County,Massachusetts
1500000US250250006022,570,218,0,12,21,32,11,19,94,69,44,45,19,21,161,77,16,17,30,34,147,122,27,44,0,12,2,6.02,Suffolk County,Massachusetts
1500000US250250006023,824,210,0,12,31,41,96,100,116,103,77,73,0,12,199,117,0,12,14,23,158,107,104,64,29,32,3,6.02,Suffolk County,Massachusetts
1500000US250250007011,626,270,0,12,0,12,0,12,89,88,121,108,62,59,25,29,45,43,76,104,62,55,146,67,0,12,1,7.01,Suffolk County,Massachusetts
1500000US250250007012,287,218,0,12,4,6,2,9,38,44,57,73,0,12,29,27,23,35,8,13,71,62,55,57,0,12,2,7.01,Suffolk County,Massachusetts
1500000US250250007013,453,237,0,12,15,25,92,138,27,32,76,107,29,37,59,33,0,12,14,23,91,55,50,46,0,12,3,7.01,Suffolk County,Massachusetts
1500000US250250007014,480,196,0,12,0,12,14,22,87,142,61,96,48,45,69,78,66,43,36,41,74,57,25,28,0,12,4,7.01,Suffolk County,Massachusetts
1500000US250250007015,1466,391,0,12,22,35,76,56,127,98,157,141,47,42,233,140,75,57,137,109,320,162,255,107,17,28,5,7.01,Suffolk County,Massachusetts
1500000US250250007031,478,105,19,36,32,21,35,43,26,22,69,52,27,20,53,34,21,23,7,12,83,42,100,55,6,9,1,7.03,Suffolk County,Massachusetts
1500000US250250007032,629,151,9,14,26,25,31,36,35,39,66,44,21,17,124,67,31,28,134,83,53,32,99,56,0,12,2,7.03,Suffolk County,Massachusetts
1500000US250250007041,1099,258,0,12,25,43,21,28,18,38,134,135,56,44,314,129,85,90,118,79,146,95,182,150,0,12,1,7.04,Suffolk County,Massachusetts
1500000US250250007042,505,166,0,12,0,12,13,21,97,84,16,25,42,46,153,108,27,28,7,11,133,90,17,30,0,12,2,7.04,Suffolk County,Massachusetts
1500000US250250007043,755,222,0,12,0,12,66,57,100,100,68,58,68,49,183,106,8,13,125,86,100,102,37,37,0,12,3,7.04,Suffolk County,Massachusetts
1500000US250250007044,638,196,0,12,26,43,0,12,143,116,45,44,30,36,102,84,11,18,67,73,102,69,57,60,55,89,4,7.04,Suffolk County,Massachusetts
1500000US250250008021,645,256,0,12,0,12,33,30,32,36,29,33,31,38,178,122,17,27,41,52,202,101,59,55,23,36,1,8.02,Suffolk County,Massachusetts
1500000US250250008022,1037,369,0,12,65,89,26,38,86,56,60,56,67,74,223,103,0,12,196,135,218,120,75,57,21,35,2,8.02,Suffolk County,Massachusetts
1500000US250250008023,352,183,6,12,64,80,22,27,41,62,8,15,58,87,92,64,13,24,22,34,20,31,6,16,0,12,3,8.02,Suffolk County,Massachusetts
1500000US250250008024,1026,306,0,12,25,34,109,85,178,143,146,91,46,44,232,122,92,63,55,50,90,72,53,50,0,12,4,8.02,Suffolk County,Massachusetts
1500000US250250008025,952,275,0,12,50,45,64,56,163,94,97,53,73,61,183,102,34,42,58,50,192,111,22,30,16,27,5,8.02,Suffolk County,Massachusetts
1500000US250250008031,488,160,19,29,49,42,67,58,34,25,71,42,47,39,72,70,16,17,30,24,41,25,35,60,7,10,1,8.03,Suffolk County,Massachusetts
1500000US250250008032,1409,346,196,117,193,115,263,141,303,163,211,149,53,62,37,52,26,41,49,61,39,54,39,55,0,12,2,8.03,Suffolk County,Massachusetts
1500000US250250101031,409,153,17,34,51,41,64,54,66,58,45,37,11,13,73,47,9,9,8,9,21,20,44,45,0,12,1,101.03,Suffolk County,Massachusetts
1500000US250250101032,345,126,45,45,92,72,94,84,28,39,49,52,9,13,13,19,4,8,5,9,0,12,6,11,0,12,2,101.03,Suffolk County,Massachusetts
1500000US250250101033,552,100,70,50,147,56,74,27,92,52,46,33,5,7,45,38,7,10,10,18,6,8,30,27,20,23,3,101.03,Suffolk County,Massachusetts
1500000US250250101041,608,122,0,12,8,12,59,36,63,38,137,53,41,33,129,48,77,47,56,37,21,23,17,38,0,12,1,101.04,Suffolk County,Massachusetts
1500000US250250101042,1354,258,80,64,188,110,176,88,265,106,275,83,36,31,151,63,60,46,35,33,40,44,28,55,20,27,2,101.04,Suffolk County,Massachusetts
1500000US250250101043,723,172,39,49,102,81,68,42,127,105,140,75,6,9,100,56,41,28,31,32,57,56,12,18,0,12,3,101.04,Suffolk County,Massachusetts
1500000US250250102031,337,95,8,12,20,31,9,14,14,22,91,54,0,12,61,49,38,47,7,11,58,66,31,35,0,12,1,102.03,Suffolk County,Massachusetts
1500000US250250102032,943,210,0,12,34,40,155,92,122,81,163,91,12,21,188,105,36,40,108,69,90,55,35,40,0,12,2,102.03,Suffolk County,Massachusetts
1500000US250250102033,927,227,0,12,127,96,78,56,100,66,190,119,124,107,155,136,42,46,39,34,52,83,20,22,0,12,3,102.03,Suffolk County,Massachusetts
1500000US250250102034,366,172,0,12,49,79,18,28,125,88,75,90,0,12,30,41,0,12,0,12,69,58,0,12,0,12,4,102.03,Suffolk County,Massachusetts
1500000US250250102041,516,159,12,22,163,96,64,45,74,39,35,28,25,25,62,46,0,12,0,12,38,44,39,36,4,8,1,102.04,Suffolk County,Massachusetts
1500000US250250102042,772,247,0,12,186,129,164,65,74,48,102,58,2,4,165,92,6,12,5,7,51,57,17,19,0,12,2,102.04,Suffolk County,Massachusetts
1500000US250250102043,419,138,0,12,29,25,109,107,58,38,65,53,13,15,51,50,15,25,32,25,18,19,29,36,0,12,3,102.04,Suffolk County,Massachusetts
1500000US250250103001,484,109,26,26,134,62,79,46,51,34,50,38,0,12,73,47,7,12,9,17,24,21,13,18,18,36,1,103,Suffolk County,Massachusetts
1500000US250250103002,1712,251,166,94,624,138,330,118,180,67,116,64,48,37,75,44,32,32,32,28,46,30,59,32,4,7,2,103,Suffolk County,Massachusetts
1500000US250250104031,361,123,20,22,33,33,17,28,57,58,89,86,0,12,44,35,29,27,16,25,30,33,26,31,0,12,1,104.03,Suffolk County,Massachusetts
1500000US250250104032,501,115,22,34,21,34,60,57,111,83,74,61,35,27,78,60,14,22,0,12,54,41,32,36,0,12,2,104.03,Suffolk County,Massachusetts
1500000US250250104033,667,180,0,12,0,12,44,54,181,140,153,95,0,12,93,87,15,22,45,49,0,12,85,69,51,35,3,104.03,Suffolk County,Massachusetts
1500000US250250104041,928,242,31,28,23,21,128,69,153,108,126,94,30,24,195,107,19,31,22,25,77,56,103,69,21,24,1,104.04,Suffolk County,Massachusetts
1500000US250250104042,588,175,71,52,149,81,119,72,58,57,37,30,31,26,68,44,3,5,5,8,9,10,25,29,13,21,2,104.04,Suffolk County,Massachusetts
1500000US250250104043,480,122,24,24,89,43,106,67,20,23,81,50,31,24,91,56,0,12,4,7,30,35,4,6,0,12,3,104.04,Suffolk County,Massachusetts
1500000US250250104051,1317,180,89,59,279,92,189,71,154,66,156,63,35,37,187,82,45,34,24,21,83,53,57,36,19,29,1,104.05,Suffolk County,Massachusetts
1500000US250250104052,940,124,73,46,192,59,174,79,145,57,75,35,41,37,97,55,40,28,48,30,26,24,18,20,11,19,2,104.05,Suffolk County,Massachusetts
1500000US250250104053,177,59,7,14,7,14,29,32,12,16,0,12,14,14,68,45,0,12,17,17,4,6,19,16,0,12,3,104.05,Suffolk County,Massachusetts
1500000US250250104081,979,118,0,12,33,21,98,52,197,55,149,49,42,30,182,61,50,28,48,24,73,37,72,39,35,37,1,104.08,Suffolk County,Massachusetts
1500000US250250105001,384,145,12,24,65,53,73,57,12,18,26,22,97,87,34,23,0,12,7,12,0,12,45,43,13,20,1,105,Suffolk County,Massachusetts
1500000US250250105002,569,173,0,12,5,8,14,16,115,102,82,42,47,36,118,68,40,55,6,10,85,70,46,46,11,17,2,105,Suffolk County,Massachusetts
1500000US250250105003,610,150,28,35,36,51,63,59,153,78,104,54,85,56,38,33,12,15,15,16,48,40,12,18,16,17,3,105,Suffolk County,Massachusetts
1500000US250250106001,1205,242,53,83,103,63,166,85,226,93,207,111,107,98,214,95,40,50,33,41,28,33,28,38,0,12,1,106,Suffolk County,Massachusetts
1500000US250250106002,594,177,33,51,41,57,89,69,40,41,83,62,70,54,142,78,43,49,8,15,34,38,11,17,0,12,2,106,Suffolk County,Massachusetts
1500000US250250107011,703,151,13,17,108,62,80,47,63,42,97,46,41,51,55,39,66,36,19,30,120,85,18,22,23,37,1,107.01,Suffolk County,Massachusetts
1500000US250250107012,523,124,24,39,37,36,46,25,73,42,82,38,27,20,116,77,19,21,39,30,60,48,0,12,0,12,2,107.01,Suffolk County,Massachusetts
1500000US250250107013,551,105,21,32,68,50,50,32,104,69,101,46,35,31,75,42,24,28,5,7,21,25,23,36,24,25,3,107.01,Suffolk County,Massachusetts
1500000US250250107021,605,128,0,12,67,40,118,58,83,56,76,33,103,57,69,38,45,34,18,28,0,12,0,12,26,23,1,107.02,Suffolk County,Massachusetts
1500000US250250107022,520,105,7,13,43,31,89,58,93,56,128,63,35,42,85,47,0,12,0,12,40,32,0,12,0,12,2,107.02,Suffolk County,Massachusetts
1500000US250250107023,550,118,0,12,41,27,73,51,80,50,94,56,34,25,123,54,27,33,11,13,51,37,16,17,0,12,3,107.02,Suffolk County,Massachusetts
1500000US250250108011,474,109,18,28,61,65,51,38,102,57,45,43,34,29,124,82,5,8,13,16,6,12,6,13,9,13,1,108.01,Suffolk County,Massachusetts
1500000US250250108012,662,143,26,38,7,11,163,91,50,39,214,93,19,19,86,45,45,31,25,23,4,8,23,34,0,12,2,108.01,Suffolk County,Massachusetts
1500000US250250108013,575,114,0,12,5,8,140,57,49,43,108,64,40,35,118,57,10,15,35,47,43,26,27,23,0,12,3,108.01,Suffolk County,Massachusetts
1500000US250250108021,680,159,110,113,32,23,75,50,90,63,97,49,53,34,99,71,34,37,21,21,51,47,0,12,18,27,1,108.02,Suffolk County,Massachusetts
1500000US250250108022,990,200,58,52,49,39,165,93,66,50,183,91,58,41,231,111,75,62,27,27,40,30,38,29,0,12,2,108.02,Suffolk County,Massachusetts
1500000US250250108023,388,79,0,12,45,50,79,44,31,26,76,56,57,46,34,25,35,29,21,23,10,14,0,12,0,12,3,108.02,Suffolk County,Massachusetts
1500000US250250201011,437,158,0,12,0,12,38,43,17,28,59,57,142,131,90,79,0,12,15,24,19,32,39,44,18,29,1,201.01,Suffolk County,Massachusetts
1500000US250250201012,582,195,0,12,58,95,0,12,26,31,202,133,19,27,155,129,38,61,21,33,57,76,0,12,6,15,2,201.01,Suffolk County,Massachusetts
1500000US250250201013,782,175,31,46,157,104,144,74,131,73,160,79,0,12,105,80,12,22,0,12,26,43,0,12,16,27,3,201.01,Suffolk County,Massachusetts
1500000US250250201014,933,267,0,12,59,49,178,190,127,90,149,76,45,42,244,146,14,25,39,44,78,74,0,12,0,12,4,201.01,Suffolk County,Massachusetts
1500000US250250202001,907,235,98,78,53,63,49,53,197,134,144,86,86,48,130,89,0,12,26,31,84,88,28,34,12,19,1,202,Suffolk County,Massachusetts
1500000US250250202002,917,186,29,32,148,97,21,24,264,107,150,78,45,39,110,82,19,28,7,13,74,61,50,66,0,12,2,202,Suffolk County,Massachusetts
1500000US250250202003,956,224,0,12,54,46,37,30,214,112,292,125,53,46,158,104,0,12,49,57,51,42,48,40,0,12,3,202,Suffolk County,Massachusetts
1500000US250250203011,42,40,0,12,12,22,12,22,0,12,7,11,0,12,11,22,0,12,0,12,0,12,0,12,0,12,1,203.01,Suffolk County,Massachusetts
1500000US250250203012,1266,180,175,121,179,73,56,40,119,58,187,98,172,96,195,93,12,14,92,41,49,47,30,43,0,12,2,203.01,Suffolk County,Massachusetts
1500000US250250203021,689,107,4,8,55,37,152,77,145,62,120,43,39,21,58,32,23,18,27,22,27,18,32,24,7,10,1,203.02,Suffolk County,Massachusetts
1500000US250250203031,774,159,47,58,70,38,48,42,79,61,224,97,78,59,114,50,22,25,37,32,22,25,22,25,11,17,1,203.03,Suffolk County,Massachusetts
1500000US250250203032,708,214,12,17,49,62,181,112,74,47,122,82,49,34,102,40,12,20,32,31,54,62,11,16,10,16,2,203.03,Suffolk County,Massachusetts
1500000US250250203033,634,185,34,41,113,67,87,60,86,49,68,47,56,48,80,57,53,67,10,16,36,29,11,18,0,12,3,203.03,Suffolk County,Massachusetts
1500000US250250301001,1025,180,27,35,52,40,89,75,179,73,163,160,122,65,117,71,0,12,66,48,93,62,107,114,10,15,1,301,Suffolk County,Massachusetts
1500000US250250301002,668,131,6,10,54,11,40,35,148,72,90,59,110,82,140,84,36,26,0,12,26,24,6,9,12,19,2,301,Suffolk County,Massachusetts
1500000US250250302001,1389,168,34,33,81,41,131,100,351,112,150,65,146,66,218,116,42,28,14,17,140,109,73,44,9,14,1,302,Suffolk County,Massachusetts
1500000US250250303001,926,228,0,12,56,43,158,73,185,115,89,56,123,133,107,68,38,37,0,12,61,57,100,111,9,16,1,303,Suffolk County,Massachusetts
1500000US250250303002,687,272,21,29,54,55,74,58,276,230,66,60,47,76,56,68,22,50,0,12,21,50,26,34,24,32,2,303,Suffolk County,Massachusetts
1500000US250250303003,722,216,30,27,153,85,120,94,79,52,120,124,20,26,146,100,0,12,7,15,25,28,0,12,22,28,3,303,Suffolk County,Massachusetts
1500000US250250303004,452,142,39,63,120,95,126,75,41,38,63,51,0,12,12,19,25,42,11,18,15,23,0,12,0,12,4,303,Suffolk County,Massachusetts
1500000US250250304001,1182,197,0,12,72,65,159,78,104,47,265,92,99,51,212,136,51,51,46,39,119,65,32,26,23,27,1,304,Suffolk County,Massachusetts
1500000US250250304002,826,147,10,15,61,49,114,51,94,50,119,55,231,117,133,83,0,12,22,26,17,20,25,19,0,12,2,304,Suffolk County,Massachusetts
1500000US250250305001,296,78,0,12,9,14,57,40,46,34,90,46,8,12,11,12,49,34,0,12,26,31,0,12,0,12,1,305,Suffolk County,Massachusetts
1500000US250250305002,777,139,48,40,50,45,63,51,107,62,190,84,47,34,116,62,8,12,0,12,79,50,62,48,7,11,2,305,Suffolk County,Massachusetts
1500000US250250305003,719,144,20,27,17,26,118,59,59,40,150,58,76,57,148,59,17,18,32,26,56,39,18,20,8,14,3,305,Suffolk County,Massachusetts
1500000US250250401001,581,152,11,16,0,12,111,66,97,56,81,59,63,45,112,48,12,18,4,7,51,36,35,30,4,8,1,401,Suffolk County,Massachusetts
1500000US250250401002,949,178,0,12,0,12,121,59,155,75,169,93,67,40,183,84,113,72,49,51,22,25,59,36,11,17,2,401,Suffolk County,Massachusetts
1500000US250250402001,194,103,0,12,6,8,0,12,8,12,14,16,0,12,37,33,0,12,12,18,7,12,110,76,0,12,1,402,Suffolk County,Massachusetts
1500000US250250402002,580,91,7,10,36,34,35,31,56,28,100,42,47,33,151,60,59,35,5,8,40,28,44,41,0,12,2,402,Suffolk County,Massachusetts
1500000US250250403001,350,140,0,12,0,12,60,59,0,12,49,60,0,12,79,71,0,12,9,13,26,33,74,88,53,78,1,403,Suffolk County,Massachusetts
1500000US250250403002,998,199,19,23,8,13,33,34,148,94,153,76,11,17,277,99,73,43,18,21,166,74,79,51,13,20,2,403,Suffolk County,Massachusetts
1500000US250250403003,407,98,0,12,6,9,30,27,38,33,26,28,57,54,67,41,54,45,36,34,68,52,13,21,12,19,3,403,Suffolk County,Massachusetts
1500000US250250403004,549,167,0,12,11,19,23,23,85,62,120,62,46,38,23,30,61,58,21,22,147,88,0,12,12,19,4,403,Suffolk County,Massachusetts
1500000US250250403005,516,116,0,12,37,45,7,10,51,44,79,56,34,30,112,59,8,12,25,25,144,69,19,22,0,12,5,403,Suffolk County,Massachusetts
1500000US250250404011,1163,216,40,49,0,12,16,20,216,138,245,106,45,40,341,142,11,18,110,75,119,73,20,25,0,12,1,404.01,Suffolk County,Massachusetts
1500000US250250404012,427,95,0,12,0,12,28,27,20,21,40,29,66,56,114,43,23,37,76,55,48,33,12,19,0,12,2,404.01,Suffolk County,Massachusetts
1500000US250250406001,926,180,0,12,0,12,61,38,78,51,175,85,51,27,215,80,99,90,105,89,83,56,49,47,10,16,1,406,Suffolk County,Massachusetts
1500000US250250406002,1204,202,8,15,24,24,107,66,93,52,186,65,136,71,391,109,75,52,37,29,69,40,69,58,9,13,2,406,Suffolk County,Massachusetts
1500000US250250408011,276,90,0,12,38,28,9,15,35,42,53,37,10,16,76,65,30,41,0,12,0,12,14,24,11,17,1,408.01,Suffolk County,Massachusetts
1500000US250250408012,395,190,0,12,0,12,28,27,5,9,43,36,15,25,205,146,0,12,0,12,43,45,56,51,0,12,2,408.01,Suffolk County,Massachusetts
1500000US250250408013,1484,194,19,23,83,48,91,65,175,69,219,72,75,42,340,123,123,59,75,50,148,60,107,78,29,28,3,408.01,Suffolk County,Massachusetts
1500000US250250501011,1008,284,0,12,107,73,31,28,116,92,161,98,53,70,119,95,54,61,99,101,146,93,122,93,0,12,1,501.01,Suffolk County,Massachusetts
1500000US250250501012,511,174,11,16,0,12,26,25,58,54,85,58,0,12,131,80,69,68,32,50,33,46,45,43,21,34,2,501.01,Suffolk County,Massachusetts
1500000US250250501013,1014,251,0,12,0,12,64,55,150,90,54,30,63,58,335,163,76,52,67,68,105,80,100,82,0,12,3,501.01,Suffolk County,Massachusetts
1500000US250250502001,950,278,0,12,112,71,58,50,75,48,91,56,33,31,183,95,34,43,36,45,149,74,158,132,21,29,1,502,Suffolk County,Massachusetts
1500000US250250502002,642,226,0,12,45,56,49,59,95,92,187,69,25,40,64,57,36,48,40,38,9,16,92,58,0,12,2,502,Suffolk County,Massachusetts
1500000US250250502003,647,273,0,12,0,12,48,48,55,48,88,70,58,62,80,63,10,17,74,86,109,121,94,76,31,30,3,502,Suffolk County,Massachusetts
1500000US250250502004,764,231,0,12,0,12,0,12,44,52,92,84,61,57,109,65,35,56,33,51,195,138,134,92,61,71,4,502,Suffolk County,Massachusetts
1500000US250250503001,370,106,21,33,14,16,34,22,102,62,55,32,19,19,50,34,16,25,52,67,7,11,0,12,0,12,1,503,Suffolk County,Massachusetts
1500000US250250503002,448,111,0,12,0,12,51,41,44,35,57,41,14,15,175,49,7,12,6,8,56,41,31,26,7,10,2,503,Suffolk County,Massachusetts
1500000US250250504001,376,143,0,12,19,26,50,48,65,53,46,34,40,35,97,49,0,12,25,21,20,25,14,24,0,12,1,504,Suffolk County,Massachusetts
1500000US250250504002,1257,234,0,12,57,52,55,30,246,107,121,46,166,60,228,82,59,41,123,73,40,27,96,78,66,51,2,504,Suffolk County,Massachusetts
1500000US250250505001,1258,162,35,29,55,36,48,31,161,70,150,56,108,76,239,102,59,33,99,52,158,65,120,50,26,24,1,505,Suffolk County,Massachusetts
1500000US250250506001,699,195,0,12,50,42,15,24,40,32,123,59,53,51,179,82,33,36,77,50,39,36,46,39,44,39,1,506,Suffolk County,Massachusetts
1500000US250250506002,1010,307,0,12,71,51,75,56,78,56,205,115,65,51,261,116,11,17,20,32,123,65,75,70,26,26,2,506,Suffolk County,Massachusetts
1500000US250250507001,1474,314,0,12,19,30,12,19,142,122,195,101,62,42,597,266,167,136,46,51,139,119,88,87,7,11,1,507,Suffolk County,Massachusetts
1500000US250250507002,868,256,7,11,36,46,26,26,73,50,47,50,130,52,264,121,0,12,57,65,75,76,103,93,50,47,2,507,Suffolk County,Massachusetts
1500000US250250507003,712,323,0,12,0,12,0,12,155,104,196,186,57,57,49,58,0,12,88,92,104,64,42,37,21,22,3,507,Suffolk County,Massachusetts
1500000US250250509011,958,373,11,18,10,18,33,29,41,47,69,41,0,12,304,240,57,56,122,94,78,122,205,187,28,44,1,509.01,Suffolk County,Massachusetts
1500000US250250509012,1124,236,0,12,31,33,19,22,248,143,97,55,66,53,187,103,37,46,161,88,96,77,182,97,0,12,2,509.01,Suffolk County,Massachusetts
