Geography,Total Estimate,Total Margin of Error,Estimate - Less than 5 minutes,Margin of Error - Less than 5 minutes,Estimate - 5 to 9 minutes,Margin of Error - 5 to 9 minutes,Estimate - 10 to 14 minutes,Margin of Error - 10 to 14 minutes,Estimate - 15 to 19 minutes,Margin of Error - 15 to 19 minutes,Estimate - 20 to 24 minutes,Margin of Error - 20 to 24 minutes,Estimate - 25 to 29 minutes,Margin of Error - 25 to 29 minutes,Estimate - 30 to 34 minutes,Margin of Error - 30 to 34 minutes,Estimate - 35 to 39 minutes,Margin of Error - 35 to 39 minutes,Estimate - 40 to 44 minutes,Margin of Error - 40 to 44 minutes,Estimate - 45 to 59 minutes,Margin of Error - 45 to 59 minutes,Estimate - 60 to 89 minutes,Margin of Error - 60 to 89 minutes,Estimate - 90 or more minutes,Margin of Error - 90 or more minutes,Block Group,Census Tract,County,State
1500000US250250202003,777,173,15,24,90,80,37,35,146,87,264,127,86,68,75,57,0,12,0,12,36,33,28,28,0,12,3,202,Suffolk County,Massachusetts
1500000US250250203011,24,43,0,12,11,22,2,4,0,12,0,12,0,12,11,22,0,12,0,12,0,12,0,12,0,12,1,203.01,Suffolk County,Massachusetts
1500000US250250203012,1362,218,157,116,150,69,116,78,192,96,260,144,143,66,188,90,14,13,36,24,86,62,20,23,0,12,2,203.01,Suffolk County,Massachusetts
1500000US250250203021,776,95,5,8,51,31,132,60,194,67,91,40,46,24,125,46,39,31,16,24,20,20,51,31,6,11,1,203.02,Suffolk County,Massachusetts
1500000US250250203031,694,197,44,56,95,74,19,21,105,63,192,88,83,91,86,50,18,21,21,23,0,12,31,28,0,12,1,203.03,Suffolk County,Massachusetts
1500000US250250203032,297,122,42,47,0,12,76,81,45,33,20,22,5,7,18,20,9,15,29,26,6,10,38,45,9,15,2,203.03,Suffolk County,Massachusetts
1500000US250250203033,645,172,35,45,88,55,141,85,109,51,38,30,29,27,95,63,50,69,8,12,32,26,20,22,0,12,3,203.03,Suffolk County,Massachusetts
1500000US250250301001,1087,209,8,12,31,29,168,117,181,75,231,176,30,36,147,68,9,15,84,48,85,61,103,119,10,20,1,301,Suffolk County,Massachusetts
1500000US250250301002,494,115,8,12,45,3,23,24,82,44,114,77,48,52,101,62,25,28,11,18,31,25,6,10,0,12,2,301,Suffolk County,Massachusetts
1500000US250250302001,1189,180,45,43,78,60,81,58,303,114,197,77,145,66,145,96,46,39,33,26,70,55,37,27,9,14,1,302,Suffolk County,Massachusetts
1500000US250250303001,1182,260,15,24,160,140,251,134,295,147,88,74,99,138,86,55,36,34,13,20,52,58,27,44,60,59,1,303,Suffolk County,Massachusetts
1500000US250250303002,620,190,22,23,61,44,85,61,177,121,115,70,48,78,56,66,14,33,0,12,36,50,0,12,6,15,2,303,Suffolk County,Massachusetts
1500000US250250303003,668,178,65,59,117,82,172,117,52,44,61,59,0,12,110,72,0,12,55,78,15,17,0,12,21,28,3,303,Suffolk County,Massachusetts
1500000US250250303004,470,163,59,61,119,98,78,59,80,55,16,25,21,24,28,39,0,12,18,30,51,56,0,12,0,12,4,303,Suffolk County,Massachusetts
1500000US250250304001,1309,240,22,35,74,57,146,83,264,152,281,106,112,60,221,138,0,12,9,13,134,77,38,49,8,13,1,304,Suffolk County,Massachusetts
1500000US250250304002,852,142,11,17,115,75,97,43,78,46,144,74,170,96,114,73,41,40,22,25,29,25,31,26,0,12,2,304,Suffolk County,Massachusetts
1500000US250250305001,356,95,22,30,15,23,68,40,82,48,82,48,9,14,39,24,15,12,7,11,8,13,9,14,0,12,1,305,Suffolk County,Massachusetts
1500000US250250305002,784,147,16,17,30,34,58,47,191,80,151,64,49,47,169,73,8,13,0,12,52,45,51,43,9,14,2,305,Suffolk County,Massachusetts
1500000US250250305003,759,183,24,32,21,34,102,58,107,52,149,64,65,57,173,82,19,21,38,34,61,44,0,12,0,12,3,305,Suffolk County,Massachusetts
1500000US250250401001,524,105,13,18,0,12,113,46,60,34,72,56,47,42,127,46,29,26,5,9,12,24,20,20,26,27,1,401,Suffolk County,Massachusetts
1500000US250250401002,987,204,4,7,35,48,94,63,163,85,150,91,47,30,227,115,82,50,59,50,44,32,72,39,10,15,2,401,Suffolk County,Massachusetts
1500000US250250402001,254,119,0,12,16,23,26,38,4,7,5,8,5,7,25,29,7,10,12,15,5,9,135,107,14,22,1,402,Suffolk County,Massachusetts
1500000US250250402002,436,85,7,10,49,35,46,30,64,35,88,44,9,13,72,37,28,23,12,12,41,27,20,18,0,12,2,402,Suffolk County,Massachusetts
1500000US250250403001,256,100,0,12,0,12,52,51,9,15,49,77,0,12,62,58,0,12,0,12,13,20,71,71,0,12,1,403,Suffolk County,Massachusetts
1500000US250250403002,826,167,29,30,10,16,45,40,70,52,175,70,30,25,203,95,50,42,21,22,125,61,27,25,41,40,2,403,Suffolk County,Massachusetts
1500000US250250403003,421,126,0,12,0,12,58,35,34,32,101,66,66,52,73,44,8,13,30,28,28,33,14,23,9,16,3,403,Suffolk County,Massachusetts
1500000US250250403004,545,132,0,12,0,12,32,29,124,76,104,48,27,27,56,37,60,64,31,27,111,51,0,12,0,12,4,403,Suffolk County,Massachusetts
1500000US250250403005,453,114,11,17,37,38,9,14,43,30,99,67,27,25,67,48,13,21,17,19,119,60,11,18,0,12,5,403,Suffolk County,Massachusetts
1500000US250250404011,975,194,0,12,9,15,54,60,189,119,207,87,8,15,202,64,16,19,90,70,92,67,81,66,27,43,1,404.01,Suffolk County,Massachusetts
1500000US250250404012,394,142,0,12,51,60,16,20,20,22,76,74,60,53,74,38,11,17,49,38,27,24,10,15,0,12,2,404.01,Suffolk County,Massachusetts
1500000US250250406001,838,151,0,12,8,12,38,31,146,83,175,77,44,30,133,54,49,51,82,86,36,26,90,65,37,44,1,406,Suffolk County,Massachusetts
1500000US250250406002,1298,240,9,15,18,19,74,63,199,130,324,109,160,82,299,84,63,48,17,20,47,37,81,67,7,11,2,406,Suffolk County,Massachusetts
1500000US250250408011,295,107,0,12,0,12,45,62,54,43,33,35,6,14,56,59,21,26,0,12,27,30,33,38,20,22,1,408.01,Suffolk County,Massachusetts
1500000US250250408012,338,151,0,12,0,12,27,26,14,16,91,116,17,30,76,56,11,13,0,12,10,17,92,66,0,12,2,408.01,Suffolk County,Massachusetts
1500000US250250408013,1529,205,16,24,127,66,121,70,160,57,190,75,83,57,430,129,80,33,52,40,132,64,130,89,8,13,3,408.01,Suffolk County,Massachusetts
1500000US250250501011,997,288,0,12,63,56,89,136,228,106,98,52,0,12,112,84,46,41,118,86,152,91,91,60,0,12,1,501.01,Suffolk County,Massachusetts
1500000US250250501012,782,168,12,18,31,45,79,60,94,55,60,45,21,34,160,90,80,67,65,64,63,64,93,102,24,27,2,501.01,Suffolk County,Massachusetts
1500000US250250501013,795,185,0,12,54,53,87,55,86,65,89,54,45,45,166,85,87,52,69,63,29,30,83,59,0,12,3,501.01,Suffolk County,Massachusetts
1500000US250250502001,1318,407,0,12,83,67,78,61,79,66,82,69,9,15,250,121,93,104,111,88,243,107,290,159,0,12,1,502,Suffolk County,Massachusetts
1500000US250250502002,568,209,0,12,36,41,42,50,70,78,155,78,70,82,31,28,49,51,35,32,49,35,31,28,0,12,2,502,Suffolk County,Massachusetts
1500000US250250502003,582,240,0,12,0,12,32,31,58,52,63,51,33,51,65,56,9,15,70,75,103,121,149,115,0,12,3,502,Suffolk County,Massachusetts
1500000US250250502004,990,397,0,12,32,51,0,12,112,148,227,163,60,54,103,73,0,12,22,35,160,138,244,105,30,45,4,502,Suffolk County,Massachusetts
1500000US250250503001,350,118,25,39,38,33,13,14,67,49,42,39,12,18,82,61,13,22,42,55,8,12,8,12,0,12,1,503,Suffolk County,Massachusetts
1500000US250250503002,356,91,0,12,0,12,31,23,49,34,18,22,38,23,133,56,15,16,5,8,25,20,27,19,15,15,2,503,Suffolk County,Massachusetts
1500000US250250504001,494,158,0,12,18,22,58,48,77,49,52,38,46,40,188,87,6,10,17,21,18,23,14,23,0,12,1,504,Suffolk County,Massachusetts
1500000US250250504002,1103,207,0,12,65,59,74,50,182,71,188,91,75,46,207,85,45,32,104,65,46,33,53,44,64,48,2,504,Suffolk County,Massachusetts
1500000US250250505001,1353,196,30,34,14,16,112,51,259,116,155,54,109,71,274,95,23,23,63,37,180,79,115,53,19,22,1,505,Suffolk County,Massachusetts
1500000US250250506001,888,208,0,12,33,32,15,22,87,46,81,50,105,63,205,83,5,9,76,42,80,53,111,59,90,75,1,506,Suffolk County,Massachusetts
1500000US250250506002,842,274,0,12,55,37,53,41,123,64,156,102,65,52,238,105,0,12,14,23,61,42,64,57,13,16,2,506,Suffolk County,Massachusetts
1500000US250250507001,1525,271,15,22,44,46,56,59,141,106,177,113,27,34,553,222,134,114,42,36,160,103,166,96,10,18,1,507,Suffolk County,Massachusetts
1500000US250250507002,808,239,11,18,64,59,48,34,69,55,100,67,44,43,229,110,0,12,59,55,58,48,88,84,38,39,2,507,Suffolk County,Massachusetts
1500000US250250507003,669,277,0,12,0,12,22,34,180,108,178,141,23,36,77,68,24,38,63,54,42,42,29,29,31,38,3,507,Suffolk County,Massachusetts
1500000US250250509011,1037,263,14,16,14,17,19,19,127,75,137,82,65,56,337,179,48,51,122,100,33,53,65,53,56,85,1,509.01,Suffolk County,Massachusetts
1500000US250250509012,1196,232,0,12,43,43,76,58,163,93,110,64,40,40,180,87,77,50,83,57,80,63,271,116,73,68,2,509.01,Suffolk County,Massachusetts
