Geography,Total Estimate,Total Margin of Error,"Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:",Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Taxicab,Margin of Error - Taxicab,Estimate - Motorcycle,Margin of Error - Motorcycle,Estimate - Bicycle,Margin of Error - Bicycle,Estimate - Walked,Margin of Error - Walked,Estimate - Other means,Margin of Error - Other means,Estimate - Worked from home,Margin of Error - Worked from home,Block Group,Census Tract,County,State
1500000US250250104052,896,200,80,37,71,33,9,15,2,6,0,14,0,14,7,14,0,14,218,119,128,103,87,49,0,14,3,5,0,14,0,14,0,14,52,44,450,154,14,20,82,35,2,104.05,Suffolk County,Massachusetts
1500000US250250104053,119,47,49,35,43,29,6,9,6,9,0,14,0,14,0,14,0,14,22,23,18,19,4,7,0,14,0,14,0,14,0,14,0,14,0,14,40,38,0,14,8,15,3,104.05,Suffolk County,Massachusetts
1500000US250250104081,944,132,156,65,150,67,6,13,6,13,0,14,0,14,0,14,0,14,140,52,40,23,92,44,7,8,1,3,0,14,12,13,0,14,4,6,485,122,0,14,147,62,1,104.08,Suffolk County,Massachusetts
1500000US250250105001,486,145,48,35,48,35,0,14,0,14,0,14,0,14,0,14,0,14,27,31,4,11,23,26,0,14,0,14,0,14,7,13,0,14,0,14,254,120,0,14,150,87,1,105,Suffolk County,Massachusetts
1500000US250250105002,360,135,125,86,125,86,0,14,0,14,0,14,0,14,0,14,0,14,79,56,7,11,62,50,0,14,10,15,0,14,0,14,0,14,0,14,146,101,0,14,10,18,2,105,Suffolk County,Massachusetts
1500000US250250105003,541,157,147,85,147,85,0,14,0,14,0,14,0,14,0,14,0,14,191,83,39,24,152,80,0,14,0,14,0,14,0,14,0,14,19,25,133,82,0,14,51,45,3,105,Suffolk County,Massachusetts
1500000US250250106001,780,277,163,121,163,121,0,14,0,14,0,14,0,14,0,14,0,14,172,105,27,27,145,100,0,14,0,14,0,14,7,11,0,14,127,151,175,102,0,14,136,87,1,106,Suffolk County,Massachusetts
1500000US250250106002,779,175,93,65,93,65,0,14,0,14,0,14,0,14,0,14,0,14,151,84,15,18,122,77,0,14,14,23,0,14,7,11,0,14,25,31,348,122,0,14,155,94,2,106,Suffolk County,Massachusetts
1500000US250250106003,351,137,34,38,34,38,0,14,0,14,0,14,0,14,0,14,0,14,53,42,34,27,10,17,0,14,9,15,0,14,0,14,0,14,0,14,155,112,0,14,109,92,3,106,Suffolk County,Massachusetts
1500000US250250107011,502,125,121,66,90,60,31,33,26,32,0,14,0,14,0,14,5,8,110,57,16,19,94,52,0,14,0,14,0,14,0,14,0,14,0,14,139,62,10,15,122,100,1,107.01,Suffolk County,Massachusetts
1500000US250250107012,573,148,120,80,104,75,16,25,16,25,0,14,0,14,0,14,0,14,70,48,0,14,70,48,0,14,0,14,0,14,0,14,0,14,2,6,272,111,0,14,109,65,2,107.01,Suffolk County,Massachusetts
1500000US250250107013,464,142,94,60,94,60,0,14,0,14,0,14,0,14,0,14,0,14,97,55,15,16,82,54,0,14,0,14,0,14,0,14,0,14,0,14,190,106,12,18,71,55,3,107.01,Suffolk County,Massachusetts
1500000US250250107021,519,172,146,89,123,87,23,22,15,17,0,14,0,14,0,14,8,13,111,52,14,16,97,52,0,14,0,14,0,14,0,14,0,14,7,11,139,70,0,14,116,95,1,107.02,Suffolk County,Massachusetts
1500000US250250107022,362,109,81,48,73,47,8,13,8,13,0,14,0,14,0,14,0,14,55,44,0,14,16,19,39,39,0,14,0,14,0,14,0,14,0,14,141,66,0,14,85,56,2,107.02,Suffolk County,Massachusetts
1500000US250250107023,514,158,124,76,124,76,0,14,0,14,0,14,0,14,0,14,0,14,34,32,0,14,34,32,0,14,0,14,0,14,8,13,0,14,0,14,211,94,0,14,137,75,3,107.02,Suffolk County,Massachusetts
1500000US250250108011,424,122,63,38,58,37,5,11,5,11,0,14,0,14,0,14,0,14,24,17,15,13,9,11,0,14,0,14,0,14,0,14,0,14,19,28,239,90,38,54,41,40,1,108.01,Suffolk County,Massachusetts
1500000US250250108012,581,199,107,59,60,38,47,36,47,36,0,14,0,14,0,14,0,14,29,30,0,14,12,14,17,27,0,14,0,14,2,3,0,14,0,14,285,142,15,24,143,86,2,108.01,Suffolk County,Massachusetts
1500000US250250108013,742,147,141,67,141,67,0,14,0,14,0,14,0,14,0,14,0,14,53,37,0,14,53,37,0,14,0,14,0,14,0,14,0,14,40,51,300,115,16,23,192,77,3,108.01,Suffolk County,Massachusetts
1500000US250250108021,960,337,82,46,82,46,0,14,0,14,0,14,0,14,0,14,0,14,166,86,0,14,137,83,21,25,8,12,0,14,8,12,0,14,44,46,419,244,5,7,236,142,1,108.02,Suffolk County,Massachusetts
1500000US250250108022,895,172,209,65,209,65,0,14,0,14,0,14,0,14,0,14,0,14,199,82,39,35,128,61,3,5,29,41,0,14,0,14,0,14,27,20,206,96,0,14,254,114,2,108.02,Suffolk County,Massachusetts
1500000US250250108023,454,137,82,71,82,71,0,14,0,14,0,14,0,14,0,14,0,14,87,60,0,14,87,60,0,14,0,14,0,14,16,17,0,14,23,21,154,67,0,14,92,99,3,108.02,Suffolk County,Massachusetts
1500000US250250201011,279,125,55,73,55,73,0,14,0,14,0,14,0,14,0,14,0,14,30,36,0,14,30,36,0,14,0,14,0,14,0,14,0,14,0,14,126,88,0,14,68,54,1,201.01,Suffolk County,Massachusetts
1500000US250250201012,796,256,106,86,87,82,19,29,19,29,0,14,0,14,0,14,0,14,56,50,13,21,43,36,0,14,0,14,0,14,11,17,0,14,0,14,333,207,0,14,290,174,2,201.01,Suffolk County,Massachusetts
1500000US250250201013,748,347,115,76,102,72,13,21,13,21,0,14,0,14,0,14,0,14,97,89,13,27,84,84,0,14,0,14,0,14,0,14,0,14,71,92,310,197,0,14,155,134,3,201.01,Suffolk County,Massachusetts
1500000US250250201014,721,224,157,104,151,103,6,16,6,16,0,14,0,14,0,14,0,14,38,47,0,14,38,47,0,14,0,14,0,14,0,14,0,14,0,14,204,98,0,14,322,149,4,201.01,Suffolk County,Massachusetts
1500000US250250202001,758,239,133,108,133,108,0,14,0,14,0,14,0,14,0,14,0,14,45,39,0,14,45,39,0,14,0,14,0,14,0,14,0,14,0,14,399,183,0,14,181,118,1,202,Suffolk County,Massachusetts
1500000US250250202002,801,215,75,66,75,66,0,14,0,14,0,14,0,14,0,14,0,14,110,62,32,37,78,57,0,14,0,14,0,14,0,14,0,14,0,14,352,113,33,52,231,122,2,202,Suffolk County,Massachusetts
1500000US250250202003,942,296,33,39,33,39,0,14,0,14,0,14,0,14,0,14,0,14,309,149,0,14,272,111,37,59,0,14,0,14,12,20,0,14,0,14,312,216,22,25,254,166,3,202,Suffolk County,Massachusetts
1500000US250250203011,1468,389,107,74,101,74,6,9,0,14,0,14,0,14,6,9,0,14,301,131,14,21,287,130,0,14,0,14,0,14,0,14,0,14,10,15,561,190,64,57,425,211,1,203.01,Suffolk County,Massachusetts
1500000US250250203021,768,117,72,35,72,35,0,14,0,14,0,14,0,14,0,14,0,14,217,102,0,14,195,98,1,7,21,31,0,14,10,18,0,14,5,7,345,123,4,8,115,59,1,203.02,Suffolk County,Massachusetts
1500000US250250203041,751,202,241,123,241,123,0,14,0,14,0,14,0,14,0,14,0,14,114,71,0,14,114,71,0,14,0,14,0,14,0,14,0,14,19,32,154,90,0,14,223,121,1,203.04,Suffolk County,Massachusetts
1500000US250250203042,236,130,28,45,28,45,0,14,0,14,0,14,0,14,0,14,0,14,54,47,0,14,54,47,0,14,0,14,0,14,0,14,0,14,0,14,55,61,0,14,99,87,2,203.04,Suffolk County,Massachusetts
1500000US250250203051,742,313,143,108,143,108,0,14,0,14,0,14,0,14,0,14,0,14,206,146,0,14,108,83,0,14,22,34,76,118,0,14,0,14,0,14,275,219,56,72,62,47,1,203.05,Suffolk County,Massachusetts
1500000US250250203052,1525,280,226,100,216,101,10,16,10,16,0,14,0,14,0,14,0,14,193,102,37,40,156,97,0,14,0,14,0,14,43,44,0,14,21,35,637,201,0,14,405,183,2,203.05,Suffolk County,Massachusetts
1500000US250250301001,809,208,130,71,124,70,6,11,0,14,6,11,0,14,0,14,0,14,176,105,0,14,166,104,10,15,0,14,0,14,17,26,0,14,41,39,323,129,0,14,122,68,1,301,Suffolk County,Massachusetts
1500000US250250301002,793,384,73,56,73,56,0,14,0,14,0,14,0,14,0,14,0,14,185,144,0,14,56,40,33,27,8,13,88,136,0,14,0,14,36,25,292,108,0,14,207,228,2,301,Suffolk County,Massachusetts
1500000US250250302001,783,324,223,210,209,209,14,21,14,21,0,14,0,14,0,14,0,14,224,205,0,14,224,205,0,14,0,14,0,14,0,14,0,14,18,21,190,104,4,8,124,64,1,302,Suffolk County,Massachusetts
1500000US250250302002,511,140,115,63,91,55,24,31,24,31,0,14,0,14,0,14,0,14,56,40,0,14,56,40,0,14,0,14,0,14,0,14,0,14,26,31,231,93,0,14,83,63,2,302,Suffolk County,Massachusetts
1500000US250250303011,587,153,101,91,101,91,0,14,0,14,0,14,0,14,0,14,0,14,99,46,8,15,77,37,14,21,0,14,0,14,0,14,0,14,0,14,220,86,0,14,167,79,1,303.01,Suffolk County,Massachusetts
1500000US250250303012,138,65,53,39,53,39,0,14,0,14,0,14,0,14,0,14,0,14,9,15,0,14,0,14,9,15,0,14,0,14,0,14,0,14,0,14,21,24,0,14,55,63,2,303.01,Suffolk County,Massachusetts
1500000US250250303021,1260,250,104,81,95,79,9,16,9,16,0,14,0,14,0,14,0,14,287,109,58,54,224,88,5,8,0,14,0,14,19,34,0,14,8,19,593,181,10,17,239,146,1,303.02,Suffolk County,Massachusetts
1500000US250250304001,329,146,15,16,15,16,0,14,0,14,0,14,0,14,0,14,0,14,97,62,0,14,97,62,0,14,0,14,0,14,0,14,0,14,0,14,75,72,0,14,142,112,1,304,Suffolk County,Massachusetts
1500000US250250304002,654,163,163,110,155,108,8,14,8,14,0,14,0,14,0,14,0,14,122,63,7,11,109,63,6,9,0,14,0,14,0,14,0,14,0,14,222,94,0,14,147,85,2,304,Suffolk County,Massachusetts
1500000US250250304003,775,359,44,36,44,36,0,14,0,14,0,14,0,14,0,14,0,14,110,54,0,14,105,53,5,8,0,14,0,14,0,14,0,14,6,9,358,275,11,18,246,218,3,304,Suffolk County,Massachusetts
1500000US250250304004,1148,389,81,58,81,58,0,14,0,14,0,14,0,14,0,14,0,14,105,130,0,14,105,130,0,14,0,14,0,14,18,28,0,14,0,14,623,323,0,14,321,137,4,304,Suffolk County,Massachusetts
1500000US250250305001,293,95,102,55,98,55,4,10,4,10,0,14,0,14,0,14,0,14,23,27,0,14,23,27,0,14,0,14,0,14,0,14,0,14,9,13,119,61,0,14,40,34,1,305,Suffolk County,Massachusetts
1500000US250250305002,760,244,121,62,112,60,9,15,9,15,0,14,0,14,0,14,0,14,95,37,0,14,95,37,0,14,0,14,0,14,0,14,0,14,0,14,313,120,8,12,223,166,2,305,Suffolk County,Massachusetts
1500000US250250305003,645,157,75,46,75,46,0,14,0,14,0,14,0,14,0,14,0,14,173,90,0,14,173,90,0,14,0,14,0,14,0,14,0,14,0,14,238,129,0,14,159,99,3,305,Suffolk County,Massachusetts
1500000US250250401001,617,172,215,101,215,101,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,115,60,108,78,32,46,147,80,1,401,Suffolk County,Massachusetts
1500000US250250401002,954,214,362,144,315,128,47,48,47,48,0,14,0,14,0,14,0,14,79,50,34,32,21,23,7,11,0,14,17,26,0,14,0,14,74,60,184,87,6,12,249,149,2,401,Suffolk County,Massachusetts
1500000US250250402001,337,84,175,66,134,55,41,33,26,22,15,23,0,14,0,14,0,14,117,51,100,46,17,23,0,14,0,14,0,14,0,14,0,14,15,15,25,23,0,14,5,7,1,402,Suffolk County,Massachusetts
1500000US250250402002,467,125,263,100,226,97,37,28,21,21,8,14,0,14,0,14,8,13,56,37,47,29,9,14,0,14,0,14,0,14,0,14,0,14,23,21,58,34,11,11,56,32,2,402,Suffolk County,Massachusetts
1500000US250250403001,319,205,211,188,211,188,0,14,0,14,0,14,0,14,0,14,0,14,50,72,15,37,35,54,0,14,0,14,0,14,0,14,0,14,0,14,20,31,0,14,38,49,1,403,Suffolk County,Massachusetts
1500000US250250403002,1066,281,336,167,292,136,44,55,0,14,44,55,0,14,0,14,0,14,252,116,151,84,101,79,0,14,0,14,0,14,0,14,0,14,118,128,153,91,0,14,207,91,2,403,Suffolk County,Massachusetts
1500000US250250403003,527,183,76,62,72,62,4,12,4,12,0,14,0,14,0,14,0,14,141,104,33,38,99,94,0,14,0,14,9,14,23,25,22,34,10,16,99,87,0,14,156,97,3,403,Suffolk County,Massachusetts
1500000US250250403004,460,168,144,69,133,63,11,17,11,17,0,14,0,14,0,14,0,14,141,102,121,99,20,32,0,14,0,14,0,14,0,14,0,14,0,14,27,28,0,14,148,115,4,403,Suffolk County,Massachusetts
1500000US250250403005,752,233,134,80,112,75,22,34,22,34,0,14,0,14,0,14,0,14,183,146,105,117,78,95,0,14,0,14,0,14,0,14,0,14,268,169,52,51,0,14,115,80,5,403,Suffolk County,Massachusetts
1500000US250250404011,1201,209,408,127,316,110,92,70,83,67,0,14,0,14,9,15,0,14,289,148,138,96,151,102,0,14,0,14,0,14,0,14,0,14,17,20,337,204,8,14,142,83,1,404.01,Suffolk County,Massachusetts
1500000US250250404012,435,160,135,71,135,71,0,14,0,14,0,14,0,14,0,14,0,14,40,32,0,14,40,32,0,14,0,14,0,14,0,14,0,14,9,17,91,61,0,14,160,105,2,404.01,Suffolk County,Massachusetts
1500000US250250406001,1294,318,406,162,374,160,32,36,0,14,18,29,0,14,14,21,0,14,388,152,66,33,309,136,0,14,0,14,13,23,10,15,0,14,78,56,90,62,16,20,306,191,1,406,Suffolk County,Massachusetts
1500000US250250406002,1374,251,602,162,445,127,157,80,115,70,42,36,0,14,0,14,0,14,319,109,275,112,44,33,0,14,0,14,0,14,12,19,0,14,51,45,123,90,17,22,250,97,2,406,Suffolk County,Massachusetts
1500000US250250408011,341,174,127,111,127,111,0,14,0,14,0,14,0,14,0,14,0,14,46,47,46,47,0,14,0,14,0,14,0,14,0,14,0,14,0,14,157,125,0,14,11,18,1,408.01,Suffolk County,Massachusetts
1500000US250250408012,377,183,125,64,96,61,29,39,29,39,0,14,0,14,0,14,0,14,194,145,38,34,156,140,0,14,0,14,0,14,0,14,0,14,10,18,0,14,25,37,23,34,2,408.01,Suffolk County,Massachusetts
1500000US250250408013,1570,319,714,241,672,230,42,49,42,49,0,14,0,14,0,14,0,14,191,110,14,21,88,56,0,14,0,14,89,70,0,14,0,14,42,37,313,130,15,16,295,154,3,408.01,Suffolk County,Massachusetts
1500000US250250501011,1252,439,715,310,625,301,90,78,59,69,31,46,0,14,0,14,0,14,421,265,0,14,421,265,0,14,0,14,0,14,0,14,0,14,33,41,35,43,0,14,48,32,1,501.01,Suffolk County,Massachusetts
1500000US250250501012,469,143,250,108,171,80,79,100,39,48,40,66,0,14,0,14,0,14,130,78,0,14,130,78,0,14,0,14,0,14,0,14,0,14,0,14,71,52,0,14,18,30,2,501.01,Suffolk County,Massachusetts
1500000US250250501013,923,338,442,201,398,187,44,43,13,18,31,43,0,14,0,14,0,14,309,166,53,62,256,158,0,14,0,14,0,14,0,14,0,14,0,14,37,30,0,14,135,96,3,501.01,Suffolk County,Massachusetts
1500000US250250502001,1143,315,247,118,206,115,41,40,41,40,0,14,0,14,0,14,0,14,655,262,106,142,549,234,0,14,0,14,0,14,0,14,0,14,20,32,141,102,0,14,80,61,1,502,Suffolk County,Massachusetts
1500000US250250502002,1044,559,325,240,295,248,30,38,30,38,0,14,0,14,0,14,0,14,390,215,6,16,316,173,68,101,0,14,0,14,0,14,0,14,0,14,39,54,0,14,290,320,2,502,Suffolk County,Massachusetts
1500000US250250502003,338,131,156,86,115,80,41,74,41,74,0,14,0,14,0,14,0,14,119,73,0,14,119,73,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,63,58,3,502,Suffolk County,Massachusetts
1500000US250250502004,431,191,143,105,143,105,0,14,0,14,0,14,0,14,0,14,0,14,264,172,58,59,206,165,0,14,0,14,0,14,0,14,0,14,0,14,0,14,6,9,18,20,4,502,Suffolk County,Massachusetts
1500000US250250503001,985,272,324,138,278,126,46,57,36,55,0,14,0,14,0,14,10,17,374,168,61,54,296,125,17,27,0,14,0,14,7,11,0,14,10,15,126,136,0,14,144,77,1,503,Suffolk County,Massachusetts
1500000US250250503002,330,128,135,80,70,43,65,71,47,71,0,14,0,14,0,14,18,28,102,68,14,23,88,63,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,93,78,2,503,Suffolk County,Massachusetts
1500000US250250503003,622,176,157,85,120,65,37,41,29,34,0,14,8,13,0,14,0,14,184,75,11,18,75,55,54,60,0,14,44,42,64,93,0,14,0,14,30,44,0,14,187,106,3,503,Suffolk County,Massachusetts
1500000US250250504001,229,171,58,60,58,60,0,14,0,14,0,14,0,14,0,14,0,14,137,103,0,14,137,103,0,14,0,14,0,14,0,14,0,14,0,14,20,31,0,14,14,17,1,504,Suffolk County,Massachusetts
1500000US250250504002,930,176,151,67,141,59,10,19,10,19,0,14,0,14,0,14,0,14,522,136,42,43,480,144,0,14,0,14,0,14,5,8,0,14,0,14,88,75,0,14,164,102,2,504,Suffolk County,Massachusetts
1500000US250250505001,1417,176,380,110,292,110,88,51,73,49,0,14,15,25,0,14,0,14,694,160,87,57,582,157,25,40,0,14,0,14,0,14,0,14,9,13,47,25,47,44,240,78,1,505,Suffolk County,Massachusetts
1500000US250250505002,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,2,505,Suffolk County,Massachusetts
1500000US250250506001,1004,333,205,86,175,74,30,47,0,14,30,47,0,14,0,14,0,14,606,197,84,103,522,182,0,14,0,14,0,14,0,14,0,14,0,14,113,175,0,14,80,69,1,506,Suffolk County,Massachusetts
1500000US250250506002,471,117,170,86,115,65,55,66,8,11,0,14,47,65,0,14,0,14,157,53,6,10,151,50,0,14,0,14,0,14,0,14,0,14,0,14,24,31,0,14,120,53,2,506,Suffolk County,Massachusetts
1500000US250250507001,963,295,350,154,252,110,98,69,77,61,0,14,21,32,0,14,0,14,490,198,69,61,421,196,0,14,0,14,0,14,8,13,0,14,0,14,68,68,16,26,31,36,1,507,Suffolk County,Massachusetts
1500000US250250507002,763,285,237,120,146,81,91,93,42,47,0,14,0,14,49,83,0,14,357,220,49,56,308,215,0,14,0,14,0,14,0,14,0,14,0,14,46,51,0,14,123,96,2,507,Suffolk County,Massachusetts
1500000US250250507003,1056,413,181,130,132,109,49,77,0,14,49,77,0,14,0,14,0,14,740,308,136,109,543,263,0,14,61,103,0,14,0,14,0,14,0,14,79,71,0,14,56,49,3,507,Suffolk County,Massachusetts
1500000US250250509011,998,466,363,173,311,135,52,63,0,14,38,60,0,14,14,23,0,14,573,392,32,51,367,242,174,259,0,14,0,14,0,14,0,14,0,14,28,32,0,14,34,44,1,509.01,Suffolk County,Massachusetts
1500000US250250509012,940,292,324,150,240,126,84,65,61,59,23,24,0,14,0,14,0,14,441,243,6,9,431,243,4,10,0,14,0,14,0,14,0,14,0,14,39,64,0,14,136,81,2,509.01,Suffolk County,Massachusetts
1500000US250250509013,451,209,201,104,195,102,6,11,6,11,0,14,0,14,0,14,0,14,167,135,0,14,167,135,0,14,0,14,0,14,0,14,0,14,0,14,23,28,0,14,60,49,3,509.01,Suffolk County,Massachusetts
1500000US250250510001,2078,579,533,188,406,176,127,138,127,138,0,14,0,14,0,14,0,14,930,308,55,48,853,298,0,14,22,37,0,14,0,14,0,14,8,14,57,58,0,14,550,270,1,510,Suffolk County,Massachusetts
1500000US250250510002,280,128,98,91,98,91,0,14,0,14,0,14,0,14,0,14,0,14,108,62,0,14,108,62,0,14,0,14,0,14,0,14,0,14,0,14,51,51,0,14,23,29,2,510,Suffolk County,Massachusetts
1500000US250250510003,727,246,429,176,302,129,127,108,127,108,0,14,0,14,0,14,0,14,133,107,0,14,133,107,0,14,0,14,0,14,0,14,0,14,0,14,0,14,12,21,153,109,3,510,Suffolk County,Massachusetts
1500000US250250511011,1148,456,457,265,418,268,39,44,39,44,0,14,0,14,0,14,0,14,530,273,0,14,530,273,0,14,0,14,0,14,0,14,0,14,12,19,59,63,0,14,90,85,1,511.01,Suffolk County,Massachusetts
1500000US250250511012,1271,454,860,409,858,410,2,18,2,18,0,14,0,14,0,14,0,14,169,128,0,14,169,128,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,242,158,2,511.01,Suffolk County,Massachusetts
1500000US250250511013,651,295,380,273,360,267,20,29,20,29,0,14,0,14,0,14,0,14,238,167,93,145,145,97,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,33,32,3,511.01,Suffolk County,Massachusetts
1500000US250250511014,520,287,351,254,309,206,42,66,42,66,0,14,0,14,0,14,0,14,105,84,0,14,105,84,0,14,0,14,0,14,0,14,0,14,0,14,0,14,48,75,16,27,4,511.01,Suffolk County,Massachusetts
1500000US250250512001,737,306,142,90,127,87,15,24,15,24,0,14,0,14,0,14,0,14,174,73,0,14,151,65,0,14,0,14,23,36,0,14,0,14,0,14,8,13,0,14,413,296,1,512,Suffolk County,Massachusetts
1500000US250250512002,644,201,276,136,269,137,7,15,7,15,0,14,0,14,0,14,0,14,117,70,7,13,98,65,0,14,12,19,0,14,0,14,0,14,0,14,76,54,0,14,175,117,2,512,Suffolk County,Massachusetts
1500000US250250512003,982,243,223,98,223,98,0,14,0,14,0,14,0,14,0,14,0,14,514,187,71,56,443,168,0,14,0,14,0,14,0,14,0,14,0,14,62,83,34,54,149,104,3,512,Suffolk County,Massachusetts
1500000US250250601011,798,221,368,116,368,116,0,14,0,14,0,14,0,14,0,14,0,14,99,93,49,51,50,76,0,14,0,14,0,14,9,13,0,14,0,14,109,116,0,14,213,107,1,601.01,Suffolk County,Massachusetts
1500000US250250601012,577,240,241,146,203,142,38,39,26,34,12,20,0,14,0,14,0,14,182,104,164,101,18,20,0,14,0,14,0,14,0,14,0,14,0,14,11,17,0,14,143,103,2,601.01,Suffolk County,Massachusetts
1500000US250250601013,638,238,391,206,355,192,36,36,24,32,12,18,0,14,0,14,0,14,138,71,109,56,29,29,0,14,0,14,0,14,0,14,0,14,17,26,26,42,0,14,66,45,3,601.01,Suffolk County,Massachusetts
1500000US250250601014,521,136,195,84,178,78,17,21,17,21,0,14,0,14,0,14,0,14,185,105,185,105,0,14,0,14,0,14,0,14,20,24,10,16,9,14,23,26,11,17,68,56,4,601.01,Suffolk County,Massachusetts
1500000US250250602001,711,293,283,124,246,121,37,32,37,32,0,14,0,14,0,14,0,14,127,70,103,68,12,23,0,14,0,14,12,16,0,14,0,14,12,13,2,5,0,14,287,146,1,602,Suffolk County,Massachusetts
1500000US250250602002,949,236,338,113,319,112,19,21,19,21,0,14,0,14,0,14,0,14,221,76,189,71,32,31,0,14,0,14,0,14,0,14,29,39,0,14,29,25,22,27,310,176,2,602,Suffolk County,Massachusetts
1500000US250250603011,838,221,337,100,293,97,44,35,22,26,22,25,0,14,0,14,0,14,243,130,230,129,13,21,0,14,0,14,0,14,15,25,0,14,0,14,58,49,0,14,185,91,1,603.01,Suffolk County,Massachusetts
1500000US250250603012,1002,553,377,134,334,125,43,31,28,23,15,20,0,14,0,14,0,14,89,59,72,52,17,24,0,14,0,14,0,14,37,49,0,14,14,22,12,18,0,14,473,509,2,603.01,Suffolk County,Massachusetts
1500000US250250603013,904,255,477,194,434,196,43,45,43,45,0,14,0,14,0,14,0,14,223,105,182,84,29,54,0,14,12,19,0,14,0,14,0,14,0,14,25,29,0,14,179,117,3,603.01,Suffolk County,Massachusetts
1500000US250250604001,985,382,221,93,221,93,0,14,0,14,0,14,0,14,0,14,0,14,290,155,194,115,96,69,0,14,0,14,0,14,0,14,0,14,0,14,32,36,11,20,431,344,1,604,Suffolk County,Massachusetts
1500000US250250604002,750,229,240,154,225,145,15,25,0,14,15,25,0,14,0,14,0,14,167,116,134,106,33,46,0,14,0,14,0,14,0,14,0,14,0,14,19,31,0,14,324,140,2,604,Suffolk County,Massachusetts
1500000US250250604003,939,382,453,252,407,238,46,54,0,14,46,54,0,14,0,14,0,14,284,155,284,155,0,14,0,14,0,14,0,14,0,14,0,14,0,14,61,82,0,14,141,126,3,604,Suffolk County,Massachusetts
1500000US250250604004,883,337,499,253,484,261,15,26,15,26,0,14,0,14,0,14,0,14,36,48,24,41,12,27,0,14,0,14,0,14,0,14,0,14,0,14,71,113,0,14,277,240,4,604,Suffolk County,Massachusetts
1500000US250250604005,411,220,156,91,156,91,0,14,0,14,0,14,0,14,0,14,0,14,182,181,34,43,93,93,0,14,55,84,0,14,27,38,0,14,0,14,17,29,0,14,29,46,5,604,Suffolk County,Massachusetts
1500000US250250605011,226,157,75,102,75,102,0,14,0,14,0,14,0,14,0,14,0,14,135,122,94,96,41,70,0,14,0,14,0,14,0,14,0,14,0,14,16,27,0,14,0,14,1,605.01,Suffolk County,Massachusetts
1500000US250250605012,649,275,265,189,203,158,62,69,62,69,0,14,0,14,0,14,0,14,139,147,98,137,41,50,0,14,0,14,0,14,14,22,0,14,0,14,45,52,0,14,186,166,2,605.01,Suffolk County,Massachusetts
1500000US250250605013,763,220,277,130,277,130,0,14,0,14,0,14,0,14,0,14,0,14,75,92,59,68,16,26,0,14,0,14,0,14,74,82,0,14,0,14,112,90,15,24,210,123,3,605.01,Suffolk County,Massachusetts
1500000US250250605014,833,422,421,279,421,279,0,14,0,14,0,14,0,14,0,14,0,14,198,131,198,131,0,14,0,14,0,14,0,14,0,14,0,14,18,28,50,82,30,39,116,116,4,605.01,Suffolk County,Massachusetts
1500000US250250605015,786,216,298,155,122,83,176,147,154,147,22,33,0,14,0,14,0,14,191,117,52,62,139,103,0,14,0,14,0,14,37,56,0,14,0,14,127,98,0,14,133,76,5,605.01,Suffolk County,Massachusetts
1500000US250250606011,1468,296,301,112,301,112,0,14,0,14,0,14,0,14,0,14,0,14,539,273,130,86,409,216,0,14,0,14,0,14,0,14,0,14,24,23,276,144,2,6,326,132,1,606.01,Suffolk County,Massachusetts
1500000US250250606021,375,164,40,48,40,48,0,14,0,14,0,14,0,14,0,14,0,14,48,43,37,43,0,14,0,14,11,17,0,14,0,14,0,14,28,44,139,98,0,14,120,101,1,606.02,Suffolk County,Massachusetts
1500000US250250606031,1109,218,299,131,236,110,63,59,63,59,0,14,0,14,0,14,0,14,136,88,28,34,108,82,0,14,0,14,0,14,0,14,0,14,0,14,326,123,14,22,334,138,1,606.03,Suffolk County,Massachusetts
