Geography,Total Estimate,Total Margin of Error,"Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:",Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Taxicab,Margin of Error - Taxicab,Estimate - Motorcycle,Margin of Error - Motorcycle,Estimate - Bicycle,Margin of Error - Bicycle,Estimate - Walked,Margin of Error - Walked,Estimate - Other means,Margin of Error - Other means,Estimate - Worked from home,Margin of Error - Worked from home,Block Group,Census Tract,County,State
1500000US250250902001,122,71,17,17,17,17,0,14,0,14,0,14,0,14,0,14,0,14,90,66,90,66,0,14,0,14,0,14,0,14,0,14,0,14,0,14,15,22,0,14,0,14,1,902,Suffolk County,Massachusetts
1500000US250250902002,156,106,69,63,69,63,0,14,0,14,0,14,0,14,0,14,0,14,38,45,38,45,0,14,0,14,0,14,0,14,0,14,0,14,0,14,17,28,22,35,10,11,2,902,Suffolk County,Massachusetts
1500000US250250902003,837,215,487,143,457,149,30,24,30,24,0,14,0,14,0,14,0,14,281,111,271,113,10,14,0,14,0,14,0,14,0,14,0,14,0,14,7,11,53,43,9,13,3,902,Suffolk County,Massachusetts
1500000US250250903001,454,244,255,173,255,173,0,14,0,14,0,14,0,14,0,14,0,14,177,109,78,71,99,89,0,14,0,14,0,14,0,14,0,14,0,14,2,4,0,14,20,31,1,903,Suffolk County,Massachusetts
1500000US250250903002,839,405,517,290,312,147,205,202,18,27,69,72,118,175,0,14,0,14,140,91,140,91,0,14,0,14,0,14,0,14,0,14,0,14,45,44,79,108,0,14,58,62,2,903,Suffolk County,Massachusetts
1500000US250250903003,336,139,140,94,138,96,2,13,0,14,2,13,0,14,0,14,0,14,196,99,155,72,41,64,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,3,903,Suffolk County,Massachusetts
1500000US250250904001,448,220,191,166,191,166,0,14,0,14,0,14,0,14,0,14,0,14,191,153,171,135,20,25,0,14,0,14,0,14,0,14,0,14,0,14,23,28,0,14,43,49,1,904,Suffolk County,Massachusetts
1500000US250250904002,413,237,294,216,261,201,33,39,33,39,0,14,0,14,0,14,0,14,62,56,62,56,0,14,0,14,0,14,0,14,0,14,0,14,31,50,19,33,0,14,7,13,2,904,Suffolk County,Massachusetts
1500000US250250904003,424,169,217,127,153,86,64,70,24,36,40,62,0,14,0,14,0,14,171,139,171,139,0,14,0,14,0,14,0,14,21,33,0,14,0,14,15,23,0,14,0,14,3,904,Suffolk County,Massachusetts
1500000US250250904004,302,180,214,106,160,87,54,69,54,69,0,14,0,14,0,14,0,14,42,59,42,59,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,46,66,4,904,Suffolk County,Massachusetts
1500000US250250906001,449,166,330,118,266,100,64,45,23,25,0,14,0,14,0,14,41,39,88,63,78,61,10,14,0,14,0,14,0,14,0,14,0,14,0,14,31,48,0,14,0,14,1,906,Suffolk County,Massachusetts
1500000US250250906002,744,180,351,122,290,106,61,50,43,43,0,14,0,14,18,28,0,14,275,126,252,126,0,14,0,14,23,27,0,14,2,20,0,14,7,12,73,49,27,34,9,9,2,906,Suffolk County,Massachusetts
1500000US250250907001,644,279,171,125,171,125,0,14,0,14,0,14,0,14,0,14,0,14,279,178,108,135,171,121,0,14,0,14,0,14,0,14,0,14,79,99,48,62,0,14,67,59,1,907,Suffolk County,Massachusetts
1500000US250250907002,893,291,409,162,305,140,104,75,81,66,23,37,0,14,0,14,0,14,325,147,75,64,250,132,0,14,0,14,0,14,0,14,0,14,35,41,21,25,30,41,73,60,2,907,Suffolk County,Massachusetts
1500000US250250907003,579,177,205,97,205,97,0,14,0,14,0,14,0,14,0,14,0,14,256,108,113,57,143,78,0,14,0,14,0,14,15,22,0,14,0,14,0,14,12,21,91,104,3,907,Suffolk County,Massachusetts
1500000US250250907004,265,133,94,70,72,61,22,35,22,35,0,14,0,14,0,14,0,14,54,59,0,14,54,59,0,14,0,14,0,14,0,14,0,14,10,16,41,65,14,22,52,44,4,907,Suffolk County,Massachusetts
1500000US250250909011,625,173,254,138,143,91,111,96,92,92,19,32,0,14,0,14,0,14,151,84,78,64,63,48,10,15,0,14,0,14,7,8,0,14,0,14,104,75,0,14,109,62,1,909.01,Suffolk County,Massachusetts
1500000US250250909012,690,136,318,107,304,103,14,22,14,22,0,14,0,14,0,14,0,14,206,79,104,52,90,56,12,18,0,14,0,14,7,12,0,14,5,8,111,62,0,14,43,47,2,909.01,Suffolk County,Massachusetts
1500000US250250910011,446,180,127,119,93,117,34,33,0,14,0,14,0,14,0,14,34,33,229,137,129,98,100,80,0,14,0,14,0,14,0,14,0,14,0,14,64,96,0,14,26,29,1,910.01,Suffolk County,Massachusetts
1500000US250250910012,192,100,79,43,60,41,19,24,9,14,10,19,0,14,0,14,0,14,69,51,12,22,57,46,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,44,71,2,910.01,Suffolk County,Massachusetts
1500000US250250910013,454,179,242,118,233,117,9,14,9,14,0,14,0,14,0,14,0,14,73,51,9,13,64,50,0,14,0,14,0,14,0,14,0,14,19,28,38,62,30,45,52,45,3,910.01,Suffolk County,Massachusetts
1500000US250250910014,695,238,95,73,87,69,8,15,8,15,0,14,0,14,0,14,0,14,294,150,71,104,223,106,0,14,0,14,0,14,0,14,0,14,9,15,40,40,0,14,257,151,4,910.01,Suffolk County,Massachusetts
1500000US250250911001,987,359,361,156,285,124,76,89,76,89,0,14,0,14,0,14,0,14,316,106,49,55,267,102,0,14,0,14,0,14,27,43,0,14,0,14,195,243,9,13,79,58,1,911,Suffolk County,Massachusetts
1500000US250250911002,722,277,306,180,220,111,86,86,62,80,0,14,24,35,0,14,0,14,258,112,0,14,258,112,0,14,0,14,0,14,18,29,0,14,10,15,36,58,0,14,94,79,2,911,Suffolk County,Massachusetts
1500000US250250911003,415,243,173,117,173,117,0,14,0,14,0,14,0,14,0,14,0,14,63,77,0,14,63,77,0,14,0,14,0,14,0,14,0,14,0,14,136,137,0,14,43,53,3,911,Suffolk County,Massachusetts
1500000US250250911004,356,160,164,99,116,68,48,48,48,48,0,14,0,14,0,14,0,14,133,114,21,35,112,105,0,14,0,14,0,14,0,14,0,14,0,14,24,39,0,14,35,34,4,911,Suffolk County,Massachusetts
1500000US250250911005,440,167,168,77,112,48,56,49,0,14,56,49,0,14,0,14,0,14,171,96,75,58,85,61,0,14,11,18,0,14,20,23,0,14,0,14,62,51,0,14,19,31,5,911,Suffolk County,Massachusetts
1500000US250250912001,529,202,311,178,287,171,24,28,24,28,0,14,0,14,0,14,0,14,75,77,42,65,33,44,0,14,0,14,0,14,0,14,0,14,0,14,44,57,0,14,99,57,1,912,Suffolk County,Massachusetts
1500000US250250912002,870,269,273,102,239,101,34,41,34,41,0,14,0,14,0,14,0,14,286,216,232,183,54,70,0,14,0,14,0,14,22,32,0,14,42,53,75,80,0,14,172,121,2,912,Suffolk County,Massachusetts
1500000US250250912003,373,235,128,124,54,62,74,88,74,88,0,14,0,14,0,14,0,14,197,142,68,91,129,111,0,14,0,14,0,14,0,14,0,14,9,14,0,14,0,14,39,40,3,912,Suffolk County,Massachusetts
1500000US250250913001,670,217,295,154,237,115,58,54,50,52,0,14,8,11,0,14,0,14,263,88,169,84,73,52,0,14,21,33,0,14,0,14,0,14,13,22,51,37,0,14,48,26,1,913,Suffolk County,Massachusetts
1500000US250250913002,395,156,213,114,170,97,43,49,21,29,22,24,0,14,0,14,0,14,96,47,83,46,6,10,7,10,0,14,0,14,0,14,0,14,0,14,28,25,4,8,54,36,2,913,Suffolk County,Massachusetts
1500000US250250914001,672,167,364,107,299,99,65,45,65,45,0,14,0,14,0,14,0,14,198,107,104,57,78,98,16,16,0,14,0,14,0,14,0,14,14,20,60,44,0,14,36,42,1,914,Suffolk County,Massachusetts
1500000US250250914002,778,327,374,164,320,152,54,48,45,40,9,19,0,14,0,14,0,14,219,138,180,139,39,35,0,14,0,14,0,14,0,14,0,14,0,14,108,95,0,14,77,77,2,914,Suffolk County,Massachusetts
1500000US250250915001,873,185,477,161,394,144,83,70,56,50,0,14,0,14,0,14,27,47,205,90,80,75,125,60,0,14,0,14,0,14,9,16,0,14,10,16,25,38,28,44,119,64,1,915,Suffolk County,Massachusetts
1500000US250250915002,468,155,311,126,262,108,49,41,29,33,0,14,20,25,0,14,0,14,120,82,89,73,31,34,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,37,37,2,915,Suffolk County,Massachusetts
1500000US250250915003,230,104,181,95,140,82,41,36,41,36,0,14,0,14,0,14,0,14,28,34,7,11,21,32,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,21,27,3,915,Suffolk County,Massachusetts
1500000US250250916001,915,406,718,424,521,412,197,157,193,147,0,14,4,27,0,14,0,14,160,78,92,57,68,58,0,14,0,14,0,14,18,30,0,14,0,14,15,23,0,14,4,24,1,916,Suffolk County,Massachusetts
1500000US250250916002,183,102,112,70,75,54,37,46,37,46,0,14,0,14,0,14,0,14,46,46,0,14,46,46,0,14,0,14,0,14,0,14,0,14,0,14,20,31,5,7,0,14,2,916,Suffolk County,Massachusetts
1500000US250250916003,102,76,39,51,39,51,0,14,0,14,0,14,0,14,0,14,0,14,42,47,0,14,42,47,0,14,0,14,0,14,0,14,0,14,0,14,21,35,0,14,0,14,3,916,Suffolk County,Massachusetts
1500000US250250917001,825,276,380,128,346,113,34,37,16,23,0,14,18,28,0,14,0,14,332,185,215,183,117,57,0,14,0,14,0,14,0,14,0,14,0,14,11,17,75,94,27,26,1,917,Suffolk County,Massachusetts
1500000US250250917002,308,131,192,105,177,99,15,22,0,14,0,14,15,22,0,14,0,14,93,63,0,14,93,63,0,14,0,14,0,14,0,14,0,14,0,14,10,17,0,14,13,20,2,917,Suffolk County,Massachusetts
1500000US250250917003,327,142,221,108,170,83,51,58,51,58,0,14,0,14,0,14,0,14,87,44,24,21,63,43,0,14,0,14,0,14,13,20,0,14,0,14,6,9,0,14,0,14,3,917,Suffolk County,Massachusetts
1500000US250250918001,624,210,408,181,356,164,52,84,52,84,0,14,0,14,0,14,0,14,137,113,51,70,86,95,0,14,0,14,0,14,0,14,0,14,0,14,62,81,0,14,17,31,1,918,Suffolk County,Massachusetts
1500000US250250918002,600,256,340,186,263,186,77,69,61,65,0,14,16,25,0,14,0,14,213,149,188,138,25,40,0,14,0,14,0,14,0,14,0,14,0,14,0,14,32,48,15,25,2,918,Suffolk County,Massachusetts
1500000US250250918003,738,270,335,164,307,144,28,32,28,32,0,14,0,14,0,14,0,14,248,160,114,105,134,135,0,14,0,14,0,14,0,14,0,14,0,14,105,112,25,28,25,32,3,918,Suffolk County,Massachusetts
1500000US250250919001,310,154,186,102,175,100,11,18,11,18,0,14,0,14,0,14,0,14,79,66,22,33,57,57,0,14,0,14,0,14,0,14,0,14,0,14,28,42,0,14,17,28,1,919,Suffolk County,Massachusetts
1500000US250250919002,448,233,259,134,231,132,28,36,13,20,0,14,15,32,0,14,0,14,132,166,70,94,62,76,0,14,0,14,0,14,0,14,0,14,0,14,14,22,0,14,43,60,2,919,Suffolk County,Massachusetts
1500000US250250919003,654,305,370,180,336,172,34,33,22,31,0,14,12,21,0,14,0,14,245,172,210,167,35,37,0,14,0,14,0,14,27,30,0,14,0,14,12,23,0,14,0,14,3,919,Suffolk County,Massachusetts
1500000US250250919004,748,348,426,205,352,155,74,86,74,86,0,14,0,14,0,14,0,14,135,125,96,80,39,56,0,14,0,14,0,14,19,34,0,14,0,14,0,14,19,29,149,169,4,919,Suffolk County,Massachusetts
1500000US250250920001,1042,473,444,228,394,218,50,66,50,66,0,14,0,14,0,14,0,14,515,268,86,74,429,255,0,14,0,14,0,14,0,14,0,14,0,14,55,47,0,14,28,31,1,920,Suffolk County,Massachusetts
1500000US250250920002,949,374,680,303,538,225,142,112,67,58,75,63,0,14,0,14,0,14,206,122,105,105,97,63,4,7,0,14,0,14,0,14,0,14,11,19,0,14,11,20,41,46,2,920,Suffolk County,Massachusetts
1500000US250250920003,384,189,230,151,182,124,48,72,48,72,0,14,0,14,0,14,0,14,120,98,83,77,37,62,0,14,0,14,0,14,0,14,0,14,0,14,19,31,0,14,15,25,3,920,Suffolk County,Massachusetts
1500000US250250920004,641,277,335,207,220,132,115,95,115,95,0,14,0,14,0,14,0,14,302,175,249,162,53,52,0,14,0,14,0,14,4,12,0,14,0,14,0,14,0,14,0,14,4,920,Suffolk County,Massachusetts
1500000US250250921011,520,262,264,194,212,182,52,63,52,63,0,14,0,14,0,14,0,14,103,86,35,59,68,65,0,14,0,14,0,14,0,14,0,14,42,55,68,78,15,26,28,34,1,921.01,Suffolk County,Massachusetts
1500000US250250921012,528,304,357,283,344,279,13,20,9,17,0,14,0,14,4,11,0,14,166,127,28,49,138,122,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,5,11,2,921.01,Suffolk County,Massachusetts
1500000US250250921013,265,153,167,122,129,112,38,46,38,46,0,14,0,14,0,14,0,14,40,52,0,14,40,52,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,58,66,3,921.01,Suffolk County,Massachusetts
1500000US250250921014,442,240,356,231,203,126,153,235,0,14,153,235,0,14,0,14,0,14,55,70,0,14,55,70,0,14,0,14,0,14,0,14,0,14,0,14,5,8,0,14,26,39,4,921.01,Suffolk County,Massachusetts
1500000US250250921015,1104,346,487,215,339,186,148,98,118,91,0,14,30,41,0,14,0,14,321,219,116,171,205,137,0,14,0,14,0,14,0,14,0,14,0,14,102,95,31,40,163,178,5,921.01,Suffolk County,Massachusetts
1500000US250250922001,422,141,157,91,151,93,6,37,4,24,2,12,0,14,0,14,0,14,69,48,0,14,69,48,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,196,121,1,922,Suffolk County,Massachusetts
1500000US250250922002,627,337,234,139,202,125,32,33,0,14,32,33,0,14,0,14,0,14,104,64,15,26,89,55,0,14,0,14,0,14,0,14,0,14,3,11,10,17,62,97,214,289,2,922,Suffolk County,Massachusetts
1500000US250250922003,499,178,243,113,218,93,25,38,0,14,25,38,0,14,0,14,0,14,206,114,29,44,177,104,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,50,43,3,922,Suffolk County,Massachusetts
1500000US250250922004,434,204,178,109,166,107,12,19,0,14,12,19,0,14,0,14,0,14,108,70,0,14,87,66,0,14,21,24,0,14,0,14,0,14,0,14,101,111,0,14,47,46,4,922,Suffolk County,Massachusetts
1500000US250250923001,523,205,179,106,169,99,10,17,10,17,0,14,0,14,0,14,0,14,118,91,87,80,14,16,17,28,0,14,0,14,0,14,0,14,0,14,28,31,25,36,173,171,1,923,Suffolk County,Massachusetts
1500000US250250923002,323,146,72,44,46,38,26,25,15,18,11,17,0,14,0,14,0,14,117,109,105,108,12,18,0,14,0,14,0,14,0,14,0,14,15,23,32,32,36,56,51,35,2,923,Suffolk County,Massachusetts
1500000US250250923003,635,198,403,173,389,163,14,22,0,14,14,22,0,14,0,14,0,14,121,63,38,42,65,46,18,22,0,14,0,14,0,14,0,14,12,17,0,14,20,31,79,61,3,923,Suffolk County,Massachusetts
1500000US250250923004,465,302,264,197,160,152,104,131,85,128,0,14,19,31,0,14,0,14,8,14,0,14,8,14,0,14,0,14,0,14,8,13,0,14,0,14,32,52,65,71,88,128,4,923,Suffolk County,Massachusetts
1500000US250250924001,288,179,126,126,126,126,0,14,0,14,0,14,0,14,0,14,0,14,38,63,0,14,0,14,0,14,38,63,0,14,0,14,0,14,0,14,43,71,62,72,19,33,1,924,Suffolk County,Massachusetts
1500000US250250924002,323,182,198,145,186,137,12,22,12,22,0,14,0,14,0,14,0,14,49,55,28,43,21,31,0,14,0,14,0,14,0,14,0,14,0,14,0,14,76,84,0,14,2,924,Suffolk County,Massachusetts
1500000US250250924003,973,683,482,304,457,302,25,43,25,43,0,14,0,14,0,14,0,14,374,435,270,286,104,158,0,14,0,14,0,14,0,14,0,14,19,38,48,79,50,100,0,14,3,924,Suffolk County,Massachusetts
1500000US250250924004,743,236,316,149,316,149,0,14,0,14,0,14,0,14,0,14,0,14,146,142,146,142,0,14,0,14,0,14,0,14,0,14,0,14,0,14,43,64,0,14,238,186,4,924,Suffolk County,Massachusetts
1500000US250250924005,205,168,158,124,158,124,0,14,0,14,0,14,0,14,0,14,0,14,47,101,47,101,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,5,924,Suffolk County,Massachusetts
1500000US250251001001,135,130,123,131,123,131,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,12,21,1,1001,Suffolk County,Massachusetts
1500000US250251001002,368,323,35,60,35,60,0,14,0,14,0,14,0,14,0,14,0,14,296,266,84,79,212,252,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,37,61,2,1001,Suffolk County,Massachusetts
1500000US250251001003,390,284,153,159,126,121,27,47,27,47,0,14,0,14,0,14,0,14,150,124,117,115,33,57,0,14,0,14,0,14,0,14,0,14,0,14,0,14,23,37,64,80,3,1001,Suffolk County,Massachusetts
1500000US250251001004,566,328,193,187,193,187,0,14,0,14,0,14,0,14,0,14,0,14,352,281,185,170,167,185,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,21,34,4,1001,Suffolk County,Massachusetts
1500000US250251001005,260,198,83,66,83,66,0,14,0,14,0,14,0,14,0,14,0,14,158,163,115,117,43,57,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,19,32,5,1001,Suffolk County,Massachusetts
1500000US250251001006,328,250,191,152,169,150,22,33,0,14,22,33,0,14,0,14,0,14,137,155,86,136,51,75,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,6,1001,Suffolk County,Massachusetts
1500000US250251001007,794,324,343,192,343,192,0,14,0,14,0,14,0,14,0,14,0,14,201,133,178,125,23,37,0,14,0,14,0,14,0,14,0,14,0,14,34,54,45,78,171,176,7,1001,Suffolk County,Massachusetts
1500000US250251002001,560,216,385,164,296,144,89,67,54,44,23,36,12,18,0,14,0,14,119,72,55,53,54,47,10,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,56,77,1,1002,Suffolk County,Massachusetts
1500000US250251002002,295,178,104,76,98,75,6,9,6,9,0,14,0,14,0,14,0,14,180,138,124,94,56,61,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,11,17,2,1002,Suffolk County,Massachusetts
1500000US250251002003,551,249,277,125,242,123,35,29,35,29,0,14,0,14,0,14,0,14,104,67,74,50,30,31,0,14,0,14,0,14,0,14,0,14,0,14,0,14,95,128,75,91,3,1002,Suffolk County,Massachusetts
1500000US250251003001,634,202,375,151,292,146,83,81,83,81,0,14,0,14,0,14,0,14,154,93,107,67,47,45,0,14,0,14,0,14,0,14,0,14,0,14,61,61,0,14,44,56,1,1003,Suffolk County,Massachusetts
1500000US250251003002,262,180,182,150,164,129,18,32,0,14,0,14,18,32,0,14,0,14,21,32,21,32,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,59,64,2,1003,Suffolk County,Massachusetts
1500000US250251003003,430,213,246,116,246,116,0,14,0,14,0,14,0,14,0,14,0,14,92,88,30,62,62,60,0,14,0,14,0,14,0,14,0,14,0,14,0,14,25,40,67,64,3,1003,Suffolk County,Massachusetts
1500000US250251003004,395,209,319,201,286,181,33,52,33,52,0,14,0,14,0,14,0,14,31,32,19,23,12,21,0,14,0,14,0,14,0,14,0,14,0,14,0,14,23,28,22,29,4,1003,Suffolk County,Massachusetts
1500000US250251004001,667,250,342,154,298,152,44,46,16,19,0,14,0,14,28,42,0,14,216,129,94,105,122,93,0,14,0,14,0,14,0,14,0,14,27,42,0,14,21,32,61,48,1,1004,Suffolk County,Massachusetts
1500000US250251004002,550,257,425,238,318,203,107,92,63,65,44,59,0,14,0,14,0,14,37,33,0,14,37,33,0,14,0,14,0,14,0,14,0,14,41,56,0,14,0,14,47,41,2,1004,Suffolk County,Massachusetts
1500000US250251004003,699,310,406,214,307,168,99,99,45,55,54,86,0,14,0,14,0,14,139,101,0,14,126,102,0,14,13,22,0,14,0,14,0,14,0,14,5,9,47,52,102,119,3,1004,Suffolk County,Massachusetts
1500000US250251004004,581,301,260,163,215,140,45,51,33,44,0,14,0,14,12,23,0,14,160,142,58,66,102,90,0,14,0,14,0,14,0,14,0,14,0,14,48,71,0,14,113,113,4,1004,Suffolk County,Massachusetts
1500000US250251005001,915,415,404,205,363,192,41,64,41,64,0,14,0,14,0,14,0,14,347,242,2,5,345,240,0,14,0,14,0,14,0,14,0,14,0,14,51,79,45,56,68,101,1,1005,Suffolk County,Massachusetts
1500000US250251005002,645,350,170,100,158,99,12,19,0,14,0,14,0,14,0,14,12,19,304,178,141,106,163,149,0,14,0,14,0,14,0,14,0,14,0,14,50,76,11,19,110,123,2,1005,Suffolk County,Massachusetts
1500000US250251005003,441,284,172,186,172,186,0,14,0,14,0,14,0,14,0,14,0,14,136,128,16,32,120,125,0,14,0,14,0,14,0,14,0,14,0,14,0,14,1,16,132,170,3,1005,Suffolk County,Massachusetts
1500000US250251005004,949,439,655,385,635,381,20,34,0,14,0,14,0,14,0,14,20,34,196,144,81,112,115,108,0,14,0,14,0,14,0,14,0,14,0,14,22,38,60,82,16,25,4,1005,Suffolk County,Massachusetts
1500000US250251005005,905,522,587,383,449,337,138,154,58,95,80,124,0,14,0,14,0,14,177,136,0,14,177,136,0,14,0,14,0,14,0,14,0,14,0,14,110,119,0,14,31,49,5,1005,Suffolk County,Massachusetts
1500000US250251006011,632,290,415,277,369,265,46,56,14,22,32,52,0,14,0,14,0,14,134,64,1,2,133,64,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,83,62,1,1006.01,Suffolk County,Massachusetts
1500000US250251006012,974,375,692,350,445,354,247,169,201,145,46,54,0,14,0,14,0,14,133,102,0,14,133,102,0,14,0,14,0,14,0,14,0,14,48,76,31,40,51,59,19,31,2,1006.01,Suffolk County,Massachusetts
1500000US250251006013,585,283,425,248,300,162,125,114,72,82,53,84,0,14,0,14,0,14,145,113,0,14,137,113,8,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,15,24,3,1006.01,Suffolk County,Massachusetts
1500000US250251006014,1140,408,483,204,469,211,14,34,14,34,0,14,0,14,0,14,0,14,210,134,94,125,116,73,0,14,0,14,0,14,34,58,0,14,27,42,0,14,113,126,273,282,4,1006.01,Suffolk County,Massachusetts
1500000US250251006031,1107,370,705,269,546,265,159,112,94,78,0,14,65,78,0,14,0,14,170,89,23,24,141,84,6,12,0,14,0,14,0,14,0,14,28,44,113,106,0,14,91,62,1,1006.03,Suffolk County,Massachusetts
1500000US250251006032,402,195,363,193,356,195,7,12,5,8,0,14,2,8,0,14,0,14,6,9,0,14,6,9,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,33,23,2,1006.03,Suffolk County,Massachusetts
1500000US250251007001,709,226,469,183,437,181,32,47,32,47,0,14,0,14,0,14,0,14,85,62,16,20,69,58,0,14,0,14,0,14,7,11,0,14,0,14,0,14,19,30,129,76,1,1007,Suffolk County,Massachusetts
1500000US250251007002,602,226,492,220,441,209,51,38,39,32,12,18,0,14,0,14,0,14,38,44,25,38,13,21,0,14,0,14,0,14,0,14,0,14,0,14,23,27,0,14,49,59,2,1007,Suffolk County,Massachusetts
1500000US250251007003,492,215,478,214,458,214,20,26,20,26,0,14,0,14,0,14,0,14,14,24,0,14,14,24,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,3,1007,Suffolk County,Massachusetts
1500000US250251007004,338,179,254,171,254,171,0,14,0,14,0,14,0,14,0,14,0,14,39,30,0,14,39,30,0,14,0,14,0,14,8,13,0,14,0,14,8,12,0,14,29,33,4,1007,Suffolk County,Massachusetts
1500000US250251007005,441,211,355,190,341,186,14,22,0,14,14,22,0,14,0,14,0,14,34,43,0,14,34,43,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,52,49,5,1007,Suffolk County,Massachusetts
1500000US250251008001,292,184,175,124,175,124,0,14,0,14,0,14,0,14,0,14,0,14,107,117,79,105,28,32,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,10,17,1,1008,Suffolk County,Massachusetts
1500000US250251008002,971,402,558,268,473,237,85,130,85,130,0,14,0,14,0,14,0,14,226,113,51,35,175,105,0,14,0,14,0,14,0,14,0,14,19,32,0,14,0,14,168,207,2,1008,Suffolk County,Massachusetts
1500000US250251008003,650,252,289,175,189,112,100,130,100,130,0,14,0,14,0,14,0,14,241,136,12,20,229,140,0,14,0,14,0,14,70,110,0,14,0,14,0,14,0,14,50,78,3,1008,Suffolk County,Massachusetts
1500000US250251008004,729,354,444,208,426,194,18,27,18,27,0,14,0,14,0,14,0,14,151,114,0,14,113,99,38,57,0,14,0,14,0,14,0,14,0,14,0,14,24,38,110,154,4,1008,Suffolk County,Massachusetts
1500000US250251008005,464,167,254,109,254,109,0,14,0,14,0,14,0,14,0,14,0,14,131,98,32,54,78,77,0,14,21,34,0,14,0,14,0,14,0,14,0,14,19,41,60,59,5,1008,Suffolk County,Massachusetts
1500000US250251008006,375,204,226,162,204,159,22,35,22,35,0,14,0,14,0,14,0,14,74,86,0,14,74,86,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,75,88,6,1008,Suffolk County,Massachusetts
1500000US250251009001,540,203,308,125,239,109,69,54,56,51,0,14,13,21,0,14,0,14,155,92,0,14,155,92,0,14,0,14,0,14,0,14,0,14,0,14,12,19,8,13,57,48,1,1009,Suffolk County,Massachusetts
1500000US250251009002,320,229,93,65,32,28,61,62,61,62,0,14,0,14,0,14,0,14,196,211,57,95,139,127,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,31,39,2,1009,Suffolk County,Massachusetts
1500000US250251009003,662,309,315,118,220,97,95,90,30,37,47,75,18,29,0,14,0,14,36,43,13,20,23,37,0,14,0,14,0,14,0,14,0,14,12,18,11,17,0,14,288,267,3,1009,Suffolk County,Massachusetts
1500000US250251009004,929,265,408,157,392,147,16,26,16,26,0,14,0,14,0,14,0,14,326,132,85,77,241,93,0,14,0,14,0,14,0,14,0,14,0,14,46,54,72,65,77,61,4,1009,Suffolk County,Massachusetts
1500000US250251010011,871,476,477,245,477,245,0,14,0,14,0,14,0,14,0,14,0,14,324,221,126,185,198,151,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,70,82,1,1010.01,Suffolk County,Massachusetts
1500000US250251010012,434,300,349,268,349,268,0,14,0,14,0,14,0,14,0,14,0,14,23,35,0,14,23,35,0,14,0,14,0,14,16,25,0,14,0,14,46,71,0,14,0,14,2,1010.01,Suffolk County,Massachusetts
1500000US250251010013,510,276,204,153,179,147,25,38,0,14,1,1,24,38,0,14,0,14,205,167,157,140,48,51,0,14,0,14,0,14,0,14,0,14,0,14,15,25,72,116,14,22,3,1010.01,Suffolk County,Massachusetts
