Geography,Total Estimate,Total Margin of Error,Estimate - 12:00 a.m. to 4:59 a.m.,Margin of Error - 12:00 a.m. to 4:59 a.m.,Estimate - 5:00 a.m. to 5:29 a.m.,Margin of Error - 5:00 a.m. to 5:29 a.m.,Estimate - 5:30 a.m. to 5:59 a.m.,Margin of Error - 5:30 a.m. to 5:59 a.m.,Estimate - 6:00 a.m. to 6:29 a.m.,Margin of Error - 6:00 a.m. to 6:29 a.m.,Estimate - 6:30 a.m. to 6:59 a.m.,Margin of Error - 6:30 a.m. to 6:59 a.m.,Estimate - 7:00 a.m. to 7:29 a.m.,Margin of Error - 7:00 a.m. to 7:29 a.m.,Estimate - 7:30 a.m. to 7:59 a.m.,Margin of Error - 7:30 a.m. to 7:59 a.m.,Estimate - 8:00 a.m. to 8:29 a.m.,Margin of Error - 8:00 a.m. to 8:29 a.m.,Estimate - 8:30 a.m. to 8:59 a.m.,Margin of Error - 8:30 a.m. to 8:59 a.m.,Estimate - 9:00 a.m. to 9:59 a.m.,Margin of Error - 9:00 a.m. to 9:59 a.m.,Estimate - 10:00 a.m. to 10:59 a.m.,Margin of Error - 10:00 a.m. to 10:59 a.m.,Estimate - 11:00 a.m. to 11:59 a.m.,Margin of Error - 11:00 a.m. to 11:59 a.m.,Estimate - 12:00 p.m. to 3:59 p.m.,Margin of Error - 12:00 p.m. to 3:59 p.m.,Estimate - 4:00 p.m. to 11:59 p.m.,Margin of Error - 4:00 p.m. to 11:59 p.m.,Block Group,Census Tract,County,State
1500000US250250002023,1235,314,0,14,36,40,8,12,84,63,46,33,134,78,160,68,213,97,129,58,101,53,84,69,0,14,170,101,70,71,3,2.02,Suffolk County,Massachusetts
1500000US250250003011,348,209,0,14,0,14,0,14,0,14,0,14,8,12,112,149,41,47,42,37,26,28,53,55,0,14,36,51,30,40,1,3.01,Suffolk County,Massachusetts
1500000US250250003012,310,166,16,24,0,14,0,14,18,30,56,52,71,99,33,36,0,14,42,39,64,75,0,14,0,14,10,17,0,14,2,3.01,Suffolk County,Massachusetts
1500000US250250003013,416,170,6,9,0,14,0,14,57,52,39,55,59,46,38,37,141,115,23,31,34,42,5,9,0,14,14,22,0,14,3,3.01,Suffolk County,Massachusetts
1500000US250250003014,472,200,0,14,0,14,3,8,13,20,46,33,41,35,45,33,93,68,25,23,71,77,53,50,0,14,72,91,10,17,4,3.01,Suffolk County,Massachusetts
1500000US250250003021,868,260,0,14,0,14,59,63,73,42,25,25,36,55,93,64,168,122,162,104,120,109,55,46,0,14,77,60,0,14,1,3.02,Suffolk County,Massachusetts
1500000US250250003022,1241,576,11,18,0,14,4,10,91,66,0,14,58,45,112,71,440,348,354,253,31,29,17,27,12,19,92,60,19,31,2,3.02,Suffolk County,Massachusetts
1500000US250250004011,1218,354,0,14,14,22,0,14,20,24,143,156,208,123,359,259,223,102,165,99,70,62,0,14,0,14,16,25,0,14,1,4.01,Suffolk County,Massachusetts
1500000US250250004012,669,250,0,14,0,14,38,59,25,30,4,8,86,52,154,105,104,82,132,133,47,38,50,76,0,14,9,14,20,33,2,4.01,Suffolk County,Massachusetts
1500000US250250004013,406,159,0,14,0,14,0,14,67,67,12,14,63,62,95,108,0,14,50,54,83,84,4,17,0,14,4,19,28,39,3,4.01,Suffolk County,Massachusetts
1500000US250250004014,630,267,10,21,0,14,28,44,0,14,0,14,30,38,89,70,205,160,59,58,77,60,0,14,24,44,108,86,0,14,4,4.01,Suffolk County,Massachusetts
1500000US250250004021,623,151,0,14,0,14,17,28,15,18,50,42,101,73,49,36,69,44,55,38,139,90,31,40,8,13,89,86,0,14,1,4.02,Suffolk County,Massachusetts
1500000US250250004022,379,181,11,15,0,14,9,15,11,68,9,13,43,38,27,27,120,69,13,15,21,24,21,22,0,14,30,37,64,87,2,4.02,Suffolk County,Massachusetts
1500000US250250004023,642,286,0,14,1,4,15,22,75,57,18,20,174,85,213,223,73,54,20,34,29,38,8,12,0,14,0,14,16,25,3,4.02,Suffolk County,Massachusetts
1500000US250250005021,629,288,0,14,0,14,0,14,24,30,8,8,151,122,107,66,93,61,16,25,100,59,16,32,0,14,0,14,114,139,1,5.02,Suffolk County,Massachusetts
1500000US250250005022,585,196,0,14,0,14,59,78,9,13,12,21,51,48,68,50,64,58,34,41,62,38,84,55,9,14,35,33,98,76,2,5.02,Suffolk County,Massachusetts
1500000US250250005023,699,149,0,14,0,14,0,14,22,27,55,40,96,43,65,47,167,83,90,61,73,55,24,29,20,22,41,36,46,40,3,5.02,Suffolk County,Massachusetts
1500000US250250005024,474,142,0,14,0,14,0,14,28,36,0,14,7,14,57,50,53,44,42,25,66,69,34,40,45,52,68,40,74,54,4,5.02,Suffolk County,Massachusetts
1500000US250250005031,486,152,0,14,0,14,0,14,62,50,68,53,32,31,72,40,129,64,77,94,23,27,10,16,0,14,0,14,13,15,1,5.03,Suffolk County,Massachusetts
1500000US250250005032,853,155,0,14,0,14,0,14,35,33,10,17,133,67,49,34,245,80,114,52,151,106,17,19,8,13,53,63,38,33,2,5.03,Suffolk County,Massachusetts
1500000US250250005051,599,194,0,14,31,43,0,14,103,55,55,53,100,69,21,34,57,58,39,43,93,86,39,46,0,14,33,6,28,32,1,5.05,Suffolk County,Massachusetts
1500000US250250005052,377,192,0,14,0,14,0,14,9,18,19,22,104,69,42,39,130,94,16,21,24,32,0,14,9,14,14,24,10,16,2,5.05,Suffolk County,Massachusetts
1500000US250250005053,90,87,0,14,0,14,0,14,0,14,0,14,0,14,41,47,36,40,0,14,0,14,13,20,0,14,0,14,0,14,3,5.05,Suffolk County,Massachusetts
1500000US250250005061,444,169,23,38,0,14,10,17,34,41,11,13,12,20,82,64,106,77,52,60,44,38,28,38,35,56,7,11,0,14,1,5.06,Suffolk County,Massachusetts
1500000US250250005062,965,330,10,17,0,14,17,26,63,74,26,32,133,87,129,101,264,113,54,39,124,129,109,86,0,14,36,55,0,14,2,5.06,Suffolk County,Massachusetts
1500000US250250006011,466,356,0,14,0,14,0,14,8,12,26,31,0,14,0,14,153,99,37,39,5,8,133,150,0,14,8,14,96,122,1,6.01,Suffolk County,Massachusetts
1500000US250250006012,652,185,16,26,19,23,11,14,23,27,23,22,166,120,135,91,137,67,30,26,41,36,16,29,6,9,19,34,10,14,2,6.01,Suffolk County,Massachusetts
1500000US250250006013,446,203,8,12,6,10,0,14,21,18,10,17,50,41,80,51,95,80,23,21,107,128,26,32,0,14,20,31,0,14,3,6.01,Suffolk County,Massachusetts
1500000US250250006014,834,213,79,86,14,18,0,14,84,66,30,35,43,32,144,91,169,101,122,79,59,56,20,23,19,30,0,14,51,71,4,6.01,Suffolk County,Massachusetts
1500000US250250006031,571,208,0,14,0,14,0,14,14,24,102,113,63,54,149,73,76,68,16,26,50,67,32,33,0,14,50,50,19,31,1,6.03,Suffolk County,Massachusetts
1500000US250250006041,583,173,118,106,0,14,0,14,0,14,0,14,0,14,67,19,205,78,10,16,64,47,0,14,43,59,76,62,0,14,1,6.04,Suffolk County,Massachusetts
1500000US250250006042,490,160,0,14,0,14,0,14,17,27,37,36,47,39,79,83,121,73,98,66,48,43,43,48,0,14,0,14,0,14,2,6.04,Suffolk County,Massachusetts
1500000US250250007011,287,144,0,14,0,14,17,27,0,14,65,60,28,30,37,37,72,65,0,14,0,14,13,21,25,26,30,26,0,14,1,7.01,Suffolk County,Massachusetts
1500000US250250007012,221,123,0,14,0,14,0,14,15,24,0,14,0,14,20,33,95,94,35,43,18,27,0,14,10,17,0,14,28,29,2,7.01,Suffolk County,Massachusetts
1500000US250250007013,978,285,0,14,0,14,0,14,43,65,25,40,249,199,304,175,176,81,108,74,59,50,0,14,0,14,0,14,14,20,3,7.01,Suffolk County,Massachusetts
1500000US250250007014,540,182,0,14,0,14,49,45,46,54,60,51,86,64,40,46,74,60,29,36,71,61,0,14,3,7,40,46,42,42,4,7.01,Suffolk County,Massachusetts
1500000US250250007031,397,117,0,14,10,15,25,34,0,14,20,32,6,9,34,31,73,40,64,54,37,30,74,49,0,14,28,23,26,30,1,7.03,Suffolk County,Massachusetts
1500000US250250007032,547,110,8,13,13,15,0,14,34,24,4,8,79,46,46,44,115,51,26,35,80,71,50,53,11,18,21,19,60,72,2,7.03,Suffolk County,Massachusetts
1500000US250250007041,999,307,0,14,0,14,0,14,47,66,49,58,78,53,135,88,152,89,149,124,33,33,42,40,44,54,270,200,0,14,1,7.04,Suffolk County,Massachusetts
1500000US250250007042,609,269,16,25,0,14,0,14,65,81,42,54,118,77,85,66,81,88,37,44,0,14,0,14,63,65,42,61,60,63,2,7.04,Suffolk County,Massachusetts
1500000US250250007043,474,189,0,14,25,39,0,14,14,22,0,14,84,66,105,89,46,54,31,30,66,58,31,36,32,53,14,23,26,28,3,7.04,Suffolk County,Massachusetts
1500000US250250007044,549,220,36,57,37,47,0,14,0,14,0,14,87,110,28,44,103,68,83,61,92,81,9,14,48,46,0,14,26,34,4,7.04,Suffolk County,Massachusetts
1500000US250250008041,705,219,0,14,0,14,0,14,52,45,37,46,192,94,50,67,92,65,24,31,133,79,14,22,13,21,47,38,51,56,1,8.04,Suffolk County,Massachusetts
1500000US250250008042,830,305,0,14,12,23,0,14,60,49,58,66,35,59,17,27,267,213,38,48,51,55,22,26,84,76,67,65,119,111,2,8.04,Suffolk County,Massachusetts
1500000US250250008051,699,225,21,30,0,14,15,24,39,55,62,54,26,40,42,40,153,147,63,59,84,54,28,25,0,14,52,34,114,72,1,8.05,Suffolk County,Massachusetts
1500000US250250008052,352,138,0,14,0,14,0,14,20,22,13,19,68,50,47,43,78,61,20,25,31,29,8,12,43,60,12,19,12,19,2,8.05,Suffolk County,Massachusetts
1500000US250250008053,433,109,0,14,19,23,22,34,12,21,0,14,11,18,0,14,64,46,24,32,115,61,31,37,33,32,23,29,79,60,3,8.05,Suffolk County,Massachusetts
1500000US250250008061,78,116,0,14,0,14,0,14,0,14,0,14,42,63,0,14,0,14,0,14,0,14,0,14,0,14,0,14,36,53,1,8.06,Suffolk County,Massachusetts
1500000US250250008062,681,130,6,11,0,14,0,14,14,23,27,28,54,35,72,60,119,56,38,34,105,68,81,41,28,36,74,52,63,41,2,8.06,Suffolk County,Massachusetts
1500000US250250008063,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,3,8.06,Suffolk County,Massachusetts
1500000US250250008071,1130,212,18,35,0,14,0,14,0,14,24,40,17,33,17,36,146,103,111,74,97,92,129,84,0,14,346,175,225,135,1,8.07,Suffolk County,Massachusetts
1500000US250250101031,200,98,0,14,2,5,0,14,2,3,4,7,8,13,9,15,11,16,15,14,41,27,36,42,18,37,24,41,30,30,1,101.03,Suffolk County,Massachusetts
1500000US250250101032,311,115,0,14,0,14,0,14,0,14,0,14,51,53,2,4,19,26,24,36,37,35,10,23,7,13,99,90,62,49,2,101.03,Suffolk County,Massachusetts
1500000US250250101033,526,163,17,26,0,14,12,18,4,7,4,8,13,15,32,39,26,23,54,37,41,26,28,22,68,100,106,58,121,57,3,101.03,Suffolk County,Massachusetts
1500000US250250101041,596,137,24,37,14,21,27,29,30,40,0,14,89,40,165,97,119,72,26,28,16,29,12,14,0,14,44,33,30,26,1,101.04,Suffolk County,Massachusetts
1500000US250250101042,920,169,16,21,0,14,0,14,0,14,0,14,49,34,115,73,88,42,68,53,98,64,100,59,46,38,173,100,167,115,2,101.04,Suffolk County,Massachusetts
1500000US250250101043,416,154,0,14,0,14,0,14,31,32,10,20,64,54,46,46,43,33,37,37,66,52,50,54,38,47,0,14,31,30,3,101.04,Suffolk County,Massachusetts
1500000US250250102041,399,117,7,14,0,14,13,23,8,16,0,14,38,45,9,17,23,47,39,47,63,50,25,27,20,21,78,45,76,47,1,102.04,Suffolk County,Massachusetts
1500000US250250102042,522,144,8,16,0,14,4,9,8,12,33,41,120,88,46,40,63,40,36,74,38,41,46,32,41,63,36,36,43,35,2,102.04,Suffolk County,Massachusetts
1500000US250250102043,447,103,0,14,0,14,44,66,34,11,20,24,65,31,24,28,36,17,61,34,33,25,28,24,6,9,24,19,72,76,3,102.04,Suffolk County,Massachusetts
1500000US250250102051,358,223,26,40,0,14,0,14,3,6,0,14,20,45,60,64,89,82,0,14,136,160,22,27,0,14,0,14,2,9,1,102.05,Suffolk County,Massachusetts
1500000US250250102052,725,379,4,8,0,14,0,14,32,43,104,145,95,93,27,33,260,316,120,101,51,60,0,14,18,25,3,7,11,20,2,102.05,Suffolk County,Massachusetts
1500000US250250102053,606,203,0,14,0,14,0,14,25,41,43,51,29,46,116,93,33,31,105,94,185,121,11,18,0,14,59,52,0,14,3,102.05,Suffolk County,Massachusetts
1500000US250250102054,540,217,0,14,0,14,0,14,55,91,131,103,13,25,89,103,64,73,101,92,70,61,17,27,0,14,0,14,0,14,4,102.05,Suffolk County,Massachusetts
1500000US250250102061,877,351,0,14,20,25,29,47,39,47,0,14,87,86,41,48,301,219,18,21,144,134,11,18,0,14,179,278,8,14,1,102.06,Suffolk County,Massachusetts
1500000US250250102062,359,134,0,14,0,14,0,14,18,27,51,79,12,19,0,14,76,80,17,20,54,51,74,70,16,24,0,14,41,43,2,102.06,Suffolk County,Massachusetts
1500000US250250103001,439,175,0,14,0,14,6,13,7,13,10,13,6,6,36,37,42,36,67,71,61,45,28,26,66,65,48,45,62,42,1,103,Suffolk County,Massachusetts
1500000US250250103002,1455,296,3,8,0,14,59,33,19,14,15,17,67,72,97,69,130,119,88,51,148,60,86,51,131,153,295,145,317,161,2,103,Suffolk County,Massachusetts
1500000US250250104031,591,180,15,24,39,63,0,14,9,15,0,14,23,37,29,35,116,46,99,94,22,25,79,78,0,14,92,77,68,71,1,104.03,Suffolk County,Massachusetts
1500000US250250104032,417,334,0,14,0,14,0,14,0,14,0,14,74,58,27,31,40,44,34,38,92,141,10,15,0,14,140,183,0,14,2,104.03,Suffolk County,Massachusetts
1500000US250250104033,256,116,0,14,0,14,0,14,13,21,0,14,41,38,82,62,46,45,39,34,0,14,0,14,0,14,23,40,12,20,3,104.03,Suffolk County,Massachusetts
1500000US250250104041,493,182,11,21,0,14,0,14,22,31,39,36,6,11,17,19,78,55,56,47,63,54,58,42,0,14,85,54,58,39,1,104.04,Suffolk County,Massachusetts
1500000US250250104042,411,124,5,8,0,14,0,14,0,14,15,23,53,43,79,69,30,36,9,18,86,47,16,19,0,14,48,40,70,77,2,104.04,Suffolk County,Massachusetts
1500000US250250104043,474,186,0,14,0,14,8,9,60,47,13,15,0,14,0,14,104,96,34,25,20,16,62,79,12,20,120,96,41,59,3,104.04,Suffolk County,Massachusetts
1500000US250250104044,318,102,0,14,0,14,0,14,0,14,21,26,5,9,116,22,55,30,65,50,17,19,0,14,0,14,34,43,5,8,4,104.04,Suffolk County,Massachusetts
1500000US250250104051,971,190,87,117,0,14,21,33,13,18,24,31,79,48,103,69,150,87,100,67,56,42,74,49,22,26,139,68,103,53,1,104.05,Suffolk County,Massachusetts
1500000US250250104052,814,193,8,16,16,25,0,14,36,25,44,31,42,50,54,29,140,79,101,51,76,39,58,35,29,20,147,87,63,42,2,104.05,Suffolk County,Massachusetts
1500000US250250104053,111,47,0,14,0,14,10,19,0,14,12,18,0,14,0,14,28,23,8,16,12,18,4,6,10,12,6,9,21,20,3,104.05,Suffolk County,Massachusetts
1500000US250250104081,797,133,6,9,19,31,22,18,13,14,47,32,70,36,118,68,127,39,88,41,108,54,118,94,2,4,42,32,17,16,1,104.08,Suffolk County,Massachusetts
1500000US250250105001,336,117,0,14,0,14,20,20,0,14,12,16,15,24,57,55,18,22,8,12,69,55,27,28,46,35,50,34,14,24,1,105,Suffolk County,Massachusetts
1500000US250250105002,350,138,0,14,4,6,0,14,0,14,6,11,82,47,36,38,44,60,54,45,81,79,6,10,16,25,0,14,21,25,2,105,Suffolk County,Massachusetts
1500000US250250105003,490,144,36,58,6,10,7,11,0,14,29,34,100,67,39,50,57,55,64,45,101,72,0,14,14,22,37,23,0,14,3,105,Suffolk County,Massachusetts
1500000US250250106001,644,270,27,39,0,14,8,13,18,21,23,27,211,247,89,71,29,29,66,53,59,53,28,31,0,14,86,90,0,14,1,106,Suffolk County,Massachusetts
1500000US250250106002,624,150,9,14,9,17,25,29,0,14,52,58,114,61,44,37,109,69,185,90,47,50,20,23,0,14,10,19,0,14,2,106,Suffolk County,Massachusetts
1500000US250250106003,242,126,10,17,0,14,0,14,32,36,34,27,63,60,0,14,9,15,26,30,49,61,19,22,0,14,0,14,0,14,3,106,Suffolk County,Massachusetts
1500000US250250107011,380,105,7,15,0,14,12,17,26,23,53,36,26,23,55,45,42,35,38,29,60,40,18,24,0,14,28,29,15,15,1,107.01,Suffolk County,Massachusetts
1500000US250250107012,464,151,12,16,0,14,0,14,48,45,21,24,24,38,51,29,126,68,97,67,14,16,53,65,0,14,18,26,0,14,2,107.01,Suffolk County,Massachusetts
1500000US250250107013,393,137,0,14,9,14,0,14,13,15,11,17,12,18,50,43,172,111,40,24,53,41,14,22,0,14,9,15,10,14,3,107.01,Suffolk County,Massachusetts
1500000US250250107021,403,108,11,12,0,14,0,14,14,23,15,17,85,74,73,42,69,58,65,38,39,26,18,27,0,14,0,14,14,16,1,107.02,Suffolk County,Massachusetts
1500000US250250107022,277,96,0,14,0,14,0,14,0,14,24,23,14,14,31,23,57,47,22,19,62,40,22,35,9,14,16,25,20,31,2,107.02,Suffolk County,Massachusetts
1500000US250250107023,377,132,7,11,7,10,9,16,19,29,32,29,29,24,23,22,43,30,120,74,28,26,51,62,9,14,0,14,0,14,3,107.02,Suffolk County,Massachusetts
1500000US250250108011,383,106,38,54,0,14,12,19,8,12,0,14,29,24,29,22,76,45,33,33,88,70,14,19,11,14,15,13,30,26,1,108.01,Suffolk County,Massachusetts
1500000US250250108012,438,191,3,6,0,14,5,8,6,11,22,27,54,45,47,28,76,40,51,36,51,59,67,109,0,14,33,32,23,37,2,108.01,Suffolk County,Massachusetts
1500000US250250108013,550,145,0,14,0,14,0,14,8,13,0,14,38,31,91,47,201,98,155,63,45,44,12,19,0,14,0,14,0,14,3,108.01,Suffolk County,Massachusetts
1500000US250250108021,724,272,0,14,0,14,0,14,10,15,23,37,62,36,90,54,215,112,185,225,98,55,17,18,8,15,0,14,16,18,1,108.02,Suffolk County,Massachusetts
1500000US250250108022,641,137,0,14,0,14,38,44,62,38,36,26,80,51,88,45,137,65,58,34,40,27,49,61,6,10,23,18,24,29,2,108.02,Suffolk County,Massachusetts
1500000US250250108023,362,105,0,14,0,14,0,14,7,11,8,12,31,25,16,20,93,49,102,52,62,36,6,9,22,37,0,14,15,23,3,108.02,Suffolk County,Massachusetts
1500000US250250201011,211,113,0,14,0,14,12,21,0,14,16,28,57,74,0,14,43,54,0,14,20,24,0,14,0,14,63,79,0,14,1,201.01,Suffolk County,Massachusetts
1500000US250250201012,506,217,0,14,0,14,57,62,13,21,9,16,11,17,72,66,90,59,73,68,181,194,0,14,0,14,0,14,0,14,2,201.01,Suffolk County,Massachusetts
1500000US250250201013,593,260,0,14,0,14,0,14,17,31,9,15,96,70,121,118,245,220,26,30,32,41,11,19,0,14,25,41,11,18,3,201.01,Suffolk County,Massachusetts
1500000US250250201014,399,181,0,14,0,14,0,14,0,14,58,60,0,14,191,141,33,30,67,60,31,35,0,14,0,14,19,24,0,14,4,201.01,Suffolk County,Massachusetts
1500000US250250202001,577,221,0,14,0,14,0,14,0,14,83,94,0,14,80,57,156,73,89,67,110,87,47,68,12,19,0,14,0,14,1,202,Suffolk County,Massachusetts
1500000US250250202002,570,163,0,14,0,14,0,14,15,24,0,14,100,66,52,60,130,82,129,82,58,45,76,63,0,14,10,16,0,14,2,202,Suffolk County,Massachusetts
1500000US250250202003,688,267,0,14,0,14,0,14,0,14,8,12,25,28,59,61,149,123,261,131,129,124,13,20,0,14,12,20,32,34,3,202,Suffolk County,Massachusetts
1500000US250250203011,1043,258,15,20,0,14,0,14,94,78,14,21,131,67,108,63,234,116,125,71,202,139,30,31,19,28,14,22,57,49,1,203.01,Suffolk County,Massachusetts
1500000US250250203021,653,89,15,22,0,14,0,14,18,17,46,30,96,58,80,53,140,64,103,57,118,49,6,8,0,14,16,19,15,25,1,203.02,Suffolk County,Massachusetts
1500000US250250203041,528,173,0,14,0,14,0,14,43,50,11,15,51,48,179,95,117,70,127,67,0,14,0,14,0,14,0,14,0,14,1,203.04,Suffolk County,Massachusetts
1500000US250250203042,137,117,0,14,0,14,0,14,0,14,0,14,40,56,43,52,10,18,44,37,0,14,0,14,0,14,0,14,0,14,2,203.04,Suffolk County,Massachusetts
1500000US250250203051,680,311,0,14,130,202,0,14,11,17,15,25,78,81,39,32,191,121,30,48,42,43,53,65,0,14,23,37,68,106,1,203.05,Suffolk County,Massachusetts
1500000US250250203052,1120,219,7,13,0,14,79,63,0,14,49,39,150,115,356,145,172,117,72,72,171,98,27,41,0,14,15,23,22,28,2,203.05,Suffolk County,Massachusetts
1500000US250250301001,687,188,0,14,0,14,40,37,53,49,62,61,75,52,134,68,152,106,94,62,40,3,10,14,11,15,0,14,16,27,1,301,Suffolk County,Massachusetts
1500000US250250301002,586,182,0,14,0,14,0,14,38,39,4,12,50,39,116,63,96,48,148,141,21,23,8,14,13,18,71,78,21,20,2,301,Suffolk County,Massachusetts
1500000US250250302001,659,304,8,13,0,14,51,83,49,78,60,96,75,105,6,12,216,121,89,61,105,79,0,14,0,14,0,14,0,14,1,302,Suffolk County,Massachusetts
1500000US250250302002,428,126,10,16,0,14,41,52,17,20,21,32,76,77,16,18,96,48,88,61,10,17,15,24,15,17,23,22,0,14,2,302,Suffolk County,Massachusetts
1500000US250250303011,420,141,3,6,0,14,0,14,12,20,29,41,94,71,51,37,34,48,84,49,78,52,14,21,0,14,21,36,0,14,1,303.01,Suffolk County,Massachusetts
1500000US250250303012,83,60,0,14,0,14,9,15,0,14,0,14,16,22,11,19,21,24,21,24,5,8,0,14,0,14,0,14,0,14,2,303.01,Suffolk County,Massachusetts
1500000US250250303021,1021,230,6,13,9,19,28,31,82,86,45,40,54,39,169,96,122,59,184,104,122,88,83,65,8,16,68,53,41,40,1,303.02,Suffolk County,Massachusetts
1500000US250250304001,187,100,0,14,0,14,14,22,0,14,0,14,0,14,34,30,19,29,48,30,23,21,0,14,0,14,43,67,6,11,1,304,Suffolk County,Massachusetts
1500000US250250304002,507,152,0,14,15,24,0,14,34,35,45,62,70,48,70,48,74,45,86,59,49,49,29,32,0,14,28,34,7,11,2,304,Suffolk County,Massachusetts
1500000US250250304003,529,282,11,18,15,23,9,14,14,23,0,14,31,32,43,31,58,48,79,47,233,262,26,42,0,14,10,16,0,14,3,304,Suffolk County,Massachusetts
1500000US250250304004,827,341,0,14,32,24,16,25,45,56,33,38,103,75,34,37,205,91,146,160,156,156,43,64,0,14,14,23,0,14,4,304,Suffolk County,Massachusetts
1500000US250250305001,253,84,0,14,5,8,0,14,0,14,15,27,24,30,45,37,100,59,29,28,29,27,0,14,0,14,6,12,0,14,1,305,Suffolk County,Massachusetts
1500000US250250305002,537,136,39,33,1,3,9,12,8,12,46,28,61,40,43,40,148,90,108,68,45,39,29,36,0,14,0,14,0,14,2,305,Suffolk County,Massachusetts
1500000US250250305003,486,116,0,14,0,14,0,14,19,30,45,40,36,32,21,25,192,51,112,64,13,16,6,11,6,9,0,14,36,49,3,305,Suffolk County,Massachusetts
1500000US250250401001,470,144,0,14,0,14,0,14,0,14,98,69,30,35,36,27,113,66,73,55,79,55,17,26,0,14,24,35,0,14,1,401,Suffolk County,Massachusetts
1500000US250250401002,705,174,0,14,0,14,6,12,0,14,128,78,119,69,124,54,219,116,56,56,22,24,24,20,0,14,7,11,0,14,2,401,Suffolk County,Massachusetts
1500000US250250402001,332,85,0,14,26,22,40,31,39,40,27,30,29,28,22,18,58,42,4,6,11,16,26,25,0,14,50,45,0,14,1,402,Suffolk County,Massachusetts
1500000US250250402002,411,118,9,12,5,7,8,11,7,11,26,21,34,24,59,34,182,105,45,27,14,12,8,12,0,14,14,16,0,14,2,402,Suffolk County,Massachusetts
1500000US250250403001,281,201,0,14,0,14,0,14,82,83,0,14,34,54,33,57,20,27,54,67,0,14,58,94,0,14,0,14,0,14,1,403,Suffolk County,Massachusetts
1500000US250250403002,859,283,12,19,0,14,53,84,49,61,19,23,154,105,81,63,160,93,101,65,117,87,53,40,10,16,39,63,11,16,2,403,Suffolk County,Massachusetts
