Geography,Total Estimate,Total Margin of Error,Estimate - 12:00 a.m. to 4:59 a.m.,Margin of Error - 12:00 a.m. to 4:59 a.m.,Estimate - 5:00 a.m. to 5:29 a.m.,Margin of Error - 5:00 a.m. to 5:29 a.m.,Estimate - 5:30 a.m. to 5:59 a.m.,Margin of Error - 5:30 a.m. to 5:59 a.m.,Estimate - 6:00 a.m. to 6:29 a.m.,Margin of Error - 6:00 a.m. to 6:29 a.m.,Estimate - 6:30 a.m. to 6:59 a.m.,Margin of Error - 6:30 a.m. to 6:59 a.m.,Estimate - 7:00 a.m. to 7:29 a.m.,Margin of Error - 7:00 a.m. to 7:29 a.m.,Estimate - 7:30 a.m. to 7:59 a.m.,Margin of Error - 7:30 a.m. to 7:59 a.m.,Estimate - 8:00 a.m. to 8:29 a.m.,Margin of Error - 8:00 a.m. to 8:29 a.m.,Estimate - 8:30 a.m. to 8:59 a.m.,Margin of Error - 8:30 a.m. to 8:59 a.m.,Estimate - 9:00 a.m. to 9:59 a.m.,Margin of Error - 9:00 a.m. to 9:59 a.m.,Estimate - 10:00 a.m. to 10:59 a.m.,Margin of Error - 10:00 a.m. to 10:59 a.m.,Estimate - 11:00 a.m. to 11:59 a.m.,Margin of Error - 11:00 a.m. to 11:59 a.m.,Estimate - 12:00 p.m. to 3:59 p.m.,Margin of Error - 12:00 p.m. to 3:59 p.m.,Estimate - 4:00 p.m. to 11:59 p.m.,Margin of Error - 4:00 p.m. to 11:59 p.m.,Block Group,Census Tract,County,State
1500000US250250003012,518,236,0,12,0,12,9,15,40,49,72,63,61,47,0,12,115,80,46,39,59,43,28,34,14,19,33,48,41,51,2,3.01,Suffolk County,Massachusetts
1500000US250250003013,333,142,0,12,0,12,0,12,26,22,41,41,57,41,39,33,68,61,58,66,13,18,0,12,0,12,0,12,31,39,3,3.01,Suffolk County,Massachusetts
1500000US250250003014,273,74,0,12,13,19,9,16,9,12,49,39,12,19,35,34,73,53,9,13,15,18,0,12,0,12,30,33,19,20,4,3.01,Suffolk County,Massachusetts
1500000US250250003021,552,166,0,12,0,12,57,57,43,35,27,23,78,46,76,51,97,53,20,22,87,51,30,34,7,10,30,24,0,12,1,3.02,Suffolk County,Massachusetts
1500000US250250003022,995,269,28,31,6,10,51,81,23,28,96,62,55,47,244,123,179,83,107,70,69,43,27,30,9,15,60,45,41,44,2,3.02,Suffolk County,Massachusetts
1500000US250250004011,1039,302,26,30,0,12,10,15,95,92,141,107,96,70,103,90,119,70,148,89,80,61,71,47,0,12,60,42,90,66,1,4.01,Suffolk County,Massachusetts
1500000US250250004012,450,190,25,22,11,16,0,12,0,12,0,12,52,84,62,61,67,52,90,82,88,78,34,35,13,20,8,13,0,12,2,4.01,Suffolk County,Massachusetts
1500000US250250004013,596,183,0,12,0,12,0,12,68,49,56,68,57,44,50,42,204,93,27,33,14,22,45,51,0,12,33,40,42,48,3,4.01,Suffolk County,Massachusetts
1500000US250250004014,489,180,9,15,0,12,12,19,0,12,0,12,91,127,46,47,120,89,49,40,36,36,0,12,40,28,74,58,12,20,4,4.01,Suffolk County,Massachusetts
1500000US250250004021,516,144,10,15,0,12,6,9,33,26,44,37,29,25,61,35,87,46,60,49,23,20,17,19,8,12,68,52,70,64,1,4.02,Suffolk County,Massachusetts
1500000US250250004022,432,189,0,12,15,17,18,28,2,7,35,39,95,82,12,12,77,41,46,48,13,25,7,12,0,12,20,23,92,137,2,4.02,Suffolk County,Massachusetts
1500000US250250004023,481,162,0,12,0,12,0,12,22,34,19,24,86,58,160,116,94,55,37,30,45,38,3,9,0,12,15,18,0,12,3,4.02,Suffolk County,Massachusetts
1500000US250250005021,397,118,0,12,0,12,13,15,0,12,27,23,89,61,88,47,71,50,0,12,52,41,0,12,0,12,20,16,37,31,1,5.02,Suffolk County,Massachusetts
1500000US250250005022,278,95,0,12,8,13,21,20,6,10,0,12,51,44,24,24,54,35,38,34,48,35,0,12,0,12,28,35,0,12,2,5.02,Suffolk County,Massachusetts
1500000US250250005023,697,131,0,12,0,12,8,12,9,13,50,24,98,40,117,52,182,83,58,36,94,48,19,22,7,11,44,30,11,17,3,5.02,Suffolk County,Massachusetts
1500000US250250005024,1195,271,0,12,0,12,0,12,11,21,18,25,43,51,57,67,93,68,56,39,63,65,56,57,116,80,448,142,234,126,4,5.02,Suffolk County,Massachusetts
1500000US250250005031,447,168,16,26,51,47,0,12,9,15,47,37,62,45,126,125,75,64,18,21,6,10,0,12,12,19,7,12,18,21,1,5.03,Suffolk County,Massachusetts
1500000US250250005032,657,157,0,12,0,12,18,29,9,15,63,46,37,32,194,92,84,48,58,36,90,48,54,37,0,12,42,48,8,14,2,5.03,Suffolk County,Massachusetts
1500000US250250005041,691,199,0,12,0,12,45,65,27,32,40,36,146,90,82,75,175,121,77,75,52,66,20,24,0,12,27,30,0,12,1,5.04,Suffolk County,Massachusetts
1500000US250250005042,512,153,18,29,0,12,0,12,21,35,10,21,123,112,72,50,82,63,76,67,0,12,35,33,0,12,23,35,52,79,2,5.04,Suffolk County,Massachusetts
1500000US250250005043,631,188,0,12,0,12,27,34,46,40,49,47,133,79,82,55,111,68,135,70,17,26,15,24,5,10,11,17,0,12,3,5.04,Suffolk County,Massachusetts
1500000US250250005044,331,190,0,12,0,12,0,12,0,12,95,93,31,48,19,29,76,78,30,35,53,31,16,25,0,12,0,12,11,19,4,5.04,Suffolk County,Massachusetts
1500000US250250006011,218,159,0,12,0,12,0,12,15,35,13,20,46,38,39,55,31,45,37,38,14,22,2,14,0,12,1,7,20,17,1,6.01,Suffolk County,Massachusetts
1500000US250250006012,584,189,0,12,0,12,7,11,24,23,36,32,160,100,101,59,119,74,29,26,52,41,2,7,0,12,44,39,10,15,2,6.01,Suffolk County,Massachusetts
1500000US250250006013,299,120,0,12,0,12,0,12,29,22,17,18,42,35,42,35,55,42,45,35,23,26,0,12,11,17,25,23,10,15,3,6.01,Suffolk County,Massachusetts
1500000US250250006014,507,135,0,12,17,19,5,9,39,36,25,31,38,28,79,58,80,44,33,29,19,23,19,21,11,17,71,43,71,62,4,6.01,Suffolk County,Massachusetts
1500000US250250006021,775,193,9,14,10,15,21,29,8,14,113,63,99,56,130,69,134,86,24,19,0,12,60,51,34,43,75,51,58,35,1,6.02,Suffolk County,Massachusetts
1500000US250250006022,558,124,0,12,0,12,0,12,17,19,20,23,89,60,135,67,112,69,15,18,39,29,17,18,0,12,89,47,25,27,2,6.02,Suffolk County,Massachusetts
1500000US250250006023,264,93,0,12,0,12,0,12,15,18,0,12,24,25,43,32,70,60,20,22,34,22,0,12,9,14,28,26,21,23,3,6.02,Suffolk County,Massachusetts
1500000US250250007011,557,304,15,25,0,12,0,12,17,28,27,44,31,41,19,29,279,226,89,73,0,12,56,69,0,12,16,25,8,14,1,7.01,Suffolk County,Massachusetts
1500000US250250007012,113,72,0,12,0,12,0,12,0,12,0,12,0,12,0,12,68,70,9,13,15,25,12,20,0,12,0,12,9,14,2,7.01,Suffolk County,Massachusetts
1500000US250250007013,215,95,0,12,0,12,0,12,18,24,26,41,10,18,53,43,41,41,0,12,0,12,48,55,0,12,10,15,9,15,3,7.01,Suffolk County,Massachusetts
1500000US250250007014,347,151,0,12,0,12,0,12,19,25,40,37,50,47,44,53,68,64,53,54,24,27,21,36,0,12,28,30,0,12,4,7.01,Suffolk County,Massachusetts
1500000US250250007015,849,268,15,24,0,12,15,24,63,74,56,62,99,64,78,55,192,126,147,98,50,43,71,53,0,12,0,12,63,51,5,7.01,Suffolk County,Massachusetts
1500000US250250007031,500,96,0,12,8,13,0,12,35,23,0,12,49,38,56,39,132,42,60,49,51,35,41,32,8,16,29,26,31,24,1,7.03,Suffolk County,Massachusetts
1500000US250250007032,585,178,0,12,0,12,0,12,21,18,1,5,36,41,97,57,174,97,73,51,53,43,14,16,29,27,10,15,77,47,2,7.03,Suffolk County,Massachusetts
1500000US250250007041,1068,343,0,12,0,12,0,12,42,48,50,45,278,166,53,50,228,111,146,105,170,109,43,51,3,10,26,28,29,46,1,7.04,Suffolk County,Massachusetts
1500000US250250007042,435,160,0,12,0,12,0,12,27,45,36,41,18,21,52,47,64,49,34,43,136,89,0,12,0,12,45,61,23,28,2,7.04,Suffolk County,Massachusetts
1500000US250250007043,808,272,0,12,0,12,4,8,0,12,58,88,42,39,167,156,286,137,25,25,46,42,24,39,0,12,44,43,112,126,3,7.04,Suffolk County,Massachusetts
1500000US250250007044,335,145,0,12,0,12,25,31,11,18,8,13,0,12,51,45,22,25,0,12,85,56,74,101,0,12,48,54,11,18,4,7.04,Suffolk County,Massachusetts
1500000US250250008021,546,218,0,12,0,12,0,12,0,12,17,27,28,33,56,52,78,62,57,55,93,109,45,56,19,30,131,84,22,35,1,8.02,Suffolk County,Massachusetts
1500000US250250008022,1096,368,0,12,0,12,0,12,51,55,23,27,119,79,180,128,162,108,47,47,219,133,22,36,110,154,98,66,65,44,2,8.02,Suffolk County,Massachusetts
1500000US250250008023,503,387,0,12,0,12,0,12,78,97,28,46,114,144,45,48,53,68,30,37,89,117,0,12,11,19,0,12,55,62,3,8.02,Suffolk County,Massachusetts
1500000US250250008024,997,253,0,12,0,12,0,12,14,22,79,68,193,92,125,78,153,80,113,79,14,23,24,31,40,31,182,107,60,59,4,8.02,Suffolk County,Massachusetts
1500000US250250008025,785,202,0,12,33,41,0,12,33,35,0,12,63,45,51,42,147,70,125,75,91,96,105,68,0,12,93,57,44,27,5,8.02,Suffolk County,Massachusetts
1500000US250250008031,630,261,0,12,0,12,5,8,0,12,15,13,70,67,40,29,68,61,64,64,120,109,19,22,13,17,114,72,102,110,1,8.03,Suffolk County,Massachusetts
1500000US250250008032,1378,413,20,40,0,12,35,42,0,12,56,65,36,54,48,56,60,86,113,93,179,136,83,82,85,65,334,151,329,175,2,8.03,Suffolk County,Massachusetts
1500000US250250101031,451,205,0,12,0,12,0,12,13,21,20,17,44,43,26,26,122,88,17,15,70,52,7,11,14,19,65,94,53,50,1,101.03,Suffolk County,Massachusetts
1500000US250250101032,273,137,0,12,5,8,0,12,0,12,7,10,0,12,7,10,50,68,13,17,18,23,32,62,16,24,78,73,47,38,2,101.03,Suffolk County,Massachusetts
1500000US250250101033,456,95,9,11,0,12,13,21,4,8,3,6,23,24,6,9,41,23,42,36,35,23,65,50,14,12,110,44,91,43,3,101.03,Suffolk County,Massachusetts
1500000US250250101041,738,131,0,12,0,12,21,25,33,27,33,28,133,65,103,46,143,98,84,47,30,26,47,58,0,12,32,28,79,50,1,101.04,Suffolk County,Massachusetts
1500000US250250101042,1038,184,24,28,14,17,0,12,0,12,36,28,67,41,96,64,98,42,134,63,133,67,71,46,33,33,217,72,115,67,2,101.04,Suffolk County,Massachusetts
1500000US250250101043,375,96,0,12,0,12,0,12,24,40,13,15,41,33,79,55,65,45,43,29,31,24,6,12,28,32,20,22,25,27,3,101.04,Suffolk County,Massachusetts
1500000US250250102031,498,182,14,23,0,12,0,12,0,12,15,24,48,45,46,62,97,61,61,52,81,79,23,25,10,15,20,32,83,73,1,102.03,Suffolk County,Massachusetts
1500000US250250102032,989,257,12,20,13,21,19,30,0,12,87,58,132,120,114,115,235,116,112,90,90,66,94,54,26,29,0,12,55,60,2,102.03,Suffolk County,Massachusetts
1500000US250250102033,835,165,13,19,13,21,0,12,21,55,43,70,43,36,67,43,195,86,119,66,56,58,60,62,57,71,77,78,71,70,3,102.03,Suffolk County,Massachusetts
1500000US250250102034,93,60,0,12,0,12,0,12,10,17,0,12,13,21,0,12,52,58,11,18,0,12,0,12,0,12,0,12,7,12,4,102.03,Suffolk County,Massachusetts
1500000US250250102041,415,103,11,21,0,12,0,12,0,12,0,12,15,24,33,36,38,35,28,20,16,25,64,45,11,13,92,45,107,62,1,102.04,Suffolk County,Massachusetts
1500000US250250102042,605,158,41,42,0,12,0,12,0,12,11,15,113,107,40,28,74,45,57,38,57,49,29,28,37,36,80,36,66,66,2,102.04,Suffolk County,Massachusetts
1500000US250250102043,524,159,0,12,15,16,0,12,8,13,0,12,129,115,52,37,64,49,36,29,94,74,15,18,22,35,33,37,56,41,3,102.04,Suffolk County,Massachusetts
1500000US250250103001,428,87,7,15,0,12,0,12,10,14,29,20,26,27,19,23,48,42,21,24,22,23,6,10,31,33,121,57,88,40,1,103,Suffolk County,Massachusetts
1500000US250250103002,1501,297,23,22,0,12,16,26,15,20,27,18,64,40,84,43,96,51,143,68,139,82,59,44,124,74,496,275,215,79,2,103,Suffolk County,Massachusetts
1500000US250250104031,468,218,0,12,0,12,0,12,0,12,50,57,48,52,14,24,24,39,74,69,47,51,22,35,66,91,12,20,111,114,1,104.03,Suffolk County,Massachusetts
1500000US250250104032,299,129,0,12,0,12,0,12,0,12,0,12,24,28,39,43,75,57,22,35,85,80,0,12,10,15,7,24,37,41,2,104.03,Suffolk County,Massachusetts
1500000US250250104033,525,249,0,12,0,12,0,12,37,48,25,33,63,57,92,69,133,106,60,69,0,12,0,12,0,12,0,12,115,167,3,104.03,Suffolk County,Massachusetts
1500000US250250104041,907,268,0,12,0,12,0,12,15,17,38,40,59,60,131,98,289,155,43,39,86,61,64,53,0,12,54,43,128,122,1,104.04,Suffolk County,Massachusetts
1500000US250250104042,843,168,10,20,0,12,0,12,40,38,0,12,34,29,39,33,60,47,75,41,78,46,53,38,65,43,257,105,132,79,2,104.04,Suffolk County,Massachusetts
1500000US250250104043,313,139,0,12,0,12,0,12,0,12,0,12,23,21,7,11,66,71,43,39,21,22,5,10,0,12,61,43,87,108,3,104.04,Suffolk County,Massachusetts
1500000US250250104051,1469,452,50,59,0,12,41,37,61,53,8,15,72,46,121,69,174,95,117,75,89,47,42,35,123,121,381,301,190,78,1,104.05,Suffolk County,Massachusetts
1500000US250250104052,822,160,5,11,0,12,13,19,19,19,13,14,50,40,83,46,139,62,45,33,79,42,79,47,43,46,148,65,106,62,2,104.05,Suffolk County,Massachusetts
1500000US250250104053,162,114,7,13,7,13,0,12,0,12,44,62,0,12,4,7,33,43,0,12,19,20,6,13,17,24,12,12,13,13,3,104.05,Suffolk County,Massachusetts
1500000US250250104081,1026,123,0,12,0,12,55,52,34,29,44,24,114,65,164,71,146,64,221,73,99,48,50,39,22,21,12,15,65,81,1,104.08,Suffolk County,Massachusetts
1500000US250250105001,556,235,1,3,21,24,8,14,0,12,0,12,45,28,37,30,99,64,74,47,44,32,29,56,24,34,104,85,70,114,1,105,Suffolk County,Massachusetts
1500000US250250105002,461,145,0,12,0,12,0,12,22,35,15,18,129,73,55,50,47,32,120,100,48,34,9,13,0,12,7,12,9,13,2,105,Suffolk County,Massachusetts
1500000US250250105003,484,98,0,12,16,20,13,16,9,14,6,9,54,30,63,39,160,65,84,49,15,17,0,12,24,37,25,20,15,17,3,105,Suffolk County,Massachusetts
1500000US250250106001,954,184,0,12,0,12,0,12,41,48,10,16,133,56,193,85,173,80,211,103,103,76,44,37,12,18,15,16,19,22,1,106,Suffolk County,Massachusetts
1500000US250250106002,549,140,0,12,14,21,25,39,44,40,31,30,43,30,117,74,101,56,121,69,33,45,11,17,0,12,9,14,0,12,2,106,Suffolk County,Massachusetts
1500000US250250107011,705,221,0,12,0,12,9,17,13,21,25,41,6,9,179,126,174,108,114,92,34,30,41,31,8,17,37,49,65,42,1,107.01,Suffolk County,Massachusetts
1500000US250250107012,800,180,7,13,7,11,0,12,18,20,36,41,59,50,195,128,149,90,169,87,120,86,24,32,0,12,16,20,0,12,2,107.01,Suffolk County,Massachusetts
1500000US250250107013,433,138,0,12,0,12,14,21,0,12,25,30,28,27,117,65,135,68,53,36,33,29,19,22,0,12,9,14,0,12,3,107.01,Suffolk County,Massachusetts
1500000US250250107021,529,150,0,12,0,12,0,12,40,36,23,26,42,39,109,72,174,78,48,50,62,52,13,21,0,12,18,22,0,12,1,107.02,Suffolk County,Massachusetts
1500000US250250107022,535,141,0,12,0,12,2,4,0,12,34,33,50,45,51,55,129,66,92,52,75,40,22,24,0,12,7,9,73,74,2,107.02,Suffolk County,Massachusetts
1500000US250250107023,440,121,0,12,0,12,0,12,4,9,8,12,73,42,65,38,78,49,140,68,47,33,0,12,0,12,11,14,14,26,3,107.02,Suffolk County,Massachusetts
1500000US250250108011,395,108,8,14,13,22,0,12,17,21,44,46,38,31,43,51,70,54,87,47,13,18,6,10,12,16,13,14,31,34,1,108.01,Suffolk County,Massachusetts
1500000US250250108012,647,184,2,4,0,12,1,4,63,73,29,35,98,77,206,94,76,52,93,52,9,13,40,31,0,12,13,21,17,27,2,108.01,Suffolk County,Massachusetts
1500000US250250108013,857,180,0,12,10,16,9,15,9,13,47,47,91,68,248,81,118,66,79,56,110,84,28,33,12,21,0,12,96,87,3,108.01,Suffolk County,Massachusetts
1500000US250250108021,530,130,11,18,0,12,9,14,8,13,71,65,62,68,84,49,115,51,60,41,71,57,32,25,0,12,7,14,0,12,1,108.02,Suffolk County,Massachusetts
1500000US250250108022,807,203,8,11,15,24,0,12,23,26,6,10,129,65,105,68,267,128,121,71,88,62,19,20,2,4,11,14,13,17,2,108.02,Suffolk County,Massachusetts
1500000US250250108023,331,143,0,12,0,12,0,12,0,12,19,21,55,61,42,54,77,51,73,43,41,34,24,20,0,12,0,12,0,12,3,108.02,Suffolk County,Massachusetts
1500000US250250201011,476,179,0,12,0,12,0,12,16,26,0,12,40,44,85,82,219,134,99,95,17,26,0,12,0,12,0,12,0,12,1,201.01,Suffolk County,Massachusetts
1500000US250250201012,586,245,0,12,0,12,0,12,0,12,0,12,144,117,35,39,183,141,42,45,108,69,0,12,19,29,0,12,55,69,2,201.01,Suffolk County,Massachusetts
1500000US250250201013,792,231,44,63,22,36,0,12,14,23,0,12,58,53,189,106,133,80,199,120,42,48,30,43,0,12,0,12,61,104,3,201.01,Suffolk County,Massachusetts
1500000US250250201014,784,274,0,12,0,12,0,12,20,31,12,21,35,40,89,66,310,261,135,93,101,100,17,28,36,41,16,24,13,20,4,201.01,Suffolk County,Massachusetts
1500000US250250202001,967,198,0,12,0,12,13,20,9,14,21,32,128,74,322,178,273,98,80,55,82,58,39,38,0,12,0,12,0,12,1,202,Suffolk County,Massachusetts
1500000US250250202002,844,200,11,18,0,12,0,12,0,12,75,65,62,51,124,68,214,92,255,162,50,38,12,19,0,12,33,33,8,14,2,202,Suffolk County,Massachusetts
1500000US250250202003,988,193,0,12,0,12,20,31,24,37,74,53,103,104,223,119,286,123,60,43,95,58,28,35,0,12,75,88,0,12,3,202,Suffolk County,Massachusetts
1500000US250250203011,71,85,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,10,2,4,17,30,47,73,1,203.01,Suffolk County,Massachusetts
1500000US250250203012,1505,251,56,76,17,20,20,23,114,71,97,91,200,111,166,94,376,196,213,108,73,54,28,27,55,87,44,70,46,46,2,203.01,Suffolk County,Massachusetts
1500000US250250203021,779,127,0,12,0,12,0,12,43,39,26,22,96,51,75,44,166,86,232,82,53,33,7,11,0,12,58,70,23,22,1,203.02,Suffolk County,Massachusetts
1500000US250250203031,725,196,0,12,12,18,0,12,0,12,80,54,29,36,84,70,334,184,127,64,50,41,0,12,0,12,9,14,0,12,1,203.03,Suffolk County,Massachusetts
1500000US250250203032,223,119,0,12,0,12,0,12,0,12,16,25,0,12,11,18,101,66,15,18,45,53,0,12,0,12,17,26,18,21,2,203.03,Suffolk County,Massachusetts
1500000US250250203033,636,190,0,12,0,12,0,12,0,12,23,27,80,67,190,144,163,103,72,43,33,42,42,40,0,12,0,12,33,29,3,203.03,Suffolk County,Massachusetts
1500000US250250301001,890,177,0,12,9,14,9,14,13,21,36,31,104,57,115,74,236,105,189,87,76,57,8,12,8,13,69,55,18,20,1,301,Suffolk County,Massachusetts
1500000US250250301002,682,252,0,12,0,12,0,12,37,27,7,12,80,53,63,53,112,72,99,68,31,49,61,65,0,12,183,157,9,14,2,301,Suffolk County,Massachusetts
1500000US250250302001,1262,184,40,60,0,12,12,18,14,21,104,71,228,103,190,83,299,127,182,86,60,43,17,30,0,12,43,33,73,61,1,302,Suffolk County,Massachusetts
1500000US250250303001,1158,231,0,12,0,12,43,35,60,79,43,32,177,103,144,89,229,121,238,122,117,66,0,12,0,12,11,18,96,89,1,303,Suffolk County,Massachusetts
1500000US250250303002,482,155,0,12,0,12,13,21,10,16,43,39,18,24,65,52,64,41,147,104,56,47,29,35,13,20,6,14,18,29,2,303,Suffolk County,Massachusetts
1500000US250250303003,726,240,7,15,0,12,10,23,15,24,31,43,111,92,87,95,103,96,103,54,117,95,42,43,10,20,61,59,29,26,3,303,Suffolk County,Massachusetts
1500000US250250303004,448,171,0,12,0,12,0,12,0,12,0,12,64,105,30,32,145,68,47,37,50,49,0,12,0,12,30,33,82,86,4,303,Suffolk County,Massachusetts
1500000US250250304001,1041,183,3,6,20,24,19,21,28,45,26,25,46,28,208,74,303,150,164,68,140,61,31,29,0,12,45,34,8,15,1,304,Suffolk County,Massachusetts
1500000US250250304002,759,128,11,18,8,12,5,8,11,17,35,31,105,71,108,51,193,77,92,53,83,57,7,12,19,27,0,12,82,47,2,304,Suffolk County,Massachusetts
1500000US250250305001,455,128,14,34,0,12,0,12,27,35,50,35,35,30,62,38,109,56,63,41,57,35,38,46,0,12,0,12,0,12,1,305,Suffolk County,Massachusetts
1500000US250250305002,883,185,0,12,8,13,0,12,12,15,59,47,111,70,92,43,225,107,262,113,53,36,11,17,6,11,0,12,44,36,2,305,Suffolk County,Massachusetts
1500000US250250305003,634,188,0,12,21,35,0,12,0,12,35,55,251,134,65,49,75,40,147,68,25,24,0,12,0,12,15,23,0,12,3,305,Suffolk County,Massachusetts
1500000US250250401001,402,96,0,12,0,12,0,12,9,13,40,40,32,32,73,50,44,34,91,61,38,37,32,22,8,15,24,26,11,18,1,401,Suffolk County,Massachusetts
1500000US250250401002,891,187,24,36,8,13,0,12,24,26,46,33,66,47,128,69,320,116,115,62,57,47,0,12,0,12,4,7,99,98,2,401,Suffolk County,Massachusetts
1500000US250250402001,351,113,0,12,43,45,0,12,31,25,35,41,16,25,0,12,60,49,17,19,46,45,36,41,0,12,40,41,27,34,1,402,Suffolk County,Massachusetts
1500000US250250402002,387,82,0,12,11,13,4,7,32,34,15,16,42,25,69,43,94,50,37,26,51,34,0,12,17,21,9,13,6,10,2,402,Suffolk County,Massachusetts
1500000US250250403001,211,124,0,12,0,12,0,12,0,12,17,29,32,40,23,28,84,68,30,47,13,21,0,12,12,18,0,12,0,12,1,403,Suffolk County,Massachusetts
1500000US250250403002,912,185,30,27,0,12,16,27,40,34,39,36,191,94,222,111,193,83,56,43,36,38,36,26,0,12,31,36,22,26,2,403,Suffolk County,Massachusetts
1500000US250250403003,493,151,10,15,0,12,0,12,54,54,71,52,136,72,63,43,79,56,33,36,19,20,7,13,9,14,0,12,12,14,3,403,Suffolk County,Massachusetts
1500000US250250403004,516,133,0,12,0,12,0,12,9,15,51,56,25,26,130,80,68,43,81,52,68,71,21,35,0,12,31,33,32,29,4,403,Suffolk County,Massachusetts
1500000US250250403005,374,114,0,12,0,12,0,12,9,15,25,27,71,46,81,59,99,57,33,37,16,18,0,12,10,16,11,17,19,31,5,403,Suffolk County,Massachusetts
1500000US250250404011,757,155,17,29,0,12,33,32,65,63,43,33,128,77,83,47,199,88,74,58,63,61,24,37,0,12,6,12,22,28,1,404.01,Suffolk County,Massachusetts
1500000US250250404012,538,122,0,12,0,12,43,53,9,15,22,25,97,53,137,58,115,54,58,49,0,12,43,50,0,12,0,12,14,23,2,404.01,Suffolk County,Massachusetts
1500000US250250406001,669,171,0,12,13,21,34,39,87,71,34,41,76,50,128,68,107,68,77,64,21,22,45,38,0,12,7,11,40,31,1,406,Suffolk County,Massachusetts
1500000US250250406002,1249,221,20,20,10,15,42,33,125,76,204,95,246,103,113,68,257,141,117,90,44,31,18,20,11,17,7,13,35,29,2,406,Suffolk County,Massachusetts
