Geography,Total Estimate,Total Margin of Error,Estimate - 12:00 a.m. to 4:59 a.m.,Margin of Error - 12:00 a.m. to 4:59 a.m.,Estimate - 5:00 a.m. to 5:29 a.m.,Margin of Error - 5:00 a.m. to 5:29 a.m.,Estimate - 5:30 a.m. to 5:59 a.m.,Margin of Error - 5:30 a.m. to 5:59 a.m.,Estimate - 6:00 a.m. to 6:29 a.m.,Margin of Error - 6:00 a.m. to 6:29 a.m.,Estimate - 6:30 a.m. to 6:59 a.m.,Margin of Error - 6:30 a.m. to 6:59 a.m.,Estimate - 7:00 a.m. to 7:29 a.m.,Margin of Error - 7:00 a.m. to 7:29 a.m.,Estimate - 7:30 a.m. to 7:59 a.m.,Margin of Error - 7:30 a.m. to 7:59 a.m.,Estimate - 8:00 a.m. to 8:29 a.m.,Margin of Error - 8:00 a.m. to 8:29 a.m.,Estimate - 8:30 a.m. to 8:59 a.m.,Margin of Error - 8:30 a.m. to 8:59 a.m.,Estimate - 9:00 a.m. to 9:59 a.m.,Margin of Error - 9:00 a.m. to 9:59 a.m.,Estimate - 10:00 a.m. to 10:59 a.m.,Margin of Error - 10:00 a.m. to 10:59 a.m.,Estimate - 11:00 a.m. to 11:59 a.m.,Margin of Error - 11:00 a.m. to 11:59 a.m.,Estimate - 12:00 p.m. to 3:59 p.m.,Margin of Error - 12:00 p.m. to 3:59 p.m.,Estimate - 4:00 p.m. to 11:59 p.m.,Margin of Error - 4:00 p.m. to 11:59 p.m.,Block Group,Census Tract,County,State
1500000US250250005031,512,123,0,13,0,13,0,13,59,50,68,40,44,37,108,52,126,64,60,93,24,34,0,13,0,13,7,10,16,17,1,5.03,Suffolk County,Massachusetts
1500000US250250005032,850,175,12,14,0,13,0,13,0,13,15,17,113,46,82,45,254,80,107,59,142,102,33,42,8,12,41,60,43,30,2,5.03,Suffolk County,Massachusetts
1500000US250250005051,563,179,0,13,14,26,0,13,87,44,48,45,137,86,21,30,49,49,14,22,92,88,26,42,0,13,45,19,30,33,1,5.05,Suffolk County,Massachusetts
1500000US250250005052,454,167,13,21,0,13,0,13,12,21,30,41,138,77,47,42,155,82,0,13,32,38,0,13,0,13,13,22,14,21,2,5.05,Suffolk County,Massachusetts
1500000US250250005053,130,89,0,13,0,13,0,13,0,13,0,13,36,58,40,47,31,37,0,13,12,22,11,19,0,13,0,13,0,13,3,5.05,Suffolk County,Massachusetts
1500000US250250005061,470,141,22,36,0,13,10,15,33,31,0,13,11,17,99,69,145,85,38,45,58,43,24,33,30,48,0,13,0,13,1,5.06,Suffolk County,Massachusetts
1500000US250250005062,874,326,8,13,0,13,29,39,51,69,47,53,113,80,112,106,176,91,63,60,126,119,116,80,0,13,33,48,0,13,2,5.06,Suffolk County,Massachusetts
1500000US250250006011,393,136,0,13,0,13,7,11,8,11,41,56,0,13,49,55,140,56,34,34,4,7,57,61,7,11,8,13,38,50,1,6.01,Suffolk County,Massachusetts
1500000US250250006012,750,203,27,30,16,19,24,25,40,28,27,28,192,117,116,58,96,50,77,46,53,48,13,19,22,29,19,34,28,29,2,6.01,Suffolk County,Massachusetts
1500000US250250006013,544,207,18,16,10,16,0,13,15,19,21,17,90,54,83,47,130,88,20,20,107,126,28,33,0,13,22,34,0,13,3,6.01,Suffolk County,Massachusetts
1500000US250250006014,685,190,25,39,16,19,0,13,37,39,10,17,61,41,101,60,116,64,128,73,78,60,43,45,0,13,0,13,70,77,4,6.01,Suffolk County,Massachusetts
1500000US250250006031,687,240,0,13,29,39,0,13,0,13,136,151,46,49,164,90,87,62,95,98,65,71,31,33,0,13,34,47,0,13,1,6.03,Suffolk County,Massachusetts
1500000US250250006041,672,186,129,113,0,13,0,13,14,16,39,63,66,75,35,38,137,69,15,18,90,59,34,43,49,66,64,60,0,13,1,6.04,Suffolk County,Massachusetts
1500000US250250006042,483,182,0,13,0,13,0,13,21,33,33,35,25,27,102,93,73,53,86,67,65,52,63,62,0,13,15,26,0,13,2,6.04,Suffolk County,Massachusetts
1500000US250250007011,364,145,0,13,17,29,18,25,0,13,54,62,30,35,37,37,143,96,0,13,0,13,12,20,23,24,30,34,0,13,1,7.01,Suffolk County,Massachusetts
1500000US250250007012,311,143,0,13,0,13,0,13,16,26,0,13,0,13,25,39,131,98,66,67,29,31,0,13,10,17,0,13,34,35,2,7.01,Suffolk County,Massachusetts
1500000US250250007013,969,249,0,13,0,13,0,13,0,13,47,53,121,82,279,169,244,107,139,74,111,76,0,13,0,13,16,20,12,20,3,7.01,Suffolk County,Massachusetts
1500000US250250007014,732,256,0,13,67,80,54,51,49,57,48,53,78,68,88,84,84,64,35,41,166,126,0,13,1,9,17,48,45,46,4,7.01,Suffolk County,Massachusetts
1500000US250250007031,464,120,0,13,8,13,22,30,25,30,0,13,6,10,45,30,83,39,93,59,42,31,60,48,0,13,57,53,23,27,1,7.03,Suffolk County,Massachusetts
1500000US250250007032,448,123,9,13,11,15,0,13,32,23,5,7,56,42,42,40,84,40,43,37,59,45,17,26,18,19,16,17,56,68,2,7.03,Suffolk County,Massachusetts
1500000US250250007041,888,237,0,13,0,13,13,21,45,41,18,28,89,81,118,71,118,72,162,97,58,50,40,40,46,56,181,171,0,13,1,7.04,Suffolk County,Massachusetts
1500000US250250007042,590,184,24,30,0,13,0,13,44,44,44,55,132,91,102,68,40,38,25,40,27,36,20,33,99,84,20,24,13,20,2,7.04,Suffolk County,Massachusetts
1500000US250250007043,470,171,0,13,25,39,0,13,0,13,26,42,80,55,68,54,33,39,29,29,59,44,13,20,32,53,78,104,27,29,3,7.04,Suffolk County,Massachusetts
1500000US250250007044,687,183,46,46,147,124,0,13,0,13,0,13,22,26,32,52,166,126,141,114,39,35,8,12,47,46,0,13,39,39,4,7.04,Suffolk County,Massachusetts
1500000US250250008041,627,200,0,13,0,13,0,13,78,72,34,48,198,112,30,46,103,72,11,18,53,56,13,22,12,20,25,38,70,81,1,8.04,Suffolk County,Massachusetts
1500000US250250008042,1099,364,0,13,5,24,0,13,71,62,84,80,56,70,19,30,344,207,114,71,133,99,0,13,60,65,78,81,135,121,2,8.04,Suffolk County,Massachusetts
1500000US250250008051,635,238,11,17,0,13,18,28,48,70,63,54,76,79,15,24,155,142,25,52,78,58,12,19,0,13,39,29,95,74,1,8.05,Suffolk County,Massachusetts
1500000US250250008052,343,131,0,13,0,13,0,13,16,22,0,13,92,56,26,25,103,83,15,23,34,31,12,18,0,13,12,19,33,37,2,8.05,Suffolk County,Massachusetts
1500000US250250008053,555,182,0,13,0,13,25,40,7,11,59,39,70,42,0,13,71,59,30,36,135,55,35,41,13,26,22,26,88,83,3,8.05,Suffolk County,Massachusetts
1500000US250250008061,78,117,0,13,0,13,0,13,0,13,0,13,43,64,0,13,0,13,0,13,0,13,0,13,0,13,0,13,35,53,1,8.06,Suffolk County,Massachusetts
1500000US250250008062,798,176,7,13,0,13,0,13,29,34,43,40,41,34,95,82,114,50,51,37,130,89,79,45,46,49,88,55,75,48,2,8.06,Suffolk County,Massachusetts
1500000US250250008063,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,3,8.06,Suffolk County,Massachusetts
1500000US250250008071,1301,332,19,39,0,13,0,13,0,13,42,66,19,37,19,37,185,137,158,97,65,69,172,107,0,13,347,184,275,151,1,8.07,Suffolk County,Massachusetts
1500000US250250101031,294,121,0,13,0,13,0,13,2,3,4,6,7,10,10,15,34,28,38,32,45,28,46,61,18,17,42,48,48,47,1,101.03,Suffolk County,Massachusetts
1500000US250250101032,347,158,0,13,0,13,0,13,0,13,0,13,27,36,2,5,24,34,32,54,45,46,14,23,6,12,149,136,48,48,2,101.03,Suffolk County,Massachusetts
1500000US250250101033,551,137,7,11,0,13,21,25,5,10,5,10,6,12,46,40,40,33,67,44,43,32,45,31,18,25,136,65,112,77,3,101.03,Suffolk County,Massachusetts
1500000US250250101041,586,129,9,22,13,20,27,29,8,12,0,13,46,39,168,85,111,61,45,33,61,41,13,15,0,13,42,32,43,30,1,101.04,Suffolk County,Massachusetts
1500000US250250101042,1009,229,8,12,0,13,8,12,18,35,0,13,76,43,145,91,124,72,72,51,107,78,55,54,40,34,219,145,137,73,2,101.04,Suffolk County,Massachusetts
1500000US250250101043,406,159,0,13,0,13,13,27,8,12,12,24,37,43,63,54,33,27,18,19,102,77,52,54,40,48,7,11,21,26,3,101.04,Suffolk County,Massachusetts
1500000US250250102041,496,161,10,19,0,13,0,13,23,28,0,13,35,38,12,24,23,30,43,41,99,70,19,28,33,31,116,59,83,47,1,102.04,Suffolk County,Massachusetts
1500000US250250102042,535,205,11,22,0,13,0,13,8,13,30,40,105,91,31,35,74,45,6,12,47,39,64,59,14,21,56,42,89,97,2,102.04,Suffolk County,Massachusetts
1500000US250250102043,427,115,0,13,0,13,46,73,33,13,18,21,70,36,7,11,35,18,52,32,25,23,23,23,5,8,42,25,71,87,3,102.04,Suffolk County,Massachusetts
1500000US250250102051,514,261,23,35,0,13,0,13,4,8,56,89,11,44,150,132,89,84,0,13,125,162,52,56,0,13,0,13,4,13,1,102.05,Suffolk County,Massachusetts
1500000US250250102052,784,355,7,14,0,13,0,13,31,41,91,118,99,69,48,49,257,314,152,108,44,51,13,21,28,31,6,13,8,15,2,102.05,Suffolk County,Massachusetts
1500000US250250102053,531,191,0,13,0,13,14,23,22,36,40,46,39,56,104,88,19,16,84,79,140,110,9,14,0,13,55,50,5,8,3,102.05,Suffolk County,Massachusetts
1500000US250250102054,389,161,0,13,0,13,0,13,0,13,56,64,26,37,45,71,14,24,131,96,117,76,0,13,0,13,0,13,0,13,4,102.05,Suffolk County,Massachusetts
1500000US250250102061,889,389,0,13,0,13,27,44,0,13,0,13,116,127,28,39,267,214,100,134,121,106,0,13,0,13,230,339,0,13,1,102.06,Suffolk County,Massachusetts
1500000US250250102062,266,143,0,13,0,13,0,13,13,21,40,63,0,13,8,13,46,52,42,54,21,26,38,47,12,21,0,13,46,42,2,102.06,Suffolk County,Massachusetts
1500000US250250103001,425,162,0,13,0,13,10,19,8,16,24,29,5,7,16,21,63,50,19,23,47,36,23,22,0,13,135,133,75,38,1,103,Suffolk County,Massachusetts
1500000US250250103002,1697,438,5,10,0,13,54,36,24,24,28,26,18,22,60,36,177,138,125,89,185,92,111,83,119,69,463,235,328,135,2,103,Suffolk County,Massachusetts
1500000US250250104031,539,150,28,44,38,60,0,13,10,16,31,12,31,39,40,43,57,44,72,81,28,32,58,71,0,13,92,72,54,61,1,104.03,Suffolk County,Massachusetts
1500000US250250104032,490,330,35,39,0,13,0,13,14,22,0,13,61,57,8,15,42,47,13,21,90,139,11,18,0,13,179,193,37,43,2,104.03,Suffolk County,Massachusetts
1500000US250250104033,291,123,0,13,0,13,0,13,15,24,0,13,79,57,49,41,64,52,24,23,23,36,0,13,0,13,24,40,13,22,3,104.03,Suffolk County,Massachusetts
1500000US250250104041,458,151,0,13,0,13,0,13,29,42,24,27,10,16,21,21,55,46,49,45,53,51,41,29,0,13,107,60,69,51,1,104.04,Suffolk County,Massachusetts
1500000US250250104042,353,107,5,7,0,13,0,13,0,13,0,13,43,38,54,55,36,36,13,24,93,58,9,15,10,20,43,45,47,48,2,104.04,Suffolk County,Massachusetts
1500000US250250104043,455,214,0,13,0,13,8,9,76,64,0,13,0,13,16,21,117,113,37,28,20,17,93,106,12,19,71,57,5,7,3,104.04,Suffolk County,Massachusetts
1500000US250250104044,309,108,0,13,0,13,0,13,0,13,37,35,4,8,33,23,71,42,90,54,20,21,0,13,0,13,46,47,8,13,4,104.04,Suffolk County,Massachusetts
1500000US250250104051,1248,264,9,18,0,13,31,49,30,34,18,27,135,72,172,107,159,87,133,70,60,53,99,68,39,40,192,72,171,83,1,104.05,Suffolk County,Massachusetts
1500000US250250104052,918,227,12,24,14,22,0,13,37,25,36,27,50,52,71,41,159,69,111,57,92,46,42,27,43,34,162,96,89,52,2,104.05,Suffolk County,Massachusetts
1500000US250250104053,146,57,0,13,0,13,11,21,0,13,23,23,23,25,0,13,19,21,10,18,14,19,4,5,10,12,6,9,26,22,3,104.05,Suffolk County,Massachusetts
1500000US250250104081,848,123,0,13,19,31,29,18,22,17,41,31,57,30,109,45,177,55,127,50,106,49,98,92,3,6,43,36,17,17,1,104.08,Suffolk County,Massachusetts
1500000US250250105001,301,107,0,13,0,13,13,17,0,13,12,15,25,32,26,22,36,33,43,43,21,24,31,33,32,31,32,32,30,42,1,105,Suffolk County,Massachusetts
1500000US250250105002,328,117,0,13,3,5,0,13,0,13,12,14,73,54,68,51,30,23,12,14,86,68,6,10,13,23,5,12,20,21,2,105,Suffolk County,Massachusetts
1500000US250250105003,536,155,35,55,7,11,7,11,0,13,40,44,69,63,59,57,96,80,94,65,84,70,0,13,14,21,23,20,8,13,3,105,Suffolk County,Massachusetts
1500000US250250106001,552,212,55,52,0,13,10,15,17,19,21,23,79,75,85,63,36,31,41,36,131,99,10,18,0,13,67,77,0,13,1,106,Suffolk County,Massachusetts
1500000US250250106002,618,166,8,14,34,39,7,13,0,13,73,66,96,56,33,29,113,66,133,85,48,51,16,18,0,13,7,18,50,78,2,106,Suffolk County,Massachusetts
1500000US250250106003,326,118,10,17,0,13,0,13,43,43,36,33,92,73,16,25,8,14,51,50,47,61,23,25,0,13,0,13,0,13,3,106,Suffolk County,Massachusetts
1500000US250250107011,454,117,0,13,0,13,3,5,33,36,42,39,21,22,75,49,85,50,41,34,85,52,15,21,0,13,43,36,11,22,1,107.01,Suffolk County,Massachusetts
1500000US250250107012,425,152,1,5,8,12,0,13,57,47,17,21,22,35,31,25,112,58,88,70,7,13,62,66,0,13,13,22,7,15,2,107.01,Suffolk County,Massachusetts
1500000US250250107013,482,151,0,13,18,20,0,13,30,23,10,15,11,18,37,38,187,113,78,40,83,54,0,13,0,13,9,14,19,20,3,107.01,Suffolk County,Massachusetts
1500000US250250107021,455,119,11,12,0,13,0,13,28,32,14,17,85,77,105,52,65,47,64,38,45,28,10,16,0,13,20,31,8,14,1,107.02,Suffolk County,Massachusetts
1500000US250250107022,343,107,0,13,0,13,0,13,0,13,27,24,22,24,39,27,60,48,22,22,65,38,22,34,9,14,36,41,41,34,2,107.02,Suffolk County,Massachusetts
1500000US250250107023,463,127,8,12,6,9,10,18,27,33,31,30,29,27,32,28,98,48,122,74,28,30,51,62,21,30,0,13,0,13,3,107.02,Suffolk County,Massachusetts
1500000US250250108011,468,109,38,54,0,13,10,20,9,14,0,13,33,28,46,28,97,59,31,30,98,64,13,16,18,22,53,38,22,25,1,108.01,Suffolk County,Massachusetts
1500000US250250108012,518,179,2,6,0,13,0,13,0,13,19,21,131,77,43,30,101,49,54,39,50,57,67,108,0,13,25,28,26,42,2,108.01,Suffolk County,Massachusetts
1500000US250250108013,504,134,0,13,0,13,0,13,0,13,0,13,58,38,63,41,146,67,135,55,78,62,12,19,0,13,0,13,12,15,3,108.01,Suffolk County,Massachusetts
1500000US250250108021,891,257,0,13,0,13,0,13,16,17,21,33,123,81,125,74,205,103,191,222,107,57,84,76,6,11,0,13,13,15,1,108.02,Suffolk County,Massachusetts
1500000US250250108022,585,108,0,13,0,13,28,37,43,39,32,23,79,47,74,40,128,65,56,31,52,29,34,32,6,10,29,23,24,29,2,108.02,Suffolk County,Massachusetts
1500000US250250108023,359,112,0,13,0,13,0,13,15,16,6,10,28,23,16,19,99,58,96,55,50,37,14,17,23,36,0,13,12,19,3,108.02,Suffolk County,Massachusetts
1500000US250250201011,270,122,0,13,0,13,12,19,44,71,12,19,71,78,13,20,52,51,0,13,12,19,0,13,0,13,54,64,0,13,1,201.01,Suffolk County,Massachusetts
1500000US250250201012,500,226,0,13,0,13,12,19,33,31,8,12,8,13,83,62,116,98,74,67,166,191,0,13,0,13,0,13,0,13,2,201.01,Suffolk County,Massachusetts
1500000US250250201013,645,221,0,13,0,13,0,13,93,82,9,15,47,50,145,104,256,179,25,30,35,35,0,13,0,13,23,35,12,19,3,201.01,Suffolk County,Massachusetts
1500000US250250201014,462,184,0,13,0,13,0,13,15,25,135,119,29,49,171,130,19,24,80,66,0,13,0,13,0,13,13,22,0,13,4,201.01,Suffolk County,Massachusetts
1500000US250250202001,623,197,0,13,0,13,0,13,35,39,89,90,13,20,94,57,160,86,73,46,101,88,45,66,13,21,0,13,0,13,1,202,Suffolk County,Massachusetts
1500000US250250202002,574,176,0,13,0,13,0,13,15,24,8,14,88,50,67,68,130,75,105,77,68,47,74,60,0,13,10,16,9,15,2,202,Suffolk County,Massachusetts
1500000US250250202003,778,287,0,13,0,13,0,13,0,13,37,35,8,12,69,61,218,146,320,148,45,44,14,22,0,13,23,27,44,41,3,202,Suffolk County,Massachusetts
1500000US250250203011,1075,245,17,23,0,13,12,19,28,30,64,51,167,87,78,58,239,107,164,85,173,142,48,37,29,45,19,32,37,37,1,203.01,Suffolk County,Massachusetts
1500000US250250203021,541,82,29,27,0,13,16,27,13,14,17,15,73,41,57,33,114,45,108,51,72,34,10,11,0,13,20,23,12,19,1,203.02,Suffolk County,Massachusetts
1500000US250250203041,615,178,0,13,0,13,0,13,56,53,17,21,83,65,170,79,118,74,152,79,19,22,0,13,0,13,0,13,0,13,1,203.04,Suffolk County,Massachusetts
1500000US250250203042,146,102,0,13,0,13,0,13,0,13,0,13,37,47,45,50,9,15,41,51,14,24,0,13,0,13,0,13,0,13,2,203.04,Suffolk County,Massachusetts
1500000US250250203051,357,172,0,13,0,13,0,13,11,18,15,25,82,66,37,29,69,84,31,52,41,42,51,67,0,13,20,32,0,13,1,203.05,Suffolk County,Massachusetts
1500000US250250203052,1276,195,20,17,12,20,57,53,0,13,61,46,271,152,321,135,214,128,133,82,133,88,25,39,0,13,15,24,14,22,2,203.05,Suffolk County,Massachusetts
1500000US250250301001,636,205,0,13,0,13,30,35,51,54,86,58,91,75,57,39,180,105,94,59,0,13,20,19,9,15,0,13,18,28,1,301,Suffolk County,Massachusetts
1500000US250250301002,648,201,8,13,5,8,0,13,40,33,9,14,65,69,133,73,97,46,149,145,38,45,8,13,13,22,66,79,17,19,2,301,Suffolk County,Massachusetts
1500000US250250302001,716,281,0,13,0,13,51,84,78,123,90,104,84,97,42,36,233,110,80,45,52,59,0,13,0,13,0,13,6,11,1,302,Suffolk County,Massachusetts
1500000US250250302002,450,145,0,13,18,29,0,13,23,28,21,33,83,76,40,46,126,55,94,61,6,10,39,44,0,13,0,13,0,13,2,302,Suffolk County,Massachusetts
1500000US250250303011,519,144,0,13,0,13,0,13,26,30,17,27,138,76,59,42,77,55,75,49,78,56,14,23,0,13,21,36,14,25,1,303.01,Suffolk County,Massachusetts
1500000US250250303012,75,67,0,13,0,13,7,13,0,13,0,13,14,19,11,19,20,27,23,31,0,13,0,13,0,13,0,13,0,13,2,303.01,Suffolk County,Massachusetts
1500000US250250303021,1106,211,4,9,5,13,63,62,71,69,51,43,96,60,191,109,71,42,173,104,153,83,64,56,10,20,80,65,74,77,1,303.02,Suffolk County,Massachusetts
1500000US250250304001,197,88,0,13,0,13,14,22,0,13,9,13,16,18,30,36,21,33,61,31,23,21,0,13,0,13,0,13,23,22,1,304,Suffolk County,Massachusetts
1500000US250250304002,698,193,0,13,27,39,0,13,8,13,130,113,73,52,86,79,106,76,77,47,135,88,16,25,0,13,31,36,9,14,2,304,Suffolk County,Massachusetts
1500000US250250304003,604,266,0,13,0,13,8,13,8,12,0,13,33,36,76,62,103,62,116,54,231,266,21,35,0,13,8,13,0,13,3,304,Suffolk County,Massachusetts
1500000US250250304004,884,365,0,13,16,25,17,26,50,59,26,29,207,141,36,50,208,91,174,162,105,140,30,46,0,13,15,24,0,13,4,304,Suffolk County,Massachusetts
1500000US250250305001,269,75,0,13,4,6,0,13,13,15,34,33,43,43,56,33,53,29,45,33,14,18,0,13,0,13,7,11,0,13,1,305,Suffolk County,Massachusetts
1500000US250250305002,618,141,53,36,0,13,9,12,8,12,17,13,71,54,81,50,159,103,96,59,54,37,27,35,30,18,13,21,0,13,2,305,Suffolk County,Massachusetts
1500000US250250305003,453,118,0,13,0,13,0,13,24,29,29,35,97,55,27,25,126,53,71,33,31,34,6,11,6,9,0,13,36,49,3,305,Suffolk County,Massachusetts
1500000US250250401001,327,83,24,34,0,13,0,13,0,13,32,27,38,28,54,43,78,45,48,54,36,30,6,12,0,13,11,19,0,13,1,401,Suffolk County,Massachusetts
1500000US250250401002,800,159,0,13,0,13,7,11,30,42,165,93,117,71,98,45,254,122,65,48,17,27,25,26,0,13,6,10,16,25,2,401,Suffolk County,Massachusetts
1500000US250250402001,302,109,0,13,22,20,32,26,52,49,13,20,31,29,17,18,46,48,5,8,5,7,27,22,0,13,52,45,0,13,1,402,Suffolk County,Massachusetts
1500000US250250402002,523,127,13,16,5,9,34,40,0,13,43,26,51,29,72,41,212,113,39,25,31,21,8,12,0,13,15,17,0,13,2,402,Suffolk County,Massachusetts
1500000US250250403001,379,207,0,13,14,22,6,10,102,78,0,13,35,55,46,63,63,59,48,63,0,13,58,95,0,13,7,12,0,13,1,403,Suffolk County,Massachusetts
1500000US250250403002,1036,225,9,14,0,13,52,83,90,77,38,31,237,116,90,68,186,82,107,65,113,86,46,38,9,15,28,46,31,39,2,403,Suffolk County,Massachusetts
