Geography,Total Estimate,Total Margin of Error,Estimate - 12:00 a.m. to 4:59 a.m.,Margin of Error - 12:00 a.m. to 4:59 a.m.,Estimate - 5:00 a.m. to 5:29 a.m.,Margin of Error - 5:00 a.m. to 5:29 a.m.,Estimate - 5:30 a.m. to 5:59 a.m.,Margin of Error - 5:30 a.m. to 5:59 a.m.,Estimate - 6:00 a.m. to 6:29 a.m.,Margin of Error - 6:00 a.m. to 6:29 a.m.,Estimate - 6:30 a.m. to 6:59 a.m.,Margin of Error - 6:30 a.m. to 6:59 a.m.,Estimate - 7:00 a.m. to 7:29 a.m.,Margin of Error - 7:00 a.m. to 7:29 a.m.,Estimate - 7:30 a.m. to 7:59 a.m.,Margin of Error - 7:30 a.m. to 7:59 a.m.,Estimate - 8:00 a.m. to 8:29 a.m.,Margin of Error - 8:00 a.m. to 8:29 a.m.,Estimate - 8:30 a.m. to 8:59 a.m.,Margin of Error - 8:30 a.m. to 8:59 a.m.,Estimate - 9:00 a.m. to 9:59 a.m.,Margin of Error - 9:00 a.m. to 9:59 a.m.,Estimate - 10:00 a.m. to 10:59 a.m.,Margin of Error - 10:00 a.m. to 10:59 a.m.,Estimate - 11:00 a.m. to 11:59 a.m.,Margin of Error - 11:00 a.m. to 11:59 a.m.,Estimate - 12:00 p.m. to 3:59 p.m.,Margin of Error - 12:00 p.m. to 3:59 p.m.,Estimate - 4:00 p.m. to 11:59 p.m.,Margin of Error - 4:00 p.m. to 11:59 p.m.,Block Group,Census Tract,County,State
1500000US250250403003,451,147,0,13,0,13,0,13,28,44,28,25,89,62,29,28,96,57,141,96,0,13,12,19,0,13,28,38,0,13,3,403,Suffolk County,Massachusetts
1500000US250250403004,357,130,0,13,0,13,0,13,40,41,39,35,90,75,47,37,76,42,20,18,35,42,10,16,0,13,0,13,0,13,4,403,Suffolk County,Massachusetts
1500000US250250403005,392,143,0,13,0,13,0,13,0,13,10,16,85,46,93,82,107,64,57,73,14,21,26,38,0,13,0,13,0,13,5,403,Suffolk County,Massachusetts
1500000US250250404011,1092,226,29,27,0,13,14,26,50,53,134,102,41,33,74,59,466,163,116,71,57,60,11,14,26,33,54,56,20,21,1,404.01,Suffolk County,Massachusetts
1500000US250250404012,275,98,0,13,0,13,10,14,0,13,38,38,77,54,75,63,37,26,13,16,20,24,0,13,0,13,5,7,0,13,2,404.01,Suffolk County,Massachusetts
1500000US250250406001,984,273,0,13,0,13,0,13,108,61,72,53,131,78,275,126,209,100,22,24,49,45,19,28,21,26,56,37,22,37,1,406,Suffolk County,Massachusetts
1500000US250250406002,1228,232,5,10,0,13,5,9,40,35,57,41,159,71,250,100,298,92,298,125,38,33,0,13,20,23,41,34,17,19,2,406,Suffolk County,Massachusetts
1500000US250250408011,208,121,53,83,0,13,0,13,0,13,36,56,4,7,0,13,22,32,0,13,78,64,5,9,0,13,10,14,0,13,1,408.01,Suffolk County,Massachusetts
1500000US250250408012,499,256,0,13,0,13,0,13,81,89,0,13,15,24,114,69,84,75,0,13,0,13,68,58,17,22,120,81,0,13,2,408.01,Suffolk County,Massachusetts
1500000US250250408013,1503,245,0,13,34,50,0,13,128,93,130,77,302,111,138,75,234,118,248,86,181,94,55,53,0,13,26,25,27,40,3,408.01,Suffolk County,Massachusetts
1500000US250250501011,1329,448,26,40,75,58,72,113,230,148,12,22,278,165,78,41,356,170,0,13,14,22,12,16,41,40,53,50,82,116,1,501.01,Suffolk County,Massachusetts
1500000US250250501012,469,164,40,44,36,41,62,59,102,122,0,13,41,46,0,13,0,13,65,55,35,38,0,13,8,20,25,40,55,62,2,501.01,Suffolk County,Massachusetts
1500000US250250501013,846,273,14,23,60,57,36,65,81,59,6,10,216,132,78,50,145,79,59,44,39,46,35,41,0,13,77,51,0,13,3,501.01,Suffolk County,Massachusetts
1500000US250250502001,1148,308,54,42,47,50,20,27,32,30,61,68,251,122,115,67,255,171,34,48,74,50,27,41,17,20,90,64,71,71,1,502,Suffolk County,Massachusetts
1500000US250250502002,744,346,0,13,0,13,8,13,86,64,36,39,151,206,65,53,106,130,31,38,125,105,21,34,89,80,21,34,5,10,2,502,Suffolk County,Massachusetts
1500000US250250502003,309,145,0,13,31,39,0,13,11,17,27,41,21,26,68,56,48,48,38,37,0,13,11,17,34,57,20,31,0,13,3,502,Suffolk County,Massachusetts
1500000US250250502004,505,223,22,26,0,13,0,13,0,13,26,41,85,57,58,54,191,199,25,29,22,34,37,57,0,13,18,28,21,33,4,502,Suffolk County,Massachusetts
1500000US250250503001,687,264,24,35,46,46,48,61,24,34,37,27,115,57,7,11,126,61,68,53,64,49,0,13,0,13,20,29,108,96,1,503,Suffolk County,Massachusetts
1500000US250250503002,276,101,12,18,0,13,11,19,26,25,7,11,66,51,0,13,11,14,16,25,41,45,0,13,14,20,11,20,61,74,2,503,Suffolk County,Massachusetts
1500000US250250503003,305,171,23,28,35,44,0,13,8,14,58,61,68,69,0,13,15,20,43,30,23,29,0,13,32,47,0,13,0,13,3,503,Suffolk County,Massachusetts
1500000US250250504001,152,99,0,13,0,13,0,13,9,11,13,15,25,40,17,28,28,38,0,13,21,18,20,19,19,31,0,13,0,13,1,504,Suffolk County,Massachusetts
1500000US250250504002,1031,170,0,13,40,39,0,13,28,25,97,94,111,57,38,33,243,92,113,63,182,73,50,50,0,13,57,53,72,83,2,504,Suffolk County,Massachusetts
1500000US250250505001,1236,194,65,52,1,4,6,9,77,57,40,34,163,69,185,71,184,71,132,55,197,96,43,35,20,22,29,29,94,58,1,505,Suffolk County,Massachusetts
1500000US250250505002,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,2,505,Suffolk County,Massachusetts
1500000US250250506001,982,334,60,43,3,4,119,105,46,46,200,166,194,156,37,21,134,134,23,25,110,63,25,29,0,13,31,31,0,13,1,506,Suffolk County,Massachusetts
1500000US250250506002,402,145,0,13,0,13,17,27,79,74,36,34,43,33,18,25,79,45,50,41,41,30,0,13,6,8,27,36,6,10,2,506,Suffolk County,Massachusetts
1500000US250250507001,1027,340,167,159,31,43,11,17,229,173,111,74,211,142,28,32,65,60,31,31,39,41,17,29,0,13,46,50,41,60,1,507,Suffolk County,Massachusetts
1500000US250250507002,569,246,0,13,0,13,0,13,6,11,158,212,136,67,21,26,76,62,39,31,12,19,0,13,0,13,69,48,52,51,2,507,Suffolk County,Massachusetts
1500000US250250507003,1027,439,25,42,39,60,19,29,58,61,100,86,105,92,81,72,97,80,63,65,129,94,0,13,0,13,174,124,137,128,3,507,Suffolk County,Massachusetts
1500000US250250509011,1104,406,112,98,27,40,59,67,117,111,48,45,278,269,54,68,145,106,97,103,20,23,0,13,21,33,96,97,30,39,1,509.01,Suffolk County,Massachusetts
1500000US250250509012,767,254,55,74,0,13,16,24,72,62,62,54,229,140,85,65,128,81,13,22,51,48,0,13,5,9,24,27,27,37,2,509.01,Suffolk County,Massachusetts
1500000US250250509013,466,219,0,13,28,39,19,28,0,13,85,69,55,61,9,16,53,64,113,102,5,8,0,13,0,13,47,58,52,58,3,509.01,Suffolk County,Massachusetts
1500000US250250510001,1442,423,134,80,23,26,46,42,117,85,163,118,169,137,74,54,170,131,64,72,68,44,101,81,26,41,273,191,14,21,1,510,Suffolk County,Massachusetts
1500000US250250510002,405,132,52,43,28,43,43,42,0,13,18,21,48,43,96,66,81,68,0,13,0,13,10,16,0,13,0,13,29,36,2,510,Suffolk County,Massachusetts
1500000US250250510003,574,198,0,13,48,53,14,25,12,20,61,70,85,74,101,60,68,51,65,53,25,48,0,13,0,13,37,34,58,66,3,510,Suffolk County,Massachusetts
1500000US250250511011,1060,453,82,119,26,42,41,50,63,79,47,48,392,222,114,108,65,67,33,37,50,59,0,13,0,13,122,109,25,41,1,511.01,Suffolk County,Massachusetts
1500000US250250511012,912,398,46,72,212,238,30,47,11,18,56,60,2,17,222,261,134,104,54,66,13,27,0,13,16,27,47,56,69,63,2,511.01,Suffolk County,Massachusetts
1500000US250250511013,755,293,0,13,64,83,18,28,44,68,62,56,99,87,162,127,83,75,56,63,36,55,67,76,8,15,40,42,16,26,3,511.01,Suffolk County,Massachusetts
1500000US250250511014,409,230,0,13,47,74,33,57,21,34,0,13,114,95,37,43,53,70,85,95,19,31,0,13,0,13,0,13,0,13,4,511.01,Suffolk County,Massachusetts
1500000US250250512001,191,93,0,13,0,13,0,13,6,13,0,13,11,17,16,21,38,39,84,56,29,29,0,13,0,13,0,13,7,12,1,512,Suffolk County,Massachusetts
1500000US250250512002,637,190,26,41,0,13,16,30,80,64,28,31,69,62,36,44,87,49,100,77,121,75,19,23,16,28,27,41,12,15,2,512,Suffolk County,Massachusetts
1500000US250250512003,800,277,11,16,0,13,0,13,175,131,22,25,112,79,29,34,215,103,64,59,41,51,10,15,0,13,91,101,30,34,3,512,Suffolk County,Massachusetts
1500000US250250601011,633,197,0,13,33,44,0,13,89,69,67,59,14,20,174,88,112,82,33,50,23,23,46,49,0,13,42,45,0,13,1,601.01,Suffolk County,Massachusetts
1500000US250250601012,506,235,0,13,0,13,31,35,32,39,29,25,154,123,33,43,126,104,72,65,9,14,0,13,0,13,0,13,20,29,2,601.01,Suffolk County,Massachusetts
1500000US250250601013,611,173,24,38,6,10,10,15,45,36,10,13,95,74,38,29,182,104,85,50,103,76,9,14,0,13,4,14,0,13,3,601.01,Suffolk County,Massachusetts
1500000US250250601014,526,141,0,13,0,13,25,29,25,25,26,26,73,42,104,65,90,69,82,57,70,41,0,13,0,13,0,13,31,35,4,601.01,Suffolk County,Massachusetts
1500000US250250602001,441,163,0,13,4,7,4,6,61,52,29,20,36,23,74,36,55,33,55,35,75,57,4,7,0,13,6,9,38,45,1,602,Suffolk County,Massachusetts
1500000US250250602002,666,141,4,5,10,14,0,13,63,39,70,44,129,50,37,20,201,73,35,33,84,49,33,23,0,13,0,13,0,13,2,602,Suffolk County,Massachusetts
1500000US250250603011,667,170,0,13,10,19,24,26,80,61,44,54,70,50,113,72,180,79,86,79,51,46,0,13,9,16,0,13,0,13,1,603.01,Suffolk County,Massachusetts
1500000US250250603012,586,191,0,13,0,13,0,13,34,32,46,48,147,111,70,64,92,50,45,32,73,97,0,13,17,21,42,41,20,31,2,603.01,Suffolk County,Massachusetts
1500000US250250603013,832,193,0,13,0,13,9,13,69,95,78,56,26,23,206,95,224,81,150,86,47,32,2,5,0,13,12,19,9,16,3,603.01,Suffolk County,Massachusetts
1500000US250250604001,670,251,0,13,0,13,22,34,13,22,98,154,126,69,106,96,198,120,45,45,52,81,0,13,0,13,0,13,10,15,1,604,Suffolk County,Massachusetts
1500000US250250604002,530,238,0,13,0,13,18,29,45,52,0,13,109,78,90,84,151,134,41,53,41,64,0,13,0,13,0,13,35,29,2,604,Suffolk County,Massachusetts
1500000US250250604003,1013,403,0,13,0,13,0,13,0,13,124,92,463,293,69,64,71,64,143,145,110,105,0,13,22,35,0,13,11,18,3,604,Suffolk County,Massachusetts
1500000US250250604004,470,192,48,79,0,13,14,22,0,13,26,30,157,163,122,104,25,29,14,23,34,36,0,13,0,13,30,38,0,13,4,604,Suffolk County,Massachusetts
1500000US250250604005,316,185,0,13,0,13,0,13,30,52,0,13,43,47,109,85,107,78,0,13,14,24,0,13,0,13,0,13,13,23,5,604,Suffolk County,Massachusetts
1500000US250250605011,398,173,0,13,0,13,0,13,0,13,26,39,87,90,113,69,74,69,73,72,0,13,0,13,0,13,25,38,0,13,1,605.01,Suffolk County,Massachusetts
1500000US250250605012,535,212,0,13,13,22,0,13,60,59,31,48,73,60,39,39,172,124,90,75,0,13,34,52,10,15,0,13,13,20,2,605.01,Suffolk County,Massachusetts
1500000US250250605013,517,176,0,13,28,32,0,13,0,13,25,39,90,85,50,49,70,81,179,162,43,41,32,52,0,13,0,13,0,13,3,605.01,Suffolk County,Massachusetts
1500000US250250605014,725,379,26,42,0,13,0,13,0,13,37,58,55,60,28,47,32,30,164,197,65,80,0,13,47,69,221,168,50,82,4,605.01,Suffolk County,Massachusetts
1500000US250250605015,542,177,0,13,0,13,15,25,26,41,32,49,72,63,142,112,102,84,85,100,40,61,28,39,0,13,0,13,0,13,5,605.01,Suffolk County,Massachusetts
1500000US250250606011,1070,338,8,12,0,13,27,32,19,22,43,41,225,119,183,69,154,73,220,181,148,81,11,14,0,13,8,12,24,28,1,606.01,Suffolk County,Massachusetts
1500000US250250606021,234,120,0,13,0,13,28,44,0,13,20,33,88,82,43,38,14,19,10,15,0,13,31,34,0,13,0,13,0,13,1,606.02,Suffolk County,Massachusetts
1500000US250250606031,504,155,0,13,0,13,0,13,41,45,35,35,53,44,44,32,184,92,41,39,65,44,13,17,17,27,0,13,11,17,1,606.03,Suffolk County,Massachusetts
1500000US250250606041,827,209,0,13,0,13,0,13,10,16,11,18,29,39,168,103,229,123,187,114,111,66,28,46,0,13,44,43,10,17,1,606.04,Suffolk County,Massachusetts
1500000US250250606042,669,191,0,13,0,13,0,13,0,13,0,13,48,51,175,80,179,84,156,152,63,49,13,20,0,13,11,16,24,35,2,606.04,Suffolk County,Massachusetts
1500000US250250607001,422,135,0,13,32,31,11,17,34,30,54,38,20,34,10,15,135,122,28,32,31,34,24,18,0,13,43,34,0,13,1,607,Suffolk County,Massachusetts
1500000US250250607002,247,83,11,17,36,32,0,13,10,16,17,27,37,29,0,13,40,44,14,15,27,29,13,22,8,12,27,21,7,11,2,607,Suffolk County,Massachusetts
1500000US250250608001,673,140,0,13,0,13,0,13,59,59,27,32,262,93,47,54,42,51,31,35,191,39,0,13,0,13,0,13,14,23,1,608,Suffolk County,Massachusetts
1500000US250250608002,494,220,0,13,0,13,0,13,0,13,34,28,64,70,205,147,112,70,38,43,21,36,20,33,0,13,0,13,0,13,2,608,Suffolk County,Massachusetts
1500000US250250608003,656,255,0,13,14,23,0,13,31,35,9,14,95,84,94,79,166,108,138,190,48,45,0,13,0,13,47,51,14,23,3,608,Suffolk County,Massachusetts
1500000US250250608004,775,255,18,31,0,13,31,38,0,13,44,54,115,91,234,120,220,152,17,27,18,28,34,57,0,13,14,23,30,35,4,608,Suffolk County,Massachusetts
1500000US250250610001,1058,327,0,13,44,44,0,13,85,65,136,165,89,59,209,126,286,141,122,80,72,52,0,13,0,13,10,16,5,8,1,610,Suffolk County,Massachusetts
1500000US250250610002,279,146,0,13,53,90,0,13,45,44,30,45,0,13,1,7,26,39,0,13,36,56,0,13,1,6,0,13,87,95,2,610,Suffolk County,Massachusetts
1500000US250250610003,187,103,0,13,52,56,0,13,23,27,0,13,5,9,10,17,23,30,0,13,27,31,11,18,36,50,0,13,0,13,3,610,Suffolk County,Massachusetts
1500000US250250611011,351,134,0,13,0,13,0,13,21,25,0,13,21,23,41,38,51,41,91,84,50,40,42,47,0,13,18,23,16,25,1,611.01,Suffolk County,Massachusetts
1500000US250250611012,431,123,0,13,25,35,8,11,6,9,8,12,46,40,55,41,85,64,8,12,66,45,0,13,23,19,95,74,6,11,2,611.01,Suffolk County,Massachusetts
1500000US250250612011,823,265,0,13,68,89,19,32,38,43,7,13,82,69,138,104,242,143,74,59,39,61,33,53,10,15,73,74,0,13,1,612.01,Suffolk County,Massachusetts
1500000US250250612021,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,612.02,Suffolk County,Massachusetts
1500000US250250612031,1325,332,0,13,0,13,0,13,23,27,44,61,351,270,127,67,290,118,264,127,148,88,17,27,0,13,15,24,46,44,1,612.03,Suffolk County,Massachusetts
1500000US250250612041,641,215,0,13,0,13,0,13,21,37,77,78,34,48,96,64,151,210,138,16,49,45,0,13,22,39,26,32,27,35,1,612.04,Suffolk County,Massachusetts
1500000US250250701021,144,105,0,13,0,13,0,13,0,13,0,13,52,69,32,41,14,17,35,48,11,19,0,13,0,13,0,13,0,13,1,701.02,Suffolk County,Massachusetts
1500000US250250701022,812,230,15,30,0,13,16,32,0,13,19,29,37,35,96,73,99,62,101,52,207,162,40,47,15,30,43,44,124,145,2,701.02,Suffolk County,Massachusetts
1500000US250250701023,75,75,0,13,0,13,0,13,0,13,0,13,3,15,0,13,16,25,32,53,24,28,0,13,0,13,0,13,0,13,3,701.02,Suffolk County,Massachusetts
1500000US250250701031,259,110,0,13,0,13,13,21,0,13,29,44,27,30,61,79,28,32,76,77,25,29,0,13,0,13,0,13,0,13,1,701.03,Suffolk County,Massachusetts
1500000US250250701041,576,141,0,13,0,13,0,13,16,25,0,13,28,32,49,40,93,62,168,65,222,135,0,13,0,13,0,13,0,13,1,701.04,Suffolk County,Massachusetts
1500000US250250701042,175,116,10,22,0,13,0,13,0,13,0,13,38,45,58,51,33,42,0,13,36,41,0,13,0,13,0,13,0,13,2,701.04,Suffolk County,Massachusetts
1500000US250250701043,350,130,64,88,0,13,0,13,20,33,15,23,85,74,60,53,61,57,0,13,5,11,0,13,0,13,24,40,16,24,3,701.04,Suffolk County,Massachusetts
1500000US250250702011,112,85,26,33,0,13,0,13,0,13,0,13,3,11,10,17,0,13,4,10,15,23,5,10,49,55,0,13,0,13,1,702.01,Suffolk County,Massachusetts
1500000US250250702012,1128,215,0,13,0,13,24,35,38,36,40,38,68,41,107,71,123,93,264,96,120,71,93,66,3,7,160,80,88,81,2,702.01,Suffolk County,Massachusetts
1500000US250250702021,1210,257,11,18,0,13,0,13,17,26,86,64,86,44,224,108,251,118,296,135,129,80,79,76,27,26,0,13,4,7,1,702.02,Suffolk County,Massachusetts
1500000US250250702022,237,97,0,13,0,13,8,13,8,13,0,13,0,13,31,35,44,35,3,6,63,60,70,64,0,13,0,13,10,17,2,702.02,Suffolk County,Massachusetts
1500000US250250703011,556,241,0,13,42,66,0,13,11,18,0,13,77,77,57,58,128,65,91,101,127,154,0,13,23,22,0,13,0,13,1,703.01,Suffolk County,Massachusetts
1500000US250250703012,786,225,50,64,0,13,0,13,43,47,0,13,141,103,85,74,210,130,192,95,44,51,21,33,0,13,0,13,0,13,2,703.01,Suffolk County,Massachusetts
1500000US250250703021,554,203,0,13,0,13,45,55,0,13,37,43,51,66,83,64,125,108,69,49,59,94,19,32,47,61,0,13,19,30,1,703.02,Suffolk County,Massachusetts
1500000US250250703022,303,89,0,13,0,13,0,13,66,64,21,35,111,85,0,13,27,33,78,84,0,13,0,13,0,13,0,13,0,13,2,703.02,Suffolk County,Massachusetts
1500000US250250703023,223,108,0,13,0,13,0,13,20,35,0,13,38,46,0,13,113,65,52,47,0,13,0,13,0,13,0,13,0,13,3,703.02,Suffolk County,Massachusetts
1500000US250250704021,862,171,0,13,16,13,15,14,62,43,64,36,61,35,130,49,311,147,87,33,49,20,35,26,0,13,20,23,12,18,1,704.02,Suffolk County,Massachusetts
1500000US250250704022,359,90,0,13,0,13,0,13,42,50,20,18,58,34,44,28,35,23,28,24,22,17,44,30,29,27,28,25,9,11,2,704.02,Suffolk County,Massachusetts
1500000US250250705011,778,203,0,13,0,13,0,13,14,23,0,13,61,58,154,113,175,113,101,82,180,84,25,35,0,13,68,58,0,13,1,705.01,Suffolk County,Massachusetts
1500000US250250705012,397,129,0,13,0,13,0,13,72,77,68,69,37,55,60,58,90,57,47,51,23,39,0,13,0,13,0,13,0,13,2,705.01,Suffolk County,Massachusetts
1500000US250250705021,686,371,0,13,0,13,0,13,0,13,78,79,96,102,99,102,163,122,94,72,0,13,0,13,0,13,88,114,68,103,1,705.02,Suffolk County,Massachusetts
1500000US250250705022,449,222,0,13,0,13,0,13,0,13,74,53,58,56,86,89,103,118,23,31,48,71,18,31,0,13,35,26,4,11,2,705.02,Suffolk County,Massachusetts
1500000US250250706001,555,159,0,13,0,13,8,12,42,30,16,18,71,48,58,33,131,71,132,77,28,27,61,54,0,13,0,13,8,13,1,706,Suffolk County,Massachusetts
1500000US250250706002,677,127,0,13,6,10,17,18,35,58,63,43,84,46,74,45,118,55,137,68,123,59,17,22,0,13,3,10,0,13,2,706,Suffolk County,Massachusetts
1500000US250250707001,616,181,0,13,0,13,9,15,13,20,0,13,51,41,16,19,125,68,150,88,146,131,36,38,0,13,36,42,34,39,1,707,Suffolk County,Massachusetts
1500000US250250707002,892,294,0,13,0,13,42,54,42,34,62,43,79,66,84,60,99,65,210,124,122,103,0,13,0,13,147,180,5,9,2,707,Suffolk County,Massachusetts
1500000US250250708011,609,190,0,13,0,13,0,13,36,50,71,94,49,53,124,84,148,123,51,45,63,99,35,58,0,13,0,13,32,37,1,708.01,Suffolk County,Massachusetts
1500000US250250708021,1101,338,81,98,0,13,53,62,70,91,89,98,195,146,149,92,201,177,155,174,70,82,0,13,0,13,0,13,38,65,1,708.02,Suffolk County,Massachusetts
1500000US250250708022,369,170,0,13,0,13,0,13,0,13,0,13,30,33,64,68,21,23,167,120,40,56,0,13,0,13,47,66,0,13,2,708.02,Suffolk County,Massachusetts
1500000US250250709011,534,155,34,35,0,13,108,118,38,45,0,13,18,29,33,31,206,89,53,44,7,14,9,23,0,13,28,35,0,13,1,709.01,Suffolk County,Massachusetts
1500000US250250709021,515,126,0,13,9,15,19,21,6,11,0,13,152,73,55,45,156,94,52,35,57,48,9,21,0,13,0,13,0,13,1,709.02,Suffolk County,Massachusetts
1500000US250250709022,590,180,0,13,0,13,0,13,51,77,53,40,79,60,21,25,127,86,147,84,101,56,3,6,0,13,8,14,0,13,2,709.02,Suffolk County,Massachusetts
1500000US250250711011,627,211,0,13,0,13,14,23,0,13,87,143,128,81,97,80,169,81,80,56,18,30,0,13,0,13,0,13,34,37,1,711.01,Suffolk County,Massachusetts
1500000US250250711012,405,120,0,13,0,13,0,13,0,13,48,66,52,81,63,76,82,69,33,37,110,43,0,13,0,13,0,13,17,37,2,711.01,Suffolk County,Massachusetts
1500000US250250711013,572,201,0,13,0,13,0,13,60,76,189,118,16,25,14,22,59,50,161,107,28,33,45,70,0,13,0,13,0,13,3,711.01,Suffolk County,Massachusetts
1500000US250250711014,269,170,0,13,46,77,49,81,73,92,9,15,0,13,0,13,0,13,68,69,0,13,16,26,0,13,0,13,8,13,4,711.01,Suffolk County,Massachusetts
1500000US250250712011,512,131,0,13,0,13,8,12,26,24,3,4,52,43,95,66,181,70,64,39,71,65,8,14,0,13,0,13,4,12,1,712.01,Suffolk County,Massachusetts
1500000US250250712012,354,165,35,44,13,31,35,42,54,51,6,12,28,39,21,26,69,52,18,18,49,43,0,13,0,13,21,35,5,9,2,712.01,Suffolk County,Massachusetts
1500000US250250712013,150,97,0,13,0,13,20,30,0,13,11,21,0,13,0,13,88,79,31,36,0,13,0,13,0,13,0,13,0,13,3,712.01,Suffolk County,Massachusetts
1500000US250250712014,417,187,30,47,0,13,72,88,0,13,64,63,0,13,0,13,87,79,0,13,22,35,26,39,20,27,0,13,96,74,4,712.01,Suffolk County,Massachusetts
1500000US250250801001,418,154,39,53,10,15,9,20,45,42,15,20,79,44,30,32,80,60,36,45,30,28,0,13,0,13,33,35,12,18,1,801,Suffolk County,Massachusetts
1500000US250250801002,317,193,2,3,37,47,0,13,11,24,6,9,31,43,40,43,97,72,11,25,23,32,18,23,25,35,16,24,0,13,2,801,Suffolk County,Massachusetts
1500000US250250803001,273,178,2,12,3,12,0,13,37,44,10,15,104,140,81,114,8,20,10,16,15,16,0,13,0,13,3,8,0,13,1,803,Suffolk County,Massachusetts
1500000US250250803002,682,246,0,13,58,59,0,13,77,77,0,13,180,145,86,55,82,61,74,73,28,31,12,18,0,13,85,60,0,13,2,803,Suffolk County,Massachusetts
1500000US250250804011,533,221,28,47,9,15,0,13,31,31,104,80,42,36,38,44,77,51,125,127,36,30,0,13,0,13,43,41,0,13,1,804.01,Suffolk County,Massachusetts
1500000US250250804012,574,196,0,13,10,15,6,10,68,68,0,13,32,50,74,59,135,119,49,44,7,12,32,50,0,13,104,77,57,47,2,804.01,Suffolk County,Massachusetts
1500000US250250805001,441,208,0,13,0,13,15,23,23,26,17,21,26,34,101,89,44,39,10,14,62,55,51,49,0,13,33,41,59,62,1,805,Suffolk County,Massachusetts
1500000US250250805002,838,271,25,29,15,26,0,13,72,74,170,209,14,14,16,20,134,114,48,40,83,66,38,42,52,54,137,75,34,37,2,805,Suffolk County,Massachusetts
1500000US250250806011,1228,413,61,50,34,35,0,13,18,25,98,79,20,23,174,99,163,77,68,44,58,65,65,53,5,9,291,149,173,141,1,806.01,Suffolk County,Massachusetts
1500000US250250806012,116,107,7,14,0,13,0,13,0,13,0,13,0,13,42,40,0,13,22,38,11,15,34,33,0,13,0,13,0,13,2,806.01,Suffolk County,Massachusetts
1500000US250250806013,47,33,0,13,0,13,0,13,6,8,0,13,20,23,4,7,4,6,0,13,0,13,13,13,0,13,0,13,0,13,3,806.01,Suffolk County,Massachusetts
1500000US250250808011,1074,472,35,32,20,31,0,13,112,169,28,32,12,23,140,139,81,56,61,56,34,28,73,61,67,62,225,157,186,81,1,808.01,Suffolk County,Massachusetts
1500000US250250808012,710,214,17,26,25,34,72,52,31,30,7,10,47,42,99,69,146,102,27,47,69,67,32,28,20,21,88,98,30,48,2,808.01,Suffolk County,Massachusetts
1500000US250250809001,708,163,0,13,0,13,5,7,49,51,25,22,0,13,97,49,204,85,139,93,106,61,9,14,0,13,20,24,54,61,1,809,Suffolk County,Massachusetts
1500000US250250809002,717,246,35,54,0,13,46,38,27,32,39,39,36,48,58,61,293,150,67,47,66,34,0,13,0,13,45,53,5,8,2,809,Suffolk County,Massachusetts
1500000US250250809003,380,160,0,13,9,14,0,13,36,31,19,29,21,20,75,72,20,29,57,47,84,61,30,29,0,13,5,8,24,27,3,809,Suffolk County,Massachusetts
1500000US250250810011,272,127,8,13,9,14,8,14,9,14,0,13,33,28,84,100,28,31,44,41,29,36,0,13,0,13,0,13,20,25,1,810.01,Suffolk County,Massachusetts
1500000US250250810012,707,301,0,13,99,131,8,14,132,137,41,46,43,51,63,43,81,71,99,80,49,32,18,23,0,13,57,69,17,20,2,810.01,Suffolk County,Massachusetts
1500000US250250810013,339,180,28,44,0,13,0,13,8,15,31,52,0,13,34,39,34,37,40,40,66,103,98,92,0,13,0,13,0,13,3,810.01,Suffolk County,Massachusetts
1500000US250250810014,512,151,0,13,12,19,45,54,66,59,0,13,56,63,63,87,95,84,11,18,30,36,48,68,0,13,57,72,29,35,4,810.01,Suffolk County,Massachusetts
1500000US250250810015,92,62,0,13,12,25,11,16,0,13,10,19,0,13,9,14,39,62,11,18,0,13,0,13,0,13,0,13,0,13,5,810.01,Suffolk County,Massachusetts
1500000US250250811011,250,105,0,13,0,13,20,31,101,98,0,13,48,58,14,22,30,38,0,13,9,18,0,13,0,13,28,43,0,13,1,811.01,Suffolk County,Massachusetts
1500000US250250811012,461,120,0,13,21,33,50,56,91,135,26,31,49,45,82,68,68,56,12,21,45,39,9,14,0,13,0,13,8,14,2,811.01,Suffolk County,Massachusetts
1500000US250250811021,505,159,0,13,0,13,70,65,13,21,0,13,81,55,49,69,97,76,40,31,26,37,44,55,0,13,56,80,29,48,1,811.02,Suffolk County,Massachusetts
1500000US250250811022,987,405,0,13,42,57,154,151,6,12,75,58,21,35,158,119,104,66,0,13,267,229,19,31,0,13,57,69,84,66,2,811.02,Suffolk County,Massachusetts
1500000US250250812001,618,188,0,13,22,24,15,23,99,64,56,58,51,40,63,49,98,53,95,59,20,22,28,30,10,15,27,25,34,30,1,812,Suffolk County,Massachusetts
1500000US250250812002,648,224,0,13,44,50,50,56,49,54,44,50,92,70,9,14,65,75,16,26,73,65,26,40,51,66,57,55,72,48,2,812,Suffolk County,Massachusetts
1500000US250250812003,127,96,0,13,10,15,11,16,42,34,0,13,0,13,0,13,41,46,0,13,0,13,0,13,0,13,0,13,23,35,3,812,Suffolk County,Massachusetts
