Geography,Total Estimate,Total Margin of Error,Estimate - 12:00 a.m. to 4:59 a.m.,Margin of Error - 12:00 a.m. to 4:59 a.m.,Estimate - 5:00 a.m. to 5:29 a.m.,Margin of Error - 5:00 a.m. to 5:29 a.m.,Estimate - 5:30 a.m. to 5:59 a.m.,Margin of Error - 5:30 a.m. to 5:59 a.m.,Estimate - 6:00 a.m. to 6:29 a.m.,Margin of Error - 6:00 a.m. to 6:29 a.m.,Estimate - 6:30 a.m. to 6:59 a.m.,Margin of Error - 6:30 a.m. to 6:59 a.m.,Estimate - 7:00 a.m. to 7:29 a.m.,Margin of Error - 7:00 a.m. to 7:29 a.m.,Estimate - 7:30 a.m. to 7:59 a.m.,Margin of Error - 7:30 a.m. to 7:59 a.m.,Estimate - 8:00 a.m. to 8:29 a.m.,Margin of Error - 8:00 a.m. to 8:29 a.m.,Estimate - 8:30 a.m. to 8:59 a.m.,Margin of Error - 8:30 a.m. to 8:59 a.m.,Estimate - 9:00 a.m. to 9:59 a.m.,Margin of Error - 9:00 a.m. to 9:59 a.m.,Estimate - 10:00 a.m. to 10:59 a.m.,Margin of Error - 10:00 a.m. to 10:59 a.m.,Estimate - 11:00 a.m. to 11:59 a.m.,Margin of Error - 11:00 a.m. to 11:59 a.m.,Estimate - 12:00 p.m. to 3:59 p.m.,Margin of Error - 12:00 p.m. to 3:59 p.m.,Estimate - 4:00 p.m. to 11:59 p.m.,Margin of Error - 4:00 p.m. to 11:59 p.m.,Block Group,Census Tract,County,State
1500000US250250002023,1362,252,0,13,15,23,0,13,91,58,97,65,263,134,240,99,162,85,113,55,79,51,43,33,16,24,132,80,111,84,3,2.02,Suffolk County,Massachusetts
1500000US250250003011,498,180,0,13,16,19,14,23,41,36,12,21,16,19,100,128,107,71,35,29,32,33,0,13,0,13,45,47,80,48,1,3.01,Suffolk County,Massachusetts
1500000US250250003012,426,178,0,13,0,13,0,13,38,42,30,39,86,104,42,35,82,89,51,48,73,83,0,13,0,13,11,17,13,22,2,3.01,Suffolk County,Massachusetts
1500000US250250003013,595,242,0,13,0,13,0,13,65,56,66,75,129,99,67,51,159,109,43,46,27,32,0,13,0,13,39,37,0,13,3,3.01,Suffolk County,Massachusetts
1500000US250250003014,440,156,0,13,0,13,6,10,26,28,31,22,26,21,29,25,170,89,27,23,76,83,30,31,0,13,9,14,10,17,4,3.01,Suffolk County,Massachusetts
1500000US250250003021,893,263,0,13,0,13,55,58,67,47,48,54,90,79,86,63,247,153,118,87,56,65,5,8,0,13,99,94,22,24,1,3.02,Suffolk County,Massachusetts
1500000US250250003022,1284,618,0,13,0,13,0,13,67,55,0,13,91,54,109,80,447,364,407,249,52,36,17,27,14,21,67,58,13,20,2,3.02,Suffolk County,Massachusetts
1500000US250250004011,988,339,0,13,17,28,0,13,86,60,157,159,108,71,356,262,142,79,58,41,35,41,15,23,0,13,14,23,0,13,1,4.01,Suffolk County,Massachusetts
1500000US250250004012,847,305,0,13,0,13,54,85,13,21,18,20,156,96,206,125,171,130,13,21,73,54,42,49,9,16,35,42,57,76,2,4.01,Suffolk County,Massachusetts
1500000US250250004013,468,206,0,13,0,13,0,13,48,57,5,10,33,48,130,159,105,60,43,43,57,75,0,13,0,13,0,13,47,46,3,4.01,Suffolk County,Massachusetts
1500000US250250004014,921,342,8,14,0,13,50,75,0,13,24,39,69,73,162,73,221,197,64,78,116,84,0,13,104,96,40,54,63,97,4,4.01,Suffolk County,Massachusetts
1500000US250250004021,710,152,0,13,0,13,17,27,17,17,38,38,149,76,105,80,115,45,66,34,71,57,50,50,8,14,58,54,16,18,1,4.02,Suffolk County,Massachusetts
1500000US250250004022,529,166,4,7,0,13,10,16,11,17,0,13,81,50,90,91,148,78,36,34,28,32,13,19,7,15,48,48,53,48,2,4.02,Suffolk County,Massachusetts
1500000US250250004023,848,277,0,13,7,7,13,17,57,42,38,40,163,90,258,240,136,68,45,41,118,80,13,18,0,13,0,13,0,13,3,4.02,Suffolk County,Massachusetts
1500000US250250005021,727,259,0,13,0,13,0,13,30,36,5,7,159,104,112,57,133,57,11,16,138,90,22,36,0,13,0,13,117,135,1,5.02,Suffolk County,Massachusetts
1500000US250250005022,467,118,0,13,3,7,8,13,13,11,36,28,85,53,71,32,82,48,0,13,76,46,22,20,55,61,3,8,13,15,2,5.02,Suffolk County,Massachusetts
1500000US250250005023,773,134,0,13,0,13,0,13,8,14,42,29,129,55,105,61,202,75,71,38,73,52,24,17,27,25,42,31,50,52,3,5.02,Suffolk County,Massachusetts
1500000US250250005024,730,568,0,13,0,13,0,13,0,13,0,13,0,13,95,143,13,13,61,45,83,63,39,40,35,29,280,288,124,147,4,5.02,Suffolk County,Massachusetts
1500000US250250005031,505,130,0,13,0,13,0,13,71,24,44,32,48,37,85,41,154,65,73,98,13,18,0,13,0,13,5,8,12,13,1,5.03,Suffolk County,Massachusetts
1500000US250250005032,884,181,10,12,0,13,0,13,0,13,24,24,98,52,80,47,266,70,129,50,146,117,31,40,12,14,53,63,35,28,2,5.03,Suffolk County,Massachusetts
1500000US250250005051,715,201,0,13,25,41,0,13,70,41,41,48,155,90,120,127,84,71,25,28,96,100,22,37,0,13,51,19,26,32,1,5.05,Suffolk County,Massachusetts
1500000US250250005052,502,240,17,26,0,13,0,13,11,18,94,86,104,77,57,49,158,94,0,13,34,39,0,13,0,13,15,24,12,21,2,5.05,Suffolk County,Massachusetts
1500000US250250005053,163,108,0,13,0,13,0,13,0,13,0,13,20,33,33,40,34,38,0,13,42,51,34,39,0,13,0,13,0,13,3,5.05,Suffolk County,Massachusetts
1500000US250250005061,487,136,22,36,0,13,10,16,35,41,19,31,12,18,156,82,90,54,44,53,52,47,22,33,0,13,0,13,25,36,1,5.06,Suffolk County,Massachusetts
1500000US250250005062,1086,384,11,18,0,13,0,13,71,76,35,38,112,85,148,120,143,89,57,46,319,200,146,99,0,13,44,58,0,13,2,5.06,Suffolk County,Massachusetts
1500000US250250006011,533,200,0,13,0,13,11,19,0,13,87,74,0,13,78,79,195,138,40,43,3,6,53,54,9,13,9,14,48,57,1,6.01,Suffolk County,Massachusetts
1500000US250250006012,909,262,9,15,15,17,35,33,54,37,43,37,261,159,149,73,123,66,96,63,14,16,10,20,31,34,19,35,50,35,2,6.01,Suffolk County,Massachusetts
1500000US250250006013,556,252,15,14,9,14,0,13,7,10,21,19,92,59,101,64,104,91,25,22,137,155,22,34,0,13,23,34,0,13,3,6.01,Suffolk County,Massachusetts
1500000US250250006014,721,221,20,30,0,13,5,8,37,40,17,20,84,51,101,55,121,64,122,81,96,73,38,37,0,13,9,14,71,85,4,6.01,Suffolk County,Massachusetts
1500000US250250006031,626,181,0,13,42,63,0,13,0,13,53,43,38,31,171,94,90,56,109,100,68,70,21,32,0,13,20,30,14,26,1,6.03,Suffolk County,Massachusetts
1500000US250250006041,645,215,9,11,1,13,0,13,38,39,39,61,94,84,24,27,165,111,113,108,60,47,26,36,56,68,20,31,0,13,1,6.04,Suffolk County,Massachusetts
1500000US250250006042,648,245,0,13,0,13,0,13,21,32,77,76,54,49,122,93,70,58,98,66,107,89,60,56,0,13,39,45,0,13,2,6.04,Suffolk County,Massachusetts
1500000US250250007011,538,274,0,13,15,24,17,24,0,13,45,54,23,25,233,283,137,87,0,13,0,13,13,20,25,25,30,35,0,13,1,7.01,Suffolk County,Massachusetts
1500000US250250007012,379,141,0,13,0,13,0,13,83,136,0,13,14,22,48,55,111,85,58,58,25,30,0,13,11,18,0,13,29,33,2,7.01,Suffolk County,Massachusetts
1500000US250250007013,1102,241,0,13,0,13,16,25,0,13,58,53,151,98,242,135,260,103,149,88,178,107,19,31,0,13,16,18,13,19,3,7.01,Suffolk County,Massachusetts
1500000US250250007014,749,232,19,24,54,65,32,38,49,58,49,45,71,57,106,86,93,68,54,49,149,119,0,13,3,12,33,66,37,39,4,7.01,Suffolk County,Massachusetts
1500000US250250007031,476,115,0,13,9,14,24,31,28,32,0,13,21,23,21,18,72,43,105,61,39,29,76,43,0,13,48,52,33,32,1,7.03,Suffolk County,Massachusetts
1500000US250250007032,598,143,14,16,13,14,0,13,45,27,4,6,57,39,42,36,103,49,110,61,88,48,20,31,8,13,33,23,61,77,2,7.03,Suffolk County,Massachusetts
1500000US250250007041,806,223,0,13,0,13,13,23,37,34,25,31,141,107,128,87,67,57,73,60,76,72,32,33,44,54,170,153,0,13,1,7.04,Suffolk County,Massachusetts
1500000US250250007042,617,188,11,19,0,13,0,13,42,43,46,58,200,102,93,65,17,21,34,48,64,50,23,33,35,41,0,13,52,44,2,7.04,Suffolk County,Massachusetts
1500000US250250007043,564,198,0,13,25,41,0,13,0,13,43,49,73,50,85,61,58,39,57,50,85,58,18,29,37,59,70,102,13,21,3,7.04,Suffolk County,Massachusetts
1500000US250250007044,714,178,69,62,101,110,0,13,0,13,0,13,22,24,35,56,178,132,171,130,38,37,0,13,24,37,0,13,76,73,4,7.04,Suffolk County,Massachusetts
1500000US250250008041,788,269,0,13,0,13,0,13,25,40,76,68,232,142,104,94,162,115,42,45,84,63,14,25,12,19,15,30,22,35,1,8.04,Suffolk County,Massachusetts
1500000US250250008042,1307,386,0,13,14,30,0,13,55,59,130,115,97,84,50,56,475,211,136,79,126,126,0,13,15,32,50,58,159,136,2,8.04,Suffolk County,Massachusetts
1500000US250250008051,784,266,11,19,0,13,17,28,66,81,52,51,96,75,38,35,187,147,34,39,124,77,18,30,22,33,15,10,104,74,1,8.05,Suffolk County,Massachusetts
1500000US250250008052,331,120,0,13,0,13,0,13,6,25,0,13,57,37,27,23,118,87,15,24,33,32,14,21,0,13,19,30,42,51,2,8.05,Suffolk County,Massachusetts
1500000US250250008053,588,215,0,13,0,13,26,41,9,15,51,60,74,60,18,29,53,51,27,34,131,85,18,28,29,35,55,52,97,92,3,8.05,Suffolk County,Massachusetts
1500000US250250008061,81,120,0,13,0,13,0,13,0,13,0,13,45,68,0,13,0,13,0,13,0,13,0,13,0,13,0,13,36,53,1,8.06,Suffolk County,Massachusetts
1500000US250250008062,680,151,0,13,0,13,0,13,27,40,22,32,63,43,80,71,51,29,52,35,140,83,68,53,41,43,66,39,70,48,2,8.06,Suffolk County,Massachusetts
1500000US250250008063,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,3,8.06,Suffolk County,Massachusetts
1500000US250250008071,1312,298,0,13,0,13,0,13,0,13,39,61,22,43,43,61,146,122,171,101,60,62,161,105,44,44,435,159,191,138,1,8.07,Suffolk County,Massachusetts
1500000US250250101031,306,114,0,13,0,13,0,13,2,3,4,5,0,13,24,22,50,35,38,39,38,30,40,54,7,14,47,45,56,48,1,101.03,Suffolk County,Massachusetts
1500000US250250101032,305,133,0,13,0,13,0,13,0,13,0,13,32,40,2,4,11,13,40,60,50,51,12,18,7,13,108,124,43,46,2,101.03,Suffolk County,Massachusetts
1500000US250250101033,569,125,3,6,0,13,19,23,9,15,0,13,20,24,64,48,45,33,73,42,47,31,49,35,21,23,116,55,103,59,3,101.03,Suffolk County,Massachusetts
1500000US250250101041,657,158,37,50,17,27,24,27,8,14,0,13,52,38,209,111,116,54,57,37,56,51,7,8,0,13,32,31,42,35,1,101.04,Suffolk County,Massachusetts
1500000US250250101042,1171,247,32,39,0,13,29,51,64,49,0,13,73,40,158,85,133,67,131,68,163,88,46,38,23,21,211,155,108,63,2,101.04,Suffolk County,Massachusetts
1500000US250250101043,478,154,0,13,0,13,10,20,5,8,0,13,99,70,85,60,15,17,24,24,110,74,50,54,42,52,23,23,15,24,3,101.04,Suffolk County,Massachusetts
1500000US250250102041,521,163,39,52,0,13,0,13,22,28,0,13,29,31,10,20,47,49,44,43,85,54,21,28,36,31,106,57,82,48,1,102.04,Suffolk County,Massachusetts
1500000US250250102042,682,187,9,19,0,13,8,12,8,11,68,70,151,106,52,50,72,43,31,29,64,42,60,40,16,21,82,43,61,51,2,102.04,Suffolk County,Massachusetts
1500000US250250102043,320,104,0,13,0,13,10,16,10,11,18,20,36,37,13,15,22,18,47,48,28,24,9,14,5,8,44,29,78,95,3,102.04,Suffolk County,Massachusetts
1500000US250250102051,657,251,1,3,0,13,12,22,4,6,90,124,8,38,200,135,130,114,0,13,128,162,79,104,0,13,4,13,1,10,1,102.05,Suffolk County,Massachusetts
1500000US250250102052,775,390,7,13,0,13,13,22,32,45,90,122,95,85,62,38,287,366,115,81,18,29,16,24,26,31,0,13,14,20,2,102.05,Suffolk County,Massachusetts
1500000US250250102053,482,175,0,13,0,13,14,22,0,13,28,36,33,46,102,83,40,31,80,83,153,92,9,15,0,13,18,30,5,10,3,102.05,Suffolk County,Massachusetts
1500000US250250102054,417,142,0,13,0,13,0,13,0,13,56,63,43,38,51,77,12,19,96,59,159,101,0,13,0,13,0,13,0,13,4,102.05,Suffolk County,Massachusetts
1500000US250250102061,846,389,0,13,0,13,30,46,0,13,0,13,116,111,5,8,225,198,107,148,122,107,0,13,0,13,227,313,14,22,1,102.06,Suffolk County,Massachusetts
1500000US250250102062,283,138,0,13,0,13,0,13,0,13,38,64,1,8,8,12,48,45,38,48,19,23,36,42,47,46,0,13,48,44,2,102.06,Suffolk County,Massachusetts
1500000US250250103001,391,131,0,13,0,13,8,17,11,17,30,26,4,5,37,47,45,37,27,28,35,29,30,25,10,19,86,65,68,33,1,103,Suffolk County,Massachusetts
1500000US250250103002,1803,412,13,18,0,13,49,32,10,16,55,39,14,17,81,41,227,158,149,79,183,84,148,84,108,61,434,204,332,132,2,103,Suffolk County,Massachusetts
1500000US250250104031,460,185,0,13,47,75,0,13,13,20,52,30,33,41,17,28,64,56,49,68,33,39,68,84,0,13,36,41,48,47,1,104.03,Suffolk County,Massachusetts
1500000US250250104032,625,367,46,45,0,13,0,13,17,27,10,16,80,79,22,33,75,65,15,24,113,155,38,44,0,13,158,210,51,61,2,104.03,Suffolk County,Massachusetts
1500000US250250104033,384,142,13,22,33,54,0,13,19,31,0,13,98,72,61,52,82,62,5,8,37,44,0,13,0,13,17,26,19,31,3,104.03,Suffolk County,Massachusetts
1500000US250250104041,493,155,0,13,0,13,0,13,19,24,21,22,0,13,29,27,66,46,47,42,103,65,37,25,8,15,108,65,55,43,1,104.04,Suffolk County,Massachusetts
1500000US250250104042,417,134,3,6,0,13,0,13,5,9,0,13,57,31,66,58,62,43,18,26,95,59,10,16,12,23,31,34,58,48,2,104.04,Suffolk County,Massachusetts
1500000US250250104043,465,184,16,25,0,13,7,8,72,65,0,13,26,25,16,20,129,111,38,26,18,17,56,66,17,19,61,40,9,13,3,104.04,Suffolk County,Massachusetts
1500000US250250104044,345,121,0,13,0,13,0,13,0,13,29,33,3,7,33,23,87,41,93,59,22,22,21,21,0,13,46,51,11,12,4,104.04,Suffolk County,Massachusetts
1500000US250250104051,1269,252,8,17,0,13,28,45,11,22,18,24,131,63,229,135,174,84,156,73,64,49,86,57,27,31,209,99,128,72,1,104.05,Suffolk County,Massachusetts
1500000US250250104052,968,231,10,21,17,27,0,13,53,33,40,23,56,55,46,32,151,96,116,52,85,43,65,38,46,33,180,103,103,50,2,104.05,Suffolk County,Massachusetts
1500000US250250104053,169,68,0,13,0,13,11,20,0,13,24,22,13,15,6,9,7,10,31,46,24,17,4,6,12,12,13,14,24,22,3,104.05,Suffolk County,Massachusetts
1500000US250250104081,909,158,0,13,20,33,29,22,34,21,35,35,76,35,115,51,196,57,116,44,114,46,103,96,0,13,44,39,27,19,1,104.08,Suffolk County,Massachusetts
1500000US250250105001,338,119,0,13,0,13,12,17,0,13,11,14,68,75,21,17,35,33,48,51,17,20,25,30,30,27,44,41,27,39,1,105,Suffolk County,Massachusetts
1500000US250250105002,388,139,0,13,5,7,11,17,0,13,12,13,76,56,66,50,61,44,21,19,103,72,7,13,0,13,8,14,18,21,2,105,Suffolk County,Massachusetts
1500000US250250105003,605,160,0,13,7,11,14,15,23,34,46,37,99,72,85,89,111,73,109,67,46,39,14,20,0,13,16,18,35,33,3,105,Suffolk County,Massachusetts
1500000US250250106001,654,225,57,64,0,13,10,16,17,21,33,41,102,78,84,63,93,64,48,50,118,96,10,16,0,13,82,88,0,13,1,106,Suffolk County,Massachusetts
1500000US250250106002,835,259,8,13,44,45,19,27,0,13,89,84,93,58,63,43,107,57,247,129,107,106,10,17,0,13,0,13,48,78,2,106,Suffolk County,Massachusetts
1500000US250250106003,408,159,10,15,0,13,0,13,36,41,34,42,81,65,14,20,26,30,80,91,105,88,22,26,0,13,0,13,0,13,3,106,Suffolk County,Massachusetts
1500000US250250107011,505,95,0,13,0,13,4,6,37,36,16,19,34,31,68,50,102,58,52,36,88,48,32,30,17,18,55,40,0,13,1,107.01,Suffolk County,Massachusetts
1500000US250250107012,429,93,4,8,9,13,0,13,60,45,29,26,21,35,29,25,120,62,104,69,23,25,27,32,0,13,0,13,3,7,2,107.01,Suffolk County,Massachusetts
1500000US250250107013,549,132,14,22,20,22,2,4,26,22,18,19,19,17,45,39,167,105,79,40,79,47,18,28,0,13,8,13,54,49,3,107.01,Suffolk County,Massachusetts
1500000US250250107021,551,130,11,12,0,13,0,13,27,30,19,22,94,80,136,59,93,55,69,44,66,36,9,14,0,13,19,30,8,12,1,107.02,Suffolk County,Massachusetts
1500000US250250107022,403,91,0,13,0,13,0,13,0,13,32,21,16,22,48,32,67,46,40,24,83,41,24,38,8,13,45,47,40,37,2,107.02,Suffolk County,Massachusetts
1500000US250250107023,517,134,8,12,0,13,17,20,33,36,32,29,40,32,30,23,97,55,117,80,41,31,78,74,24,30,0,13,0,13,3,107.02,Suffolk County,Massachusetts
1500000US250250108011,427,117,35,51,0,13,0,13,18,20,0,13,18,20,39,26,89,54,46,42,92,66,0,13,15,19,62,44,13,19,1,108.01,Suffolk County,Massachusetts
1500000US250250108012,633,190,3,5,0,13,0,13,0,13,7,18,111,63,37,29,164,49,95,52,65,52,88,118,0,13,35,37,28,46,2,108.01,Suffolk County,Massachusetts
1500000US250250108013,545,145,0,13,0,13,0,13,22,33,0,13,47,30,61,37,123,71,153,59,99,71,12,20,7,11,0,13,21,21,3,108.01,Suffolk County,Massachusetts
1500000US250250108021,879,296,0,13,0,13,0,13,20,19,19,31,85,75,122,77,180,96,205,234,123,60,85,72,6,11,19,22,15,18,1,108.02,Suffolk County,Massachusetts
1500000US250250108022,765,162,0,13,0,13,29,35,109,106,50,37,52,37,103,56,173,73,102,70,45,32,37,46,11,12,20,19,34,41,2,108.02,Suffolk County,Massachusetts
1500000US250250108023,412,117,0,13,0,13,0,13,39,33,18,19,21,21,8,14,119,67,106,62,48,36,19,22,24,39,0,13,10,18,3,108.02,Suffolk County,Massachusetts
1500000US250250201011,343,162,0,13,0,13,15,24,61,103,14,22,34,38,17,26,114,99,0,13,17,27,0,13,0,13,71,82,0,13,1,201.01,Suffolk County,Massachusetts
1500000US250250201012,585,236,15,23,0,13,15,26,27,32,12,22,10,17,73,57,154,135,97,88,182,192,0,13,0,13,0,13,0,13,2,201.01,Suffolk County,Massachusetts
1500000US250250201013,977,280,48,56,0,13,0,13,120,98,49,38,33,39,202,110,328,220,15,24,149,93,0,13,0,13,17,26,16,25,3,201.01,Suffolk County,Massachusetts
1500000US250250201014,742,225,0,13,0,13,13,22,39,41,201,159,13,22,275,175,23,29,132,86,21,33,0,13,0,13,25,30,0,13,4,201.01,Suffolk County,Massachusetts
1500000US250250202001,772,230,0,13,0,13,0,13,42,47,100,102,12,19,85,51,232,88,76,58,122,97,84,93,14,23,5,9,0,13,1,202,Suffolk County,Massachusetts
1500000US250250202002,756,200,0,13,16,24,0,13,0,13,24,27,86,56,88,79,165,89,136,96,119,78,103,77,0,13,9,15,10,16,2,202,Suffolk County,Massachusetts
1500000US250250202003,943,285,0,13,24,38,0,13,0,13,47,39,23,27,71,60,257,170,398,134,48,42,15,24,0,13,23,29,37,37,3,202,Suffolk County,Massachusetts
1500000US250250203011,1136,279,0,13,0,13,12,20,45,39,125,56,163,77,144,70,190,102,162,91,140,152,37,28,41,51,35,43,42,38,1,203.01,Suffolk County,Massachusetts
1500000US250250203021,673,95,20,22,0,13,15,21,29,23,15,18,101,55,68,48,128,61,151,59,93,46,11,11,0,13,20,23,22,23,1,203.02,Suffolk County,Massachusetts
1500000US250250203041,573,156,0,13,0,13,0,13,50,51,15,18,73,59,126,70,140,71,150,76,19,23,0,13,0,13,0,13,0,13,1,203.04,Suffolk County,Massachusetts
1500000US250250203042,127,97,0,13,0,13,0,13,0,13,0,13,34,44,29,44,11,15,39,49,14,21,0,13,0,13,0,13,0,13,2,203.04,Suffolk County,Massachusetts
1500000US250250203051,236,146,0,13,0,13,0,13,24,19,15,24,74,76,20,17,0,13,0,13,33,32,50,67,0,13,20,32,0,13,1,203.05,Suffolk County,Massachusetts
1500000US250250203052,1231,224,19,23,12,18,22,26,0,13,82,55,283,158,267,127,225,94,143,76,136,75,14,23,0,13,14,22,14,20,2,203.05,Suffolk County,Massachusetts
1500000US250250301001,756,201,0,13,0,13,31,37,29,39,71,62,115,82,81,62,232,118,147,72,10,16,10,11,10,16,0,13,20,32,1,301,Suffolk County,Massachusetts
1500000US250250301002,717,201,9,14,5,7,0,13,44,35,10,16,70,74,95,68,110,49,210,169,39,47,8,13,14,23,62,83,41,33,2,301,Suffolk County,Massachusetts
1500000US250250302001,758,259,0,13,7,15,51,82,71,86,88,101,91,104,26,30,247,115,141,65,29,41,0,13,0,13,0,13,7,11,1,302,Suffolk County,Massachusetts
1500000US250250302002,518,132,0,13,22,36,0,13,11,17,46,45,89,82,86,63,110,60,106,53,7,11,41,29,0,13,0,13,0,13,2,302,Suffolk County,Massachusetts
1500000US250250303011,531,145,0,13,0,13,0,13,27,30,17,26,127,88,70,61,42,39,107,72,93,73,14,22,0,13,20,34,14,22,1,303.01,Suffolk County,Massachusetts
1500000US250250303012,97,98,0,13,0,13,12,20,0,13,0,13,11,17,13,22,27,42,34,50,0,13,0,13,0,13,0,13,0,13,2,303.01,Suffolk County,Massachusetts
1500000US250250303021,1293,220,32,50,7,16,63,59,24,36,62,44,116,63,215,100,123,68,275,120,179,90,58,54,9,18,82,69,48,60,1,303.02,Suffolk County,Massachusetts
1500000US250250304001,254,109,0,13,0,13,16,24,0,13,9,14,34,37,31,34,33,40,70,41,17,19,23,33,0,13,0,13,21,20,1,304,Suffolk County,Massachusetts
1500000US250250304002,832,223,0,13,18,28,0,13,0,13,149,153,76,55,103,82,168,77,129,96,146,87,15,24,0,13,11,16,17,27,2,304,Suffolk County,Massachusetts
1500000US250250304003,800,292,0,13,0,13,38,54,7,11,4,7,47,37,84,63,225,94,112,52,256,269,19,31,0,13,8,13,0,13,3,304,Suffolk County,Massachusetts
1500000US250250304004,884,355,0,13,0,13,15,26,23,28,36,42,180,128,35,48,213,105,229,186,100,135,28,40,0,13,0,13,25,41,4,304,Suffolk County,Massachusetts
1500000US250250305001,282,72,0,13,0,13,0,13,15,20,35,35,38,34,49,31,66,35,70,38,9,16,0,13,0,13,0,13,0,13,1,305,Suffolk County,Massachusetts
1500000US250250305002,698,140,42,32,0,13,9,12,15,17,15,13,85,48,84,60,221,114,107,68,50,32,22,35,20,19,13,21,15,16,2,305,Suffolk County,Massachusetts
1500000US250250305003,603,135,0,13,0,13,17,23,6,9,42,42,118,66,42,34,129,56,104,47,81,57,8,13,17,21,0,13,39,55,3,305,Suffolk County,Massachusetts
1500000US250250401001,416,126,34,40,0,13,0,13,6,10,33,26,55,36,106,72,90,52,50,54,22,23,5,9,0,13,0,13,15,17,1,401,Suffolk County,Massachusetts
1500000US250250401002,874,178,0,13,0,13,6,10,34,38,189,95,138,76,114,56,179,76,110,65,68,77,13,16,0,13,9,15,14,22,2,401,Suffolk County,Massachusetts
1500000US250250402001,201,84,0,13,4,6,13,14,49,45,12,18,22,24,22,19,35,38,7,10,6,10,17,24,0,13,8,11,6,10,1,402,Suffolk County,Massachusetts
1500000US250250402002,646,119,10,16,0,13,62,46,7,10,38,24,56,34,92,40,232,108,44,25,36,24,25,21,16,24,9,13,19,20,2,402,Suffolk County,Massachusetts
1500000US250250403001,332,186,0,13,16,26,8,13,83,72,0,13,33,52,51,72,38,47,29,43,10,16,57,87,0,13,7,13,0,13,1,403,Suffolk County,Massachusetts
1500000US250250403002,1199,235,8,13,15,22,57,91,88,81,99,89,212,108,129,76,234,86,133,76,101,72,46,41,10,14,27,42,40,39,2,403,Suffolk County,Massachusetts
