Geography,Total Estimate,Total Margin of Error,Estimate - 12 00 a.m. to 4 59 a.m.,Margin of Error - 12 00 a.m. to 4 59 a.m.,Estimate - 5 00 a.m. to 5 29 a.m.,Margin of Error - 5 00 a.m. to 5 29 a.m.,Estimate - 5 30 a.m. to 5 59 a.m.,Margin of Error - 5 30 a.m. to 5 59 a.m.,Estimate - 6 00 a.m. to 6 29 a.m.,Margin of Error - 6 00 a.m. to 6 29 a.m.,Estimate - 6 30 a.m. to 6 59 a.m.,Margin of Error - 6 30 a.m. to 6 59 a.m.,Estimate - 7 00 a.m. to 7 29 a.m.,Margin of Error - 7 00 a.m. to 7 29 a.m.,Estimate - 7 30 a.m. to 7 59 a.m.,Margin of Error - 7 30 a.m. to 7 59 a.m.,Estimate - 8 00 a.m. to 8 29 a.m.,Margin of Error - 8 00 a.m. to 8 29 a.m.,Estimate - 8 30 a.m. to 8 59 a.m.,Margin of Error - 8 30 a.m. to 8 59 a.m.,Estimate - 9 00 a.m. to 9 59 a.m.,Margin of Error - 9 00 a.m. to 9 59 a.m.,Estimate - 10 00 a.m. to 10 59 a.m.,Margin of Error - 10 00 a.m. to 10 59 a.m.,Estimate - 11 00 a.m. to 11 59 a.m.,Margin of Error - 11 00 a.m. to 11 59 a.m.,Estimate - 12 00 p.m. to 3 59 p.m.,Margin of Error - 12 00 p.m. to 3 59 p.m.,Estimate - 4 00 p.m. to 11 59 p.m.,Margin of Error - 4 00 p.m. to 11 59 p.m.,Block Group,Census Tract,County,State
1500000US250251104012,1085,225,0,12,51,57,47,45,87,67,56,49,184,93,203,107,101,66,103,75,98,51,5,9,49,69,45,36,56,50,2,1104.01,Suffolk County,Massachusetts
1500000US250251104031,498,176,0,12,0,12,0,12,0,12,10,15,132,135,81,62,88,73,19,22,19,21,8,14,0,12,88,103,53,52,1,1104.03,Suffolk County,Massachusetts
1500000US250251104032,517,247,0,12,0,12,9,14,123,113,57,75,6,12,49,61,39,30,45,53,114,71,25,38,22,23,10,17,18,20,2,1104.03,Suffolk County,Massachusetts
1500000US250251104033,239,91,16,25,0,12,0,12,9,14,24,30,10,15,22,24,9,14,20,25,48,58,19,30,0,12,16,28,46,49,3,1104.03,Suffolk County,Massachusetts
1500000US250251104034,691,213,11,18,29,29,7,12,48,40,83,53,31,28,31,43,111,55,61,51,107,66,0,12,100,83,11,17,61,48,4,1104.03,Suffolk County,Massachusetts
1500000US250251104035,507,157,16,27,24,29,0,12,63,51,61,46,93,58,34,33,24,27,19,30,76,55,45,52,8,12,35,42,9,15,5,1104.03,Suffolk County,Massachusetts
1500000US250251105011,606,162,6,10,44,51,10,15,57,47,67,55,181,123,29,26,67,65,7,14,29,30,50,48,9,16,34,43,16,25,1,1105.01,Suffolk County,Massachusetts
1500000US250251105012,895,189,8,14,62,40,6,11,104,61,69,55,189,87,93,57,135,65,71,46,29,23,32,52,0,12,83,78,14,22,2,1105.01,Suffolk County,Massachusetts
1500000US250251105013,648,162,11,17,7,15,48,36,61,65,82,48,80,70,58,42,107,74,20,23,0,12,10,17,0,12,133,112,31,40,3,1105.01,Suffolk County,Massachusetts
1500000US250251105021,1247,409,14,21,22,25,83,69,168,119,126,92,190,90,108,80,138,101,99,124,117,124,61,89,17,20,45,37,59,62,1,1105.02,Suffolk County,Massachusetts
1500000US250251105022,1513,358,59,57,63,58,39,35,306,155,211,132,172,81,153,73,257,102,38,30,125,91,19,22,0,12,63,68,8,15,2,1105.02,Suffolk County,Massachusetts
1500000US250251105023,267,126,11,17,7,11,0,12,12,19,0,12,98,68,59,52,11,18,14,23,22,24,0,12,0,12,7,10,26,39,3,1105.02,Suffolk County,Massachusetts
1500000US250251106011,703,138,18,23,8,13,0,12,47,32,73,40,185,82,176,76,60,41,35,32,30,29,23,20,33,31,8,14,7,11,1,1106.01,Suffolk County,Massachusetts
1500000US250251106012,532,122,0,12,0,12,8,14,19,21,60,46,237,105,62,39,41,29,8,13,33,28,8,14,0,12,8,13,48,40,2,1106.01,Suffolk County,Massachusetts
1500000US250251106071,551,160,0,12,0,12,39,55,48,62,45,50,109,90,43,43,120,73,0,12,85,67,46,55,0,12,0,12,16,26,1,1106.07,Suffolk County,Massachusetts
1500000US250251106072,887,245,58,66,32,50,48,74,0,12,62,50,118,77,112,77,193,95,80,57,63,55,16,29,0,12,66,83,39,48,2,1106.07,Suffolk County,Massachusetts
1500000US250251106073,1034,265,0,12,0,12,0,12,0,12,49,43,158,71,195,132,273,139,116,93,108,92,16,27,0,12,81,76,38,42,3,1106.07,Suffolk County,Massachusetts
1500000US250251106074,450,128,0,12,12,19,30,36,0,12,19,30,47,49,89,87,106,69,15,25,38,42,19,31,12,19,18,28,45,55,4,1106.07,Suffolk County,Massachusetts
1500000US250251201031,952,116,15,15,6,8,26,22,39,24,53,26,55,32,133,55,229,53,143,54,114,51,27,24,8,10,61,31,43,36,1,1201.03,Suffolk County,Massachusetts
1500000US250251201041,397,117,0,12,0,12,0,12,12,18,43,53,28,32,88,50,24,22,79,39,44,33,0,12,10,18,62,58,7,11,1,1201.04,Suffolk County,Massachusetts
1500000US250251201042,352,110,0,12,0,12,0,12,50,50,12,19,95,53,27,28,92,67,20,17,20,21,0,12,0,12,25,28,11,18,2,1201.04,Suffolk County,Massachusetts
1500000US250251201043,601,117,0,12,20,21,0,12,55,35,36,26,92,59,82,55,218,96,45,41,18,21,0,12,0,12,28,31,7,15,3,1201.04,Suffolk County,Massachusetts
1500000US250251201051,443,267,0,12,0,12,0,12,24,30,5,7,71,36,93,46,97,60,26,28,29,29,15,28,0,12,45,52,38,58,1,1201.05,Suffolk County,Massachusetts
1500000US250251201052,476,81,13,14,0,12,4,6,43,25,28,26,48,31,104,39,117,50,63,31,36,20,10,12,0,12,10,12,0,12,2,1201.05,Suffolk County,Massachusetts
1500000US250251201053,185,52,0,12,0,12,3,6,6,8,7,9,0,12,57,31,33,30,13,12,49,32,0,12,4,5,5,10,8,12,3,1201.05,Suffolk County,Massachusetts
1500000US250251202011,852,180,4,8,17,18,11,17,59,45,104,64,144,67,73,55,174,66,106,59,60,35,13,16,11,14,47,49,29,25,1,1202.01,Suffolk County,Massachusetts
1500000US250251202012,1120,210,8,12,9,14,23,27,99,71,133,61,193,88,169,65,184,92,58,39,50,46,41,37,0,12,38,45,115,98,2,1202.01,Suffolk County,Massachusetts
1500000US250251202013,333,125,0,12,0,12,0,12,10,16,36,27,52,47,91,59,36,38,5,9,29,31,14,22,0,12,60,52,0,12,3,1202.01,Suffolk County,Massachusetts
1500000US250251203011,979,297,76,88,0,12,0,12,38,42,75,48,193,123,31,29,166,99,163,123,107,77,19,21,0,12,111,153,0,12,1,1203.01,Suffolk County,Massachusetts
1500000US250251203012,597,186,0,12,40,48,0,12,0,12,71,61,134,80,19,23,134,88,24,28,107,81,25,28,0,12,31,52,12,21,2,1203.01,Suffolk County,Massachusetts
1500000US250251203013,691,200,0,12,0,12,0,12,0,12,42,41,100,53,79,51,145,78,109,82,73,52,63,61,19,21,29,28,32,43,3,1203.01,Suffolk County,Massachusetts
1500000US250251203014,927,207,18,29,64,80,50,37,70,45,74,36,90,67,35,28,209,98,88,50,80,51,66,72,25,39,49,52,9,14,4,1203.01,Suffolk County,Massachusetts
1500000US250251204001,499,208,0,12,0,12,0,12,0,12,80,72,27,45,86,99,189,120,0,12,46,47,31,42,0,12,40,41,0,12,1,1204,Suffolk County,Massachusetts
1500000US250251204002,322,111,0,12,0,12,0,12,0,12,69,59,54,57,45,57,23,29,25,29,13,22,24,31,24,39,31,38,14,23,2,1204,Suffolk County,Massachusetts
1500000US250251204003,994,327,0,12,0,12,15,26,76,92,77,81,223,118,48,38,199,122,171,154,119,98,0,12,0,12,66,78,0,12,3,1204,Suffolk County,Massachusetts
1500000US250251204004,1325,531,12,19,0,12,138,141,54,59,273,195,152,95,224,200,173,79,82,82,171,104,0,12,0,12,6,17,40,63,4,1204,Suffolk County,Massachusetts
1500000US250251204005,649,169,0,12,0,12,0,12,14,22,115,89,126,71,83,76,159,108,65,43,54,42,0,12,23,37,0,12,10,16,5,1204,Suffolk County,Massachusetts
1500000US250251205001,609,184,0,12,5,8,11,13,32,28,7,10,77,29,74,50,250,136,16,14,64,32,16,22,6,11,35,29,16,18,1,1205,Suffolk County,Massachusetts
1500000US250251205002,609,171,15,23,15,22,3,5,12,12,66,41,50,33,79,49,146,79,49,28,66,41,7,9,11,17,46,45,44,39,2,1205,Suffolk County,Massachusetts
1500000US250251205003,405,111,3,5,7,13,0,12,18,18,30,26,52,32,21,16,42,35,37,23,90,51,25,24,0,12,62,51,18,26,3,1205,Suffolk County,Massachusetts
1500000US250251206001,707,313,0,12,8,14,0,12,8,12,44,36,155,101,84,56,88,52,55,42,53,36,37,43,0,12,167,234,8,13,1,1206,Suffolk County,Massachusetts
1500000US250251206002,510,129,0,12,10,16,0,12,24,25,65,41,134,77,33,23,97,64,61,38,46,25,28,26,0,12,7,12,5,8,2,1206,Suffolk County,Massachusetts
1500000US250251206003,619,192,0,12,0,12,7,11,27,26,15,19,87,86,122,66,108,69,24,23,48,46,6,9,16,18,117,110,42,42,3,1206,Suffolk County,Massachusetts
1500000US250251207001,594,135,8,13,0,12,40,32,21,17,70,66,72,43,91,42,112,44,56,31,51,35,9,11,6,10,47,30,11,12,1,1207,Suffolk County,Massachusetts
1500000US250251207002,761,96,0,12,0,12,28,21,48,37,42,23,173,89,56,29,110,47,112,51,96,40,28,21,6,9,15,15,47,40,2,1207,Suffolk County,Massachusetts
1500000US250251301001,379,146,0,12,0,12,24,34,21,33,44,47,133,108,32,52,107,87,0,12,0,12,0,12,18,28,0,12,0,12,1,1301,Suffolk County,Massachusetts
1500000US250251301002,1114,253,0,12,19,30,0,12,20,32,124,63,336,160,0,12,244,137,122,88,77,72,10,17,0,12,101,74,61,50,2,1301,Suffolk County,Massachusetts
1500000US250251301003,438,251,18,28,0,12,0,12,0,12,30,50,115,128,73,70,40,47,81,62,0,12,0,12,0,12,81,92,0,12,3,1301,Suffolk County,Massachusetts
1500000US250251301004,381,190,0,12,14,24,0,12,51,78,35,56,27,44,42,50,83,66,44,67,36,56,0,12,0,12,0,12,49,63,4,1301,Suffolk County,Massachusetts
1500000US250251301005,481,182,0,12,0,12,0,12,31,47,38,47,134,126,117,115,87,114,0,12,0,12,0,12,0,12,34,53,40,64,5,1301,Suffolk County,Massachusetts
1500000US250251301006,146,112,0,12,0,12,0,12,0,12,0,12,52,59,21,34,15,25,0,12,20,30,0,12,38,58,0,12,0,12,6,1301,Suffolk County,Massachusetts
1500000US250251301007,508,241,36,53,31,37,0,12,18,30,65,73,137,106,78,76,58,61,53,47,16,25,16,26,0,12,0,12,0,12,7,1301,Suffolk County,Massachusetts
1500000US250251302001,452,150,0,12,0,12,17,23,30,27,11,17,153,130,71,47,66,37,33,39,48,34,15,24,0,12,0,12,8,14,1,1302,Suffolk County,Massachusetts
1500000US250251302002,627,176,31,47,0,12,9,13,89,108,34,26,134,83,55,36,41,32,112,62,66,50,0,12,26,24,10,18,20,30,2,1302,Suffolk County,Massachusetts
1500000US250251302003,758,163,0,12,0,12,11,17,64,50,40,31,131,57,196,78,94,55,86,68,64,47,12,17,11,18,9,15,40,33,3,1302,Suffolk County,Massachusetts
1500000US250251302004,489,168,0,12,27,24,10,16,0,12,128,64,90,81,24,27,145,83,25,20,9,15,0,12,0,12,22,24,9,14,4,1302,Suffolk County,Massachusetts
1500000US250251302005,443,164,0,12,0,12,0,12,95,126,64,41,71,36,43,42,78,46,0,12,0,12,0,12,19,22,40,30,33,29,5,1302,Suffolk County,Massachusetts
1500000US250251303001,418,137,0,12,0,12,0,12,14,17,29,27,103,58,106,57,79,48,26,25,11,18,16,18,0,12,24,29,10,19,1,1303,Suffolk County,Massachusetts
1500000US250251303002,470,147,0,12,37,40,0,12,21,23,44,49,64,49,70,47,131,66,44,38,11,17,32,33,0,12,0,12,16,18,2,1303,Suffolk County,Massachusetts
1500000US250251303003,282,101,0,12,0,12,0,12,0,12,48,36,7,12,57,42,78,52,0,12,45,33,22,25,0,12,18,23,7,12,3,1303,Suffolk County,Massachusetts
1500000US250251303004,679,156,0,12,0,12,0,12,76,62,64,56,110,61,63,40,82,68,10,15,47,47,28,34,0,12,101,74,98,66,4,1303,Suffolk County,Massachusetts
1500000US250251303005,444,140,0,12,9,15,0,12,29,26,21,24,39,40,165,73,102,78,27,25,0,12,11,16,0,12,19,17,22,22,5,1303,Suffolk County,Massachusetts
1500000US250251304021,674,240,0,12,0,12,39,48,56,63,304,192,125,99,63,48,54,72,0,12,0,12,0,12,0,12,0,12,33,41,1,1304.02,Suffolk County,Massachusetts
1500000US250251304022,483,163,0,12,0,12,54,58,143,76,21,35,27,33,55,52,57,66,55,62,12,22,0,12,0,12,38,46,21,33,2,1304.02,Suffolk County,Massachusetts
1500000US250251304023,574,167,0,12,17,28,102,87,65,53,94,60,40,47,74,53,77,62,24,38,35,39,20,32,0,12,26,26,0,12,3,1304.02,Suffolk County,Massachusetts
1500000US250251304024,466,194,0,12,0,12,20,35,45,59,0,12,106,61,80,59,63,53,22,33,124,126,0,12,0,12,0,12,6,23,4,1304.02,Suffolk County,Massachusetts
1500000US250251304025,625,258,0,12,0,12,40,49,19,30,76,68,105,83,43,42,28,45,74,65,152,91,23,31,0,12,38,48,27,36,5,1304.02,Suffolk County,Massachusetts
1500000US250251304041,1175,312,20,22,10,15,90,126,104,62,98,63,201,120,162,117,118,75,101,97,56,53,35,31,0,12,106,80,74,54,1,1304.04,Suffolk County,Massachusetts
1500000US250251304042,445,148,0,12,7,12,28,36,17,20,0,12,198,89,50,45,30,23,20,29,34,44,0,12,0,12,29,34,32,29,2,1304.04,Suffolk County,Massachusetts
1500000US250251304043,211,110,8,12,40,46,0,12,6,11,0,12,25,23,24,39,25,22,9,12,9,14,0,12,0,12,50,39,15,19,3,1304.04,Suffolk County,Massachusetts
1500000US250251304061,1295,288,0,12,0,12,32,48,63,57,118,122,103,77,66,73,28,42,15,24,103,99,0,12,50,82,541,205,176,104,1,1304.06,Suffolk County,Massachusetts
1500000US250251304062,1193,279,0,12,32,54,81,70,89,90,179,112,176,103,78,59,154,109,29,34,123,127,38,47,0,12,54,62,160,136,2,1304.06,Suffolk County,Massachusetts
1500000US250251304063,290,141,53,58,0,12,0,12,47,55,37,50,76,76,32,45,12,21,16,26,0,12,0,12,0,12,0,12,17,27,3,1304.06,Suffolk County,Massachusetts
1500000US250251401021,883,244,22,25,79,50,10,16,140,104,53,45,182,82,108,90,37,35,67,86,0,12,28,28,11,17,97,70,49,56,1,1401.02,Suffolk County,Massachusetts
1500000US250251401022,736,191,30,48,52,49,8,14,77,50,9,14,127,77,81,80,40,32,8,14,68,56,36,41,0,12,77,55,123,107,2,1401.02,Suffolk County,Massachusetts
1500000US250251401023,368,129,22,32,11,18,10,16,58,50,49,34,58,38,103,76,9,13,11,17,14,20,0,12,0,12,0,12,23,24,3,1401.02,Suffolk County,Massachusetts
1500000US250251401024,786,157,26,23,15,23,30,31,38,28,84,47,195,100,79,48,171,96,51,52,25,22,17,27,6,10,23,25,26,26,4,1401.02,Suffolk County,Massachusetts
1500000US250251401051,1605,350,11,18,53,56,0,12,171,82,245,122,486,146,134,77,173,95,52,43,43,53,44,68,34,32,114,57,45,40,1,1401.05,Suffolk County,Massachusetts
1500000US250251401052,694,285,67,70,0,12,56,63,58,61,68,51,106,118,28,30,68,67,21,29,0,12,47,69,37,33,80,81,58,51,2,1401.05,Suffolk County,Massachusetts
1500000US250251401061,725,179,28,24,19,19,36,31,73,43,67,36,71,35,76,44,57,37,41,32,98,61,8,11,0,12,118,76,33,32,1,1401.06,Suffolk County,Massachusetts
1500000US250251401062,238,74,7,11,11,13,4,19,20,30,7,8,25,29,22,24,54,40,34,36,7,10,0,12,0,12,31,29,16,24,2,1401.06,Suffolk County,Massachusetts
1500000US250251401071,965,197,25,28,64,62,77,48,67,34,33,19,199,85,88,47,151,68,54,36,46,25,33,29,6,9,50,51,72,60,1,1401.07,Suffolk County,Massachusetts
1500000US250251401072,524,135,20,31,0,12,25,28,24,25,141,85,134,59,48,27,18,26,0,12,17,25,0,12,0,12,97,64,0,12,2,1401.07,Suffolk County,Massachusetts
1500000US250251402011,646,144,116,86,34,37,41,31,54,37,78,58,46,35,6,8,73,42,10,13,53,52,29,28,4,6,45,49,57,40,1,1402.01,Suffolk County,Massachusetts
1500000US250251402012,822,193,36,30,30,33,17,21,164,90,37,33,110,53,63,40,47,34,53,48,94,99,8,10,23,20,59,44,81,64,2,1402.01,Suffolk County,Massachusetts
1500000US250251402021,624,263,29,35,56,51,17,19,41,59,81,65,63,49,57,54,11,18,10,15,43,70,10,15,12,19,99,85,95,79,1,1402.02,Suffolk County,Massachusetts
1500000US250251402022,876,345,42,63,0,12,18,30,19,31,77,72,147,101,57,47,193,122,10,16,77,89,53,68,0,12,87,89,96,103,2,1402.02,Suffolk County,Massachusetts
1500000US250251402023,555,153,10,16,67,63,13,21,45,58,55,46,176,118,18,20,44,44,4,9,20,25,0,12,17,20,33,34,53,42,3,1402.02,Suffolk County,Massachusetts
1500000US250251402024,936,303,61,56,52,58,62,52,93,112,57,44,111,84,55,47,215,134,60,51,0,12,36,47,26,38,22,24,86,65,4,1402.02,Suffolk County,Massachusetts
1500000US250251402025,480,144,53,68,10,17,7,11,46,42,59,52,99,66,60,37,81,60,0,12,40,39,0,12,11,18,14,17,0,12,5,1402.02,Suffolk County,Massachusetts
1500000US250251403001,483,225,0,12,0,12,0,12,131,121,0,12,16,29,27,29,187,160,0,12,8,13,0,12,0,12,90,91,24,39,1,1403,Suffolk County,Massachusetts
1500000US250251403002,662,237,0,12,20,31,0,12,185,122,57,91,23,38,56,58,279,137,18,34,24,35,0,12,0,12,0,12,0,12,2,1403,Suffolk County,Massachusetts
1500000US250251403003,825,482,0,12,0,12,26,41,79,84,162,196,253,152,51,76,47,60,0,12,37,64,0,12,0,12,154,122,16,27,3,1403,Suffolk County,Massachusetts
1500000US250251403004,341,201,0,12,0,12,25,37,0,12,0,12,116,92,0,12,0,12,19,29,49,80,0,12,0,12,65,51,67,64,4,1403,Suffolk County,Massachusetts
1500000US250251403005,636,319,0,12,62,78,91,86,37,58,0,12,74,79,15,24,0,12,17,29,47,74,0,12,33,43,209,130,51,63,5,1403,Suffolk County,Massachusetts
1500000US250251403006,343,184,0,12,0,12,0,12,72,64,62,86,47,60,0,12,62,61,0,12,42,53,0,12,0,12,42,55,16,30,6,1403,Suffolk County,Massachusetts
1500000US250251404001,266,140,0,12,57,70,0,12,16,30,32,50,34,54,0,12,19,30,0,12,38,60,0,12,0,12,17,30,53,81,1,1404,Suffolk County,Massachusetts
1500000US250251404002,582,242,11,19,28,42,0,12,67,82,24,39,60,95,160,165,0,12,38,60,0,12,0,12,0,12,143,102,51,43,2,1404,Suffolk County,Massachusetts
1500000US250251404003,595,263,0,12,118,108,0,12,97,79,52,51,104,67,25,33,0,12,0,12,0,12,0,12,0,12,95,105,104,85,3,1404,Suffolk County,Massachusetts
1500000US250251404004,302,148,9,21,18,28,0,12,35,48,0,12,97,73,36,59,0,12,28,46,0,12,0,12,0,12,64,60,15,25,4,1404,Suffolk County,Massachusetts
1500000US250251404005,922,273,174,125,56,57,0,12,198,127,96,89,60,85,85,92,138,132,0,12,16,25,0,12,0,12,99,85,0,12,5,1404,Suffolk County,Massachusetts
1500000US250251404006,1037,277,59,67,29,48,0,12,141,84,162,151,233,198,30,36,56,48,0,12,0,12,43,68,38,49,107,91,139,118,6,1404,Suffolk County,Massachusetts
1500000US250251404007,472,235,22,34,23,38,0,12,41,65,0,12,151,116,0,12,24,44,0,12,64,85,62,83,16,26,49,81,20,31,7,1404,Suffolk County,Massachusetts
1500000US250251601011,1310,641,71,87,154,132,36,60,148,131,61,75,168,184,58,67,146,116,95,97,170,136,0,12,0,12,76,77,127,128,1,1601.01,Suffolk County,Massachusetts
1500000US250251601012,978,432,73,76,82,89,0,12,250,198,99,82,146,99,0,12,17,29,0,12,137,174,47,54,0,12,44,54,83,72,2,1601.01,Suffolk County,Massachusetts
1500000US250251601013,1107,363,112,113,34,54,0,12,98,61,51,79,278,185,94,87,111,113,18,28,0,12,0,12,0,12,198,128,113,113,3,1601.01,Suffolk County,Massachusetts
1500000US250251601014,907,453,71,111,103,101,0,12,118,91,90,87,135,108,61,47,121,101,32,52,30,48,0,12,0,12,66,102,80,92,4,1601.01,Suffolk County,Massachusetts
1500000US250251601015,224,166,7,20,3,33,0,12,0,12,0,12,90,99,9,18,90,99,0,12,6,19,0,12,0,12,8,18,11,19,5,1601.01,Suffolk County,Massachusetts
1500000US250251602001,707,199,64,70,50,56,9,15,84,88,39,45,110,79,40,61,16,28,42,46,51,55,10,16,0,12,80,58,112,100,1,1602,Suffolk County,Massachusetts
1500000US250251602002,312,149,61,53,15,23,0,12,35,35,8,12,10,16,18,27,0,12,39,48,28,44,0,12,0,12,46,43,52,56,2,1602,Suffolk County,Massachusetts
1500000US250251602003,935,281,75,63,24,39,55,45,52,43,0,12,146,86,30,35,146,122,62,53,125,82,44,49,0,12,89,94,87,60,3,1602,Suffolk County,Massachusetts
1500000US250251603001,752,130,8,13,38,24,31,27,26,24,69,39,113,56,99,49,113,52,27,23,53,41,30,34,30,21,72,43,43,51,1,1603,Suffolk County,Massachusetts
1500000US250251603002,389,151,0,12,5,9,27,31,128,110,20,18,60,52,15,20,85,54,7,11,27,31,5,9,10,16,0,12,0,12,2,1603,Suffolk County,Massachusetts
1500000US250251604001,863,165,89,61,7,13,96,78,54,33,114,49,84,49,29,21,176,78,64,70,63,39,0,12,10,16,44,34,33,26,1,1604,Suffolk County,Massachusetts
1500000US250251604002,1025,198,195,93,25,29,54,44,117,68,38,34,144,75,72,45,43,31,27,33,67,40,46,47,22,27,77,50,98,51,2,1604,Suffolk County,Massachusetts
1500000US250251605011,1150,350,82,80,67,64,73,70,191,123,131,74,107,76,15,24,189,127,0,12,8,12,77,66,28,43,115,77,67,63,1,1605.01,Suffolk County,Massachusetts
1500000US250251605012,470,216,39,46,61,53,34,45,87,76,0,12,114,72,26,38,18,28,12,21,0,12,10,15,0,12,48,56,21,34,2,1605.01,Suffolk County,Massachusetts
1500000US250251605013,324,200,0,12,24,37,11,18,53,59,9,14,104,103,0,12,69,70,11,18,0,12,0,12,0,12,21,23,22,37,3,1605.01,Suffolk County,Massachusetts
1500000US250251605014,439,215,12,19,92,129,13,21,96,67,19,15,60,56,13,20,25,31,0,12,0,12,41,63,19,30,20,31,29,35,4,1605.01,Suffolk County,Massachusetts
1500000US250251605015,352,189,0,12,9,13,14,22,52,55,55,48,42,53,34,45,20,30,11,18,55,55,0,12,19,28,0,12,41,44,5,1605.01,Suffolk County,Massachusetts
1500000US250251605021,1301,390,64,54,96,71,108,80,9,14,174,118,156,156,52,56,217,97,23,25,29,43,35,41,112,94,143,94,83,49,1,1605.02,Suffolk County,Massachusetts
1500000US250251605022,758,327,129,106,19,24,0,12,41,60,39,39,61,54,69,72,174,117,57,74,62,67,33,37,0,12,74,67,0,12,2,1605.02,Suffolk County,Massachusetts
1500000US250251605023,552,231,24,24,95,93,0,12,74,63,55,63,81,81,65,56,45,48,0,12,9,14,18,30,0,12,70,64,16,25,3,1605.02,Suffolk County,Massachusetts
1500000US250251606011,1217,265,52,56,16,24,41,36,148,88,22,25,243,110,209,93,252,94,24,27,36,42,27,31,9,14,72,65,66,54,1,1606.01,Suffolk County,Massachusetts
1500000US250251606012,1000,272,152,93,36,40,86,60,52,36,69,63,178,100,91,56,70,51,77,64,8,15,50,52,58,57,62,47,11,15,2,1606.01,Suffolk County,Massachusetts
1500000US250251606021,930,259,109,109,142,116,9,14,128,85,133,85,133,103,49,52,11,13,33,34,15,24,37,40,13,24,93,72,25,38,1,1606.02,Suffolk County,Massachusetts
1500000US250251606022,399,151,43,47,0,12,56,62,55,52,31,35,4,11,30,28,64,52,20,25,9,15,13,21,10,15,50,66,14,26,2,1606.02,Suffolk County,Massachusetts
1500000US250251606023,383,145,38,33,28,31,12,20,13,17,55,52,40,38,62,55,48,42,0,12,68,65,8,12,0,12,11,14,0,12,3,1606.02,Suffolk County,Massachusetts
1500000US250251606024,409,195,56,63,52,62,42,56,53,72,39,45,45,71,0,12,17,17,0,12,31,50,20,25,23,36,10,15,21,24,4,1606.02,Suffolk County,Massachusetts
1500000US250251606025,571,187,0,12,41,55,42,43,19,23,56,43,104,97,77,61,70,57,28,42,0,12,46,56,0,12,49,55,39,40,5,1606.02,Suffolk County,Massachusetts
1500000US250251701001,604,260,78,120,0,12,53,54,8,13,82,77,85,83,50,46,117,79,60,59,15,25,0,12,21,34,35,39,0,12,1,1701,Suffolk County,Massachusetts
1500000US250251701002,633,204,64,69,0,12,29,38,0,12,115,75,135,98,38,56,14,22,0,12,16,27,78,73,40,43,64,56,40,42,2,1701,Suffolk County,Massachusetts
1500000US250251701003,390,178,37,43,0,12,13,23,19,31,18,31,29,34,21,32,115,129,16,25,98,77,7,11,0,12,0,12,17,26,3,1701,Suffolk County,Massachusetts
1500000US250251701004,372,145,66,53,0,12,13,21,19,31,25,32,153,146,18,30,0,12,0,12,45,41,18,32,0,12,15,25,0,12,4,1701,Suffolk County,Massachusetts
1500000US250251701005,690,271,14,23,99,121,77,100,18,28,120,108,0,12,113,86,41,64,29,23,140,106,0,12,0,12,27,25,12,18,5,1701,Suffolk County,Massachusetts
1500000US250251701006,389,174,75,58,0,12,25,43,35,41,44,53,37,36,40,54,52,45,19,32,41,34,0,12,0,12,0,12,21,33,6,1701,Suffolk County,Massachusetts
1500000US250251701007,552,251,0,12,0,12,46,50,18,31,59,57,155,166,47,43,23,30,0,12,63,83,98,107,0,12,15,26,28,42,7,1701,Suffolk County,Massachusetts
1500000US250251702001,371,126,15,24,33,41,21,23,26,26,38,28,77,46,21,33,17,20,9,14,27,25,26,25,0,12,45,49,16,21,1,1702,Suffolk County,Massachusetts
1500000US250251702002,684,210,0,12,68,59,13,22,67,54,54,43,83,67,42,25,128,87,56,42,13,15,13,17,0,12,63,64,84,84,2,1702,Suffolk County,Massachusetts
1500000US250251702003,373,198,4,9,0,12,0,12,77,49,0,12,74,119,8,14,75,77,0,12,9,13,0,12,4,8,60,60,62,61,3,1702,Suffolk County,Massachusetts
1500000US250251702004,671,190,3,8,24,39,37,47,146,97,26,31,140,126,153,74,49,28,44,35,16,18,10,14,0,12,11,16,12,18,4,1702,Suffolk County,Massachusetts
1500000US250251703001,1096,353,36,43,49,50,21,34,66,68,170,132,231,159,68,65,80,85,60,48,142,108,46,46,14,23,25,30,88,105,1,1703,Suffolk County,Massachusetts
1500000US250251703002,406,166,0,12,15,26,41,42,0,12,41,45,115,137,13,22,46,72,0,12,69,63,22,34,22,34,9,14,13,22,2,1703,Suffolk County,Massachusetts
1500000US250251703003,243,146,0,12,17,27,0,12,18,26,0,12,26,30,39,51,26,30,0,12,31,35,16,25,0,12,70,79,0,12,3,1703,Suffolk County,Massachusetts
1500000US250251703004,1157,428,0,12,287,295,65,78,114,94,64,60,120,102,96,76,138,104,48,58,90,88,31,39,0,12,58,80,46,40,4,1703,Suffolk County,Massachusetts
1500000US250251703005,684,310,43,49,15,24,65,60,73,51,0,12,26,33,3,20,182,181,126,91,64,102,0,12,0,12,59,45,28,25,5,1703,Suffolk County,Massachusetts
1500000US250251703006,886,304,62,61,89,92,39,58,54,69,16,26,86,76,111,113,234,149,16,26,69,89,0,12,0,12,66,76,44,51,6,1703,Suffolk County,Massachusetts
1500000US250251703007,318,173,0,12,0,12,54,66,19,31,26,40,19,30,68,82,39,44,18,29,33,37,0,12,28,44,0,12,14,23,7,1703,Suffolk County,Massachusetts
