Geography,Total Estimate,Total Margin of Error,Estimate - 12:00 a.m. to 4:59 a.m.,Margin of Error - 12:00 a.m. to 4:59 a.m.,Estimate - 5:00 a.m. to 5:29 a.m.,Margin of Error - 5:00 a.m. to 5:29 a.m.,Estimate - 5:30 a.m. to 5:59 a.m.,Margin of Error - 5:30 a.m. to 5:59 a.m.,Estimate - 6:00 a.m. to 6:29 a.m.,Margin of Error - 6:00 a.m. to 6:29 a.m.,Estimate - 6:30 a.m. to 6:59 a.m.,Margin of Error - 6:30 a.m. to 6:59 a.m.,Estimate - 7:00 a.m. to 7:29 a.m.,Margin of Error - 7:00 a.m. to 7:29 a.m.,Estimate - 7:30 a.m. to 7:59 a.m.,Margin of Error - 7:30 a.m. to 7:59 a.m.,Estimate - 8:00 a.m. to 8:29 a.m.,Margin of Error - 8:00 a.m. to 8:29 a.m.,Estimate - 8:30 a.m. to 8:59 a.m.,Margin of Error - 8:30 a.m. to 8:59 a.m.,Estimate - 9:00 a.m. to 9:59 a.m.,Margin of Error - 9:00 a.m. to 9:59 a.m.,Estimate - 10:00 a.m. to 10:59 a.m.,Margin of Error - 10:00 a.m. to 10:59 a.m.,Estimate - 11:00 a.m. to 11:59 a.m.,Margin of Error - 11:00 a.m. to 11:59 a.m.,Estimate - 12:00 p.m. to 3:59 p.m.,Margin of Error - 12:00 p.m. to 3:59 p.m.,Estimate - 4:00 p.m. to 11:59 p.m.,Margin of Error - 4:00 p.m. to 11:59 p.m.,Block Group,Census Tract,County,State
1500000US250250005023,755,161,0,12,0,12,9,13,7,12,64,35,116,57,127,52,171,83,50,28,110,56,9,15,8,13,50,33,34,28,3,5.02,Suffolk County,Massachusetts
1500000US250250005024,1230,341,0,12,0,12,0,12,12,16,11,18,60,59,45,46,49,40,85,84,83,63,69,45,87,75,513,218,216,104,4,5.02,Suffolk County,Massachusetts
1500000US250250005031,543,163,12,18,44,43,0,12,18,24,39,33,95,63,149,110,97,81,55,47,5,8,0,12,0,12,10,16,19,22,1,5.03,Suffolk County,Massachusetts
1500000US250250005032,730,135,0,12,0,12,19,32,7,12,61,42,71,40,121,54,115,49,58,36,123,86,66,40,0,12,49,43,40,38,2,5.03,Suffolk County,Massachusetts
1500000US250250005041,524,180,0,12,0,12,0,12,40,34,25,29,69,59,111,90,153,124,25,32,85,79,0,12,0,12,16,25,0,12,1,5.04,Suffolk County,Massachusetts
1500000US250250005042,518,176,0,12,0,12,0,12,15,24,6,17,142,131,82,50,89,60,71,60,0,12,38,37,0,12,14,25,61,88,2,5.04,Suffolk County,Massachusetts
1500000US250250005043,728,198,0,12,0,12,33,39,25,38,49,45,127,87,148,87,147,88,136,84,19,30,14,22,20,26,10,17,0,12,3,5.04,Suffolk County,Massachusetts
1500000US250250005044,363,232,0,12,0,12,0,12,55,88,111,118,42,64,18,30,52,68,23,27,43,35,19,30,0,12,0,12,0,12,4,5.04,Suffolk County,Massachusetts
1500000US250250006011,243,137,0,12,0,12,0,12,14,33,14,22,43,40,56,52,28,36,34,36,32,26,0,12,0,12,14,17,8,13,1,6.01,Suffolk County,Massachusetts
1500000US250250006012,563,156,0,12,0,12,6,12,24,22,19,19,163,90,111,49,97,58,26,24,30,26,18,23,0,12,53,38,16,18,2,6.01,Suffolk County,Massachusetts
1500000US250250006013,382,123,26,38,0,12,0,12,15,15,39,41,42,35,75,49,90,47,31,29,21,23,0,12,10,16,24,23,9,15,3,6.01,Suffolk County,Massachusetts
1500000US250250006014,546,150,0,12,23,27,32,26,37,37,36,29,50,37,90,53,52,33,59,54,39,37,8,12,10,15,51,35,59,44,4,6.01,Suffolk County,Massachusetts
1500000US250250006021,867,201,9,15,12,15,22,30,9,14,130,59,129,63,161,102,121,73,31,24,16,26,64,47,28,33,65,53,70,39,1,6.02,Suffolk County,Massachusetts
1500000US250250006022,475,129,0,12,0,12,0,12,19,21,13,21,84,60,104,61,89,57,15,18,37,27,13,15,0,12,81,48,20,24,2,6.02,Suffolk County,Massachusetts
1500000US250250006023,415,140,0,12,7,11,0,12,18,20,0,12,29,27,40,34,185,119,22,23,60,63,0,12,9,15,25,25,20,22,3,6.02,Suffolk County,Massachusetts
1500000US250250007011,614,302,0,12,0,12,0,12,18,30,41,48,43,33,18,29,304,212,88,77,0,12,53,68,0,12,41,46,8,13,1,7.01,Suffolk County,Massachusetts
1500000US250250007012,96,70,0,12,0,12,0,12,0,12,0,12,0,12,0,12,65,69,10,13,0,12,12,20,0,12,0,12,9,14,2,7.01,Suffolk County,Massachusetts
1500000US250250007013,227,94,0,12,0,12,0,12,7,11,28,47,13,21,50,44,40,38,0,12,0,12,47,51,0,12,35,38,7,13,3,7.01,Suffolk County,Massachusetts
1500000US250250007014,407,210,0,12,0,12,0,12,23,27,36,36,57,45,120,107,50,50,89,80,14,22,18,30,0,12,0,12,0,12,4,7.01,Suffolk County,Massachusetts
1500000US250250007015,940,300,0,12,0,12,14,22,111,110,80,58,119,78,75,52,168,107,150,116,76,54,71,60,0,12,42,69,34,34,5,7.01,Suffolk County,Massachusetts
1500000US250250007031,541,96,0,12,15,17,3,5,37,18,28,36,40,27,48,33,149,45,36,28,56,37,42,33,8,15,48,37,31,29,1,7.03,Suffolk County,Massachusetts
1500000US250250007032,651,148,13,15,0,12,0,12,20,18,1,5,82,60,107,54,178,87,81,50,56,39,18,17,28,26,9,14,58,38,2,7.03,Suffolk County,Massachusetts
1500000US250250007041,1172,327,0,12,0,12,0,12,32,40,34,32,328,154,50,40,206,106,247,146,157,86,38,44,0,12,46,45,34,44,1,7.04,Suffolk County,Massachusetts
1500000US250250007042,442,189,0,12,0,12,0,12,0,12,16,28,26,26,43,43,79,63,32,41,179,108,0,12,0,12,41,58,26,24,2,7.04,Suffolk County,Massachusetts
1500000US250250007043,700,202,0,12,0,12,9,17,0,12,23,28,76,57,167,159,236,124,25,24,67,49,23,38,0,12,42,41,32,37,3,7.04,Suffolk County,Massachusetts
1500000US250250007044,336,111,0,12,0,12,21,37,13,21,7,13,0,12,47,49,37,49,0,12,100,72,67,83,0,12,37,40,7,14,4,7.04,Suffolk County,Massachusetts
1500000US250250008021,579,219,0,12,0,12,0,12,0,12,31,35,30,35,34,42,112,76,75,63,42,68,64,67,18,29,152,82,21,35,1,8.02,Suffolk County,Massachusetts
1500000US250250008022,1233,384,0,12,0,12,15,23,41,44,57,49,149,86,196,103,192,123,89,60,197,133,0,12,111,159,111,76,75,49,2,8.02,Suffolk County,Massachusetts
1500000US250250008023,374,342,0,12,0,12,0,12,82,104,29,47,118,148,45,45,10,18,26,29,14,22,10,17,11,19,0,12,29,47,3,8.02,Suffolk County,Massachusetts
1500000US250250008024,1134,326,0,12,0,12,0,12,0,12,84,58,300,187,143,88,192,107,109,73,28,31,26,32,25,29,166,123,61,66,4,8.02,Suffolk County,Massachusetts
1500000US250250008025,765,239,0,12,17,28,0,12,49,50,28,47,37,32,66,51,113,61,130,73,60,83,68,59,0,12,90,58,107,88,5,8.02,Suffolk County,Massachusetts
1500000US250250008031,625,207,0,12,0,12,5,7,0,12,13,10,104,77,47,26,67,35,61,42,122,85,7,13,16,19,96,58,87,82,1,8.03,Suffolk County,Massachusetts
1500000US250250008032,1317,362,18,34,0,12,36,43,0,12,62,52,32,46,44,51,55,74,118,71,165,112,51,59,86,73,276,136,374,157,2,8.03,Suffolk County,Massachusetts
1500000US250250101031,391,127,0,12,0,12,0,12,15,25,16,14,58,45,27,28,47,33,18,17,91,61,5,8,16,23,26,29,72,62,1,101.03,Suffolk County,Massachusetts
1500000US250250101032,356,137,0,12,18,25,0,12,0,12,7,10,7,14,18,25,26,27,15,21,22,27,43,72,57,71,75,47,68,50,2,101.03,Suffolk County,Massachusetts
1500000US250250101033,627,119,12,14,0,12,15,24,6,12,4,9,42,33,23,24,57,35,48,39,42,30,38,28,36,24,180,63,124,51,3,101.03,Suffolk County,Massachusetts
1500000US250250101041,664,131,12,17,0,12,18,23,43,28,33,26,143,61,119,49,127,97,74,47,15,17,11,15,0,12,27,26,42,36,1,101.04,Suffolk County,Massachusetts
1500000US250250101042,1130,247,36,35,10,15,0,12,0,12,47,33,65,47,124,66,104,52,123,56,161,90,76,55,39,39,228,78,117,72,2,101.04,Suffolk County,Massachusetts
1500000US250250101043,592,164,0,12,0,12,0,12,23,36,11,13,71,54,90,59,110,60,49,33,55,38,22,26,24,27,35,29,102,124,3,101.04,Suffolk County,Massachusetts
1500000US250250102031,490,161,16,25,0,12,0,12,0,12,21,31,38,40,59,67,112,67,70,53,69,73,11,17,0,12,22,34,72,68,1,102.03,Suffolk County,Massachusetts
1500000US250250102032,1085,236,11,18,0,12,32,35,0,12,90,61,158,130,176,143,255,120,145,92,97,70,72,47,38,35,0,12,11,18,2,102.03,Suffolk County,Massachusetts
1500000US250250102033,903,177,11,17,13,20,13,20,32,38,48,78,49,44,111,52,173,95,115,68,55,55,39,48,52,83,77,80,115,108,3,102.03,Suffolk County,Massachusetts
1500000US250250102034,111,55,0,12,0,12,0,12,10,16,0,12,14,23,0,12,54,61,26,29,0,12,0,12,0,12,0,12,7,12,4,102.03,Suffolk County,Massachusetts
1500000US250250102041,497,120,10,20,11,17,0,12,0,12,0,12,14,22,49,33,54,40,48,32,23,29,54,40,18,15,113,59,103,55,1,102.04,Suffolk County,Massachusetts
1500000US250250102042,693,143,43,48,0,12,0,12,0,12,10,14,114,107,61,31,81,45,78,41,61,51,43,36,41,37,91,55,70,60,2,102.04,Suffolk County,Massachusetts
1500000US250250102043,513,154,0,12,13,14,0,12,8,13,0,12,121,106,58,43,70,50,44,32,47,47,51,60,21,34,24,28,56,29,3,102.04,Suffolk County,Massachusetts
1500000US250250103001,525,104,8,16,0,12,0,12,13,16,29,20,28,29,22,25,51,40,23,29,64,53,16,19,31,30,134,56,106,49,1,103,Suffolk County,Massachusetts
1500000US250250103002,1707,263,23,24,4,5,27,34,17,25,22,23,79,41,97,51,125,63,196,73,89,46,104,61,140,63,480,144,304,86,2,103,Suffolk County,Massachusetts
1500000US250250104031,505,249,0,12,0,12,0,12,0,12,85,72,48,55,47,60,20,32,68,62,27,42,19,29,77,110,0,12,114,130,1,104.03,Suffolk County,Massachusetts
1500000US250250104032,349,131,0,12,30,41,0,12,0,12,0,12,28,27,34,46,122,76,18,29,72,76,0,12,11,18,5,23,29,37,2,104.03,Suffolk County,Massachusetts
1500000US250250104033,626,194,0,12,0,12,0,12,79,83,2,11,28,27,89,68,143,96,166,114,0,12,0,12,0,12,0,12,119,122,3,104.03,Suffolk County,Massachusetts
1500000US250250104041,781,211,0,12,0,12,12,19,25,22,43,38,33,32,78,69,292,161,21,26,71,60,66,62,0,12,64,50,76,60,1,104.04,Suffolk County,Massachusetts
1500000US250250104042,614,153,4,8,0,12,0,12,14,18,0,12,34,34,33,29,78,57,57,38,56,44,58,40,54,40,158,64,68,40,2,104.04,Suffolk County,Massachusetts
1500000US250250104043,569,135,9,19,10,18,0,12,7,14,5,8,33,29,6,9,54,39,48,38,54,47,14,16,7,14,147,63,175,124,3,104.04,Suffolk County,Massachusetts
1500000US250250104051,1366,275,34,36,7,14,40,38,35,32,7,15,125,65,151,77,192,88,105,60,108,51,68,52,51,31,218,87,225,67,1,104.05,Suffolk County,Massachusetts
1500000US250250104052,1029,175,6,12,0,12,10,15,39,35,13,15,95,64,89,49,199,65,73,41,73,42,79,47,47,31,155,61,151,75,2,104.05,Suffolk County,Massachusetts
1500000US250250104053,185,104,5,11,6,11,0,12,0,12,54,57,0,12,4,6,30,41,0,12,32,24,6,11,22,19,10,11,16,11,3,104.05,Suffolk County,Massachusetts
1500000US250250104081,1003,126,6,9,7,10,45,48,55,39,65,28,101,61,200,74,142,56,180,78,110,46,35,24,14,15,21,18,22,15,1,104.08,Suffolk County,Massachusetts
1500000US250250105001,525,243,2,4,12,18,0,12,0,12,4,9,52,44,39,39,83,58,68,43,64,46,37,54,4,23,94,93,66,106,1,105,Suffolk County,Massachusetts
1500000US250250105002,454,177,0,12,0,12,0,12,26,41,17,26,120,71,22,28,84,92,78,58,43,36,38,51,9,13,8,11,9,14,2,105,Suffolk County,Massachusetts
1500000US250250105003,602,100,0,12,18,25,13,16,33,33,7,13,51,37,106,55,176,69,59,34,70,66,0,12,27,39,33,32,9,14,3,105,Suffolk County,Massachusetts
1500000US250250106001,1092,202,0,12,0,12,0,12,35,38,40,52,145,61,200,85,239,90,274,151,88,67,29,26,10,15,17,19,15,19,1,106,Suffolk County,Massachusetts
1500000US250250106002,605,164,0,12,0,12,23,36,42,39,31,30,57,47,108,70,94,56,124,78,108,100,11,16,0,12,7,12,0,12,2,106,Suffolk County,Massachusetts
1500000US250250107011,722,181,0,12,6,11,8,16,14,21,22,36,40,43,115,80,189,95,118,88,37,28,56,39,8,16,41,47,68,46,1,107.01,Suffolk County,Massachusetts
1500000US250250107012,688,183,7,14,9,13,7,11,18,20,0,12,57,38,173,123,125,74,155,84,81,64,35,51,0,12,21,24,0,12,2,107.01,Suffolk County,Massachusetts
1500000US250250107013,426,109,0,12,0,12,9,13,0,12,23,27,32,29,90,55,114,56,63,44,54,42,22,25,12,17,7,12,0,12,3,107.01,Suffolk County,Massachusetts
1500000US250250107021,557,153,14,21,0,12,0,12,40,34,12,19,41,35,84,57,207,81,59,49,71,52,13,21,0,12,16,20,0,12,1,107.02,Suffolk County,Massachusetts
1500000US250250107022,532,127,0,12,0,12,0,12,0,12,16,17,46,40,95,71,118,68,81,45,65,38,23,25,8,15,20,26,60,29,2,107.02,Suffolk County,Massachusetts
1500000US250250107023,428,114,0,12,0,12,0,12,2,8,19,22,72,37,110,48,23,21,119,60,62,41,12,18,0,12,9,13,0,12,3,107.02,Suffolk County,Massachusetts
1500000US250250108011,445,113,9,14,11,18,0,12,30,29,44,49,73,42,48,54,91,69,73,31,6,12,4,9,5,10,17,18,34,26,1,108.01,Suffolk County,Massachusetts
1500000US250250108012,583,148,0,12,0,12,2,4,23,27,26,31,106,59,129,63,79,54,94,63,50,48,38,28,0,12,36,44,0,12,2,108.01,Suffolk County,Massachusetts
1500000US250250108013,686,151,0,12,20,22,9,16,9,14,66,53,81,68,190,78,112,53,89,66,51,37,26,32,7,11,0,12,26,31,3,108.01,Suffolk County,Massachusetts
1500000US250250108021,571,119,13,20,0,12,9,13,8,13,78,73,30,29,51,41,195,75,69,45,62,56,42,28,0,12,14,20,0,12,1,108.02,Suffolk County,Massachusetts
1500000US250250108022,842,178,7,12,14,23,0,12,27,28,16,18,81,47,95,58,223,71,168,88,139,87,20,19,2,4,31,30,19,20,2,108.02,Suffolk County,Massachusetts
1500000US250250108023,367,134,0,12,0,12,0,12,0,12,16,19,62,57,38,51,76,49,98,53,50,39,27,22,0,12,0,12,0,12,3,108.02,Suffolk County,Massachusetts
1500000US250250201011,430,174,0,12,0,12,0,12,16,25,0,12,26,33,63,91,189,126,107,97,29,32,0,12,0,12,0,12,0,12,1,201.01,Suffolk County,Massachusetts
1500000US250250201012,664,246,0,12,0,12,0,12,56,87,0,12,128,115,123,95,103,100,81,86,93,65,0,12,16,26,0,12,64,77,2,201.01,Suffolk County,Massachusetts
1500000US250250201013,708,207,0,12,33,36,0,12,0,12,0,12,76,59,163,91,133,82,179,127,56,53,20,31,0,12,0,12,48,82,3,201.01,Suffolk County,Massachusetts
1500000US250250201014,829,253,0,12,0,12,0,12,18,28,60,78,31,36,93,67,302,232,151,92,97,98,18,29,37,42,12,17,10,16,4,201.01,Suffolk County,Massachusetts
1500000US250250202001,1090,275,0,12,0,12,10,16,0,12,19,30,129,70,361,183,315,162,75,51,45,41,67,67,0,12,20,21,49,65,1,202,Suffolk County,Massachusetts
1500000US250250202002,898,200,0,12,0,12,10,17,0,12,92,71,99,91,138,70,227,92,206,127,61,45,10,15,0,12,29,28,26,32,2,202,Suffolk County,Massachusetts
1500000US250250202003,890,175,0,12,13,20,16,25,50,38,91,61,90,90,154,106,237,115,59,39,100,57,15,23,0,12,65,76,0,12,3,202,Suffolk County,Massachusetts
1500000US250250203011,22,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,10,0,12,17,31,0,12,1,203.01,Suffolk County,Massachusetts
1500000US250250203012,1403,214,59,82,29,27,16,18,152,84,166,131,154,83,161,88,271,100,227,91,79,54,15,17,0,12,0,12,74,54,2,203.01,Suffolk County,Massachusetts
1500000US250250203021,733,112,0,12,0,12,0,12,18,20,22,18,97,48,142,62,156,76,204,70,41,26,4,6,0,12,13,17,36,32,1,203.02,Suffolk County,Massachusetts
1500000US250250203031,757,204,0,12,11,18,0,12,0,12,44,37,38,37,95,67,322,192,154,67,45,39,12,19,0,12,18,21,18,20,1,203.03,Suffolk County,Massachusetts
1500000US250250203032,270,118,4,9,10,15,0,12,9,15,16,24,11,17,28,26,83,62,48,35,28,45,0,12,0,12,16,25,17,20,2,203.03,Suffolk County,Massachusetts
1500000US250250203033,681,174,10,16,0,12,0,12,17,18,21,24,64,43,160,140,146,96,95,46,44,46,42,38,9,14,31,52,42,32,3,203.03,Suffolk County,Massachusetts
1500000US250250301001,1039,203,0,12,24,26,0,12,44,32,146,118,85,46,112,71,185,75,235,124,91,63,50,64,6,11,35,28,26,21,1,301,Suffolk County,Massachusetts
1500000US250250301002,550,132,31,48,0,12,0,12,45,34,19,19,105,65,75,54,99,64,103,51,0,12,56,58,0,12,8,13,9,14,2,301,Suffolk County,Massachusetts
1500000US250250302001,1257,177,23,35,0,12,28,40,19,23,95,71,242,119,224,91,238,100,189,85,27,24,55,47,0,12,47,47,70,53,1,302,Suffolk County,Massachusetts
1500000US250250303001,1198,214,0,12,14,23,31,34,58,75,45,35,157,109,208,113,314,144,185,112,95,55,0,12,0,12,0,12,91,80,1,303,Suffolk County,Massachusetts
1500000US250250303002,528,162,13,30,26,60,18,24,0,12,37,32,5,13,49,44,64,47,197,107,71,50,16,25,12,18,5,11,15,28,2,303,Suffolk County,Massachusetts
1500000US250250303003,665,211,59,79,0,12,66,74,24,31,30,41,92,95,47,75,45,43,72,46,99,60,58,44,9,18,27,32,37,25,3,303,Suffolk County,Massachusetts
1500000US250250303004,468,166,0,12,0,12,0,12,44,66,0,12,59,93,27,32,159,76,33,32,43,40,0,12,0,12,26,29,77,77,4,303,Suffolk County,Massachusetts
1500000US250250304001,1120,215,23,21,24,27,22,26,29,48,30,28,30,21,213,91,288,151,208,72,131,62,34,31,0,12,52,35,36,32,1,304,Suffolk County,Massachusetts
1500000US250250304002,803,156,15,23,8,12,6,10,28,26,13,21,83,54,105,50,288,106,70,44,105,66,7,11,0,12,0,12,75,49,2,304,Suffolk County,Massachusetts
1500000US250250305001,367,83,0,12,0,12,0,12,29,22,39,34,31,25,58,38,62,38,48,36,58,33,42,41,0,12,0,12,0,12,1,305,Suffolk County,Massachusetts
1500000US250250305002,840,130,0,12,0,12,0,12,12,13,57,44,96,44,76,38,266,97,200,82,65,47,9,14,6,10,0,12,53,39,2,305,Suffolk County,Massachusetts
1500000US250250305003,679,178,0,12,19,30,0,12,0,12,37,52,229,120,51,36,118,65,157,72,53,32,0,12,0,12,15,24,0,12,3,305,Suffolk County,Massachusetts
1500000US250250401001,453,106,6,11,0,12,0,12,6,10,62,47,38,30,72,50,46,37,76,56,79,62,37,28,9,14,10,16,12,17,1,401,Suffolk County,Massachusetts
1500000US250250401002,911,189,30,47,0,12,0,12,22,21,32,26,113,60,150,83,257,110,105,54,75,51,0,12,0,12,10,17,117,111,2,401,Suffolk County,Massachusetts
1500000US250250402001,250,101,0,12,19,26,0,12,25,17,35,39,25,27,7,10,40,34,11,11,29,26,14,20,0,12,29,28,16,24,1,402,Suffolk County,Massachusetts
1500000US250250402002,398,73,0,12,13,14,8,11,5,8,26,18,29,18,73,39,104,39,49,24,63,36,0,12,5,9,12,19,11,12,2,402,Suffolk County,Massachusetts
1500000US250250403001,273,142,0,12,0,12,0,12,0,12,30,47,48,62,34,27,101,83,31,50,15,23,0,12,14,21,0,12,0,12,1,403,Suffolk County,Massachusetts
1500000US250250403002,827,146,21,16,0,12,11,17,48,40,39,35,132,83,182,98,175,82,99,47,39,31,36,32,0,12,12,19,33,28,2,403,Suffolk County,Massachusetts
1500000US250250403003,472,144,11,17,0,12,0,12,58,58,47,35,112,64,68,44,80,60,40,38,20,22,9,14,11,17,0,12,16,18,3,403,Suffolk County,Massachusetts
1500000US250250403004,412,111,0,12,0,12,0,12,9,15,35,54,19,21,104,78,107,43,40,33,44,35,0,12,0,12,19,22,35,32,4,403,Suffolk County,Massachusetts
1500000US250250403005,374,99,0,12,0,12,19,20,29,26,8,13,80,48,44,36,96,53,34,33,17,19,0,12,12,18,10,17,25,23,5,403,Suffolk County,Massachusetts
1500000US250250404011,840,187,0,12,0,12,44,37,51,55,19,22,134,77,94,55,260,110,96,64,67,64,21,38,15,23,9,14,30,34,1,404.01,Suffolk County,Massachusetts
1500000US250250404012,429,148,0,12,0,12,16,24,8,14,21,26,62,49,114,59,108,66,47,48,0,12,43,50,0,12,0,12,10,17,2,404.01,Suffolk County,Massachusetts
1500000US250250406001,766,145,0,12,0,12,24,29,90,59,28,34,86,52,228,86,141,72,35,28,34,30,63,46,0,12,6,9,31,25,1,406,Suffolk County,Massachusetts
1500000US250250406002,1180,234,15,19,0,12,35,29,107,60,183,97,212,99,98,66,308,152,131,86,29,28,33,29,9,14,0,12,20,23,2,406,Suffolk County,Massachusetts
